id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_response,figure_score,sound_response,color_score,timestamp,figure_tested,figure_target,sound_score,sound_tested,position_tested,position_target,color_target,simulate,figure_response,sound_target,occupation,position_response,position_score,color_tested
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,54,4,white,star,sounds/P.wav,0,1,0,1,1555329381746,1,1,1,1,0,,0,no,1,0,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,55,4,white,square,sounds/B.wav,0,1,0,0,1555329385327,1,0,1,1,0,,1,no,0,0,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,56,4,white,star,sounds/E.wav,1,1,0,1,1555329388938,1,0,1,1,0,,1,no,0,0,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,57,4,red,star,sounds/E.wav,0,1,1,1,1555329392552,1,1,1,1,0,,0,no,1,1,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,58,4,yellow,triangle,sounds/G.wav,0,1,0,1,1555329396148,1,0,1,1,0,,0,no,0,0,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,59,4,white,star,sounds/B.wav,0,1,0,1,1555329399730,1,0,1,1,0,,0,no,0,0,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,60,4,dimgray,circle,sounds/E.wav,0,1,0,1,1555329403318,1,0,1,1,0,,0,no,0,0,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,fcs1,3,1,61,4,red,star,sounds/E.wav,0,1,1,1,1555329406930,1,0,1,1,0,,0,no,0,1,Studerende,,,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,1,0,green,square,sounds/P.wav,0,1,0,1,1555329417872,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,2,0,green,circle,sounds/P.wav,1,0,1,1,1555329421510,1,0,1,1,1,1,1,no,1,1,Studerende,0,0,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,3,2,darkorange,star,sounds/B.wav,0,1,0,1,1555329425109,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,4,5,darkorange,triangle,sounds/C.wav,1,1,0,1,1555329428711,1,0,1,1,1,0,1,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,5,0,yellow,square,sounds/C.wav,0,1,1,1,1555329432319,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,6,6,green,square,sounds/C.wav,0,1,1,1,1555329435939,1,1,1,1,1,0,0,no,1,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,7,5,red,circle,sounds/G.wav,0,1,0,1,1555329439519,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,8,7,red,circle,sounds/E.wav,1,1,0,1,1555329443130,1,1,1,1,1,0,1,no,1,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,9,2,yellow,circle,sounds/D.wav,0,1,0,1,1555329446752,1,1,1,1,1,0,0,no,1,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,10,4,dimgray,star,sounds/D.wav,0,1,1,1,1555329450366,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,11,4,dimgray,square,sounds/E.wav,1,1,0,1,1555329454003,1,0,1,1,1,1,1,no,0,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,12,6,white,circle,sounds/C.wav,0,1,0,1,1555329457598,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,13,6,white,triangle,sounds/V.wav,1,1,0,1,1555329461194,1,0,1,1,1,1,1,no,0,0,Studerende,0,0,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,14,3,darkorange,circle,sounds/V.wav,0,1,1,1,1555329464806,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,15,0,darkorange,square,sounds/V.wav,1,1,1,1,1555329468446,1,0,1,1,1,0,1,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,16,0,green,star,sounds/E.wav,0,1,0,1,1555329472057,1,0,1,1,1,1,0,no,0,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,17,0,darkorange,star,sounds/V.wav,0,1,0,1,1555329475682,1,1,1,1,1,1,0,no,1,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,18,4,darkorange,star,sounds/T.wav,1,1,0,1,1555329479225,1,1,1,1,1,0,1,no,1,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,19,5,red,square,sounds/C.wav,0,1,0,1,1555329482810,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,20,1,darkorange,square,sounds/C.wav,0,1,1,1,1555329486342,1,1,1,1,1,0,0,no,1,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,21,6,blue,star,sounds/B.wav,0,1,0,1,1555329489931,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,22,8,white,triangle,sounds/B.wav,0,1,1,1,1555329493524,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,23,7,white,triangle,sounds/D.wav,1,1,1,1,1555329497068,1,1,0,1,1,0,1,no,1,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,24,3,yellow,circle,sounds/C.wav,0,1,0,1,1555329500653,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,25,3,yellow,circle,sounds/G.wav,1,1,1,1,1555329504206,1,1,0,1,1,1,1,no,1,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,26,6,green,square,sounds/E.wav,0,1,0,1,1555329507806,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,27,4,dimgray,star,sounds/P.wav,0,1,0,1,1555329511390,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,28,4,red,star,sounds/V.wav,0,1,1,1,1555329514925,1,1,0,1,1,1,0,no,1,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,29,5,dimgray,circle,sounds/V.wav,1,1,1,0,1555329518463,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,30,0,white,triangle,sounds/V.wav,0,1,1,1,1555329522067,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,31,0,blue,star,sounds/E.wav,0,1,0,1,1555329525682,1,0,1,1,1,1,0,no,0,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,32,1,red,circle,sounds/D.wav,0,1,0,1,1555329529265,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,33,2,blue,star,sounds/G.wav,0,1,0,1,1555329532851,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,34,4,blue,star,sounds/E.wav,1,1,0,1,1555329536398,1,1,1,1,1,0,1,no,1,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,35,8,yellow,triangle,sounds/P.wav,0,1,0,1,1555329539987,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,36,5,yellow,triangle,sounds/G.wav,1,1,1,1,1555329543617,1,1,0,1,1,0,1,no,1,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,37,7,blue,triangle,sounds/G.wav,0,1,1,1,1555329547247,1,1,1,1,1,0,0,no,1,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,38,4,green,star,sounds/P.wav,0,1,0,1,1555329550845,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,39,4,yellow,triangle,sounds/G.wav,0,1,0,1,1555329554429,1,0,1,1,1,1,0,no,0,0,Studerende,0,0,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,40,8,white,triangle,sounds/P.wav,0,0,0,1,1555329558014,1,1,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,41,8,yellow,star,sounds/T.wav,0,1,0,1,1555329561622,1,0,1,1,1,1,0,no,0,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,42,8,darkorange,triangle,sounds/C.wav,0,1,0,1,1555329565238,1,0,1,1,1,1,0,no,0,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,43,6,green,star,sounds/C.wav,0,1,1,1,1555329568880,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,44,5,dimgray,circle,sounds/E.wav,0,1,0,1,1555329572472,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,45,1,dimgray,triangle,sounds/B.wav,1,1,0,1,1555329576078,1,0,1,1,1,0,1,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,46,8,red,circle,sounds/B.wav,0,1,1,1,1555329579696,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,47,8,yellow,star,sounds/V.wav,0,1,0,1,1555329583316,1,0,1,1,1,1,0,no,0,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,48,5,white,square,sounds/C.wav,0,1,0,1,1555329586912,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,49,8,green,circle,sounds/P.wav,0,1,0,1,1555329590497,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,50,8,white,triangle,sounds/V.wav,0,1,1,1,1555329594103,1,0,0,1,1,1,0,no,0,0,Studerende,1,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,51,7,green,star,sounds/T.wav,0,1,0,1,1555329597701,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,52,1,white,circle,sounds/D.wav,0,1,0,1,1555329601287,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,53,1,yellow,triangle,sounds/E.wav,0,1,0,1,1555329604870,1,0,1,1,1,1,0,no,0,0,Studerende,0,0,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,54,5,dimgray,triangle,sounds/E.wav,0,1,1,1,1555329608500,1,1,1,1,1,0,0,no,1,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,55,8,darkorange,star,sounds/D.wav,0,1,0,1,1555329612092,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,56,7,yellow,square,sounds/D.wav,0,1,1,1,1555329615697,1,0,1,1,1,0,0,no,0,1,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,57,2,yellow,square,sounds/P.wav,1,1,0,1,1555329619298,1,1,1,1,1,0,1,no,1,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,58,5,yellow,star,sounds/D.wav,1,1,0,1,1555329622898,1,0,1,1,1,0,1,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,59,5,dimgray,circle,sounds/C.wav,0,1,0,1,1555329626481,1,0,1,1,1,1,0,no,0,0,Studerende,0,0,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,60,3,dimgray,square,sounds/P.wav,1,1,0,1,1555329630105,1,0,1,1,1,0,1,no,0,0,Studerende,0,1,1
Moskusokse,female,25,training_transfer,posttest,pcfs12,4,1,61,5,darkorange,triangle,sounds/V.wav,0,1,0,1,1555329633700,1,0,1,1,1,0,0,no,0,0,Studerende,0,1,1
