id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_score,figure_tested,simulate,color_tested,figure_response,figure_target,sound_tested,sound_response,color_score,color_target,timestamp,position_tested,position_target,occupation,figure_score,sound_score,sound_target,color_response,position_response
Haj ,female,21,training_train,practice,p1,1,1,24,7,white,circle,,1,0,no,0,,,0,,,,1554812042687,1,0,Studerende,,,,,0
Haj ,female,21,training_train,practice,p1,1,1,25,7,white,circle,,1,0,no,0,,,0,,,,1554812045253,1,1,Studerende,,,,,1
Haj ,female,21,training_train,practice,p1,1,1,26,3,white,circle,,1,0,no,0,,,0,,,,1554812047803,1,0,Studerende,,,,,0
Haj ,female,21,training_train,practice,p1,1,1,27,0,white,circle,,1,0,no,0,,,0,,,,1554812050354,1,0,Studerende,,,,,0
Haj ,female,21,training_train,practice,p1,1,1,28,7,white,circle,,1,0,no,0,,,0,,,,1554812052904,1,0,Studerende,,,,,0
Haj ,female,21,training_train,practice,p1,1,1,29,1,white,circle,,1,0,no,0,,,0,,,,1554812055454,1,0,Studerende,,,,,0
Haj ,female,21,training_train,practice,p1,1,1,30,2,white,circle,,1,0,no,0,,,0,,,,1554812058004,1,0,Studerende,,,,,0
Haj ,female,21,training_train,practice,p1,1,1,31,7,white,circle,,1,0,no,0,,,0,,,,1554812060554,1,0,Studerende,,,,,0
Haj ,female,21,training_train,practice,f2,1,2,1,4,white,triangle,,,1,no,0,0,0,0,,,,1554812104572,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,2,4,white,circle,,,1,no,0,0,0,0,,,,1554812107122,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,3,4,white,triangle,,,1,no,0,0,1,0,,,,1554812109672,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,4,4,white,square,,,1,no,0,0,0,0,,,,1554812112222,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,5,4,white,square,,,1,no,0,1,0,0,,,,1554812114789,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,6,4,white,square,,,1,no,0,1,1,0,,,,1554812117356,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,7,4,white,square,,,1,no,0,1,1,0,,,,1554812119923,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,8,4,white,triangle,,,1,no,0,0,0,0,,,,1554812122473,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,9,4,white,triangle,,,1,no,0,1,0,0,,,,1554812125039,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,10,4,white,triangle,,,1,no,0,1,1,0,,,,1554812127606,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,11,4,white,star,,,1,no,0,0,0,0,,,,1554812130156,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,12,4,white,square,,,1,no,0,0,0,0,,,,1554812132706,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,13,4,white,circle,,,1,no,0,0,0,0,,,,1554812135256,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,14,4,white,star,,,1,no,0,0,0,0,,,,1554812137807,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,15,4,white,circle,,,1,no,0,1,1,0,,,,1554812140373,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,16,4,white,triangle,,,1,no,0,0,0,0,,,,1554812142923,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,17,4,white,square,,,1,no,0,0,0,0,,,,1554812145473,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,18,4,white,square,,,1,no,0,1,0,0,,,,1554812148040,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,19,4,white,circle,,,1,no,0,1,0,0,,,,1554812150607,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,20,4,white,triangle,,,1,no,0,0,0,0,,,,1554812153158,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,21,4,white,star,,,1,no,0,0,0,0,,,,1554812155707,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,22,4,white,square,,,1,no,0,0,0,0,,,,1554812158257,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,23,4,white,circle,,,1,no,0,0,0,0,,,,1554812160807,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,24,4,white,circle,,,1,no,0,1,0,0,,,,1554812163374,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,25,4,white,circle,,,1,no,0,1,1,0,,,,1554812165941,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,26,4,white,triangle,,,1,no,0,0,0,0,,,,1554812168490,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,27,4,white,circle,,,1,no,0,0,1,0,,,,1554812171041,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,28,4,white,circle,,,1,no,0,0,0,0,,,,1554812173591,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,29,4,white,square,,,1,no,0,0,0,0,,,,1554812176141,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,30,4,white,triangle,,,1,no,0,1,0,0,,,,1554812178708,0,,Studerende,0,,,,
Haj ,female,21,training_train,practice,f2,1,2,31,4,white,square,,,1,no,0,1,1,0,,,,1554812181274,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,f2,1,2,32,4,white,circle,,,1,no,0,0,0,0,,,,1554812183824,0,,Studerende,1,,,,
Haj ,female,21,training_train,practice,sc2,2,2,1,4,darkorange,circle,sounds\C.wav,,0,no,1,,,1,0,1,0,1554812210442,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,2,4,red,circle,sounds\E.wav,,0,no,1,,,1,0,1,0,1554812212992,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,3,4,dimgray,circle,sounds\E.wav,,0,no,1,,,1,0,1,0,1554812215542,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,4,4,blue,circle,sounds\P.wav,,0,no,1,,,1,0,1,0,1554812218092,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,5,4,white,circle,sounds\E.wav,,0,no,1,,,1,0,1,0,1554812220642,0,,Studerende,,0,1,0,
Haj ,female,21,training_train,practice,sc2,2,2,6,4,darkorange,circle,sounds\P.wav,,0,no,1,,,1,1,1,0,1554812223209,0,,Studerende,,1,1,0,
Haj ,female,21,training_train,practice,sc2,2,2,7,4,green,circle,sounds\G.wav,,0,no,1,,,1,0,1,0,1554812225760,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,8,4,darkorange,circle,sounds\C.wav,,0,no,1,,,1,1,0,1,1554812228326,0,,Studerende,,0,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,9,4,darkorange,circle,sounds\D.wav,,0,no,1,,,1,0,0,0,1554812230893,0,,Studerende,,1,0,1,
Haj ,female,21,training_train,practice,sc2,2,2,10,4,green,circle,sounds\G.wav,,0,no,1,,,1,0,1,0,1554812233443,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,11,4,yellow,circle,sounds\B.wav,,0,no,1,,,1,0,1,0,1554812235993,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,12,4,green,circle,sounds\G.wav,,0,no,1,,,1,0,1,1,1554812238559,0,,Studerende,,0,1,1,
Haj ,female,21,training_train,practice,sc2,2,2,13,4,green,circle,sounds\D.wav,,0,no,1,,,1,0,0,0,1554812241127,0,,Studerende,,1,0,1,
Haj ,female,21,training_train,practice,sc2,2,2,14,4,green,circle,sounds\T.wav,,0,no,1,,,1,0,1,1,1554812243693,0,,Studerende,,1,0,1,
Haj ,female,21,training_train,practice,sc2,2,2,15,4,green,circle,sounds\T.wav,,0,no,1,,,1,1,1,1,1554812246276,0,,Studerende,,0,0,1,
Haj ,female,21,training_train,practice,sc2,2,2,16,4,darkorange,circle,sounds\G.wav,,0,no,1,,,1,1,1,0,1554812248843,0,,Studerende,,0,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,17,4,blue,circle,sounds\P.wav,,0,no,1,,,1,0,1,0,1554812251393,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,18,4,white,circle,sounds\V.wav,,0,no,1,,,1,0,1,0,1554812253943,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,19,4,darkorange,circle,sounds\G.wav,,0,no,1,,,1,0,1,0,1554812256493,0,,Studerende,,1,0,0,
Haj ,female,21,training_train,practice,sc2,2,2,20,4,white,circle,sounds\E.wav,,0,no,1,,,1,0,1,1,1554812259060,0,,Studerende,,1,0,1,
Haj ,female,21,training_train,practice,sc2,2,2,21,4,dimgray,circle,sounds\G.wav,,0,no,1,,,1,0,1,0,1554812261611,0,,Studerende,,0,1,0,
Haj ,female,21,training_train,practice,sc2,2,2,22,4,green,circle,sounds\B.wav,,0,no,1,,,1,0,1,0,1554812264161,0,,Studerende,,1,0,0,
