id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_tested,position_target,position_score,timestamp,sound_tested,position_response,sound_response,figure_score,sound_target,figure_response,position_tested,occupation,figure_target,sound_score,simulate,color_target,color_score,color_response,figure_tested
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,47,8,dimgray,circle,sounds/T.wav,1,0,0,1555413012552,1,1,1,1,1,0,1,Studerende,0,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,48,1,dimgray,star,sounds/C.wav,1,0,1,1555413016169,1,0,1,1,0,0,1,Studerende,0,0,no,1,1,1,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,49,6,darkorange,star,sounds/B.wav,1,0,1,1555413019768,1,0,0,1,0,1,1,Studerende,1,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,50,1,white,circle,sounds/B.wav,1,0,1,1555413023379,1,0,1,1,1,0,1,Studerende,0,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,51,3,white,circle,sounds/B.wav,1,0,1,1555413026992,1,0,1,0,1,0,1,Studerende,1,1,no,1,1,1,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,52,0,green,circle,sounds/V.wav,1,0,1,1555413030603,1,0,0,1,0,1,1,Studerende,1,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,53,3,white,triangle,sounds/V.wav,1,0,1,1555413034202,1,0,1,1,1,0,1,Studerende,0,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,54,3,white,square,sounds/D.wav,1,1,1,1555413037819,1,1,0,1,0,0,1,Studerende,0,1,no,1,1,1,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,55,1,blue,circle,sounds/B.wav,1,0,1,1555413041412,1,0,0,1,0,0,1,Studerende,0,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,56,8,blue,star,sounds/E.wav,1,0,1,1555413045029,1,0,0,0,0,1,1,Studerende,0,1,no,1,1,1,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,57,8,white,star,sounds/E.wav,1,1,1,1555413048660,1,1,0,1,1,1,1,Studerende,1,0,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,58,7,red,circle,sounds/T.wav,1,0,1,1555413052280,1,0,1,1,0,0,1,Studerende,0,0,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,59,5,dimgray,square,sounds/V.wav,1,0,1,1555413055879,1,0,0,1,0,0,1,Studerende,0,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,60,7,red,star,sounds/B.wav,1,0,1,1555413059481,1,0,0,1,0,0,1,Studerende,0,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,pretest,pcfs12,4,1,61,5,darkorange,square,sounds/B.wav,1,0,1,1555413063089,1,0,1,1,1,0,1,Studerende,0,1,no,0,1,0,1
Tangloppe,female,18,training_transfer,training,ps2,2,2,1,0,white,circle,sounds/C.wav,0,0,1,1555413107570,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,2,1,white,circle,sounds/B.wav,0,0,1,1555413110149,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,3,5,white,circle,sounds/C.wav,0,0,1,1555413112760,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,4,1,white,circle,sounds/P.wav,0,1,0,1555413115337,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,5,6,white,circle,sounds/C.wav,0,0,0,1555413117921,1,1,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,6,3,white,circle,sounds/T.wav,0,0,1,1555413120498,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,7,7,white,circle,sounds/T.wav,0,0,1,1555413123082,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,8,5,white,circle,sounds/V.wav,0,0,1,1555413125653,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,9,3,white,circle,sounds/T.wav,0,0,1,1555413128236,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,10,3,white,circle,sounds/V.wav,0,0,1,1555413130828,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,11,4,white,circle,sounds/D.wav,0,0,1,1555413133406,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,12,2,white,circle,sounds/T.wav,0,0,1,1555413135982,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,13,4,white,circle,sounds/T.wav,0,1,0,1555413138578,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,14,1,white,circle,sounds/B.wav,0,0,1,1555413141156,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,15,8,white,circle,sounds/V.wav,0,0,1,1555413143754,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,16,2,white,circle,sounds/E.wav,0,0,1,1555413146322,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,17,4,white,circle,sounds/C.wav,0,0,1,1555413148914,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,18,2,white,circle,sounds/T.wav,0,1,0,1555413151512,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,19,0,white,circle,sounds/C.wav,0,0,1,1555413154087,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,20,1,white,circle,sounds/P.wav,0,0,1,1555413156673,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,21,0,white,circle,sounds/G.wav,0,1,1,1555413159285,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,22,8,white,circle,sounds/C.wav,0,0,1,1555413161857,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,23,4,white,circle,sounds/C.wav,0,0,1,1555413164455,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,24,3,white,circle,sounds/E.wav,0,0,1,1555413167041,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,25,5,white,circle,sounds/C.wav,0,0,1,1555413169624,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,26,1,white,circle,sounds/E.wav,0,0,0,1555413172236,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,27,5,white,circle,sounds/V.wav,0,1,1,1555413174817,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,28,1,white,circle,sounds/E.wav,0,1,0,1555413177410,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,29,2,white,circle,sounds/B.wav,0,0,1,1555413179992,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,30,6,white,circle,sounds/E.wav,0,0,1,1555413182599,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,31,0,white,circle,sounds/P.wav,0,0,1,1555413185177,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,32,7,white,circle,sounds/E.wav,0,0,1,1555413187771,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,33,4,white,circle,sounds/V.wav,0,0,1,1555413190343,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,34,8,white,circle,sounds/E.wav,0,0,1,1555413192950,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,35,6,white,circle,sounds/E.wav,0,0,1,1555413195527,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,36,8,white,circle,sounds/D.wav,0,1,0,1555413198096,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,37,8,white,circle,sounds/B.wav,0,0,1,1555413200679,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,38,2,white,circle,sounds/P.wav,0,0,0,1555413203286,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,39,7,white,circle,sounds/B.wav,0,0,1,1555413205884,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,40,2,white,circle,sounds/C.wav,0,1,0,1555413208461,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,41,8,white,circle,sounds/V.wav,0,0,1,1555413211030,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,42,2,white,circle,sounds/V.wav,0,1,0,1555413213613,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,43,3,white,circle,sounds/P.wav,0,0,1,1555413216197,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,44,5,white,circle,sounds/D.wav,0,0,1,1555413218780,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,45,2,white,circle,sounds/C.wav,0,0,0,1555413221386,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,46,6,white,circle,sounds/C.wav,0,0,1,1555413223979,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,47,7,white,circle,sounds/C.wav,0,0,1,1555413226576,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,48,5,white,circle,sounds/D.wav,0,0,1,1555413229148,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,49,7,white,circle,sounds/D.wav,0,1,1,1555413231755,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,50,7,white,circle,sounds/D.wav,0,0,0,1555413234347,1,1,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,51,0,white,circle,sounds/B.wav,0,0,1,1555413236933,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,52,7,white,circle,sounds/E.wav,0,1,0,1555413239515,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,53,1,white,circle,sounds/V.wav,0,0,1,1555413242082,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,54,7,white,circle,sounds/G.wav,0,1,0,1555413244665,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,55,0,white,circle,sounds/E.wav,0,0,1,1555413247249,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,56,2,white,circle,sounds/D.wav,0,0,1,1555413249849,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,57,6,white,circle,sounds/G.wav,0,0,1,1555413252444,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,58,0,white,circle,sounds/E.wav,0,0,1,1555413255028,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,59,6,white,circle,sounds/V.wav,0,1,1,1555413257614,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,60,2,white,circle,sounds/B.wav,0,0,1,1555413260203,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,61,6,white,circle,sounds/V.wav,0,1,0,1555413262795,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,62,2,white,circle,sounds/T.wav,0,1,0,1555413265369,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,1,2,white,circle,sounds/E.wav,0,0,1,1555413285204,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,2,3,white,circle,sounds/P.wav,0,0,1,1555413287787,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,3,1,white,circle,sounds/V.wav,0,0,1,1555413290371,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,4,6,white,circle,sounds/V.wav,0,0,1,1555413292972,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,5,0,white,circle,sounds/E.wav,0,0,1,1555413295567,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,6,8,white,circle,sounds/T.wav,0,0,1,1555413298156,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,7,7,white,circle,sounds/B.wav,0,0,1,1555413300739,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,8,0,white,circle,sounds/D.wav,0,0,0,1555413303340,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,9,7,white,circle,sounds/B.wav,0,1,0,1555413305940,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,10,8,white,circle,sounds/V.wav,0,0,1,1555413308524,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,11,7,white,circle,sounds/B.wav,0,1,0,1555413311107,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,12,7,white,circle,sounds/B.wav,0,0,1,1555413313673,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,13,1,white,circle,sounds/E.wav,0,0,1,1555413316256,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,14,7,white,circle,sounds/V.wav,0,1,1,1555413318871,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,15,0,white,circle,sounds/E.wav,0,0,1,1555413321457,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,16,6,white,circle,sounds/D.wav,0,0,1,1555413324039,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,17,1,white,circle,sounds/E.wav,0,0,1,1555413326616,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,18,6,white,circle,sounds/V.wav,0,1,1,1555413329205,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,19,7,white,circle,sounds/E.wav,0,0,1,1555413331776,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,20,1,white,circle,sounds/E.wav,0,0,1,1555413334377,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,21,5,white,circle,sounds/E.wav,0,0,1,1555413336972,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,22,3,white,circle,sounds/E.wav,0,0,1,1555413339581,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,23,5,white,circle,sounds/P.wav,0,1,0,1555413342158,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,24,6,white,circle,sounds/C.wav,0,0,1,1555413344728,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,25,5,white,circle,sounds/D.wav,0,1,0,1555413347311,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,26,8,white,circle,sounds/B.wav,0,0,0,1555413349894,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,27,8,white,circle,sounds/C.wav,0,0,0,1555413352516,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,28,7,white,circle,sounds/E.wav,0,0,1,1555413355107,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,29,3,white,circle,sounds/C.wav,0,0,1,1555413357702,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,30,7,white,circle,sounds/V.wav,0,1,1,1555413360292,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,31,1,white,circle,sounds/C.wav,0,0,1,1555413362878,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,32,6,white,circle,sounds/D.wav,0,0,1,1555413365461,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,33,4,white,circle,sounds/C.wav,0,0,1,1555413368053,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,34,0,white,circle,sounds/G.wav,0,0,1,1555413370631,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,35,5,white,circle,sounds/C.wav,0,0,1,1555413373225,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,36,4,white,circle,sounds/V.wav,0,0,0,1555413375846,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,37,3,white,circle,sounds/B.wav,0,0,1,1555413378412,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,38,3,white,circle,sounds/E.wav,0,0,0,1555413380999,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,39,7,white,circle,sounds/G.wav,0,0,1,1555413383582,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,40,6,white,circle,sounds/G.wav,0,0,1,1555413386180,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,41,7,white,circle,sounds/G.wav,0,1,0,1555413388778,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,42,6,white,circle,sounds/B.wav,0,1,0,1555413391363,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,43,3,white,circle,sounds/D.wav,0,0,0,1555413393964,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,44,6,white,circle,sounds/B.wav,0,1,0,1555413396571,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,45,7,white,circle,sounds/D.wav,0,0,0,1555413399195,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,46,6,white,circle,sounds/V.wav,0,1,1,1555413401796,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,47,3,white,circle,sounds/T.wav,0,0,1,1555413404393,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,48,8,white,circle,sounds/G.wav,0,0,1,1555413406991,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,49,5,white,circle,sounds/C.wav,0,0,1,1555413409575,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,50,0,white,circle,sounds/D.wav,0,0,1,1555413412149,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,51,7,white,circle,sounds/V.wav,0,0,1,1555413414733,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,52,7,white,circle,sounds/E.wav,0,0,0,1555413417324,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,53,2,white,circle,sounds/D.wav,0,0,1,1555413419922,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,54,7,white,circle,sounds/V.wav,0,1,0,1555413422502,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,55,6,white,circle,sounds/E.wav,0,0,0,1555413425098,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,56,1,white,circle,sounds/P.wav,0,0,1,1555413427684,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,57,2,white,circle,sounds/C.wav,0,0,1,1555413430264,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,58,1,white,circle,sounds/D.wav,0,1,0,1555413432853,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,59,5,white,circle,sounds/T.wav,0,0,1,1555413435457,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,60,3,white,circle,sounds/E.wav,0,0,1,1555413438038,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,61,5,white,circle,sounds/G.wav,0,1,0,1555413440618,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,62,3,white,circle,sounds/E.wav,0,1,1,1555413443225,1,1,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,1,0,white,circle,sounds/V.wav,0,0,1,1555413464638,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,2,0,white,circle,sounds/C.wav,0,0,1,1555413467221,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,3,0,white,circle,sounds/V.wav,0,1,1,1555413469825,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,4,0,white,circle,sounds/E.wav,0,1,1,1555413472428,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,5,5,white,circle,sounds/G.wav,0,0,1,1555413475006,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,6,1,white,circle,sounds/E.wav,0,0,1,1555413477601,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,7,5,white,circle,sounds/V.wav,0,1,0,1555413480173,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,8,2,white,circle,sounds/G.wav,0,0,1,1555413482753,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,9,1,white,circle,sounds/E.wav,0,0,1,1555413485342,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,10,5,white,circle,sounds/G.wav,0,0,1,1555413487934,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,11,3,white,circle,sounds/C.wav,0,0,1,1555413490509,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,12,7,white,circle,sounds/D.wav,0,0,1,1555413493075,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,13,0,white,circle,sounds/C.wav,0,0,1,1555413495681,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,14,7,white,circle,sounds/D.wav,0,1,1,1555413498291,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,15,5,white,circle,sounds/D.wav,0,0,1,1555413500877,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,16,7,white,circle,sounds/D.wav,0,1,0,1555413503480,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,17,1,white,circle,sounds/V.wav,0,0,1,1555413506043,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,18,7,white,circle,sounds/C.wav,0,1,1,1555413508656,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,19,6,white,circle,sounds/E.wav,0,0,1,1555413511245,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,20,0,white,circle,sounds/E.wav,0,0,1,1555413513828,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,21,5,white,circle,sounds/P.wav,0,0,0,1555413516426,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,22,1,white,circle,sounds/T.wav,0,0,1,1555413519009,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,23,8,white,circle,sounds/G.wav,0,0,1,1555413521578,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,24,4,white,circle,sounds/B.wav,0,0,1,1555413524161,1,0,0,,0,,1,Studerende,,1,no,,,,0
