id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_tested,figure_score,color_tested,sound_response,simulate,figure_response,position_target,sound_score,color_target,position_tested,occupation,color_response,timestamp,sound_tested,position_score,position_response,color_score,sound_target,figure_target
kalkun,male,21,training_transfer,pretest,fc2,2,2,2,4,white,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902044772,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,3,4,dimgray,triangle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902047338,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,4,4,dimgray,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902049911,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,5,4,dimgray,star,,1,1,1,,no,0,,,1,0,Studerende,0,1554902052473,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,6,4,red,triangle,,1,1,1,,no,0,,,0,0,Studerende,1,1554902055057,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,7,4,dimgray,triangle,,1,1,1,,no,0,,,1,0,Studerende,0,1554902057625,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,8,4,yellow,star,,1,1,1,,no,0,,,0,0,Studerende,0,1554902060195,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,9,4,blue,star,,1,1,1,,no,0,,,0,0,Studerende,0,1554902062763,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,10,4,red,square,,1,1,1,,no,0,,,0,0,Studerende,1,1554902065351,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,11,4,green,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902067914,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,12,4,green,square,,1,0,1,,no,0,,,0,0,Studerende,0,1554902070480,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,13,4,yellow,square,,1,1,1,,no,1,,,0,0,Studerende,0,1554902073077,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,14,4,dimgray,star,,1,1,1,,no,0,,,0,0,Studerende,0,1554902075652,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,15,4,red,square,,1,1,1,,no,1,,,0,0,Studerende,0,1554902078241,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,16,4,yellow,star,,1,1,1,,no,1,,,0,0,Studerende,1,1554902080840,0,,,0,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,17,4,red,circle,,1,1,1,,no,0,,,1,0,Studerende,0,1554902083406,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,18,4,red,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902085976,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,19,4,dimgray,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902088541,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,20,4,green,square,,1,0,1,,no,0,,,0,0,Studerende,0,1554902091107,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,21,4,blue,square,,1,1,1,,no,1,,,0,0,Studerende,0,1554902093703,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,22,4,dimgray,triangle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902096283,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,23,4,darkorange,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902098848,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,24,4,darkorange,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902101416,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,25,4,yellow,triangle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902103983,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,26,4,blue,triangle,,1,0,1,,no,1,,,0,0,Studerende,0,1554902106573,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,27,4,white,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902109137,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,28,4,green,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902111700,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,29,4,white,triangle,,1,1,1,,no,0,,,1,0,Studerende,1,1554902114291,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,30,4,red,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902116854,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,31,4,white,star,,1,1,1,,no,0,,,1,0,Studerende,0,1554902119425,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,32,4,red,square,,1,1,1,,no,1,,,1,0,Studerende,1,1554902122017,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,33,4,green,triangle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902124593,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,34,4,dimgray,star,,1,1,1,,no,0,,,0,0,Studerende,1,1554902127180,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,35,4,green,star,,1,1,1,,no,0,,,1,0,Studerende,0,1554902129744,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,36,4,darkorange,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902132313,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,37,4,dimgray,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902134881,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,38,4,dimgray,triangle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902137451,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,39,4,dimgray,square,,1,0,1,,no,1,,,1,0,Studerende,1,1554902140057,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,40,4,red,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902142614,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,41,4,dimgray,square,,1,1,1,,no,1,,,1,0,Studerende,0,1554902145201,0,,,0,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,42,4,darkorange,star,,1,1,1,,no,0,,,0,0,Studerende,0,1554902147768,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,43,4,dimgray,triangle,,1,1,1,,no,0,,,1,0,Studerende,1,1554902150345,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,44,4,green,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902152904,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,45,4,green,circle,,1,1,1,,no,0,,,0,0,Studerende,1,1554902155499,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,46,4,darkorange,circle,,1,1,1,,no,1,,,0,0,Studerende,0,1554902158087,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,47,4,red,star,,1,1,1,,no,0,,,0,0,Studerende,0,1554902160662,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,48,4,darkorange,square,,1,1,1,,no,0,,,1,0,Studerende,0,1554902163230,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,49,4,blue,star,,1,0,1,,no,0,,,0,0,Studerende,0,1554902165798,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,50,4,darkorange,square,,1,0,1,,no,0,,,1,0,Studerende,0,1554902168365,0,,,0,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,51,4,blue,circle,,1,1,1,,no,0,,,1,0,Studerende,1,1554902170959,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,52,4,white,star,,1,1,1,,no,0,,,0,0,Studerende,0,1554902173536,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,53,4,red,star,,1,1,1,,no,0,,,0,0,Studerende,0,1554902176103,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,54,4,white,triangle,,1,1,1,,no,0,,,1,0,Studerende,1,1554902178696,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,55,4,green,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902181272,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,56,4,red,triangle,,1,0,1,,no,0,,,0,0,Studerende,0,1554902183840,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,57,4,green,circle,,1,0,1,,no,0,,,1,0,Studerende,1,1554902186433,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,58,4,dimgray,square,,1,1,1,,no,0,,,0,0,Studerende,0,1554902189010,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,59,4,yellow,circle,,1,0,1,,no,0,,,0,0,Studerende,0,1554902191582,0,,,1,,1
kalkun,male,21,training_transfer,pretest,fc2,2,2,60,4,red,circle,,1,1,1,,no,0,,,0,0,Studerende,0,1554902194146,0,,,1,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,61,4,white,star,,1,1,1,,no,0,,,0,0,Studerende,1,1554902196740,0,,,0,,0
kalkun,male,21,training_transfer,pretest,fc2,2,2,62,4,darkorange,circle,,1,0,1,,no,0,,,0,0,Studerende,0,1554902199314,0,,,1,,1
kalkun,male,21,training_transfer,pretest,pcs1,3,1,1,6,darkorange,circle,sounds/D.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902218150,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,2,5,yellow,circle,sounds/P.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902221736,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,3,5,yellow,circle,sounds/V.wav,0,,1,0,no,,1,1,1,1,Studerende,1,1554902225362,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,4,7,green,circle,sounds/G.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902228939,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,5,1,white,circle,sounds/V.wav,0,,1,1,no,,0,0,0,1,Studerende,0,1554902232548,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,6,8,darkorange,circle,sounds/V.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902236143,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,7,7,yellow,circle,sounds/G.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902239728,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,8,8,yellow,circle,sounds/C.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902243333,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,9,7,darkorange,circle,sounds/E.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902246916,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,10,8,red,circle,sounds/D.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902250503,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,11,3,red,circle,sounds/E.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902254109,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,12,6,red,circle,sounds/G.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902257700,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,13,7,blue,circle,sounds/B.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902261275,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,14,0,yellow,circle,sounds/C.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902264860,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,15,0,yellow,circle,sounds/V.wav,0,,1,0,no,,1,1,1,1,Studerende,1,1554902268467,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,16,2,white,circle,sounds/V.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902272071,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,17,3,dimgray,circle,sounds/V.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902275660,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,18,3,yellow,circle,sounds/D.wav,0,,1,0,no,,1,1,0,1,Studerende,0,1554902279240,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,19,5,green,circle,sounds/D.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902282837,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,20,3,darkorange,circle,sounds/E.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902286416,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,21,8,red,circle,sounds/P.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902289988,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,22,1,red,circle,sounds/T.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902293599,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,23,0,darkorange,circle,sounds/B.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902297174,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,24,4,red,circle,sounds/B.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902300775,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,25,8,red,circle,sounds/T.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902304398,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,26,8,darkorange,circle,sounds/V.wav,0,,1,0,no,,1,1,0,1,Studerende,0,1554902307991,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,27,5,green,circle,sounds/D.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902311565,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,28,6,yellow,circle,sounds/P.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902315151,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,29,6,dimgray,circle,sounds/G.wav,0,,1,0,no,,1,1,0,1,Studerende,0,1554902318750,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,30,0,dimgray,circle,sounds/T.wav,0,,1,1,no,,0,0,1,1,Studerende,1,1554902322393,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,31,0,dimgray,circle,sounds/C.wav,0,,1,0,no,,1,1,1,1,Studerende,1,1554902326015,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,32,3,blue,circle,sounds/C.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902329615,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,33,5,blue,circle,sounds/V.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902333221,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,34,5,yellow,circle,sounds/G.wav,0,,1,0,no,,1,1,0,1,Studerende,0,1554902336820,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,35,0,red,circle,sounds/E.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902340397,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,36,7,darkorange,circle,sounds/C.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902343982,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,37,2,red,circle,sounds/B.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902347563,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,38,2,blue,circle,sounds/D.wav,0,,1,0,no,,1,1,0,1,Studerende,0,1554902351144,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,39,4,green,circle,sounds/C.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902354719,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,40,4,darkorange,circle,sounds/P.wav,0,,1,0,no,,1,1,0,1,Studerende,0,1554902358318,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,41,5,dimgray,circle,sounds/P.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902361923,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,42,0,dimgray,circle,sounds/T.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902365534,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,43,5,white,circle,sounds/D.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902369113,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,44,0,white,circle,sounds/V.wav,0,,1,0,no,,0,1,1,1,Studerende,1,1554902372706,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,45,8,dimgray,circle,sounds/B.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902376278,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,46,6,dimgray,circle,sounds/B.wav,0,,1,1,no,,0,1,1,1,Studerende,1,1554902379897,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,47,6,dimgray,circle,sounds/B.wav,0,,1,1,no,,1,1,1,1,Studerende,1,1554902383538,1,1,1,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,48,5,darkorange,circle,sounds/G.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902387118,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,49,5,white,circle,sounds/G.wav,0,,1,0,no,,1,0,0,1,Studerende,0,1554902390731,1,1,1,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,50,5,white,circle,sounds/G.wav,0,,1,1,no,,1,1,1,1,Studerende,1,1554902394361,1,1,1,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,51,3,green,circle,sounds/E.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902397937,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,52,8,white,circle,sounds/E.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902401540,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,53,7,yellow,circle,sounds/G.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902405112,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,54,7,white,circle,sounds/G.wav,0,,1,1,no,,1,1,0,1,Studerende,1,1554902408737,1,1,1,0,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,55,3,green,circle,sounds/G.wav,0,,1,1,no,,0,1,0,1,Studerende,0,1554902412325,1,1,0,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,56,6,blue,circle,sounds/C.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902415899,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,57,5,red,circle,sounds/G.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902419487,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,58,5,white,circle,sounds/G.wav,0,,1,1,no,,1,1,0,1,Studerende,0,1554902423091,1,1,1,1,1,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,59,2,green,circle,sounds/C.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902426671,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,60,3,dimgray,circle,sounds/G.wav,0,,1,0,no,,0,1,0,1,Studerende,0,1554902430259,1,1,0,1,0,
kalkun,male,21,training_transfer,pretest,pcs1,3,1,61,3,blue,circle,sounds/C.wav,0,,1,0,no,,1,1,0,1,Studerende,0,1554902433852,1,1,1,1,0,
kalkun,male,21,training_transfer,pretest,fcs1,3,1,1,4,red,star,sounds/D.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902470631,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,2,4,dimgray,circle,sounds/E.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902474215,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,3,4,red,star,sounds/V.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902477796,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,4,4,yellow,star,sounds/P.wav,1,1,1,0,no,1,,1,0,0,Studerende,0,1554902481409,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,5,4,yellow,star,sounds/E.wav,1,1,1,0,no,1,,1,1,0,Studerende,1,1554902485026,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,6,4,white,triangle,sounds/D.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902488604,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,7,4,darkorange,circle,sounds/P.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902492190,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,8,4,red,triangle,sounds/E.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902495777,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,9,4,yellow,star,sounds/D.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902499362,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,10,4,yellow,star,sounds/B.wav,1,1,1,0,no,1,,1,1,0,Studerende,1,1554902502984,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,11,4,yellow,star,sounds/V.wav,1,1,1,0,no,1,,1,1,0,Studerende,1,1554902506591,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,12,4,darkorange,square,sounds/P.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902510165,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,13,4,darkorange,triangle,sounds/B.wav,1,1,1,0,no,0,,1,1,0,Studerende,1,1554902513778,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,14,4,yellow,circle,sounds/P.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902517352,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,15,4,blue,circle,sounds/P.wav,1,0,1,1,no,0,,1,0,0,Studerende,0,1554902520966,1,,,1,1,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,16,4,dimgray,circle,sounds/C.wav,1,1,1,0,no,1,,1,0,0,Studerende,0,1554902524575,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,17,4,blue,square,sounds/C.wav,1,1,1,1,no,0,,1,0,0,Studerende,1,1554902528191,1,,,0,1,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,18,4,dimgray,star,sounds/P.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902531781,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,19,4,green,star,sounds/P.wav,1,1,1,1,no,1,,1,0,0,Studerende,0,1554902535405,1,,,1,1,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,20,4,white,star,sounds/T.wav,1,1,1,0,no,1,,1,0,0,Studerende,0,1554902539002,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,21,4,white,triangle,sounds/D.wav,1,1,1,0,no,0,,1,1,0,Studerende,1,1554902542613,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,22,4,darkorange,star,sounds/B.wav,1,0,1,0,no,1,,1,0,0,Studerende,0,1554902546230,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,23,4,red,triangle,sounds/C.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902549806,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,24,4,blue,square,sounds/V.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902553404,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,25,4,yellow,star,sounds/C.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902556988,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,26,4,yellow,triangle,sounds/E.wav,1,1,1,0,no,0,,1,1,0,Studerende,1,1554902560602,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,27,4,dimgray,circle,sounds/E.wav,1,1,1,1,no,0,,1,0,0,Studerende,0,1554902564194,1,,,1,1,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,28,4,dimgray,circle,sounds/G.wav,1,1,1,0,no,1,,1,1,0,Studerende,1,1554902567817,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,29,4,dimgray,circle,sounds/G.wav,1,1,1,1,no,1,,1,1,0,Studerende,1,1554902571432,1,,,1,1,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,30,4,blue,square,sounds/B.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902575019,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,31,4,green,triangle,sounds/B.wav,1,1,1,1,no,0,,1,0,0,Studerende,0,1554902578623,1,,,1,1,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,32,4,white,star,sounds/E.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902582218,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,33,4,dimgray,circle,sounds/T.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902585804,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,34,4,blue,circle,sounds/P.wav,1,1,1,0,no,1,,1,0,0,Studerende,0,1554902589414,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,35,4,darkorange,square,sounds/V.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902592993,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,36,4,blue,triangle,sounds/V.wav,1,1,1,1,no,0,,1,0,0,Studerende,0,1554902596595,1,,,1,1,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,37,4,blue,star,sounds/P.wav,1,1,1,0,no,0,,1,1,0,Studerende,1,1554902600199,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,38,4,white,square,sounds/T.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902603781,1,,,1,0,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,39,4,red,triangle,sounds/T.wav,1,1,1,1,no,0,,1,0,0,Studerende,0,1554902607388,1,,,1,1,0
kalkun,male,21,training_transfer,pretest,fcs1,3,1,40,4,dimgray,triangle,sounds/C.wav,1,1,1,0,no,1,,1,0,0,Studerende,0,1554902610989,1,,,1,0,1
kalkun,male,21,training_transfer,pretest,fcs1,3,1,41,4,yellow,square,sounds/B.wav,1,1,1,0,no,0,,1,0,0,Studerende,0,1554902614568,1,,,1,0,0
