id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,simulate,figure_response,figure_score,sound_target,figure_target,timestamp,position_response,sound_response,color_response,figure_tested,position_target,color_score,color_tested,sound_score,color_target,sound_tested,position_score,position_tested
kobra,male,19,training_train,posttest,pcs1,3,1,55,1,dimgray,circle,sounds\B.wav,Studerende,no,,,0,,1554971928575,0,0,1,0,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcs1,3,1,56,1,green,circle,sounds\E.wav,Studerende,no,,,0,,1554971932155,1,0,0,0,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcs1,3,1,57,6,red,circle,sounds\C.wav,Studerende,no,,,0,,1554971935715,0,0,0,0,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcs1,3,1,58,8,blue,circle,sounds\D.wav,Studerende,no,,,0,,1554971939275,0,0,0,0,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcs1,3,1,59,1,blue,circle,sounds\P.wav,Studerende,no,,,0,,1554971942855,0,0,1,0,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcs1,3,1,60,5,red,circle,sounds\C.wav,Studerende,no,,,0,,1554971946415,0,0,0,0,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcs1,3,1,61,1,white,circle,sounds\P.wav,Studerende,no,,,0,,1554971949975,0,0,0,0,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,fcs1,3,1,1,4,blue,star,sounds\D.wav,Studerende,no,0,1,0,0,1554971965205,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,2,4,green,triangle,sounds\E.wav,Studerende,no,0,1,0,0,1554971968765,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,3,4,dimgray,triangle,sounds\T.wav,Studerende,no,1,1,0,1,1554971972345,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,4,4,dimgray,circle,sounds\T.wav,Studerende,no,0,1,1,0,1554971975945,,1,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,5,4,red,star,sounds\T.wav,Studerende,no,0,1,1,0,1554971979525,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,6,4,darkorange,star,sounds\P.wav,Studerende,no,1,1,0,1,1554971983105,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,7,4,dimgray,star,sounds\P.wav,Studerende,no,1,1,1,1,1554971986705,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,8,4,blue,circle,sounds\C.wav,Studerende,no,0,1,0,0,1554971990265,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,9,4,blue,triangle,sounds\V.wav,Studerende,no,0,1,0,0,1554971993845,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,10,4,green,square,sounds\C.wav,Studerende,no,0,1,0,0,1554971997405,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,11,4,white,circle,sounds\P.wav,Studerende,no,0,1,0,0,1554972000965,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,12,4,red,star,sounds\P.wav,Studerende,no,0,1,1,0,1554972004545,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,13,4,green,star,sounds\V.wav,Studerende,no,1,1,0,1,1554972008125,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,14,4,green,circle,sounds\B.wav,Studerende,no,0,1,0,0,1554972011705,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,15,4,darkorange,star,sounds\G.wav,Studerende,no,0,1,0,0,1554972015265,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,16,4,blue,triangle,sounds\T.wav,Studerende,no,0,1,0,0,1554972018825,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,17,4,blue,circle,sounds\C.wav,Studerende,no,0,1,0,0,1554972022405,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,18,4,darkorange,triangle,sounds\C.wav,Studerende,no,0,1,1,0,1554972025985,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,19,4,darkorange,triangle,sounds\C.wav,Studerende,no,1,1,1,1,1554972029605,,1,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,20,4,white,triangle,sounds\V.wav,Studerende,no,1,1,0,1,1554972033185,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,21,4,blue,square,sounds\E.wav,Studerende,no,0,1,0,0,1554972036745,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,22,4,blue,star,sounds\D.wav,Studerende,no,0,1,0,0,1554972040325,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,23,4,dimgray,star,sounds\P.wav,Studerende,no,1,1,0,1,1554972043905,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,24,4,dimgray,triangle,sounds\P.wav,Studerende,no,0,1,1,0,1554972047505,,1,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,25,4,green,circle,sounds\P.wav,Studerende,no,0,1,1,0,1554972051085,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,26,4,yellow,star,sounds\V.wav,Studerende,no,0,1,0,0,1554972054645,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,27,4,green,star,sounds\B.wav,Studerende,no,1,1,0,1,1554972058225,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,28,4,white,square,sounds\P.wav,Studerende,no,0,1,0,0,1554972061785,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,29,4,darkorange,star,sounds\B.wav,Studerende,no,0,1,0,0,1554972065345,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,30,4,blue,square,sounds\B.wav,Studerende,no,0,1,1,0,1554972068925,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,31,4,white,circle,sounds\D.wav,Studerende,no,0,1,0,0,1554972072485,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,32,4,white,star,sounds\P.wav,Studerende,no,0,1,0,0,1554972076065,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,33,4,green,circle,sounds\G.wav,Studerende,no,0,1,0,0,1554972079625,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,34,4,yellow,circle,sounds\B.wav,Studerende,no,1,1,0,1,1554972083205,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,35,4,yellow,square,sounds\V.wav,Studerende,no,0,1,0,0,1554972086785,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,36,4,red,star,sounds\T.wav,Studerende,no,0,1,0,0,1554972090345,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,37,4,darkorange,circle,sounds\T.wav,Studerende,no,0,1,1,0,1554972093925,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,38,4,green,square,sounds\V.wav,Studerende,no,0,1,0,0,1554972097485,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,39,4,green,square,sounds\P.wav,Studerende,no,1,1,0,1,1554972101085,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,40,4,red,square,sounds\V.wav,Studerende,no,1,1,0,1,1554972104665,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,41,4,red,circle,sounds\V.wav,Studerende,no,0,1,1,0,1554972108265,,1,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,42,4,white,square,sounds\E.wav,Studerende,no,0,1,0,0,1554972111825,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,43,4,white,triangle,sounds\D.wav,Studerende,no,0,1,0,0,1554972115405,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,44,4,green,star,sounds\C.wav,Studerende,no,0,1,0,0,1554972118966,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,45,4,red,star,sounds\V.wav,Studerende,no,1,1,0,1,1554972122546,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,46,4,yellow,square,sounds\E.wav,Studerende,no,0,1,0,0,1554972126106,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,47,4,green,triangle,sounds\E.wav,Studerende,no,0,1,1,0,1554972129686,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,48,4,yellow,star,sounds\T.wav,Studerende,no,0,1,0,0,1554972133246,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,49,4,yellow,triangle,sounds\P.wav,Studerende,no,0,1,0,0,1554972136826,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,50,4,red,circle,sounds\G.wav,Studerende,no,0,1,0,0,1554972140386,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,51,4,yellow,star,sounds\G.wav,Studerende,no,0,1,1,0,1554972143946,,0,0,1,,1,1,0,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,52,4,dimgray,circle,sounds\B.wav,Studerende,no,0,1,0,0,1554972147506,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,53,4,darkorange,circle,sounds\T.wav,Studerende,no,1,1,0,1,1554972151086,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,54,4,yellow,square,sounds\E.wav,Studerende,no,0,1,0,0,1554972154646,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,55,4,red,triangle,sounds\E.wav,Studerende,no,0,1,1,0,1554972158226,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,56,4,red,star,sounds\P.wav,Studerende,no,0,1,0,0,1554972161806,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,57,4,blue,circle,sounds\P.wav,Studerende,no,0,1,1,0,1554972165386,,1,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,58,4,darkorange,circle,sounds\T.wav,Studerende,no,1,1,0,1,1554972168966,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,59,4,green,star,sounds\D.wav,Studerende,no,0,1,0,0,1554972172526,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,60,4,dimgray,square,sounds\C.wav,Studerende,no,0,1,0,0,1554972176086,,0,0,1,,1,1,1,0,1,,0
kobra,male,19,training_train,posttest,fcs1,3,1,61,4,dimgray,square,sounds\T.wav,Studerende,no,1,1,0,1,1554972179686,,0,1,1,,1,1,1,1,1,,0
kobra,male,19,training_train,posttest,pcfs12,4,1,1,0,dimgray,triangle,sounds\P.wav,Studerende,no,0,1,0,0,1554972195846,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,2,1,dimgray,star,sounds\P.wav,Studerende,no,0,1,1,0,1554972199446,0,1,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,3,1,red,circle,sounds\C.wav,Studerende,no,0,1,0,0,1554972203026,1,0,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,4,5,yellow,circle,sounds\V.wav,Studerende,no,1,1,0,1,1554972206606,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,5,3,blue,circle,sounds\V.wav,Studerende,no,1,1,1,1,1554972210206,0,1,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,6,3,blue,square,sounds\V.wav,Studerende,no,1,0,1,0,1554972213846,1,1,1,1,1,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,7,3,red,circle,sounds\G.wav,Studerende,no,0,1,0,0,1554972217426,1,0,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,8,7,yellow,star,sounds\V.wav,Studerende,no,0,1,0,0,1554972220986,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,9,7,white,triangle,sounds\V.wav,Studerende,no,0,1,1,0,1554972224586,1,1,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,10,7,blue,square,sounds\E.wav,Studerende,no,0,1,0,0,1554972228146,0,0,0,1,1,1,1,1,0,1,0,1
kobra,male,19,training_train,posttest,pcfs12,4,1,11,6,blue,star,sounds\G.wav,Studerende,no,0,1,0,0,1554972231726,0,0,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,12,0,dimgray,square,sounds\T.wav,Studerende,no,0,1,0,0,1554972235286,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,13,1,green,circle,sounds\D.wav,Studerende,no,0,1,0,0,1554972238846,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,14,7,green,star,sounds\D.wav,Studerende,no,0,1,1,0,1554972242446,0,1,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,15,3,green,circle,sounds\D.wav,Studerende,no,0,1,1,0,1554972246026,0,0,1,1,0,1,1,0,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,16,7,yellow,circle,sounds\T.wav,Studerende,no,1,1,0,1,1554972249606,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,17,8,green,star,sounds\E.wav,Studerende,no,0,1,0,0,1554972253166,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,18,7,green,square,sounds\E.wav,Studerende,no,0,1,1,0,1554972256766,0,1,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,19,3,yellow,circle,sounds\D.wav,Studerende,no,0,1,0,0,1554972260326,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,20,4,blue,square,sounds\D.wav,Studerende,no,0,1,1,0,1554972263906,0,1,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,21,6,darkorange,square,sounds\C.wav,Studerende,no,0,0,0,1,1554972267466,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,22,6,darkorange,star,sounds\C.wav,Studerende,no,0,1,1,0,1554972271086,1,1,1,1,1,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,23,1,green,star,sounds\T.wav,Studerende,no,1,1,0,1,1554972274666,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,24,0,blue,circle,sounds\B.wav,Studerende,no,0,1,0,0,1554972278226,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,25,5,white,square,sounds\T.wav,Studerende,no,0,1,0,0,1554972281786,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,26,3,darkorange,circle,sounds\G.wav,Studerende,no,0,1,0,0,1554972285346,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,27,6,dimgray,square,sounds\G.wav,Studerende,no,0,1,1,0,1554972288906,0,1,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,28,1,dimgray,triangle,sounds\V.wav,Studerende,no,0,1,0,0,1554972292486,0,0,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,29,2,yellow,circle,sounds\T.wav,Studerende,no,0,1,0,0,1554972296046,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,30,0,white,star,sounds\G.wav,Studerende,no,0,1,0,0,1554972299606,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,31,8,darkorange,star,sounds\C.wav,Studerende,no,1,1,0,1,1554972303186,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,32,7,blue,triangle,sounds\T.wav,Studerende,no,0,1,0,0,1554972306746,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,33,6,yellow,circle,sounds\E.wav,Studerende,no,0,1,0,0,1554972310306,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,34,3,blue,square,sounds\E.wav,Studerende,no,0,1,1,0,1554972313886,0,1,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,35,1,white,triangle,sounds\P.wav,Studerende,no,0,1,0,0,1554972317446,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,36,1,dimgray,square,sounds\G.wav,Studerende,no,0,1,0,0,1554972321026,1,0,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,37,3,blue,square,sounds\B.wav,Studerende,no,1,1,0,1,1554972324606,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,38,3,green,star,sounds\V.wav,Studerende,no,0,1,0,0,1554972328186,1,0,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,39,0,green,star,sounds\P.wav,Studerende,no,1,1,0,1,1554972331786,0,0,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,40,3,yellow,star,sounds\P.wav,Studerende,no,1,1,1,1,1554972335386,0,1,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,41,1,darkorange,square,sounds\D.wav,Studerende,no,0,1,0,0,1554972338946,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,42,1,dimgray,circle,sounds\V.wav,Studerende,no,0,1,0,0,1554972342506,0,0,0,1,1,1,1,1,0,1,0,1
kobra,male,19,training_train,posttest,pcfs12,4,1,43,7,red,circle,sounds\T.wav,Studerende,no,1,1,0,1,1554972346086,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,44,7,red,star,sounds\P.wav,Studerende,no,0,1,0,0,1554972349686,1,0,1,1,1,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,45,0,blue,square,sounds\C.wav,Studerende,no,0,1,0,0,1554972353246,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,46,0,green,square,sounds\C.wav,Studerende,no,1,1,1,1,1554972356866,1,1,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,47,6,yellow,star,sounds\V.wav,Studerende,no,0,1,0,0,1554972360426,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,48,2,dimgray,square,sounds\P.wav,Studerende,no,0,1,0,0,1554972363986,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,49,2,dimgray,square,sounds\E.wav,Studerende,no,1,1,0,1,1554972367606,1,0,1,1,1,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,50,3,red,square,sounds\B.wav,Studerende,no,1,1,0,1,1554972371186,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,51,3,green,star,sounds\D.wav,Studerende,no,0,1,0,0,1554972374766,1,0,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,52,6,dimgray,triangle,sounds\T.wav,Studerende,no,0,1,0,0,1554972378326,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,53,3,dimgray,square,sounds\E.wav,Studerende,no,0,1,0,0,1554972381906,0,0,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,54,3,darkorange,square,sounds\V.wav,Studerende,no,1,1,0,1,1554972385506,1,0,0,1,1,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,55,1,dimgray,triangle,sounds\V.wav,Studerende,no,0,1,1,0,1554972389066,0,0,0,1,0,1,1,0,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,56,8,white,square,sounds\V.wav,Studerende,no,0,1,1,0,1554972392646,0,1,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,57,3,white,triangle,sounds\D.wav,Studerende,no,0,1,0,0,1554972396226,0,0,1,1,0,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,58,2,blue,star,sounds\E.wav,Studerende,no,0,1,0,0,1554972399786,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,59,4,red,star,sounds\B.wav,Studerende,no,1,1,0,1,1554972403366,0,0,0,1,0,1,1,1,0,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,60,4,red,triangle,sounds\G.wav,Studerende,no,0,1,0,0,1554972406966,1,0,1,1,1,1,1,1,1,1,1,1
kobra,male,19,training_train,posttest,pcfs12,4,1,61,6,red,square,sounds\C.wav,Studerende,no,0,1,0,0,1554972410546,0,0,1,1,0,1,1,1,1,1,1,1
