id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_tested,sound_response,position_score,figure_score,sound_score,position_response,figure_response,color_target,color_response,figure_target,color_score,sound_tested,position_tested,timestamp,simulate,figure_tested,position_target,sound_target,occupation
Jaguar,female,25,training_transfer,pretest,pc2,2,2,40,7,blue,circle,,1,,1,,,0,,0,0,,1,0,1,1554902858172,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,41,2,green,circle,,1,,1,,,0,,1,0,,0,0,1,1554902860747,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,42,6,red,circle,,1,,1,,,0,,0,0,,1,0,1,1554902863322,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,43,8,white,circle,,1,,1,,,0,,0,0,,1,0,1,1554902865893,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,44,8,blue,circle,,1,,1,,,0,,0,0,,1,0,1,1554902868465,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,45,8,blue,circle,,1,,1,,,1,,0,1,,0,0,1,1554902871063,no,0,1,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,46,5,darkorange,circle,,1,,1,,,0,,0,0,,1,0,1,1554902873631,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,47,0,yellow,circle,,1,,1,,,0,,0,0,,1,0,1,1554902876206,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,48,8,darkorange,circle,,1,,1,,,0,,1,1,,1,0,1,1554902878786,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,49,2,white,circle,,1,,1,,,0,,0,0,,1,0,1,1554902881370,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,50,0,white,circle,,1,,1,,,0,,0,1,,0,0,1,1554902883959,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,51,0,white,circle,,1,,1,,,0,,1,0,,0,0,1,1554902886533,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,52,4,darkorange,circle,,1,,1,,,0,,0,0,,1,0,1,1554902889105,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,53,7,white,circle,,1,,1,,,0,,1,1,,1,0,1,1554902891691,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,54,1,blue,circle,,1,,1,,,0,,0,0,,1,0,1,1554902894269,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,55,2,dimgray,circle,,1,,0,,,1,,0,0,,1,0,1,1554902896866,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,56,0,darkorange,circle,,1,,1,,,0,,0,0,,1,0,1,1554902899430,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,57,5,dimgray,circle,,1,,1,,,0,,1,0,,0,0,1,1554902902007,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,58,5,yellow,circle,,1,,1,,,0,,0,0,,1,0,1,1554902904581,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,59,0,darkorange,circle,,1,,1,,,0,,0,0,,1,0,1,1554902907153,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,60,8,green,circle,,1,,1,,,0,,0,0,,1,0,1,1554902909728,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,61,8,yellow,circle,,1,,1,,,0,,0,0,,1,0,1,1554902912300,no,0,0,,I arbejde
Jaguar,female,25,training_transfer,pretest,pc2,2,2,62,8,green,circle,,1,,1,,,1,,1,1,,1,0,1,1554902914918,no,0,1,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,1,4,dimgray,triangle,,1,,,1,,,0,0,0,0,1,0,0,1554902924586,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,2,4,darkorange,circle,,1,,,1,,,0,0,0,0,1,0,0,1554902927155,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,3,4,darkorange,circle,,1,,,1,,,0,0,1,0,0,0,0,1554902929748,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,4,4,blue,square,,1,,,0,,,1,0,1,0,0,0,0,1554902932359,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,5,4,green,circle,,1,,,0,,,0,0,0,1,1,0,0,1554902934930,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,6,4,blue,star,,1,,,1,,,0,1,0,0,0,0,0,1554902937502,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,7,4,green,triangle,,1,,,0,,,1,1,1,0,1,0,0,1554902940094,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,8,4,white,circle,,1,,,1,,,0,0,0,0,1,0,0,1554902942669,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,9,4,red,star,,1,,,0,,,1,0,0,0,1,0,0,1554902945264,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,10,4,white,triangle,,1,,,1,,,0,1,1,0,1,0,0,1554902947853,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,11,4,red,circle,,1,,,1,,,0,1,0,0,0,0,0,1554902950422,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,12,4,yellow,triangle,,1,,,1,,,1,0,0,1,1,0,0,1554902953002,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,13,4,blue,circle,,1,,,0,,,0,0,0,1,1,0,0,1554902955568,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,14,4,dimgray,square,,1,,,1,,,0,0,0,0,1,0,0,1554902958142,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,15,4,darkorange,circle,,1,,,1,,,1,0,0,1,1,0,0,1554902960726,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,16,4,yellow,star,,1,,,1,,,0,0,0,0,1,0,0,1554902963306,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,17,4,darkorange,triangle,,1,,,1,,,0,1,1,0,1,0,0,1554902965889,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,18,4,red,triangle,,1,,,0,,,1,0,1,0,0,0,0,1554902968505,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,19,4,yellow,square,,1,,,1,,,0,0,0,0,1,0,0,1554902971079,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,20,4,darkorange,circle,,1,,,1,,,0,0,0,0,1,0,0,1554902973651,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,21,4,red,square,,1,,,1,,,1,0,0,1,1,0,0,1554902976237,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,22,4,blue,circle,,1,,,1,,,1,0,0,1,1,0,0,1554902978832,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,23,4,darkorange,circle,,1,,,1,,,0,0,0,0,1,0,0,1554902981404,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,24,4,green,star,,1,,,1,,,0,0,0,0,1,0,0,1554902983978,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,25,4,blue,square,,1,,,1,,,0,0,0,0,1,0,0,1554902986552,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,26,4,dimgray,triangle,,1,,,1,,,0,0,0,0,1,0,0,1554902989127,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,27,4,yellow,square,,1,,,1,,,1,0,1,1,0,0,0,1554902991725,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,28,4,darkorange,circle,,1,,,1,,,0,0,0,0,1,0,0,1554902994306,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,29,4,green,circle,,1,,,0,,,1,0,1,0,0,0,0,1554902996906,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,30,4,darkorange,triangle,,1,,,1,,,0,1,0,0,0,0,0,1554902999484,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,31,4,white,square,,1,,,1,,,0,0,0,0,1,0,0,1554903002061,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,32,4,white,star,,1,,,1,,,0,0,0,0,1,0,0,1554903004633,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,33,4,yellow,triangle,,1,,,0,,,1,0,0,0,1,0,0,1554903007216,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,34,4,green,circle,,1,,,1,,,0,0,0,0,1,0,0,1554903009800,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,35,4,yellow,triangle,,1,,,0,,,0,1,0,1,0,0,0,1554903012389,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,36,4,green,circle,,1,,,0,,,0,1,0,1,0,0,0,1554903014959,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,37,4,dimgray,star,,1,,,1,,,0,0,0,0,1,0,0,1554903017535,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,38,4,white,star,,1,,,1,,,0,0,0,0,1,0,0,1554903020110,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,39,4,green,square,,1,,,0,,,1,0,1,0,0,0,0,1554903022722,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,40,4,white,circle,,1,,,1,,,0,1,0,0,0,0,0,1554903025291,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,41,4,blue,triangle,,1,,,1,,,0,0,0,0,1,0,0,1554903027862,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,42,4,white,circle,,1,,,1,,,1,1,1,1,1,0,0,1554903030466,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,43,4,darkorange,star,,1,,,1,,,0,0,0,0,1,0,0,1554903033046,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,44,4,yellow,triangle,,1,,,1,,,0,0,0,0,1,0,0,1554903035617,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,45,4,red,star,,1,,,0,,,0,0,0,1,1,0,0,1554903038193,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,46,4,white,star,,1,,,0,,,1,0,1,0,0,0,0,1554903040790,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,47,4,green,star,,1,,,1,,,1,0,0,1,1,0,0,1554903043394,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,48,4,white,triangle,,1,,,1,,,0,1,0,0,0,0,0,1554903045963,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,49,4,yellow,star,,1,,,0,,,0,0,0,1,1,0,0,1554903048537,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,50,4,red,circle,,1,,,1,,,0,0,0,0,1,0,0,1554903051109,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,51,4,yellow,triangle,,1,,,1,,,0,1,0,0,0,0,0,1554903053682,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,52,4,yellow,square,,1,,,1,,,0,0,0,0,1,0,0,1554903056258,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,53,4,red,circle,,1,,,1,,,0,0,0,0,1,0,0,1554903058830,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,54,4,yellow,circle,,1,,,0,,,1,1,1,0,1,0,0,1554903061433,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,55,4,red,circle,,1,,,0,,,0,1,0,1,0,0,0,1554903064011,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,56,4,white,star,,1,,,1,,,0,0,0,0,1,0,0,1554903066583,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,57,4,white,star,,1,,,1,,,0,0,0,0,1,0,0,1554903069160,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,58,4,red,circle,,1,,,1,,,0,0,0,0,1,0,0,1554903071732,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,59,4,blue,square,,1,,,1,,,0,0,0,0,1,0,0,1554903074306,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,60,4,dimgray,square,,1,,,1,,,0,0,0,0,1,0,0,1554903076881,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,61,4,blue,star,,1,,,1,,,0,1,1,0,1,0,0,1554903079467,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,fc2,2,2,62,4,blue,square,,1,,,0,,,0,0,0,1,1,0,0,1554903082045,no,1,,,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,1,1,darkorange,circle,sounds/B.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903092569,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,2,6,darkorange,circle,sounds/T.wav,1,0,1,,1,0,,1,1,,1,1,1,1554903096183,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,3,6,dimgray,circle,sounds/D.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903099791,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,4,3,dimgray,circle,sounds/D.wav,1,1,1,,1,0,,1,1,,1,1,1,1554903103422,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,5,0,blue,circle,sounds/V.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903107007,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,6,0,white,circle,sounds/B.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903110623,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,7,0,red,circle,sounds/D.wav,1,1,1,,0,1,,0,0,,1,1,1,1554903114251,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,8,1,yellow,circle,sounds/D.wav,1,1,1,,1,0,,0,0,,1,1,1,1554903117845,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,9,0,yellow,circle,sounds/D.wav,1,1,1,,1,0,,1,1,,1,1,1,1554903121464,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,10,8,yellow,circle,sounds/T.wav,1,0,1,,1,0,,1,0,,0,1,1,1554903125058,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,11,5,dimgray,circle,sounds/T.wav,1,1,1,,1,0,,0,1,,0,1,1,1554903128686,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,12,0,blue,circle,sounds/P.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903132274,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,13,5,red,circle,sounds/V.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903135870,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,14,5,green,circle,sounds/G.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903139486,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,15,2,white,circle,sounds/T.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903143068,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,16,2,red,circle,sounds/T.wav,1,1,1,,1,1,,0,0,,1,1,1,1554903146682,no,0,1,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,17,0,dimgray,circle,sounds/T.wav,1,1,1,,1,0,,0,0,,1,1,1,1554903150298,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,18,2,green,circle,sounds/G.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903153883,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,19,2,green,circle,sounds/G.wav,1,1,1,,1,1,,1,1,,1,1,1,1554903157506,no,0,1,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,20,6,dimgray,circle,sounds/G.wav,1,1,1,,1,0,,0,0,,1,1,1,1554903161128,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,21,0,blue,circle,sounds/E.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903164713,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,22,5,dimgray,circle,sounds/E.wav,1,0,1,,0,0,,0,1,,0,1,1,1554903168318,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,23,5,darkorange,circle,sounds/T.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903171934,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,24,7,yellow,circle,sounds/P.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903175525,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,25,7,dimgray,circle,sounds/V.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903179141,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,26,8,red,circle,sounds/V.wav,1,1,1,,1,0,,0,0,,1,1,1,1554903182746,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,27,1,dimgray,circle,sounds/E.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903186339,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,28,4,blue,circle,sounds/V.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903189933,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,29,4,dimgray,circle,sounds/D.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903193550,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,30,4,green,circle,sounds/T.wav,1,0,0,,1,0,,0,0,,1,1,1,1554903197134,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,31,8,yellow,circle,sounds/D.wav,1,0,0,,1,1,,0,0,,1,1,1,1554903200745,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,32,8,yellow,circle,sounds/C.wav,1,0,1,,1,1,,1,1,,1,1,1,1554903204374,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,33,7,darkorange,circle,sounds/C.wav,1,1,1,,1,0,,0,0,,1,1,1,1554903207984,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,34,8,dimgray,circle,sounds/B.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903211572,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,35,0,yellow,circle,sounds/V.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903215163,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,36,6,red,circle,sounds/G.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903218759,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,37,6,red,circle,sounds/C.wav,1,0,1,,1,1,,1,1,,1,1,1,1554903222373,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,38,5,red,circle,sounds/T.wav,1,0,1,,1,0,,1,0,,0,1,1,1554903225963,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,39,6,green,circle,sounds/P.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903229553,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,40,6,red,circle,sounds/D.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903233164,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,41,0,green,circle,sounds/G.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903236758,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,42,7,red,circle,sounds/E.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903240351,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,43,7,darkorange,circle,sounds/G.wav,1,0,1,,1,1,,0,0,,1,1,1,1554903243959,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,44,1,blue,circle,sounds/D.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903247552,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,45,8,red,circle,sounds/B.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903251146,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,46,2,red,circle,sounds/B.wav,1,0,1,,0,0,,1,1,,1,1,1,1554903254751,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,47,6,yellow,circle,sounds/E.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903258332,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,48,0,red,circle,sounds/E.wav,1,0,1,,0,0,,0,1,,0,1,1,1554903261937,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,49,8,yellow,circle,sounds/P.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903265537,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,50,3,white,circle,sounds/P.wav,1,0,1,,0,0,,0,0,,1,1,1,1554903269130,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,51,8,blue,circle,sounds/V.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903272720,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,52,4,blue,circle,sounds/V.wav,1,1,1,,1,0,,1,1,,1,1,1,1554903276352,no,0,0,1,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,53,7,blue,circle,sounds/P.wav,1,0,1,,1,0,,1,1,,1,1,1,1554903279947,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,54,1,white,circle,sounds/C.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903283532,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,55,7,red,circle,sounds/B.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903287129,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,56,1,red,circle,sounds/P.wav,1,1,1,,0,0,,1,1,,1,1,1,1554903290751,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,57,3,blue,circle,sounds/V.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903294348,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,58,2,blue,circle,sounds/D.wav,1,0,1,,1,0,,1,1,,1,1,1,1554903297953,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,59,2,blue,circle,sounds/T.wav,1,0,1,,1,1,,1,1,,1,1,1,1554903301571,no,0,1,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,60,3,darkorange,circle,sounds/B.wav,1,0,1,,1,0,,0,0,,1,1,1,1554903305160,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,pcs1,3,1,61,6,darkorange,circle,sounds/V.wav,1,0,1,,1,0,,1,1,,1,1,1,1554903308762,no,0,0,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,1,4,green,triangle,sounds/B.wav,1,0,,1,1,,0,0,0,0,1,1,0,1554903317576,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,2,4,green,triangle,sounds/T.wav,1,0,,1,1,,1,1,1,1,1,1,0,1554903321199,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,3,4,white,circle,sounds/D.wav,1,0,,1,1,,0,0,0,0,1,1,0,1554903324795,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,4,4,darkorange,square,sounds/E.wav,1,0,,1,1,,0,0,0,0,1,1,0,1554903328388,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,5,4,darkorange,circle,sounds/D.wav,1,0,,1,1,,0,1,1,0,1,1,0,1554903331993,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,6,4,darkorange,star,sounds/D.wav,1,1,,1,1,,0,1,1,0,1,1,0,1554903335628,no,1,,1,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,7,4,white,square,sounds/V.wav,1,0,,1,1,,0,0,0,0,1,1,0,1554903339218,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,8,4,blue,square,sounds/G.wav,1,0,,0,1,,0,0,0,1,1,1,0,1554903342809,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,9,4,darkorange,square,sounds/D.wav,1,0,,1,1,,1,0,0,1,1,1,0,1554903346414,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,10,4,blue,triangle,sounds/D.wav,1,0,,1,0,,0,0,0,0,1,1,0,1554903349998,no,1,,1,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,11,4,dimgray,circle,sounds/V.wav,1,0,,1,1,,0,0,0,0,1,1,0,1554903353589,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,12,4,red,circle,sounds/B.wav,1,0,,0,1,,0,0,0,1,1,1,0,1554903357182,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,13,4,white,square,sounds/P.wav,1,0,,1,1,,0,0,0,0,1,1,0,1554903360775,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,14,4,blue,star,sounds/P.wav,1,1,,1,1,,0,0,0,0,1,1,0,1554903364378,no,1,,1,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,15,4,green,star,sounds/D.wav,1,0,,1,1,,1,0,0,1,1,1,0,1554903367986,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,16,4,yellow,square,sounds/B.wav,1,0,,1,1,,0,0,0,0,1,1,0,1554903371573,no,1,,0,I arbejde
Jaguar,female,25,training_transfer,pretest,fcs1,3,1,17,4,darkorange,star,sounds/B.wav,1,1,,1,1,,0,0,0,0,1,1,0,1554903375190,no,1,,1,I arbejde
