id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_score,position_score,sound_tested,figure_tested,sound_target,position_response,figure_response,sound_response,sound_score,color_tested,figure_score,simulate,figure_target,position_tested,occupation,position_target,color_response,color_target,timestamp
abe,female,22,training_transfer,practice,p1,1,1,17,4,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060368166
abe,female,22,training_transfer,practice,p1,1,1,18,1,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060370752
abe,female,22,training_transfer,practice,p1,1,1,19,4,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060373340
abe,female,22,training_transfer,practice,p1,1,1,20,6,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060375930
abe,female,22,training_transfer,practice,p1,1,1,21,6,white,circle,,,1,0,0,,1,,,,0,,no,,1,Studerende,1,,,1555060378516
abe,female,22,training_transfer,practice,p1,1,1,22,7,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060381100
abe,female,22,training_transfer,practice,p1,1,1,23,7,white,circle,,,1,0,0,,1,,,,0,,no,,1,Studerende,1,,,1555060383683
abe,female,22,training_transfer,practice,p1,1,1,24,8,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060386269
abe,female,22,training_transfer,practice,p1,1,1,25,7,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060388853
abe,female,22,training_transfer,practice,p1,1,1,26,8,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060391433
abe,female,22,training_transfer,practice,p1,1,1,27,1,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060394016
abe,female,22,training_transfer,practice,p1,1,1,28,4,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060396600
abe,female,22,training_transfer,practice,p1,1,1,29,0,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060399183
abe,female,22,training_transfer,practice,p1,1,1,30,1,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060401766
abe,female,22,training_transfer,practice,p1,1,1,31,2,white,circle,,,1,0,0,,0,,,,0,,no,,1,Studerende,0,,,1555060404349
abe,female,22,training_transfer,practice,f2,1,2,1,4,white,circle,,,,0,1,,,0,,,0,1,no,0,0,Studerende,,,,1555060447312
abe,female,22,training_transfer,practice,f2,1,2,2,4,white,triangle,,,,0,1,,,0,,,0,1,no,0,0,Studerende,,,,1555060449896
abe,female,22,training_transfer,practice,f2,1,2,3,4,white,square,,,,0,1,,,0,,,0,1,no,0,0,Studerende,,,,1555060452462
abe,female,22,training_transfer,practice,f2,1,2,4,4,white,square,,,,0,1,,,0,,,0,1,no,0,0,Studerende,,,,1555060455030
abe,female,22,training_transfer,practice,f2,1,2,5,4,white,square,,,,0,1,,,0,,,0,0,no,1,0,Studerende,,,,1555060457596
abe,female,22,training_transfer,practice,f2,1,2,6,4,white,triangle,,,,0,1,,,0,,,0,1,no,0,0,Studerende,,,,1555060460180
