id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_score,position_score,sound_target,sound_response,position_target,figure_tested,timestamp,simulate,occupation,sound_score,position_tested,position_response,figure_response,sound_tested,color_tested,color_target,color_response,color_score,figure_target
hyane,female,21,training_transfer,posttest,pcs1,3,1,7,4,green,circle,sounds/G.wav,,1,0,0,0,0,1555075508333,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,8,6,blue,circle,sounds/C.wav,,1,0,0,0,0,1555075511924,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,9,2,white,circle,sounds/B.wav,,1,0,0,0,0,1555075515509,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,10,7,blue,circle,sounds/D.wav,,1,0,0,0,0,1555075519114,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,11,8,blue,circle,sounds/B.wav,,1,0,0,0,0,1555075522724,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,12,2,darkorange,circle,sounds/B.wav,,1,1,1,0,0,1555075526338,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,13,8,red,circle,sounds/B.wav,,1,1,1,0,0,1555075529961,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,14,1,dimgray,circle,sounds/T.wav,,1,0,0,0,0,1555075533551,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,15,1,yellow,circle,sounds/B.wav,,1,0,0,1,0,1555075537147,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,16,8,yellow,circle,sounds/E.wav,,1,0,0,0,0,1555075540752,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,17,4,darkorange,circle,sounds/E.wav,,1,1,1,0,0,1555075544352,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,18,1,darkorange,circle,sounds/E.wav,,1,1,1,0,0,1555075547965,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,19,1,darkorange,circle,sounds/V.wav,,1,0,0,1,0,1555075551593,no,Studerende,1,1,1,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,20,1,blue,circle,sounds/E.wav,,1,0,1,1,0,1555075555129,no,Studerende,0,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,21,7,blue,circle,sounds/T.wav,,1,0,0,0,0,1555075558731,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,22,1,yellow,circle,sounds/D.wav,,1,0,0,0,0,1555075562316,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,23,1,red,circle,sounds/T.wav,,1,0,0,1,0,1555075565909,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,24,4,darkorange,circle,sounds/T.wav,,1,1,1,0,0,1555075569526,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,25,4,dimgray,circle,sounds/B.wav,,1,0,0,1,0,1555075573145,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,26,0,darkorange,circle,sounds/C.wav,,1,0,0,0,0,1555075576741,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,27,8,red,circle,sounds/C.wav,,1,1,1,0,0,1555075580338,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,28,4,green,circle,sounds/V.wav,,1,0,0,0,0,1555075583928,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,29,4,darkorange,circle,sounds/G.wav,,1,0,0,1,0,1555075587533,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,30,1,blue,circle,sounds/V.wav,,1,0,0,0,0,1555075591147,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,31,8,darkorange,circle,sounds/C.wav,,1,0,0,0,0,1555075594749,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,32,8,blue,circle,sounds/V.wav,,1,0,0,1,0,1555075598357,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,33,2,darkorange,circle,sounds/D.wav,,1,0,0,0,0,1555075601953,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,34,3,blue,circle,sounds/V.wav,,1,0,0,0,0,1555075605538,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,35,8,yellow,circle,sounds/C.wav,,1,0,0,0,0,1555075609123,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,36,2,red,circle,sounds/B.wav,,1,0,0,0,0,1555075612710,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,37,6,white,circle,sounds/T.wav,,1,0,0,0,0,1555075616310,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,38,6,dimgray,circle,sounds/G.wav,,1,0,0,1,0,1555075619938,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,39,6,dimgray,circle,sounds/P.wav,,1,0,0,1,0,1555075623566,no,Studerende,1,1,1,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,40,1,white,circle,sounds/V.wav,,1,0,0,0,0,1555075627165,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,41,1,blue,circle,sounds/D.wav,,1,0,0,1,0,1555075630776,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,42,4,red,circle,sounds/C.wav,,1,0,0,0,0,1555075634369,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,43,1,dimgray,circle,sounds/C.wav,,1,1,1,0,0,1555075637980,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,44,7,white,circle,sounds/C.wav,,1,1,1,0,0,1555075641585,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,45,0,darkorange,circle,sounds/B.wav,,1,0,0,0,0,1555075645176,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,46,5,green,circle,sounds/B.wav,,1,1,1,0,0,1555075648789,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,47,4,green,circle,sounds/E.wav,,1,0,0,0,0,1555075652389,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,48,4,red,circle,sounds/V.wav,,1,0,0,1,0,1555075656011,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,49,4,blue,circle,sounds/B.wav,,1,0,0,1,0,1555075659610,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,50,5,darkorange,circle,sounds/E.wav,,1,0,0,0,0,1555075663201,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,51,1,yellow,circle,sounds/E.wav,,1,1,1,0,0,1555075666797,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,52,5,red,circle,sounds/B.wav,,1,0,0,0,0,1555075670387,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,53,5,darkorange,circle,sounds/B.wav,,1,1,1,1,0,1555075674010,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,54,3,darkorange,circle,sounds/V.wav,,1,0,0,0,0,1555075677621,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,55,3,green,circle,sounds/V.wav,,1,1,1,1,0,1555075681156,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,56,0,green,circle,sounds/V.wav,,1,1,1,0,0,1555075684694,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,57,2,red,circle,sounds/E.wav,,1,0,0,0,0,1555075688282,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,58,0,red,circle,sounds/E.wav,,1,1,1,0,0,1555075691817,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,59,4,red,circle,sounds/V.wav,,1,0,0,0,0,1555075695434,no,Studerende,1,1,0,,1,1,1,1,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,60,6,darkorange,circle,sounds/P.wav,,1,0,0,0,0,1555075699019,no,Studerende,1,1,0,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,pcs1,3,1,61,6,green,circle,sounds/T.wav,,1,0,0,1,0,1555075702644,no,Studerende,1,1,1,,1,1,0,0,1,
hyane,female,21,training_transfer,posttest,fcs1,3,1,1,4,yellow,circle,sounds/V.wav,1,,0,0,,1,1555075736371,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,2,4,yellow,star,sounds/G.wav,1,,0,0,,1,1555075739968,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,3,4,dimgray,triangle,sounds/V.wav,1,,0,1,,1,1555075743566,no,Studerende,0,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,4,4,blue,square,sounds/B.wav,1,,0,0,,1,1555075747160,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,5,4,white,circle,sounds/E.wav,1,,0,0,,1,1555075750743,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,6,4,dimgray,square,sounds/C.wav,1,,0,0,,1,1555075754330,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,7,4,green,star,sounds/B.wav,1,,0,0,,1,1555075757914,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,8,4,red,square,sounds/C.wav,1,,0,0,,1,1555075761500,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,9,4,green,star,sounds/P.wav,1,,0,0,,1,1555075765086,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,10,4,red,star,sounds/C.wav,1,,0,0,,1,1555075768695,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,11,4,blue,square,sounds/C.wav,1,,1,1,,1,1555075772303,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,12,4,yellow,triangle,sounds/P.wav,1,,0,0,,1,1555075775889,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,13,4,yellow,star,sounds/D.wav,1,,0,0,,1,1555075779488,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,14,4,yellow,square,sounds/C.wav,1,,0,0,,1,1555075783091,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,15,4,dimgray,circle,sounds/P.wav,1,,0,0,,1,1555075786680,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,16,4,green,circle,sounds/E.wav,1,,0,0,,1,1555075790282,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,17,4,blue,star,sounds/C.wav,1,,0,0,,1,1555075793866,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,18,4,darkorange,square,sounds/C.wav,1,,1,1,,1,1555075797463,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,19,4,green,circle,sounds/V.wav,1,,0,0,,1,1555075801053,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,20,4,green,triangle,sounds/V.wav,1,,1,1,,1,1555075804664,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,21,4,blue,square,sounds/E.wav,1,,0,0,,1,1555075808256,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,22,4,darkorange,circle,sounds/T.wav,1,,0,0,,1,1555075811841,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,23,4,green,triangle,sounds/D.wav,1,,0,0,,1,1555075815427,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,24,4,green,triangle,sounds/C.wav,1,,0,0,,1,1555075819045,no,Studerende,1,0,,1,1,1,1,1,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,25,4,red,square,sounds/C.wav,1,,1,1,,1,1555075822657,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,26,4,blue,triangle,sounds/C.wav,1,,1,1,,1,1555075826265,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,27,4,darkorange,triangle,sounds/V.wav,1,,0,0,,1,1555075829871,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,28,4,green,square,sounds/T.wav,1,,0,0,,1,1555075833469,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,29,4,darkorange,circle,sounds/P.wav,1,,0,0,,1,1555075837052,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,30,4,red,circle,sounds/V.wav,1,,0,0,,1,1555075840660,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,31,4,red,star,sounds/V.wav,1,,1,1,,1,1555075844293,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,32,4,dimgray,circle,sounds/P.wav,1,,0,0,,1,1555075847875,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,33,4,dimgray,circle,sounds/E.wav,1,,0,0,,1,1555075851497,no,Studerende,1,0,,1,1,1,1,1,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,34,4,blue,circle,sounds/T.wav,1,,0,0,,1,1555075855105,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,35,4,green,square,sounds/E.wav,1,,0,0,,1,1555075858698,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,36,4,dimgray,square,sounds/B.wav,1,,0,0,,1,1555075862296,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,37,4,dimgray,star,sounds/C.wav,1,,0,0,,1,1555075865911,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,38,4,darkorange,triangle,sounds/T.wav,1,,0,0,,1,1555075869505,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,39,4,dimgray,square,sounds/E.wav,1,,0,0,,1,1555075873089,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,40,4,yellow,circle,sounds/B.wav,1,,0,0,,1,1555075876673,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,41,4,yellow,square,sounds/B.wav,1,,1,1,,1,1555075880285,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,42,4,dimgray,star,sounds/B.wav,1,,1,1,,1,1555075883888,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,43,4,white,circle,sounds/C.wav,1,,0,0,,1,1555075887480,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,44,4,green,circle,sounds/B.wav,1,,0,0,,1,1555075891075,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,45,4,yellow,star,sounds/E.wav,1,,0,0,,1,1555075894667,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,46,4,red,star,sounds/C.wav,1,,0,0,,1,1555075898278,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,47,4,yellow,square,sounds/C.wav,1,,1,1,,1,1555075901884,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,48,4,yellow,circle,sounds/C.wav,1,,1,1,,1,1555075905494,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,49,4,dimgray,star,sounds/E.wav,1,,0,0,,1,1555075909089,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,50,4,white,triangle,sounds/C.wav,1,,0,0,,1,1555075912676,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,51,4,dimgray,square,sounds/E.wav,1,,0,0,,1,1555075916258,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,52,4,dimgray,star,sounds/C.wav,1,,0,0,,1,1555075919856,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,53,4,yellow,star,sounds/B.wav,0,,0,0,,1,1555075923448,no,Studerende,1,0,,0,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,54,4,yellow,square,sounds/E.wav,1,,0,0,,1,1555075927043,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,55,4,darkorange,square,sounds/E.wav,0,,1,1,,1,1555075930646,no,Studerende,1,0,,0,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,56,4,darkorange,triangle,sounds/E.wav,1,,1,1,,1,1555075934277,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,57,4,white,triangle,sounds/D.wav,0,,0,0,,1,1555075937872,no,Studerende,1,0,,0,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,58,4,green,triangle,sounds/D.wav,1,,1,1,,1,1555075941493,no,Studerende,1,0,,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,59,4,green,circle,sounds/C.wav,1,,0,0,,1,1555075945101,no,Studerende,1,0,,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,fcs1,3,1,60,4,green,circle,sounds/C.wav,0,,1,1,,1,1555075948725,no,Studerende,1,0,,0,1,1,1,1,1,1
hyane,female,21,training_transfer,posttest,fcs1,3,1,61,4,yellow,square,sounds/C.wav,1,,1,1,,1,1555075952332,no,Studerende,1,0,,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,1,6,yellow,circle,sounds/B.wav,1,1,0,0,0,1,1555075980287,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,2,1,red,square,sounds/B.wav,1,1,1,1,0,1,1555075983900,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,3,2,green,square,sounds/B.wav,1,1,1,1,0,1,1555075987526,no,Studerende,1,1,0,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,4,3,green,star,sounds/P.wav,1,1,0,0,0,1,1555075991165,no,Studerende,1,1,0,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,5,6,yellow,square,sounds/D.wav,1,1,0,0,0,1,1555075994759,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,6,7,dimgray,square,sounds/D.wav,1,1,1,1,0,1,1555075998367,no,Studerende,1,1,0,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,7,4,white,triangle,sounds/C.wav,1,1,0,0,0,1,1555076001963,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,8,7,blue,square,sounds/C.wav,1,1,1,1,0,1,1555076005577,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,9,7,green,square,sounds/T.wav,0,1,0,0,1,1,1555076009194,no,Studerende,1,1,1,0,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,10,2,red,square,sounds/T.wav,1,1,1,1,0,1,1555076012732,no,Studerende,1,1,0,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,11,4,white,triangle,sounds/B.wav,1,1,0,0,0,1,1555076016320,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,12,4,darkorange,square,sounds/B.wav,1,1,1,1,1,1,1555076019933,no,Studerende,1,1,1,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,13,4,red,triangle,sounds/E.wav,1,1,0,0,1,1,1555076023550,no,Studerende,1,1,1,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,14,6,green,triangle,sounds/E.wav,0,1,1,1,0,1,1555076027169,no,Studerende,1,1,0,0,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,15,4,green,star,sounds/D.wav,1,1,0,0,0,1,1555076030774,no,Studerende,1,1,0,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,16,3,yellow,triangle,sounds/V.wav,1,1,0,0,0,1,1555076034362,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,17,6,green,star,sounds/C.wav,1,1,0,0,0,1,1555076037947,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,18,6,green,square,sounds/D.wav,1,1,0,0,1,1,1555076041479,no,Studerende,1,1,1,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,19,6,yellow,square,sounds/D.wav,0,1,1,1,1,1,1555076045105,no,Studerende,1,1,1,0,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,20,0,yellow,triangle,sounds/T.wav,1,1,0,0,0,1,1555076048744,no,Studerende,1,1,0,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,21,1,dimgray,square,sounds/P.wav,1,1,0,0,0,1,1555076052338,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,22,0,dimgray,square,sounds/C.wav,1,1,0,0,0,1,1555076055960,no,Studerende,1,1,0,1,1,1,1,1,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,23,4,red,star,sounds/E.wav,1,1,0,0,0,1,1555076059574,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,24,5,white,triangle,sounds/D.wav,1,1,0,0,0,1,1555076063176,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,25,5,white,circle,sounds/D.wav,0,1,1,1,1,1,1555076066732,no,Studerende,1,1,1,1,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,26,2,darkorange,square,sounds/V.wav,1,1,0,0,0,1,1555076070314,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,27,2,blue,triangle,sounds/P.wav,1,1,0,0,1,1,1555076073907,no,Studerende,1,1,1,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,28,2,darkorange,triangle,sounds/V.wav,1,1,0,0,1,1,1555076077538,no,Studerende,1,1,1,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,29,5,yellow,triangle,sounds/V.wav,1,1,1,1,0,1,1555076081096,no,Studerende,1,1,0,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,30,5,yellow,star,sounds/C.wav,1,1,0,0,1,1,1555076084725,no,Studerende,1,1,1,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,31,0,dimgray,star,sounds/D.wav,1,1,0,0,0,1,1555076088360,no,Studerende,1,1,0,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,32,2,dimgray,triangle,sounds/G.wav,1,1,0,0,0,1,1555076091996,no,Studerende,1,1,0,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,33,8,red,star,sounds/D.wav,1,1,0,0,0,1,1555076095606,no,Studerende,1,1,0,0,1,1,0,0,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,34,0,red,star,sounds/P.wav,1,1,0,0,0,1,1555076099232,no,Studerende,1,1,0,1,1,1,1,1,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,35,5,red,triangle,sounds/E.wav,1,1,0,0,0,1,1555076102874,no,Studerende,1,1,0,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,36,7,green,triangle,sounds/P.wav,1,1,0,0,0,1,1555076106488,no,Studerende,1,1,0,1,1,1,0,0,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,37,7,green,triangle,sounds/P.wav,1,1,1,0,1,1,1555076110032,no,Studerende,0,1,1,1,1,1,1,1,1,1
hyane,female,21,training_transfer,posttest,pcfs12,4,1,38,2,green,star,sounds/B.wav,1,1,0,0,0,1,1555076113646,no,Studerende,1,1,0,0,1,1,1,1,1,0
hyane,female,21,training_transfer,posttest,pcfs12,4,1,39,3,red,circle,sounds/V.wav,1,1,0,0,0,1,1555076117237,no,Studerende,1,1,0,0,1,1,0,0,1,0
