id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_response,sound_score,position_tested,figure_tested,simulate,position_response,sound_tested,sound_response,figure_score,position_target,color_response,occupation,color_target,position_score,color_tested,figure_target,sound_target,timestamp,color_score
Desmerdyr,male,24,training_transfer,pretest,fc2,2,2,61,4,red,circle,,1,,0,1,no,,0,,0,,0,Studerende,0,,1,0,,1554888937369,1
Desmerdyr,male,24,training_transfer,pretest,fc2,2,2,62,4,yellow,star,,1,,0,1,no,,0,,1,,0,Studerende,1,,1,1,,1554888939935,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,1,8,green,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888950035,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,2,8,white,circle,sounds\D.wav,,1,1,0,no,1,1,0,,1,0,Studerende,0,1,1,,0,1554888953602,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,3,8,white,circle,sounds\D.wav,,0,1,0,no,1,1,0,,1,0,Studerende,1,1,1,,1,1554888957169,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,4,6,darkorange,circle,sounds\C.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888960719,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,5,4,white,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888964269,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,6,4,white,circle,sounds\B.wav,,1,1,0,no,1,1,1,,1,0,Studerende,1,1,1,,1,1554888967852,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,7,7,blue,circle,sounds\P.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888971403,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,8,5,blue,circle,sounds\E.wav,,1,1,0,no,0,1,0,,0,1,Studerende,1,1,1,,0,1554888974970,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,9,1,blue,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,1,Studerende,1,1,1,,0,1554888978537,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,10,4,dimgray,circle,sounds\E.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888982086,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,11,0,yellow,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888985636,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,12,8,red,circle,sounds\P.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888989187,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,13,2,dimgray,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888992737,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,14,7,darkorange,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888996287,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,15,8,yellow,circle,sounds\C.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554888999837,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,16,5,yellow,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,1,Studerende,1,1,1,,0,1554889003403,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,17,2,blue,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889006954,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,18,3,yellow,circle,sounds\V.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889010521,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,19,3,dimgray,circle,sounds\D.wav,,1,1,0,no,1,1,0,,1,1,Studerende,0,1,1,,0,1554889014087,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,20,4,dimgray,circle,sounds\G.wav,,0,1,0,no,0,1,1,,0,1,Studerende,1,1,1,,0,1554889017671,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,21,7,green,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889021221,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,22,3,red,circle,sounds\B.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889024788,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,23,0,red,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,1,Studerende,1,1,1,,0,1554889028355,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,24,3,red,circle,sounds\V.wav,,1,1,0,no,1,1,1,,0,1,Studerende,1,0,1,,1,1554889031938,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,25,7,white,circle,sounds\P.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889035488,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,26,0,darkorange,circle,sounds\G.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889039039,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,27,0,darkorange,circle,sounds\G.wav,,0,1,0,no,1,1,0,,1,0,Studerende,1,1,1,,1,1554889042605,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,28,5,green,circle,sounds\C.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889046155,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,29,5,dimgray,circle,sounds\B.wav,,1,1,0,no,1,1,0,,1,0,Studerende,0,1,1,,0,1554889049722,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,30,2,red,circle,sounds\C.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889053272,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,31,2,dimgray,circle,sounds\D.wav,,1,1,0,no,0,1,0,,1,0,Studerende,0,0,1,,0,1554889056823,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,32,7,white,circle,sounds\D.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889060389,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,33,7,green,circle,sounds\T.wav,,1,1,0,no,0,1,0,,1,0,Studerende,0,0,1,,0,1554889063939,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,34,8,dimgray,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889067489,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,35,7,yellow,circle,sounds\V.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889071055,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,36,7,white,circle,sounds\C.wav,,1,1,0,no,1,1,0,,1,0,Studerende,0,1,1,,0,1554889074623,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,37,8,dimgray,circle,sounds\G.wav,,1,1,0,no,0,1,0,,0,1,Studerende,0,1,1,,0,1554889078191,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,38,6,green,circle,sounds\G.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889081756,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,39,6,yellow,circle,sounds\C.wav,,1,1,0,no,1,1,0,,1,0,Studerende,0,1,1,,0,1554889085323,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,40,1,green,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889088873,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,41,7,darkorange,circle,sounds\C.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889092424,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,42,7,white,circle,sounds\B.wav,,1,1,0,no,1,1,0,,1,0,Studerende,0,1,1,,0,1554889095990,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,43,7,dimgray,circle,sounds\B.wav,,0,1,0,no,1,1,0,,1,0,Studerende,0,1,1,,1,1554889099557,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,44,5,white,circle,sounds\B.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889103123,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,45,1,white,circle,sounds\T.wav,,1,1,0,no,1,1,0,,0,0,Studerende,1,0,1,,0,1554889106690,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,46,7,red,circle,sounds\T.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889110257,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,47,7,red,circle,sounds\T.wav,,1,1,0,no,1,1,1,,1,0,Studerende,1,1,1,,1,1554889113841,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,48,1,green,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889117391,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,49,4,darkorange,circle,sounds\B.wav,,1,1,0,no,1,1,1,,0,0,Studerende,0,0,1,,1,1554889120974,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,50,8,darkorange,circle,sounds\V.wav,,1,1,0,no,0,1,0,,0,1,Studerende,1,1,1,,0,1554889124540,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,51,5,yellow,circle,sounds\G.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889128091,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,52,5,yellow,circle,sounds\T.wav,,1,1,0,no,1,1,0,,1,1,Studerende,1,1,1,,0,1554889131674,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,53,2,yellow,circle,sounds\D.wav,,1,1,0,no,0,1,0,,0,1,Studerende,1,1,1,,0,1554889135241,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,54,4,red,circle,sounds\T.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889138791,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,55,5,white,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889142341,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,56,4,blue,circle,sounds\C.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889145892,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,57,4,blue,circle,sounds\B.wav,,1,1,0,no,1,1,0,,1,0,Studerende,1,1,1,,0,1554889149458,0
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,58,2,darkorange,circle,sounds\T.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889153008,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,59,8,green,circle,sounds\T.wav,,1,1,0,no,0,1,1,,0,0,Studerende,0,1,1,,1,1554889156575,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,60,5,blue,circle,sounds\G.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889160125,1
Desmerdyr,male,24,training_transfer,pretest,pcs1,3,1,61,6,white,circle,sounds\B.wav,,1,1,0,no,0,1,0,,0,0,Studerende,0,1,1,,0,1554889163676,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,1,4,dimgray,star,sounds\P.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889173576,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,2,4,white,star,sounds\T.wav,0,1,0,1,no,,1,0,0,,0,Studerende,0,,1,1,0,1554889177125,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,3,4,dimgray,circle,sounds\T.wav,0,1,0,1,no,,1,1,1,,1,Studerende,0,,1,0,1,1554889180710,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,4,4,green,square,sounds\D.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889184260,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,5,4,green,circle,sounds\G.wav,0,1,0,1,no,,1,0,1,,0,Studerende,1,,1,0,0,1554889187810,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,6,4,dimgray,triangle,sounds\P.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889191359,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,7,4,dimgray,square,sounds\V.wav,0,1,0,1,no,,1,0,1,,0,Studerende,1,,1,0,0,1554889194909,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,8,4,yellow,triangle,sounds\P.wav,1,1,0,1,no,,1,0,0,,0,Studerende,0,,1,0,0,1554889198477,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,9,4,dimgray,star,sounds\T.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889202027,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,10,4,green,star,sounds\C.wav,1,1,0,1,no,,1,0,1,,0,Studerende,0,,1,1,0,1554889205593,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,11,4,darkorange,square,sounds\C.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889209160,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,12,4,green,star,sounds\B.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889212710,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,13,4,green,star,sounds\E.wav,1,1,0,1,no,,1,0,1,,1,Studerende,1,,1,1,0,1554889216294,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,14,4,darkorange,square,sounds\D.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889219844,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,15,4,dimgray,triangle,sounds\G.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889223394,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,16,4,yellow,circle,sounds\P.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889226944,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,17,4,blue,square,sounds\P.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889230510,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,18,4,dimgray,square,sounds\P.wav,0,1,0,1,no,,1,1,0,,0,Studerende,0,,1,1,1,1554889234078,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,19,4,red,square,sounds\T.wav,1,1,0,1,no,,1,0,1,,0,Studerende,0,,1,1,0,1554889237644,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,20,4,yellow,star,sounds\T.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889241211,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,21,4,green,square,sounds\P.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889244761,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,22,4,green,triangle,sounds\P.wav,0,1,0,1,no,,1,1,1,,0,Studerende,1,,1,0,1,1554889248327,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,23,4,green,star,sounds\V.wav,0,1,0,1,no,,1,0,1,,1,Studerende,1,,1,0,0,1554889251895,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,24,4,yellow,star,sounds\T.wav,0,1,0,1,no,,1,0,0,,0,Studerende,0,,1,1,0,1554889255445,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,25,4,blue,star,sounds\G.wav,1,1,0,1,no,,1,0,1,,0,Studerende,0,,1,1,0,1554889259012,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,26,4,white,triangle,sounds\P.wav,0,1,0,1,no,,1,0,1,,1,Studerende,0,,1,0,0,1554889262578,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,27,4,blue,square,sounds\P.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889266146,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,28,4,blue,star,sounds\P.wav,0,1,0,1,no,,1,1,1,,1,Studerende,1,,1,0,1,1554889269729,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,29,4,dimgray,star,sounds\B.wav,1,1,0,1,no,,1,0,1,,0,Studerende,0,,1,1,0,1554889273295,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,30,4,darkorange,triangle,sounds\V.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889276846,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,31,4,yellow,star,sounds\V.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889280412,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,32,4,yellow,triangle,sounds\G.wav,0,1,0,1,no,,1,0,1,,1,Studerende,1,,1,0,0,1554889283980,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,33,4,yellow,triangle,sounds\P.wav,0,1,0,1,no,,1,0,0,,1,Studerende,1,,1,1,0,1554889287546,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,34,4,dimgray,square,sounds\B.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889291096,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,35,4,green,star,sounds\T.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889294646,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,36,4,green,square,sounds\D.wav,0,1,0,1,no,,1,0,1,,1,Studerende,1,,1,0,0,1554889298213,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,37,4,darkorange,square,sounds\E.wav,0,1,0,1,no,,1,0,0,,0,Studerende,0,,1,1,0,1554889301763,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,38,4,red,star,sounds\E.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889305330,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,39,4,darkorange,square,sounds\P.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889308880,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,40,4,green,triangle,sounds\T.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889312430,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,41,4,green,circle,sounds\D.wav,0,1,0,1,no,,1,0,1,,1,Studerende,1,,1,0,0,1554889315996,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,42,4,blue,square,sounds\P.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889319547,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,43,4,blue,triangle,sounds\P.wav,0,1,0,1,no,,1,1,1,,0,Studerende,1,,1,0,1,1554889323114,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,44,4,white,square,sounds\G.wav,1,1,0,1,no,,1,0,0,,0,Studerende,0,,1,0,0,1554889326680,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,45,4,red,square,sounds\C.wav,1,1,0,1,no,,1,0,1,,0,Studerende,0,,1,1,0,1554889330247,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,46,4,green,circle,sounds\E.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889333797,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,47,4,blue,square,sounds\T.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889337348,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,48,4,blue,square,sounds\T.wav,0,1,0,1,no,,1,1,0,,0,Studerende,1,,1,1,1,1554889340914,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,49,4,dimgray,circle,sounds\D.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889344464,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,50,4,blue,circle,sounds\B.wav,1,1,0,1,no,,1,0,1,,0,Studerende,0,,1,1,0,1554889348031,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,51,4,blue,circle,sounds\D.wav,1,1,0,1,no,,1,0,1,,0,Studerende,1,,1,1,0,1554889351597,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,52,4,red,star,sounds\G.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889355149,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,53,4,white,triangle,sounds\E.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889358698,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,54,4,dimgray,square,sounds\E.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889362265,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,55,4,white,circle,sounds\E.wav,0,1,0,1,no,,1,1,1,,0,Studerende,0,,1,0,1,1554889365831,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,56,4,blue,square,sounds\P.wav,1,1,0,1,no,,1,0,0,,0,Studerende,0,,1,0,0,1554889369398,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,57,4,blue,square,sounds\P.wav,0,0,0,1,no,,1,0,0,,0,Studerende,1,,1,1,1,1554889372949,0
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,58,4,white,triangle,sounds\B.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889376499,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,59,4,blue,star,sounds\T.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889380049,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,60,4,dimgray,square,sounds\E.wav,0,1,0,1,no,,1,0,1,,0,Studerende,0,,1,0,0,1554889383599,1
Desmerdyr,male,24,training_transfer,pretest,fcs1,3,1,61,4,dimgray,triangle,sounds\V.wav,0,1,0,1,no,,1,0,1,,0,Studerende,1,,1,0,0,1554889387149,0
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,1,3,blue,star,sounds\E.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889398966,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,2,0,darkorange,triangle,sounds\D.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889402516,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,3,4,white,star,sounds\V.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889406067,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,4,4,white,star,sounds\E.wav,0,1,1,1,no,1,1,0,0,1,1,Studerende,1,1,1,1,0,1554889409650,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,5,4,yellow,triangle,sounds\E.wav,0,1,1,1,no,0,1,1,1,1,0,Studerende,0,0,1,0,1,1554889413216,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,6,7,green,square,sounds\T.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889416766,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,7,7,green,circle,sounds\E.wav,0,0,1,1,no,0,1,1,1,1,1,Studerende,1,0,1,0,0,1554889420350,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,8,5,darkorange,circle,sounds\G.wav,0,1,1,1,no,0,1,0,0,0,0,Studerende,0,1,1,1,0,1554889423901,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,9,4,yellow,triangle,sounds\D.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889427451,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,10,7,green,square,sounds\D.wav,0,1,1,1,no,0,1,1,1,0,0,Studerende,0,1,1,0,1,1554889431017,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,11,7,green,star,sounds\V.wav,0,1,1,1,no,1,1,0,1,1,0,Studerende,1,1,1,0,0,1554889434583,0
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,12,0,red,square,sounds\T.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889438134,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,13,0,red,square,sounds\T.wav,1,1,1,1,no,1,1,1,1,1,1,Studerende,1,1,1,1,1,1554889441751,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,14,2,red,square,sounds\P.wav,1,0,1,1,no,0,1,1,1,0,1,Studerende,1,1,1,1,0,1554889445318,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,15,8,darkorange,triangle,sounds\E.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889448868,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,16,0,darkorange,star,sounds\E.wav,0,1,1,1,no,0,1,1,1,0,0,Studerende,1,1,1,0,1,1554889452434,0
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,17,3,green,square,sounds\B.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889455984,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,18,0,yellow,circle,sounds\B.wav,0,1,1,1,no,0,1,1,1,0,0,Studerende,0,1,1,0,1,1554889459551,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,19,5,yellow,circle,sounds\T.wav,0,1,1,1,no,0,1,0,0,0,1,Studerende,1,1,1,1,0,1554889463118,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,20,0,blue,square,sounds\V.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889466668,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,21,2,dimgray,star,sounds\C.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889470218,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,22,0,dimgray,triangle,sounds\D.wav,0,1,1,1,no,0,1,0,1,0,1,Studerende,1,1,1,0,0,1554889473784,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,23,6,blue,circle,sounds\G.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,0,1,1,0,0,1554889477336,1
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,24,2,blue,square,sounds\C.wav,0,1,1,1,no,0,1,0,1,0,0,Studerende,1,1,1,0,0,1554889480885,0
Desmerdyr,male,24,training_transfer,pretest,pcfs12,4,1,25,5,blue,triangle,sounds\E.wav,0,1,1,1,no,0,1,0,1,0,1,Studerende,1,1,1,0,0,1554889484452,1
