id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,sound_score,position_tested,figure_response,position_score,figure_tested,simulate,color_score,sound_response,timestamp,color_target,position_response,figure_target,color_tested,position_target,color_response,figure_score,sound_target,sound_tested
næseabe,female,23,training_train,practice,p1,1,1,1,6,white,circle,,Studerende,,1,,1,0,no,,,1555489058995,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,2,6,white,circle,,Studerende,,1,,0,0,no,,,1555489061562,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,p1,1,1,3,4,white,circle,,Studerende,,1,,1,0,no,,,1555489064112,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,4,6,white,circle,,Studerende,,1,,1,0,no,,,1555489066661,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,5,1,white,circle,,Studerende,,1,,1,0,no,,,1555489069211,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,6,4,white,circle,,Studerende,,1,,1,0,no,,,1555489071761,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,7,0,white,circle,,Studerende,,1,,1,0,no,,,1555489074312,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,8,3,white,circle,,Studerende,,1,,1,0,no,,,1555489076862,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,9,7,white,circle,,Studerende,,1,,1,0,no,,,1555489079412,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,10,2,white,circle,,Studerende,,1,,1,0,no,,,1555489081962,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,11,4,white,circle,,Studerende,,1,,1,0,no,,,1555489084512,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,12,0,white,circle,,Studerende,,1,,1,0,no,,,1555489087062,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,13,6,white,circle,,Studerende,,1,,1,0,no,,,1555489089612,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,14,0,white,circle,,Studerende,,1,,1,0,no,,,1555489092163,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,15,0,white,circle,,Studerende,,1,,0,0,no,,,1555489094713,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,p1,1,1,16,0,white,circle,,Studerende,,1,,0,0,no,,,1555489097262,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,p1,1,1,17,1,white,circle,,Studerende,,1,,1,0,no,,,1555489099812,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,18,8,white,circle,,Studerende,,1,,1,0,no,,,1555489102362,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,19,7,white,circle,,Studerende,,1,,1,0,no,,,1555489104912,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,20,0,white,circle,,Studerende,,1,,1,0,no,,,1555489107462,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,21,0,white,circle,,Studerende,,1,,0,0,no,,,1555489110013,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,p1,1,1,22,6,white,circle,,Studerende,,1,,1,0,no,,,1555489112563,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,23,6,white,circle,,Studerende,,1,,0,0,no,,,1555489115113,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,p1,1,1,24,6,white,circle,,Studerende,,1,,0,0,no,,,1555489117663,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,p1,1,1,25,2,white,circle,,Studerende,,1,,1,0,no,,,1555489120213,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,26,7,white,circle,,Studerende,,1,,1,0,no,,,1555489122762,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,27,8,white,circle,,Studerende,,1,,1,0,no,,,1555489125313,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,28,7,white,circle,,Studerende,,1,,1,0,no,,,1555489127863,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,29,0,white,circle,,Studerende,,1,,1,0,no,,,1555489130413,,0,,0,0,,,,0
næseabe,female,23,training_train,practice,p1,1,1,30,0,white,circle,,Studerende,,1,,0,0,no,,,1555489132963,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,p1,1,1,31,0,white,circle,,Studerende,,1,,0,0,no,,,1555489135513,,0,,0,1,,,,0
næseabe,female,23,training_train,practice,f2,1,2,1,4,white,circle,,Studerende,,0,0,,1,no,,,1555489145697,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,2,4,white,square,,Studerende,,0,0,,1,no,,,1555489148247,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,3,4,white,square,,Studerende,,0,0,,1,no,,,1555489150797,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,4,4,white,star,,Studerende,,0,0,,1,no,,,1555489153347,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,5,4,white,star,,Studerende,,0,1,,1,no,,,1555489155914,,,0,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,6,4,white,triangle,,Studerende,,0,0,,1,no,,,1555489158465,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,7,4,white,circle,,Studerende,,0,0,,1,no,,,1555489161016,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,8,4,white,triangle,,Studerende,,0,0,,1,no,,,1555489163566,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,9,4,white,square,,Studerende,,0,0,,1,no,,,1555489166116,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,10,4,white,square,,Studerende,,0,0,,1,no,,,1555489168666,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,11,4,white,circle,,Studerende,,0,0,,1,no,,,1555489171216,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,12,4,white,triangle,,Studerende,,0,0,,1,no,,,1555489173766,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,13,4,white,circle,,Studerende,,0,0,,1,no,,,1555489176316,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,14,4,white,star,,Studerende,,0,0,,1,no,,,1555489178867,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,15,4,white,triangle,,Studerende,,0,0,,1,no,,,1555489181417,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,16,4,white,star,,Studerende,,0,0,,1,no,,,1555489183967,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,17,4,white,square,,Studerende,,0,0,,1,no,,,1555489186517,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,18,4,white,star,,Studerende,,0,0,,1,no,,,1555489189066,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,19,4,white,triangle,,Studerende,,0,0,,1,no,,,1555489191616,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,20,4,white,star,,Studerende,,0,0,,1,no,,,1555489194166,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,21,4,white,square,,Studerende,,0,0,,1,no,,,1555489196717,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,22,4,white,star,,Studerende,,0,0,,1,no,,,1555489199267,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,23,4,white,circle,,Studerende,,0,0,,1,no,,,1555489201817,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,24,4,white,square,,Studerende,,0,0,,1,no,,,1555489204367,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,25,4,white,triangle,,Studerende,,0,0,,1,no,,,1555489206917,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,26,4,white,square,,Studerende,,0,0,,1,no,,,1555489209467,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,27,4,white,star,,Studerende,,0,0,,1,no,,,1555489212017,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,28,4,white,circle,,Studerende,,0,0,,1,no,,,1555489214568,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,29,4,white,triangle,,Studerende,,0,0,,1,no,,,1555489217117,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,30,4,white,circle,,Studerende,,0,0,,1,no,,,1555489219667,,,1,0,,,0,,0
næseabe,female,23,training_train,practice,f2,1,2,31,4,white,star,,Studerende,,0,0,,1,no,,,1555489222217,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,f2,1,2,32,4,white,square,,Studerende,,0,0,,1,no,,,1555489224767,,,0,0,,,1,,0
næseabe,female,23,training_train,practice,sc2,2,2,1,4,red,circle,sounds\B.wav,Studerende,1,0,,,0,no,1,0,1555489247368,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,2,4,blue,circle,sounds\P.wav,Studerende,1,0,,,0,no,1,0,1555489249918,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,3,4,red,circle,sounds\D.wav,Studerende,1,0,,,0,no,0,0,1555489252468,1,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,4,4,dimgray,circle,sounds\P.wav,Studerende,0,0,,,0,no,1,0,1555489255018,0,,,1,,0,,1,1
næseabe,female,23,training_train,practice,sc2,2,2,5,4,blue,circle,sounds\D.wav,Studerende,0,0,,,0,no,1,0,1555489257568,0,,,1,,0,,1,1
næseabe,female,23,training_train,practice,sc2,2,2,6,4,green,circle,sounds\G.wav,Studerende,1,0,,,0,no,1,0,1555489260118,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,7,4,yellow,circle,sounds\D.wav,Studerende,0,0,,,0,no,1,0,1555489262668,0,,,1,,0,,1,1
næseabe,female,23,training_train,practice,sc2,2,2,8,4,green,circle,sounds\P.wav,Studerende,1,0,,,0,no,0,0,1555489265219,1,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,9,4,white,circle,sounds\T.wav,Studerende,1,0,,,0,no,1,0,1555489267769,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,10,4,green,circle,sounds\E.wav,Studerende,1,0,,,0,no,0,0,1555489270319,1,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,11,4,yellow,circle,sounds\V.wav,Studerende,1,0,,,0,no,1,0,1555489272869,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,12,4,green,circle,sounds\G.wav,Studerende,1,0,,,0,no,0,0,1555489275418,1,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,13,4,red,circle,sounds\T.wav,Studerende,1,0,,,0,no,1,0,1555489277968,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,14,4,blue,circle,sounds\B.wav,Studerende,1,0,,,0,no,1,0,1555489280568,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,15,4,green,circle,sounds\B.wav,Studerende,1,0,,,0,no,1,0,1555489283119,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,16,4,green,circle,sounds\B.wav,Studerende,1,0,,,0,no,1,1,1555489285686,0,,,1,,0,,1,1
næseabe,female,23,training_train,practice,sc2,2,2,17,4,dimgray,circle,sounds\D.wav,Studerende,1,0,,,0,no,1,0,1555489288236,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,18,4,green,circle,sounds\G.wav,Studerende,1,0,,,0,no,0,0,1555489290786,1,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,19,4,white,circle,sounds\G.wav,Studerende,1,0,,,0,no,1,0,1555489293336,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,20,4,red,circle,sounds\G.wav,Studerende,1,0,,,0,no,1,1,1555489295902,0,,,1,,0,,1,1
næseabe,female,23,training_train,practice,sc2,2,2,21,4,yellow,circle,sounds\E.wav,Studerende,1,0,,,0,no,1,0,1555489298455,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,22,4,dimgray,circle,sounds\C.wav,Studerende,1,0,,,0,no,1,0,1555489301003,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,23,4,green,circle,sounds\D.wav,Studerende,1,0,,,0,no,1,0,1555489303553,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,24,4,yellow,circle,sounds\G.wav,Studerende,1,0,,,0,no,1,0,1555489306103,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,25,4,green,circle,sounds\D.wav,Studerende,0,0,,,0,no,0,0,1555489308653,1,,,1,,0,,1,1
næseabe,female,23,training_train,practice,sc2,2,2,26,4,darkorange,circle,sounds\E.wav,Studerende,1,0,,,0,no,1,0,1555489311203,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,27,4,darkorange,circle,sounds\E.wav,Studerende,1,0,,,0,no,0,0,1555489313769,0,,,1,,1,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,28,4,white,circle,sounds\T.wav,Studerende,1,0,,,0,no,1,0,1555489316319,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,29,4,darkorange,circle,sounds\E.wav,Studerende,0,0,,,0,no,1,0,1555489318887,1,,,1,,1,,1,1
næseabe,female,23,training_train,practice,sc2,2,2,30,4,white,circle,sounds\D.wav,Studerende,1,0,,,0,no,0,0,1555489321437,1,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,31,4,red,circle,sounds\G.wav,Studerende,1,0,,,0,no,1,0,1555489323986,0,,,1,,0,,0,1
næseabe,female,23,training_train,practice,sc2,2,2,32,4,yellow,circle,sounds\D.wav,Studerende,0,0,,,0,no,1,0,1555489326570,0,,,1,,0,,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,1,3,darkorange,star,sounds\C.wav,Studerende,1,1,0,1,1,no,1,0,1555489340154,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,2,3,darkorange,triangle,sounds\C.wav,Studerende,0,1,0,0,1,no,0,0,1555489343703,1,0,0,1,1,0,1,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,3,3,dimgray,circle,sounds\E.wav,Studerende,1,1,0,0,1,no,1,0,1555489347253,0,0,0,1,1,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,4,4,white,circle,sounds\E.wav,Studerende,1,1,0,1,1,no,1,1,1555489350820,0,0,1,1,0,0,0,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,5,2,blue,triangle,sounds\E.wav,Studerende,0,1,0,1,1,no,1,0,1555489354371,0,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,6,1,white,star,sounds\P.wav,Studerende,1,1,0,1,1,no,1,0,1555489357921,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,7,5,yellow,triangle,sounds\P.wav,Studerende,1,1,0,1,1,no,1,1,1555489361487,0,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,8,1,darkorange,circle,sounds\E.wav,Studerende,1,1,0,1,1,no,1,0,1555489365037,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,9,3,yellow,star,sounds\D.wav,Studerende,1,1,0,1,1,no,1,0,1555489368587,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,10,8,white,star,sounds\T.wav,Studerende,1,1,1,1,1,no,1,0,1555489372154,0,0,1,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,11,2,yellow,circle,sounds\C.wav,Studerende,1,1,0,1,1,no,1,0,1555489375704,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,12,2,yellow,circle,sounds\G.wav,Studerende,1,1,0,1,1,no,0,0,1555489379271,1,1,1,1,1,0,0,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,13,7,dimgray,circle,sounds\D.wav,Studerende,1,1,0,1,1,no,1,0,1555489382821,0,0,1,1,0,0,0,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,14,8,white,star,sounds\V.wav,Studerende,1,1,0,1,1,no,1,0,1555489386371,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,15,7,darkorange,triangle,sounds\P.wav,Studerende,1,1,0,1,1,no,1,0,1555489389921,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,16,0,blue,star,sounds\P.wav,Studerende,1,1,0,1,1,no,1,1,1555489393488,0,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,17,4,blue,triangle,sounds\P.wav,Studerende,1,1,0,1,1,no,0,1,1555489397055,1,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,18,4,yellow,triangle,sounds\E.wav,Studerende,1,1,0,0,1,no,1,0,1555489400604,0,0,1,1,1,0,0,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,19,2,yellow,square,sounds\E.wav,Studerende,1,1,0,1,1,no,0,1,1555489404171,1,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,20,2,darkorange,star,sounds\D.wav,Studerende,1,1,0,0,1,no,1,0,1555489407722,0,0,0,1,1,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,21,8,red,circle,sounds\D.wav,Studerende,1,1,0,1,1,no,1,1,1555489411288,0,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,practice,pcfs1,4,1,22,5,dimgray,star,sounds\E.wav,Studerende,1,1,0,1,1,no,1,0,1555489414838,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,23,5,dimgray,star,sounds\V.wav,Studerende,1,1,0,0,1,no,0,0,1555489418389,1,0,1,1,1,0,0,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,24,3,dimgray,circle,sounds\P.wav,Studerende,1,1,0,1,1,no,0,0,1555489421938,1,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,25,5,green,star,sounds\B.wav,Studerende,1,1,0,1,1,no,1,0,1555489425489,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,26,6,green,square,sounds\E.wav,Studerende,1,1,0,1,1,no,0,0,1555489429039,1,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,27,6,dimgray,square,sounds\C.wav,Studerende,1,1,0,0,1,no,1,0,1555489432589,0,0,1,1,1,0,0,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,28,0,red,triangle,sounds\P.wav,Studerende,1,1,0,1,1,no,1,0,1555489436139,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,29,6,yellow,circle,sounds\B.wav,Studerende,1,1,0,1,1,no,1,0,1555489439688,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,30,1,red,triangle,sounds\D.wav,Studerende,1,1,0,1,1,no,1,0,1555489443239,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,practice,pcfs1,4,1,31,1,red,triangle,sounds\C.wav,Studerende,1,1,0,0,1,no,0,0,1555489446789,1,0,1,1,1,0,0,0,1
næseabe,female,23,training_train,pretest,pc2,2,2,1,3,dimgray,circle,,Studerende,,1,,1,0,no,1,,1555489468956,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,2,2,red,circle,,Studerende,,1,,1,0,no,1,,1555489471506,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,3,4,dimgray,circle,,Studerende,,1,,1,0,no,0,,1555489474056,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,4,5,white,circle,,Studerende,,1,,1,0,no,1,,1555489476607,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,5,5,darkorange,circle,,Studerende,,1,,0,0,no,1,,1555489479173,0,1,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,6,5,darkorange,circle,,Studerende,,1,,0,0,no,1,,1555489481723,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,7,5,yellow,circle,,Studerende,,1,,0,0,no,1,,1555489484273,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,8,0,red,circle,,Studerende,,1,,0,0,no,1,,1555489486840,0,1,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,9,7,yellow,circle,,Studerende,,1,,1,0,no,0,,1555489489390,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,10,0,darkorange,circle,,Studerende,,1,,0,0,no,1,,1555489491940,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,11,7,dimgray,circle,,Studerende,,1,,0,0,no,1,,1555489494490,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,12,7,yellow,circle,,Studerende,,1,,1,0,no,1,,1555489497040,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,13,3,green,circle,,Studerende,,1,,1,0,no,1,,1555489499590,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,14,4,darkorange,circle,,Studerende,,1,,1,0,no,1,,1555489502140,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,15,3,red,circle,,Studerende,,1,,0,0,no,1,,1555489504690,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,16,4,green,circle,,Studerende,,1,,0,0,no,1,,1555489507240,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,17,6,green,circle,,Studerende,,1,,1,0,no,1,,1555489509791,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,18,6,yellow,circle,,Studerende,,1,,0,0,no,1,,1555489512357,0,1,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,19,3,white,circle,,Studerende,,1,,1,0,no,1,,1555489514908,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,20,8,red,circle,,Studerende,,1,,1,0,no,1,,1555489517458,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,21,4,white,circle,,Studerende,,1,,1,0,no,0,,1555489520007,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,22,4,yellow,circle,,Studerende,,1,,1,0,no,1,,1555489522557,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,23,3,white,circle,,Studerende,,1,,1,0,no,0,,1555489525108,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,24,2,blue,circle,,Studerende,,1,,1,0,no,1,,1555489527658,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,25,3,darkorange,circle,,Studerende,,1,,0,0,no,1,,1555489530208,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,26,8,white,circle,,Studerende,,1,,1,0,no,1,,1555489532758,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,27,5,yellow,circle,,Studerende,,1,,1,0,no,1,,1555489535308,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,28,1,white,circle,,Studerende,,1,,1,0,no,0,,1555489537858,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,29,8,darkorange,circle,,Studerende,,1,,1,0,no,1,,1555489540408,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,30,2,white,circle,,Studerende,,1,,1,0,no,0,,1555489542957,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,31,1,yellow,circle,,Studerende,,1,,1,0,no,1,,1555489545509,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,32,2,dimgray,circle,,Studerende,,1,,0,0,no,1,,1555489548058,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,33,6,white,circle,,Studerende,,1,,1,0,no,1,,1555489550609,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,34,8,darkorange,circle,,Studerende,,1,,1,0,no,1,,1555489553158,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,35,6,blue,circle,,Studerende,,1,,0,0,no,1,,1555489555708,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,36,1,darkorange,circle,,Studerende,,1,,1,0,no,0,,1555489558258,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,37,6,blue,circle,,Studerende,,1,,0,0,no,0,,1555489560808,1,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,38,8,dimgray,circle,,Studerende,,1,,1,0,no,1,,1555489563359,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,39,5,blue,circle,,Studerende,,1,,1,0,no,0,,1555489565909,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,40,3,darkorange,circle,,Studerende,,1,,1,0,no,1,,1555489568459,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,41,5,green,circle,,Studerende,,1,,0,0,no,1,,1555489571009,0,0,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,42,5,red,circle,,Studerende,,1,,1,0,no,1,,1555489573558,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,43,2,dimgray,circle,,Studerende,,1,,1,0,no,1,,1555489576108,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,44,0,red,circle,,Studerende,,1,,1,0,no,0,,1555489578658,1,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,45,7,darkorange,circle,,Studerende,,1,,1,0,no,1,,1555489581209,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,46,5,dimgray,circle,,Studerende,,1,,1,0,no,1,,1555489583759,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,47,7,darkorange,circle,,Studerende,,1,,1,0,no,0,,1555489586326,1,1,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,48,3,green,circle,,Studerende,,1,,1,0,no,1,,1555489588876,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,49,2,green,circle,,Studerende,,1,,1,0,no,1,,1555489591425,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,50,3,yellow,circle,,Studerende,,1,,1,0,no,1,,1555489593992,0,1,,1,1,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,51,7,dimgray,circle,,Studerende,,1,,1,0,no,1,,1555489596542,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,52,8,red,circle,,Studerende,,1,,1,0,no,1,,1555489599093,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,53,4,darkorange,circle,,Studerende,,1,,1,0,no,1,,1555489601642,0,0,,1,0,0,,,0
næseabe,female,23,training_train,pretest,pc2,2,2,54,0,green,circle,,Studerende,,1,,1,0,no,1,,1555489604193,0,0,,1,0,0,,,0
