id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,sound_score,position_tested,figure_response,position_score,figure_tested,simulate,color_score,sound_response,timestamp,color_target,position_response,figure_target,color_tested,position_target,color_response,figure_score,sound_target,sound_tested
næseabe,female,23,training_train,posttest,pcfs12,4,1,32,8,darkorange,triangle,sounds\D.wav,Studerende,1,1,0,1,1,no,1,0,1555492245765,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,33,7,green,star,sounds\D.wav,Studerende,1,1,0,1,1,no,1,1,1555492249332,0,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,34,7,dimgray,triangle,sounds\B.wav,Studerende,1,1,0,1,1,no,1,0,1555492252898,0,1,0,1,1,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,35,7,blue,circle,sounds\T.wav,Studerende,1,1,0,1,1,no,1,0,1555492256466,0,1,0,1,1,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,36,5,white,star,sounds\T.wav,Studerende,1,1,0,1,1,no,1,1,1555492260033,0,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,37,5,blue,triangle,sounds\B.wav,Studerende,1,1,0,0,1,no,1,0,1555492263582,0,0,0,1,1,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,38,6,white,triangle,sounds\B.wav,Studerende,1,1,0,1,1,no,1,1,1555492267149,0,0,1,1,0,0,0,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,39,3,white,triangle,sounds\B.wav,Studerende,1,1,0,1,1,no,0,1,1555492270715,1,0,1,1,0,0,0,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,40,7,white,star,sounds\T.wav,Studerende,1,1,0,1,1,no,0,0,1555492274267,1,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,41,4,darkorange,star,sounds\T.wav,Studerende,0,1,1,1,1,no,1,0,1555492277833,0,0,1,1,0,0,1,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,42,1,darkorange,circle,sounds\D.wav,Studerende,1,1,0,1,1,no,0,0,1555492281383,1,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,43,3,darkorange,triangle,sounds\D.wav,Studerende,0,1,0,1,1,no,0,0,1555492284933,1,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,44,3,dimgray,triangle,sounds\P.wav,Studerende,1,1,0,0,1,no,1,0,1555492288483,0,0,1,1,1,0,0,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,45,7,yellow,star,sounds\P.wav,Studerende,0,1,0,1,1,no,1,0,1555492292033,0,0,0,1,0,0,1,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,46,7,white,star,sounds\G.wav,Studerende,1,1,0,0,1,no,1,0,1555492295583,0,0,1,1,1,0,0,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,47,3,blue,square,sounds\E.wav,Studerende,1,1,0,1,1,no,1,0,1555492299133,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,48,5,darkorange,circle,sounds\V.wav,Studerende,1,1,0,1,1,no,1,0,1555492302683,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,49,5,blue,star,sounds\D.wav,Studerende,1,1,0,0,1,no,1,0,1555492306233,0,0,0,1,1,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,50,6,blue,circle,sounds\E.wav,Studerende,1,1,0,1,1,no,0,0,1555492309784,1,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,51,4,dimgray,circle,sounds\T.wav,Studerende,1,1,0,1,1,no,1,0,1555492313334,0,0,1,1,0,0,0,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,52,4,blue,circle,sounds\T.wav,Studerende,1,1,0,0,1,no,1,1,1555492316900,0,0,1,1,1,0,0,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,53,2,dimgray,star,sounds\G.wav,Studerende,1,1,0,1,1,no,1,0,1555492320450,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,54,7,red,square,sounds\T.wav,Studerende,1,1,0,1,1,no,1,0,1555492324000,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,55,3,red,triangle,sounds\C.wav,Studerende,1,1,0,1,1,no,0,0,1555492327551,1,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,56,7,yellow,circle,sounds\G.wav,Studerende,1,1,0,1,1,no,1,0,1555492331101,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,57,2,white,square,sounds\B.wav,Studerende,1,1,0,1,1,no,1,0,1555492334651,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,58,2,white,triangle,sounds\B.wav,Studerende,0,1,0,0,1,no,0,0,1555492338201,1,0,0,1,1,0,1,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,59,5,yellow,triangle,sounds\B.wav,Studerende,1,1,0,1,1,no,1,1,1555492341767,0,0,1,1,0,0,0,1,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,60,4,darkorange,star,sounds\E.wav,Studerende,1,1,0,1,1,no,1,0,1555492345318,0,0,0,1,0,0,1,0,1
næseabe,female,23,training_train,posttest,pcfs12,4,1,61,4,red,star,sounds\C.wav,Studerende,1,1,0,0,1,no,1,0,1555492348868,0,0,1,1,1,0,0,0,1
