id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,simulate,sound_tested,position_score,figure_score,figure_target,position_target,color_tested,timestamp,figure_response,sound_score,sound_response,color_target,sound_target,position_response,occupation,figure_tested,color_response,position_tested,color_score
bogfinke,male,24,training_train,pretest,fcs1,3,1,35,4,darkorange,circle,sounds/G.wav,no,1,,1,0,,1,1554895309853,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,36,4,yellow,square,sounds/V.wav,no,1,,1,0,,1,1554895313454,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,37,4,yellow,square,sounds/B.wav,no,1,,0,1,,1,1554895317057,0,1,0,1,0,,Ledig,1,1,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,38,4,blue,star,sounds/G.wav,no,1,,1,0,,1,1554895320674,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,39,4,white,circle,sounds/G.wav,no,1,,1,0,,1,1554895324287,0,1,1,0,1,,Ledig,1,0,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,40,4,yellow,triangle,sounds/E.wav,no,1,,1,0,,1,1554895327890,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,41,4,yellow,square,sounds/B.wav,no,1,,1,0,,1,1554895331509,0,1,0,1,0,,Ledig,1,1,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,42,4,white,triangle,sounds/P.wav,no,1,,1,0,,1,1554895335126,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,43,4,white,star,sounds/G.wav,no,1,,1,0,,1,1554895338760,0,0,1,1,0,,Ledig,1,1,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,44,4,green,star,sounds/B.wav,no,1,,0,1,,1,1554895342359,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,45,4,blue,circle,sounds/B.wav,no,1,,1,0,,1,1554895345959,0,0,0,0,1,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,46,4,darkorange,square,sounds/E.wav,no,1,,1,0,,1,1554895349575,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,47,4,blue,star,sounds/C.wav,no,1,,1,0,,1,1554895353177,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,48,4,darkorange,triangle,sounds/T.wav,no,1,,1,0,,1,1554895356794,0,0,1,0,0,,Ledig,1,0,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,49,4,red,star,sounds/T.wav,no,1,,1,0,,1,1554895360413,0,0,0,0,1,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,50,4,red,square,sounds/G.wav,no,1,,1,0,,1,1554895364013,0,1,0,1,0,,Ledig,1,1,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,51,4,darkorange,circle,sounds/B.wav,no,1,,1,0,,1,1554895367629,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,52,4,darkorange,star,sounds/T.wav,no,1,,1,0,,1,1554895371246,0,1,0,1,0,,Ledig,1,1,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,53,4,red,star,sounds/T.wav,no,1,,0,1,,1,1554895374863,0,1,1,0,1,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,54,4,darkorange,triangle,sounds/G.wav,no,1,,1,0,,1,1554895378479,0,0,1,0,0,,Ledig,1,0,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,55,4,yellow,circle,sounds/V.wav,no,1,,1,0,,1,1554895382079,0,0,1,0,0,,Ledig,1,0,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,56,4,dimgray,circle,sounds/D.wav,no,1,,1,1,,1,1554895385697,1,1,0,0,0,,Ledig,1,0,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,57,4,blue,star,sounds/P.wav,no,1,,1,0,,1,1554895389315,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,58,4,darkorange,star,sounds/C.wav,no,1,,0,1,,1,1554895392929,0,1,0,0,0,,Ledig,1,1,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,59,4,darkorange,star,sounds/D.wav,no,1,,0,1,,1,1554895396516,0,1,0,1,0,,Ledig,1,0,0,0
bogfinke,male,24,training_train,pretest,fcs1,3,1,60,4,white,circle,sounds/D.wav,no,1,,0,0,,1,1554895400130,1,0,0,0,1,,Ledig,1,0,0,1
bogfinke,male,24,training_train,pretest,fcs1,3,1,61,4,white,star,sounds/D.wav,no,1,,0,0,,1,1554895403735,1,0,0,1,1,,Ledig,1,0,0,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,1,4,red,star,sounds/T.wav,no,1,0,1,0,0,1,1554895413046,0,1,0,0,0,1,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,2,7,green,circle,sounds/D.wav,no,1,1,0,0,0,1,1554895416651,1,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,3,6,yellow,square,sounds/T.wav,no,1,1,1,0,0,1,1554895420268,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,4,8,yellow,circle,sounds/B.wav,no,1,0,1,0,0,1,1554895423885,0,1,0,1,0,1,Ledig,1,0,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,5,5,red,triangle,sounds/B.wav,no,1,1,1,0,0,1,1554895427501,0,1,1,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,6,7,blue,triangle,sounds/D.wav,no,1,0,0,1,0,1,1554895431103,0,1,0,0,0,1,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,7,8,blue,circle,sounds/B.wav,no,1,1,1,0,0,1,1554895434720,0,1,0,1,0,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,8,2,green,square,sounds/C.wav,no,1,1,1,0,0,1,1554895438337,0,0,1,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,9,2,yellow,triangle,sounds/D.wav,no,1,0,0,0,1,1,1554895441954,1,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,10,7,red,square,sounds/G.wav,no,1,0,1,0,0,1,1554895445573,0,1,0,0,0,1,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,11,7,white,circle,sounds/D.wav,no,1,1,1,0,1,1,1554895449190,0,1,0,0,0,1,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,12,2,white,square,sounds/D.wav,no,1,1,1,0,0,1,1554895452804,0,0,0,1,1,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,13,8,dimgray,square,sounds/E.wav,no,1,1,1,1,0,1,1554895456406,1,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,14,7,yellow,circle,sounds/E.wav,no,1,1,1,0,0,1,1554895460022,0,0,0,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,15,5,red,circle,sounds/T.wav,no,1,1,0,1,0,1,1554895463639,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,16,2,green,star,sounds/T.wav,no,1,1,1,0,0,1,1554895467256,0,0,0,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,17,0,dimgray,square,sounds/T.wav,no,1,0,1,0,0,1,1554895470875,0,0,0,0,1,1,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,18,0,dimgray,triangle,sounds/G.wav,no,1,0,1,0,1,1,1554895474474,0,0,1,1,0,0,Ledig,1,0,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,19,0,red,star,sounds/G.wav,no,1,0,1,0,1,1,1554895478091,0,0,0,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,20,5,red,triangle,sounds/B.wav,no,1,0,1,0,0,1,1554895481725,0,1,0,1,0,1,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,21,1,white,triangle,sounds/E.wav,no,1,1,0,1,0,1,1554895485342,0,0,1,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,22,4,yellow,triangle,sounds/T.wav,no,1,1,0,1,0,1,1554895488959,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,23,3,white,square,sounds/V.wav,no,1,1,0,0,0,1,1554895492561,1,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,24,1,blue,star,sounds/V.wav,no,1,1,1,0,0,1,1554895496175,0,1,1,0,1,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,25,0,blue,star,sounds/V.wav,no,1,1,1,1,0,1,1554895499794,1,0,0,1,1,0,Ledig,1,0,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,26,8,red,square,sounds/B.wav,no,1,0,1,0,0,1,1554895503393,0,1,0,0,0,1,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,27,8,red,triangle,sounds/B.wav,no,1,0,1,0,1,1,1554895507010,0,0,0,1,1,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,28,5,yellow,triangle,sounds/B.wav,no,1,1,0,1,0,1,1554895510612,0,0,0,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,29,8,white,square,sounds/V.wav,no,1,1,1,0,0,1,1554895514229,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,30,8,white,circle,sounds/G.wav,no,1,0,1,0,1,1,1554895517846,0,1,0,1,0,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,31,1,red,star,sounds/T.wav,no,1,1,1,0,0,1,1554895521462,0,0,1,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,32,1,dimgray,star,sounds/B.wav,no,1,0,0,1,1,1,1554895525078,0,0,1,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,33,1,blue,square,sounds/G.wav,no,1,1,1,0,1,1,1554895528713,0,1,0,0,0,1,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,34,6,yellow,star,sounds/G.wav,no,1,1,0,0,0,1,1554895532330,1,0,0,0,1,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,35,6,yellow,square,sounds/B.wav,no,1,0,1,0,1,1,1554895535945,0,1,0,1,0,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,36,7,yellow,circle,sounds/D.wav,no,1,1,1,0,0,1,1554895539566,0,1,0,1,0,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,37,2,darkorange,circle,sounds/D.wav,no,1,1,0,1,0,1,1554895543177,0,0,0,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,38,2,dimgray,square,sounds/V.wav,no,1,0,1,0,1,1,1554895546767,0,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,39,4,dimgray,square,sounds/G.wav,no,1,1,0,1,0,1,1554895550367,0,1,0,1,0,0,Ledig,1,0,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,40,8,blue,triangle,sounds/T.wav,no,1,1,1,0,0,1,1554895553980,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,41,8,yellow,triangle,sounds/G.wav,no,1,0,0,1,1,1,1554895557568,0,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,42,5,dimgray,circle,sounds/G.wav,no,1,1,1,0,0,1,1554895561182,0,0,0,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,43,1,darkorange,square,sounds/V.wav,no,1,1,1,0,0,1,1554895564784,0,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,44,1,white,triangle,sounds/T.wav,no,1,0,1,0,1,1,1554895568386,0,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,45,2,red,square,sounds/B.wav,no,1,1,1,0,0,1,1554895572003,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,46,5,green,circle,sounds/C.wav,no,1,1,1,0,0,1,1554895575619,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,47,3,yellow,star,sounds/P.wav,no,1,1,1,0,0,1,1554895579219,0,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,48,2,yellow,triangle,sounds/D.wav,no,1,1,1,0,0,1,1554895582821,0,1,0,1,0,0,Ledig,1,0,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,49,7,red,square,sounds/C.wav,no,1,1,1,0,0,1,1554895586455,0,0,1,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,50,7,yellow,star,sounds/P.wav,no,1,1,0,0,1,1,1554895590072,1,1,0,0,0,1,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,51,1,dimgray,triangle,sounds/D.wav,no,1,1,1,0,0,1,1554895593688,0,0,1,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,52,2,dimgray,triangle,sounds/T.wav,no,1,1,0,1,0,1,1554895597304,0,1,0,1,0,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,53,2,red,triangle,sounds/G.wav,no,1,0,0,1,1,1,1554895600922,0,0,1,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,54,1,yellow,circle,sounds/E.wav,no,1,1,1,0,0,1,1554895604538,0,0,1,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,55,5,yellow,square,sounds/C.wav,no,1,1,1,0,0,1,1554895608158,0,1,0,1,0,0,Ledig,1,1,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,56,0,white,square,sounds/V.wav,no,1,1,1,1,0,1,1554895611775,1,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,57,0,white,triangle,sounds/E.wav,no,1,0,0,0,1,1,1554895615391,1,1,0,1,0,0,Ledig,1,0,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,58,4,red,square,sounds/E.wav,no,1,1,1,0,0,1,1554895619008,0,1,1,0,1,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,59,0,darkorange,triangle,sounds/V.wav,no,1,1,0,0,0,1,1554895622621,1,1,0,0,0,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,pretest,pcfs12,4,1,60,1,green,triangle,sounds/D.wav,no,1,1,0,1,0,1,1554895626224,0,1,0,0,0,0,Ledig,1,1,1,0
bogfinke,male,24,training_train,pretest,pcfs12,4,1,61,3,white,square,sounds/D.wav,no,1,1,0,0,0,1,1554895629826,1,0,0,0,1,0,Ledig,1,0,1,1
bogfinke,male,24,training_train,training,ps2,2,2,1,7,white,circle,sounds/V.wav,no,1,1,,,0,0,1554895661997,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,2,7,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895664595,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,3,0,white,circle,sounds/C.wav,no,1,0,,,0,0,1554895667181,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,4,6,white,circle,sounds/G.wav,no,1,1,,,0,0,1554895669778,,1,1,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,5,0,white,circle,sounds/B.wav,no,1,1,,,1,0,1554895672365,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,6,3,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895674949,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,7,6,white,circle,sounds/B.wav,no,1,0,,,0,0,1554895677547,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,8,8,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895680147,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,9,6,white,circle,sounds/P.wav,no,1,1,,,1,0,1554895682748,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,10,6,white,circle,sounds/D.wav,no,1,0,,,0,0,1554895685349,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,11,5,white,circle,sounds/G.wav,no,1,1,,,0,0,1554895687967,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,12,6,white,circle,sounds/V.wav,no,1,0,,,1,0,1554895690568,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,13,5,white,circle,sounds/G.wav,no,1,0,,,1,0,1554895693148,,0,0,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,14,4,white,circle,sounds/V.wav,no,1,1,,,0,0,1554895695717,,0,0,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,15,5,white,circle,sounds/D.wav,no,1,0,,,1,0,1554895698300,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,16,4,white,circle,sounds/V.wav,no,1,0,,,1,0,1554895700884,,0,0,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,17,2,white,circle,sounds/E.wav,no,1,1,,,0,0,1554895703467,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,18,5,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895706068,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,19,8,white,circle,sounds/E.wav,no,1,1,,,0,0,1554895708668,,1,1,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,20,2,white,circle,sounds/E.wav,no,1,0,,,0,0,1554895711251,,0,1,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,21,6,white,circle,sounds/B.wav,no,1,1,,,0,0,1554895713853,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,22,7,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895716453,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,23,4,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895719037,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,24,7,white,circle,sounds/V.wav,no,1,1,,,1,0,1554895721637,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,25,3,white,circle,sounds/T.wav,no,1,1,,,0,0,1554895724221,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,26,2,white,circle,sounds/T.wav,no,1,1,,,0,0,1554895726821,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,27,2,white,circle,sounds/C.wav,no,1,0,,,0,0,1554895729422,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,28,2,white,circle,sounds/T.wav,no,1,1,,,1,0,1554895732020,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,29,1,white,circle,sounds/B.wav,no,1,1,,,0,0,1554895734589,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,30,6,white,circle,sounds/D.wav,no,1,1,,,0,0,1554895737172,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,31,8,white,circle,sounds/V.wav,no,1,0,,,0,0,1554895739773,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,32,8,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895742371,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,33,1,white,circle,sounds/B.wav,no,1,1,,,0,0,1554895744940,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,34,1,white,circle,sounds/B.wav,no,1,1,,,0,0,1554895747538,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,35,7,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895750141,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,36,2,white,circle,sounds/B.wav,no,1,0,,,0,0,1554895752742,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,37,1,white,circle,sounds/E.wav,no,1,0,,,0,0,1554895755340,,0,1,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,38,2,white,circle,sounds/C.wav,no,1,1,,,1,0,1554895757941,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,39,4,white,circle,sounds/D.wav,no,1,0,,,0,0,1554895760541,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,40,2,white,circle,sounds/B.wav,no,1,1,,,1,0,1554895763142,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,41,7,white,circle,sounds/E.wav,no,1,0,,,0,0,1554895765740,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,42,2,white,circle,sounds/B.wav,no,1,1,,,1,0,1554895768344,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,43,1,white,circle,sounds/E.wav,no,1,1,,,0,0,1554895770927,,0,0,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,44,5,white,circle,sounds/E.wav,no,1,1,,,0,0,1554895773510,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,45,1,white,circle,sounds/D.wav,no,1,0,,,1,0,1554895776111,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,46,3,white,circle,sounds/T.wav,no,1,1,,,0,0,1554895778694,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,47,7,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895781295,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,48,5,white,circle,sounds/D.wav,no,1,1,,,0,0,1554895783893,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,49,3,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895786476,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,50,7,white,circle,sounds/D.wav,no,1,0,,,0,0,1554895789077,,1,1,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,51,5,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895791660,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,52,1,white,circle,sounds/B.wav,no,1,1,,,0,0,1554895794246,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,53,0,white,circle,sounds/B.wav,no,1,1,,,0,0,1554895796844,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,54,8,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895799428,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,55,4,white,circle,sounds/G.wav,no,1,0,,,0,0,1554895802029,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,56,7,white,circle,sounds/G.wav,no,1,1,,,0,0,1554895804629,,1,1,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,57,7,white,circle,sounds/D.wav,no,1,1,,,0,0,1554895807230,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,58,7,white,circle,sounds/E.wav,no,1,1,,,1,0,1554895809831,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,59,2,white,circle,sounds/V.wav,no,1,1,,,0,0,1554895812432,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,60,7,white,circle,sounds/D.wav,no,1,1,,,1,0,1554895815032,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,61,5,white,circle,sounds/D.wav,no,1,0,,,0,0,1554895817616,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,62,7,white,circle,sounds/D.wav,no,1,0,,,1,0,1554895820213,,1,1,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,1,6,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895841084,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,2,6,white,circle,sounds/V.wav,no,1,1,,,0,0,1554895843685,,0,1,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,3,4,white,circle,sounds/V.wav,no,1,0,,,0,0,1554895846285,,1,0,,0,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,4,6,white,circle,sounds/V.wav,no,1,1,,,1,0,1554895848883,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,5,4,white,circle,sounds/V.wav,no,1,0,,,1,0,1554895851470,,0,0,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,6,3,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895854053,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,7,8,white,circle,sounds/V.wav,no,1,0,,,0,0,1554895856635,,0,0,,1,1,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,8,2,white,circle,sounds/C.wav,no,1,1,,,0,0,1554895859220,,0,0,,1,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,9,8,white,circle,sounds/D.wav,no,1,0,,,1,0,1554895861803,,1,0,,0,0,Ledig,0,,1,
bogfinke,male,24,training_train,training,ps2,2,2,10,5,white,circle,sounds/D.wav,no,1,1,,,0,0,1554895864369,,1,0,,0,0,Ledig,0,,1,
