id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_response,figure_tested,color_target,sound_score,color_score,simulate,position_score,position_response,occupation,color_response,color_tested,figure_target,timestamp,sound_tested,sound_target,sound_response,position_tested,position_target,figure_score
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,23,0,darkorange,star,sounds\V.wav,0,1,0,1,1,no,0,0,Studerende,0,1,0,1554885509048,1,0,0,1,1,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,24,7,yellow,triangle,sounds\P.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885512598,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,25,3,blue,square,sounds\P.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885516164,1,1,1,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,26,8,yellow,star,sounds\B.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885519714,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,27,0,yellow,circle,sounds\B.wav,0,1,1,0,0,no,1,0,Studerende,0,1,0,1554885523264,1,1,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,28,4,green,circle,sounds\D.wav,0,1,0,1,1,no,1,0,Studerende,0,1,1,1554885526815,1,0,0,1,0,0
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,29,1,dimgray,triangle,sounds\P.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885530365,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,30,6,dimgray,star,sounds\T.wav,0,1,1,1,1,no,1,0,Studerende,1,1,0,1554885533931,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,31,3,dimgray,circle,sounds\D.wav,0,1,1,1,1,no,1,0,Studerende,1,1,0,1554885537498,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,32,3,green,triangle,sounds\B.wav,0,1,0,0,1,no,0,0,Studerende,0,1,0,1554885541064,1,0,1,1,1,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,33,1,yellow,triangle,sounds\B.wav,1,1,0,1,1,no,1,0,Studerende,0,1,1,1554885544649,1,1,1,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,34,1,red,square,sounds\V.wav,0,1,0,1,1,no,0,0,Studerende,0,1,0,1554885548199,1,0,0,1,1,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,35,6,red,triangle,sounds\V.wav,0,1,1,1,1,no,1,0,Studerende,1,1,0,1554885551782,1,1,1,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,36,2,yellow,star,sounds\C.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885555332,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,37,5,blue,triangle,sounds\C.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885558898,1,1,1,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,38,1,yellow,star,sounds\B.wav,1,1,0,1,1,no,1,0,Studerende,0,1,0,1554885562466,1,0,0,1,0,0
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,39,2,yellow,square,sounds\G.wav,0,1,1,1,1,no,1,0,Studerende,1,1,0,1554885566032,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,40,1,green,star,sounds\D.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885569582,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,41,7,yellow,square,sounds\T.wav,0,1,0,1,0,no,1,0,Studerende,1,1,0,1554885573149,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,42,2,green,circle,sounds\D.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885576699,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,43,1,yellow,star,sounds\P.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885580250,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,44,0,yellow,circle,sounds\G.wav,0,1,1,1,1,no,1,0,Studerende,1,1,0,1554885583816,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,45,5,yellow,circle,sounds\G.wav,0,1,1,1,1,no,1,0,Studerende,1,1,1,1554885587400,1,1,1,1,0,0
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,46,5,green,circle,sounds\G.wav,1,1,0,0,1,no,0,0,Studerende,0,1,1,1554885590966,1,1,0,1,1,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,47,1,blue,triangle,sounds\D.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885594517,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,48,3,dimgray,circle,sounds\D.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885598084,1,1,1,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,49,3,green,circle,sounds\B.wav,0,1,0,0,1,no,0,0,Studerende,0,1,1,1554885601650,1,0,1,1,1,0
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,50,3,white,circle,sounds\P.wav,1,1,0,1,1,no,0,0,Studerende,0,1,1,1554885605217,1,0,0,1,1,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,51,5,green,triangle,sounds\B.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885608767,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,52,4,green,square,sounds\D.wav,0,1,1,0,1,no,1,0,Studerende,1,1,0,1554885612351,1,0,1,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,53,3,green,circle,sounds\C.wav,0,1,1,1,0,no,1,0,Studerende,0,1,0,1554885615901,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,54,2,dimgray,circle,sounds\P.wav,1,1,0,1,1,no,1,0,Studerende,0,1,1,1554885619467,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,55,6,dimgray,circle,sounds\B.wav,1,1,1,1,0,no,1,0,Studerende,0,1,1,1554885623034,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,56,0,white,star,sounds\V.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885626584,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,57,5,blue,triangle,sounds\D.wav,0,1,0,1,1,no,1,0,Studerende,0,1,0,1554885630135,1,0,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,58,6,red,star,sounds\C.wav,1,1,0,1,1,no,1,0,Studerende,0,1,0,1554885633701,1,0,0,1,0,0
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,59,2,darkorange,triangle,sounds\C.wav,0,1,0,0,1,no,1,0,Studerende,0,1,0,1554885637251,1,1,0,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,60,4,darkorange,star,sounds\C.wav,0,1,1,1,1,no,1,0,Studerende,1,1,0,1554885640834,1,1,1,1,0,1
Koalabjørn,male,29,training_transfer,pretest,pcfs12,4,1,61,4,blue,triangle,sounds\D.wav,0,1,0,1,1,no,0,0,Studerende,0,1,0,1554885644384,1,0,0,1,1,1
Koalabjørn,male,29,training_transfer,training,ps2,2,2,1,6,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554885687253,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,2,5,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554885689803,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,3,0,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554885692353,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,4,8,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554885694903,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,5,7,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554885697453,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,6,3,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885700004,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,7,7,white,circle,sounds\G.wav,,0,,0,,no,0,0,Studerende,,0,,1554885702554,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,8,5,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554885705104,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,9,1,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554885707653,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,10,1,white,circle,sounds\D.wav,,0,,1,,no,0,1,Studerende,,0,,1554885710220,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,11,1,white,circle,sounds\V.wav,,0,,0,,no,0,0,Studerende,,0,,1554885712786,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,12,2,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885715337,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,13,1,white,circle,sounds\B.wav,,0,,1,,no,0,0,Studerende,,0,,1554885717888,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,14,3,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554885720437,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,15,3,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554885722987,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,16,7,white,circle,sounds\V.wav,,0,,1,,no,0,1,Studerende,,0,,1554885725554,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,17,4,white,circle,sounds\C.wav,,0,,1,,no,1,0,Studerende,,0,,1554885728104,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,18,0,white,circle,sounds\C.wav,,0,,0,,no,1,0,Studerende,,0,,1554885730670,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,19,4,white,circle,sounds\G.wav,,0,,1,,no,0,0,Studerende,,0,,1554885733220,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,20,0,white,circle,sounds\D.wav,,0,,1,,no,0,0,Studerende,,0,,1554885735771,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,21,1,white,circle,sounds\C.wav,,0,,1,,no,1,0,Studerende,,0,,1554885738321,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,22,1,white,circle,sounds\C.wav,,0,,1,,no,1,0,Studerende,,0,,1554885740871,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,23,0,white,circle,sounds\B.wav,,0,,1,,no,0,1,Studerende,,0,,1554885743438,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,24,3,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554885745988,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,25,2,white,circle,sounds\C.wav,,0,,1,,no,1,0,Studerende,,0,,1554885748538,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,26,3,white,circle,sounds\E.wav,,0,,1,,no,1,1,Studerende,,0,,1554885751121,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,27,4,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554885753672,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,28,8,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554885756239,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,29,5,white,circle,sounds\P.wav,,0,,1,,no,0,1,Studerende,,0,,1554885758805,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,30,7,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885761355,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,31,5,white,circle,sounds\B.wav,,0,,0,,no,0,0,Studerende,,0,,1554885763922,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,32,8,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554885766472,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,33,3,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885769022,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,34,8,white,circle,sounds\V.wav,,0,,1,,no,0,0,Studerende,,0,,1554885771573,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,35,1,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885774139,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,36,2,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554885776689,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,37,6,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885779239,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,38,2,white,circle,sounds\C.wav,,0,,0,,no,0,0,Studerende,,0,,1554885781805,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,39,8,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554885784356,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,40,2,white,circle,sounds\C.wav,,0,,0,,no,0,0,Studerende,,0,,1554885786906,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,41,7,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554885789456,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,42,0,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554885792023,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,43,6,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554885794589,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,44,4,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885797139,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,45,6,white,circle,sounds\D.wav,,0,,0,,no,0,0,Studerende,,0,,1554885799689,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,46,0,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554885802239,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,47,8,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554885804790,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,48,0,white,circle,sounds\V.wav,,0,,1,,no,0,0,Studerende,,0,,1554885807373,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,49,8,white,circle,sounds\B.wav,,0,,1,,no,1,1,Studerende,,0,,1554885809957,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,50,2,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554885812507,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,51,1,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554885815073,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,52,4,white,circle,sounds\V.wav,,0,,0,,no,0,1,Studerende,,0,,1554885817656,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,53,6,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554885820223,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,54,4,white,circle,sounds\V.wav,,0,,1,,no,0,0,Studerende,,0,,1554885822791,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,55,6,white,circle,sounds\G.wav,,0,,1,,no,0,0,Studerende,,0,,1554885825341,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,56,7,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554885827907,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,57,5,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554885830474,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,58,0,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885833024,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,59,6,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554885835590,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,60,1,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554885838140,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,61,7,white,circle,sounds\V.wav,,0,,1,,no,0,1,Studerende,,0,,1554885840709,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,62,0,white,circle,sounds\E.wav,,0,,0,,no,1,0,Studerende,,0,,1554885843275,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,1,5,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554885860525,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,2,0,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554885863075,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,3,5,white,circle,sounds\C.wav,,0,,1,,no,1,1,Studerende,,0,,1554885865642,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,4,3,white,circle,sounds\P.wav,,0,,0,,no,1,0,Studerende,,0,,1554885868192,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,5,7,white,circle,sounds\C.wav,,0,,0,,no,0,1,Studerende,,0,,1554885870758,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,6,3,white,circle,sounds\D.wav,,0,,0,,no,0,0,Studerende,,0,,1554885873325,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,7,5,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885875876,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,8,2,white,circle,sounds\B.wav,,0,,0,,no,1,0,Studerende,,0,,1554885878442,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,9,8,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554885880992,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,10,3,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554885883542,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,11,0,white,circle,sounds\E.wav,,0,,0,,no,1,0,Studerende,,0,,1554885886109,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,12,2,white,circle,sounds\P.wav,,0,,1,,no,0,1,Studerende,,0,,1554885888675,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,13,1,white,circle,sounds\E.wav,,0,,0,,no,1,0,Studerende,,0,,1554885891225,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,14,2,white,circle,sounds\P.wav,,0,,1,,no,0,0,Studerende,,0,,1554885893793,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,15,2,white,circle,sounds\P.wav,,0,,0,,no,0,1,Studerende,,0,,1554885896376,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,16,4,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554885898943,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,17,3,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554885901493,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,18,3,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885904043,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,19,6,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554885906609,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,20,3,white,circle,sounds\D.wav,,0,,1,,no,1,1,Studerende,,0,,1554885909176,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,21,6,white,circle,sounds\V.wav,,0,,1,,no,0,0,Studerende,,0,,1554885911727,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,22,7,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554885914277,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,23,5,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554885916827,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,24,5,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554885919393,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,25,8,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885921943,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,26,1,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554885924493,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,27,8,white,circle,sounds\T.wav,,0,,0,,no,1,1,Studerende,,0,,1554885927061,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,28,7,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885929611,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,29,7,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554885932161,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,30,3,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885934727,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,31,4,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554885937294,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,32,4,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554885939844,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,33,0,white,circle,sounds\G.wav,,0,,0,,no,0,1,Studerende,,0,,1554885942410,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,34,3,white,circle,sounds\G.wav,,0,,1,,no,0,1,Studerende,,0,,1554885944978,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,35,2,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885947528,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,36,8,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554885950078,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,37,8,white,circle,sounds\D.wav,,0,,1,,no,0,1,Studerende,,0,,1554885952644,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,38,0,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554885955211,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,39,8,white,circle,sounds\E.wav,,0,,1,,no,1,1,Studerende,,0,,1554885957777,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,40,4,white,circle,sounds\E.wav,,0,,0,,no,1,0,Studerende,,0,,1554885960344,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,41,8,white,circle,sounds\D.wav,,0,,1,,no,1,1,Studerende,,0,,1554885962912,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,42,4,white,circle,sounds\P.wav,,0,,1,,no,0,0,Studerende,,0,,1554885965462,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,43,0,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554885968012,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,44,4,white,circle,sounds\C.wav,,0,,1,,no,0,0,Studerende,,0,,1554885970562,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,45,2,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554885973128,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,46,4,white,circle,sounds\C.wav,,0,,1,,no,1,1,Studerende,,0,,1554885975711,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,47,8,white,circle,sounds\C.wav,,0,,0,,no,1,0,Studerende,,0,,1554885978278,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,48,6,white,circle,sounds\T.wav,,0,,0,,no,1,0,Studerende,,0,,1554885980845,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,49,2,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885983396,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,50,6,white,circle,sounds\T.wav,,0,,0,,no,1,1,Studerende,,0,,1554885985962,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,51,2,white,circle,sounds\T.wav,,0,,0,,no,0,0,Studerende,,0,,1554885988529,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,52,2,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885991079,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,53,8,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885993629,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,54,3,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554885996195,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,55,1,white,circle,sounds\C.wav,,0,,0,,no,1,0,Studerende,,0,,1554885998763,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,56,3,white,circle,sounds\E.wav,,0,,1,,no,0,0,Studerende,,0,,1554886001313,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,57,1,white,circle,sounds\D.wav,,0,,1,,no,0,0,Studerende,,0,,1554886003863,1,0,0,1,1,
