id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_response,position_target,position_tested,sound_target,simulate,sound_score,color_score,position_score,color_target,sound_tested,figure_response,occupation,timestamp,figure_score,sound_response,color_tested,position_response,figure_target,figure_tested
Tiger,female,56,training_train,pretest,pcfs12,4,1,37,0,white,star,sounds/G.wav,1,0,1,0,no,1,1,1,1,1,0,I arbejde,1555596559950,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,38,1,blue,square,sounds/E.wav,0,0,1,0,no,1,1,1,0,1,0,I arbejde,1555596563547,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,39,1,dimgray,triangle,sounds/E.wav,0,1,1,1,no,0,1,1,0,1,0,I arbejde,1555596567166,1,0,1,1,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,40,7,green,triangle,sounds/V.wav,0,0,1,0,no,1,1,1,0,1,1,I arbejde,1555596570783,1,0,1,0,1,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,41,1,yellow,star,sounds/C.wav,0,0,1,0,no,1,1,1,0,1,0,I arbejde,1555596574382,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,42,0,yellow,star,sounds/T.wav,1,0,1,0,no,1,1,1,1,1,1,I arbejde,1555596578025,1,0,1,0,1,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,43,5,green,triangle,sounds/V.wav,0,0,1,0,no,1,1,1,0,1,0,I arbejde,1555596581615,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,44,5,green,triangle,sounds/V.wav,1,1,1,1,no,1,1,1,1,1,1,I arbejde,1555596585260,1,1,1,1,1,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,45,4,green,square,sounds/P.wav,1,0,1,0,no,1,1,1,1,1,0,I arbejde,1555596588869,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,46,8,blue,triangle,sounds/C.wav,0,0,1,0,no,1,1,1,0,1,0,I arbejde,1555596592465,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,47,8,white,triangle,sounds/C.wav,0,1,1,1,no,1,1,1,0,1,0,I arbejde,1555596596085,0,1,1,1,1,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,48,1,white,circle,sounds/P.wav,1,0,1,0,no,1,1,1,1,1,0,I arbejde,1555596599698,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,49,5,green,star,sounds/T.wav,0,0,1,0,no,1,1,1,0,1,0,I arbejde,1555596603300,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,50,6,green,square,sounds/D.wav,1,0,1,0,no,1,1,1,1,1,0,I arbejde,1555596606908,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,51,4,white,star,sounds/D.wav,0,0,1,1,no,1,1,1,0,1,0,I arbejde,1555596610522,1,1,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,52,8,green,star,sounds/D.wav,0,0,1,1,no,1,1,1,0,1,0,I arbejde,1555596614127,0,1,1,0,1,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,53,8,dimgray,triangle,sounds/P.wav,0,1,1,0,no,1,1,1,0,1,0,I arbejde,1555596617729,1,0,1,1,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,54,0,dimgray,triangle,sounds/P.wav,0,0,1,1,no,0,0,1,1,1,0,I arbejde,1555596621320,0,0,1,0,1,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,55,0,dimgray,circle,sounds/G.wav,1,1,1,0,no,1,1,0,1,1,0,I arbejde,1555596624942,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,56,0,yellow,star,sounds/P.wav,0,1,1,0,no,1,1,1,0,1,0,I arbejde,1555596628547,1,0,1,1,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,57,6,red,circle,sounds/C.wav,0,0,1,0,no,1,1,1,0,1,0,I arbejde,1555596632138,1,0,1,0,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,58,6,dimgray,star,sounds/C.wav,0,1,1,1,no,0,1,1,0,1,0,I arbejde,1555596635728,1,0,1,1,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,59,6,red,circle,sounds/V.wav,0,1,1,0,no,1,1,1,0,1,0,I arbejde,1555596639333,1,0,1,1,0,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,60,7,dimgray,circle,sounds/G.wav,0,0,1,0,no,1,1,1,0,1,0,I arbejde,1555596642921,0,0,1,0,1,1
Tiger,female,56,training_train,pretest,pcfs12,4,1,61,1,yellow,square,sounds/G.wav,0,0,1,1,no,1,1,1,0,1,0,I arbejde,1555596646538,1,1,1,0,0,1
Tiger,female,56,training_train,training,ps2,2,2,1,7,white,circle,sounds/T.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596692344,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,2,8,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596694927,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,3,1,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596697511,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,4,3,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596700094,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,5,1,white,circle,sounds/P.wav,,1,1,1,no,0,,0,,1,,I arbejde,1555596702677,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,6,3,white,circle,sounds/C.wav,,1,1,1,no,0,,0,,1,,I arbejde,1555596705263,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,7,0,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596707847,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,8,3,white,circle,sounds/V.wav,,1,1,0,no,1,,0,,1,,I arbejde,1555596710430,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,9,1,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596713013,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,10,5,white,circle,sounds/V.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555596715617,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,11,8,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596718197,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,12,3,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596720781,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,13,5,white,circle,sounds/T.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596723364,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,14,1,white,circle,sounds/P.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555596725947,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,15,0,white,circle,sounds/P.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596728525,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,16,0,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596731099,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,17,4,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596733665,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,18,2,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596736249,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,19,4,white,circle,sounds/D.wav,,1,1,1,no,1,,0,,1,,I arbejde,1555596738849,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,20,5,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596741433,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,21,6,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596744016,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,22,5,white,circle,sounds/C.wav,,1,1,1,no,1,,1,,1,,I arbejde,1555596746634,,1,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,23,2,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596749217,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,24,5,white,circle,sounds/G.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596751818,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,25,2,white,circle,sounds/T.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596754422,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,26,6,white,circle,sounds/G.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555596757014,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,27,2,white,circle,sounds/T.wav,,1,1,1,no,1,,0,,1,,I arbejde,1555596759609,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,28,3,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596762183,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,29,5,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596764770,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,30,5,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596767335,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,31,2,white,circle,sounds/C.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555596769919,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,32,5,white,circle,sounds/B.wav,,1,1,0,no,1,,0,,1,,I arbejde,1555596772502,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,33,0,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596775085,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,34,7,white,circle,sounds/G.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596777677,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,35,7,white,circle,sounds/C.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596780261,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,36,6,white,circle,sounds/C.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596782847,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,37,0,white,circle,sounds/G.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596785421,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,38,0,white,circle,sounds/C.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555596788014,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,39,4,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596790588,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,40,2,white,circle,sounds/C.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555596793183,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,41,4,white,circle,sounds/G.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596795769,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,42,5,white,circle,sounds/C.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555596798378,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,43,1,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596800956,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,44,0,white,circle,sounds/C.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555596803551,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,45,1,white,circle,sounds/E.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596806137,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,46,0,white,circle,sounds/V.wav,,1,1,0,no,1,,0,,1,,I arbejde,1555596808706,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,47,8,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596811290,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,48,0,white,circle,sounds/B.wav,,1,1,0,no,1,,0,,1,,I arbejde,1555596813873,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,49,6,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596816456,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,50,8,white,circle,sounds/T.wav,,0,1,0,no,1,,0,,1,,I arbejde,1555596819045,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,51,7,white,circle,sounds/T.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596821640,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,52,5,white,circle,sounds/B.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596824244,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,53,6,white,circle,sounds/G.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596826807,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,54,4,white,circle,sounds/T.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596829416,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,55,6,white,circle,sounds/P.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596832002,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,56,7,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596834577,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,57,7,white,circle,sounds/D.wav,,0,1,0,no,1,,0,,1,,I arbejde,1555596837160,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,58,2,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596839744,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,59,7,white,circle,sounds/D.wav,,1,1,1,no,0,,1,,1,,I arbejde,1555596842347,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,60,6,white,circle,sounds/C.wav,,0,1,1,no,0,,0,,1,,I arbejde,1555596844942,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,61,8,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596847525,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,62,4,white,circle,sounds/T.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596850112,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,1,2,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596929668,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,2,8,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596932251,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,3,2,white,circle,sounds/P.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596934840,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,4,6,white,circle,sounds/P.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596937427,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,5,5,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596940004,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,6,5,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596942587,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,7,5,white,circle,sounds/C.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596945185,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,8,3,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596947772,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,9,5,white,circle,sounds/T.wav,,1,1,0,no,1,,0,,1,,I arbejde,1555596950355,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,10,1,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596952938,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,11,2,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596955521,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,12,6,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596958105,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,13,2,white,circle,sounds/D.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555596960706,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,14,5,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596963289,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,15,6,white,circle,sounds/D.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555596965866,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,16,2,white,circle,sounds/D.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555596968453,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,17,6,white,circle,sounds/T.wav,,1,1,0,no,1,,0,,1,,I arbejde,1555596971024,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,18,2,white,circle,sounds/D.wav,,1,1,1,no,1,,0,,1,,I arbejde,1555596973610,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,19,0,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596976191,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,20,8,white,circle,sounds/D.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555596978774,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,21,8,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596981355,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,22,4,white,circle,sounds/D.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555596983923,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,23,8,white,circle,sounds/V.wav,,1,1,0,no,0,,0,,1,,I arbejde,1555596986522,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,24,3,white,circle,sounds/D.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555596989093,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,25,5,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596991676,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,26,6,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596994260,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,27,1,white,circle,sounds/G.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555596996843,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,28,6,white,circle,sounds/D.wav,,1,1,0,no,0,,0,,1,,I arbejde,1555596999435,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,29,0,white,circle,sounds/G.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555597002009,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,30,5,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597004575,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,31,4,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597007162,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,32,5,white,circle,sounds/V.wav,,1,1,1,no,1,,1,,1,,I arbejde,1555597009774,,1,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,33,2,white,circle,sounds/V.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555597012379,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,34,8,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597014961,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,35,7,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597017544,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,36,2,white,circle,sounds/G.wav,,0,1,0,no,1,,0,,1,,I arbejde,1555597020145,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,37,7,white,circle,sounds/V.wav,,1,1,0,no,0,,0,,1,,I arbejde,1555597022751,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,38,2,white,circle,sounds/D.wav,,1,1,0,no,1,,0,,1,,I arbejde,1555597025329,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,39,4,white,circle,sounds/V.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555597027895,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,40,6,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597030478,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,41,6,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597033064,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,42,6,white,circle,sounds/P.wav,,1,1,1,no,1,,1,,1,,I arbejde,1555597035665,,1,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,43,0,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597038231,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,44,4,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597040811,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,45,5,white,circle,sounds/V.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555597043412,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,46,8,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597045998,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,47,4,white,circle,sounds/V.wav,,0,1,1,no,0,,0,,1,,I arbejde,1555597048605,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,48,6,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597051179,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,49,7,white,circle,sounds/V.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555597053766,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,50,7,white,circle,sounds/P.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555597056366,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,51,3,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597058932,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,52,2,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597061516,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,53,5,white,circle,sounds/C.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555597064119,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,54,6,white,circle,sounds/V.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555597066700,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,55,1,white,circle,sounds/G.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597069283,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,56,7,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597071866,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,57,1,white,circle,sounds/P.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555597074458,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,58,6,white,circle,sounds/T.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597077033,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,59,1,white,circle,sounds/T.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555597079628,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,60,4,white,circle,sounds/D.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597082202,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,61,6,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597084786,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,62,4,white,circle,sounds/P.wav,,1,1,0,no,0,,0,,1,,I arbejde,1555597087375,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,1,3,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597223384,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,2,4,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597225967,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,3,2,white,circle,sounds/C.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555597228550,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,4,6,white,circle,sounds/C.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597231134,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,5,8,white,circle,sounds/T.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597233717,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,6,6,white,circle,sounds/C.wav,,1,1,1,no,0,,1,,1,,I arbejde,1555597236315,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,7,0,white,circle,sounds/P.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597238901,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,8,4,white,circle,sounds/C.wav,,0,1,1,no,0,,1,,1,,I arbejde,1555597241484,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,9,5,white,circle,sounds/C.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555597244088,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,10,7,white,circle,sounds/C.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555597246677,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,11,7,white,circle,sounds/V.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597249252,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,12,4,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597251835,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,13,2,white,circle,sounds/V.wav,,0,1,1,no,1,,1,,1,,I arbejde,1555597254427,,1,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,14,4,white,circle,sounds/D.wav,,1,1,0,no,1,,1,,1,,I arbejde,1555597257011,,0,0,1,,0
Tiger,female,56,training_train,training,ps2,2,2,15,0,white,circle,sounds/E.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597259585,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,16,1,white,circle,sounds/G.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597262154,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,17,2,white,circle,sounds/B.wav,,0,1,0,no,1,,1,,1,,I arbejde,1555597264737,,0,0,0,,0
Tiger,female,56,training_train,training,ps2,2,2,18,7,white,circle,sounds/E.wav,,0,1,0,no,0,,1,,1,,I arbejde,1555597267335,,1,0,0,,0
