id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,position_target,position_tested,sound_tested,timestamp,figure_target,position_score,color_target,position_response,simulate,figure_tested,figure_response,sound_response,figure_score,sound_score,color_tested,sound_target,color_response,color_score
Elefant,female,23,training_transfer,pretest,fcs1,3,1,13,4,darkorange,triangle,sounds/E.wav,Studerende,,0,1,1555056861559,0,,0,,no,1,0,0,1,1,1,0,1,0
Elefant,female,23,training_transfer,pretest,fcs1,3,1,14,4,red,triangle,sounds/E.wav,Studerende,,0,1,1555056865092,1,,0,,no,1,1,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,15,4,blue,square,sounds/G.wav,Studerende,,0,1,1555056868688,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,16,4,blue,square,sounds/P.wav,Studerende,,0,1,1555056872314,1,,1,,no,1,1,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,17,4,blue,triangle,sounds/B.wav,Studerende,,0,1,1555056875925,0,,1,,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,18,4,green,star,sounds/C.wav,Studerende,,0,1,1555056879518,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,19,4,green,square,sounds/P.wav,Studerende,,0,1,1555056883127,0,,1,,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,20,4,dimgray,square,sounds/C.wav,Studerende,,0,1,1555056886757,1,,0,,no,1,1,1,1,0,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,21,4,red,triangle,sounds/B.wav,Studerende,,0,1,1555056890344,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,22,4,darkorange,star,sounds/P.wav,Studerende,,0,1,1555056893938,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,23,4,yellow,square,sounds/P.wav,Studerende,,0,1,1555056897560,0,,0,,no,1,0,1,1,1,1,1,1,0
Elefant,female,23,training_transfer,pretest,fcs1,3,1,24,4,green,triangle,sounds/V.wav,Studerende,,0,1,1555056901159,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,25,4,blue,triangle,sounds/G.wav,Studerende,,0,1,1555056904767,1,,0,,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,26,4,dimgray,circle,sounds/T.wav,Studerende,,0,1,1555056908361,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,27,4,white,triangle,sounds/T.wav,Studerende,,0,1,1555056911963,0,,0,,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,28,4,red,circle,sounds/D.wav,Studerende,,0,1,1555056915548,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,29,4,blue,circle,sounds/T.wav,Studerende,,0,1,1555056919153,1,,0,,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,30,4,blue,star,sounds/D.wav,Studerende,,0,1,1555056922772,0,,1,,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,31,4,green,star,sounds/T.wav,Studerende,,0,1,1555056926380,1,,0,,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,32,4,green,circle,sounds/T.wav,Studerende,,0,1,1555056929912,0,,1,,no,1,0,1,1,1,1,1,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,33,4,green,circle,sounds/G.wav,Studerende,,0,1,1555056933529,1,,1,,no,1,1,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,34,4,white,square,sounds/T.wav,Studerende,,0,1,1555056937122,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,35,4,blue,star,sounds/C.wav,Studerende,,0,1,1555056940716,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,36,4,blue,square,sounds/B.wav,Studerende,,0,1,1555056944329,0,,1,,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,37,4,darkorange,square,sounds/B.wav,Studerende,,0,1,1555056947949,1,,0,,no,1,1,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,38,4,dimgray,star,sounds/D.wav,Studerende,,0,1,1555056951545,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,39,4,yellow,star,sounds/D.wav,Studerende,,0,1,1555056955168,1,,0,,no,1,1,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,40,4,darkorange,star,sounds/C.wav,Studerende,,0,1,1555056958805,1,,0,,no,1,1,0,1,1,1,0,1,0
Elefant,female,23,training_transfer,pretest,fcs1,3,1,41,4,yellow,square,sounds/C.wav,Studerende,,0,1,1555056962424,0,,0,,no,1,0,1,1,1,1,1,1,0
Elefant,female,23,training_transfer,pretest,fcs1,3,1,42,4,yellow,square,sounds/V.wav,Studerende,,0,1,1555056966050,1,,1,,no,1,1,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,43,4,dimgray,triangle,sounds/T.wav,Studerende,,0,1,1555056969643,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,44,4,dimgray,circle,sounds/B.wav,Studerende,,0,1,1555056973257,0,,1,,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,45,4,red,star,sounds/T.wav,Studerende,,0,1,1555056976867,0,,0,,no,1,0,1,1,0,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,46,4,darkorange,circle,sounds/T.wav,Studerende,,0,1,1555056980464,0,,0,,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,47,4,dimgray,triangle,sounds/G.wav,Studerende,,0,1,1555056984047,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,48,4,yellow,circle,sounds/V.wav,Studerende,,0,1,1555056987651,0,,0,,no,1,0,1,1,0,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,49,4,yellow,star,sounds/V.wav,Studerende,,0,1,1555056991264,0,,1,,no,1,0,1,1,1,1,1,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,50,4,green,triangle,sounds/V.wav,Studerende,,0,1,1555056994881,0,,0,,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,51,4,blue,triangle,sounds/C.wav,Studerende,,0,1,1555056998492,1,,0,,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,52,4,blue,square,sounds/C.wav,Studerende,,0,1,1555057002123,0,,1,,no,1,0,1,1,1,1,1,1,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,53,4,white,circle,sounds/D.wav,Studerende,,0,1,1555057005702,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,54,4,green,square,sounds/T.wav,Studerende,,0,1,1555057009301,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,55,4,dimgray,circle,sounds/C.wav,Studerende,,0,1,1555057012894,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,56,4,darkorange,triangle,sounds/V.wav,Studerende,,0,1,1555057016488,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,57,4,blue,star,sounds/B.wav,Studerende,,0,1,1555057020078,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,58,4,dimgray,circle,sounds/E.wav,Studerende,,0,1,1555057023672,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,59,4,red,triangle,sounds/T.wav,Studerende,,0,1,1555057027263,0,,0,,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,60,4,blue,circle,sounds/T.wav,Studerende,,0,1,1555057030858,0,,0,,no,1,0,0,1,0,1,1,0,1
Elefant,female,23,training_transfer,pretest,fcs1,3,1,61,4,green,square,sounds/T.wav,Studerende,,0,1,1555057034460,0,,0,,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,1,8,yellow,star,sounds/G.wav,Studerende,0,1,1,1555057047319,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,2,4,dimgray,triangle,sounds/P.wav,Studerende,0,1,1,1555057050912,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,3,6,dimgray,square,sounds/P.wav,Studerende,0,1,1,1555057054531,0,1,1,0,no,1,0,1,1,1,1,1,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,4,8,green,circle,sounds/P.wav,Studerende,0,1,1,1555057058125,0,1,0,0,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,5,7,green,star,sounds/G.wav,Studerende,0,1,1,1555057061733,0,1,1,0,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,6,7,red,square,sounds/P.wav,Studerende,1,1,1,1555057065318,0,0,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,7,1,darkorange,square,sounds/T.wav,Studerende,0,1,1,1555057068911,1,1,0,0,no,1,0,0,0,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,8,8,darkorange,triangle,sounds/B.wav,Studerende,0,1,1,1555057072503,0,1,1,0,no,1,0,0,1,1,1,0,0,0
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,9,5,blue,square,sounds/V.wav,Studerende,0,1,1,1555057076098,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,10,5,yellow,circle,sounds/P.wav,Studerende,1,1,1,1555057079691,0,0,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,11,6,red,star,sounds/V.wav,Studerende,0,1,1,1555057083285,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,12,6,yellow,star,sounds/T.wav,Studerende,1,1,1,1555057086875,1,0,0,0,no,1,0,0,0,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,13,4,dimgray,triangle,sounds/P.wav,Studerende,0,1,1,1555057090468,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,14,4,white,star,sounds/P.wav,Studerende,1,1,1,1555057094094,0,1,0,1,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,15,6,darkorange,triangle,sounds/T.wav,Studerende,0,1,1,1555057097690,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,16,1,darkorange,triangle,sounds/D.wav,Studerende,0,1,1,1555057101307,1,1,1,0,no,1,1,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,17,7,green,circle,sounds/B.wav,Studerende,0,1,1,1555057104889,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,18,3,green,circle,sounds/C.wav,Studerende,0,1,1,1555057108511,1,1,1,0,no,1,1,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,19,3,dimgray,triangle,sounds/C.wav,Studerende,1,1,1,1555057112125,0,1,0,1,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,20,5,blue,square,sounds/C.wav,Studerende,0,1,1,1555057115735,0,1,0,0,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,21,3,white,circle,sounds/V.wav,Studerende,0,1,1,1555057119332,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,22,4,yellow,circle,sounds/V.wav,Studerende,0,1,1,1555057122966,1,1,0,0,no,1,1,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,23,2,green,triangle,sounds/B.wav,Studerende,0,1,1,1555057126550,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,24,0,green,circle,sounds/P.wav,Studerende,0,1,1,1555057130150,0,1,1,0,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,25,0,blue,star,sounds/G.wav,Studerende,1,1,1,1555057133760,0,1,0,1,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,26,5,green,square,sounds/P.wav,Studerende,0,1,1,1555057137348,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,27,3,blue,square,sounds/C.wav,Studerende,0,1,1,1555057140939,1,1,0,0,no,1,0,0,0,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,28,3,darkorange,triangle,sounds/G.wav,Studerende,1,1,1,1555057144552,0,1,0,1,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,29,7,blue,star,sounds/E.wav,Studerende,0,1,1,1555057148140,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,30,7,blue,square,sounds/P.wav,Studerende,1,1,1,1555057151762,0,1,1,1,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,31,3,darkorange,star,sounds/P.wav,Studerende,0,1,1,1555057155385,0,1,0,0,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,32,5,white,star,sounds/P.wav,Studerende,0,1,1,1555057158998,1,1,0,0,no,1,1,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,33,5,darkorange,star,sounds/T.wav,Studerende,1,1,1,1555057162615,1,1,0,1,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,34,1,white,triangle,sounds/C.wav,Studerende,0,1,1,1555057166206,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,35,1,white,triangle,sounds/B.wav,Studerende,1,1,1,1555057169746,1,1,1,1,no,1,1,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,36,0,yellow,star,sounds/V.wav,Studerende,0,1,1,1555057173343,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,37,5,white,star,sounds/V.wav,Studerende,0,1,1,1555057176962,1,1,0,0,no,1,1,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,38,3,red,square,sounds/D.wav,Studerende,0,1,1,1555057180547,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,39,1,red,circle,sounds/G.wav,Studerende,0,1,1,1555057184160,0,1,1,0,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,40,0,blue,star,sounds/V.wav,Studerende,0,1,1,1555057187751,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,41,7,blue,square,sounds/E.wav,Studerende,0,1,1,1555057191366,0,1,1,0,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,42,7,blue,circle,sounds/P.wav,Studerende,1,1,1,1555057194985,0,1,1,1,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,43,5,white,triangle,sounds/C.wav,Studerende,0,1,1,1555057198580,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,44,6,yellow,triangle,sounds/G.wav,Studerende,0,1,1,1555057202197,1,1,0,0,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,45,2,white,square,sounds/P.wav,Studerende,0,1,1,1555057205788,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,46,2,red,circle,sounds/G.wav,Studerende,1,1,1,1555057209379,0,0,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,47,4,darkorange,square,sounds/G.wav,Studerende,0,1,1,1555057212990,0,1,0,0,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,48,5,white,circle,sounds/B.wav,Studerende,0,1,1,1555057216583,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,49,5,white,triangle,sounds/T.wav,Studerende,1,1,1,1555057220218,0,1,1,1,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,50,3,yellow,square,sounds/P.wav,Studerende,0,1,1,1555057223802,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,51,7,white,triangle,sounds/P.wav,Studerende,0,1,1,1555057227416,0,1,0,0,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,52,7,yellow,triangle,sounds/T.wav,Studerende,1,1,1,1555057231039,1,1,0,1,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,53,1,dimgray,square,sounds/E.wav,Studerende,0,1,1,1555057234632,0,1,0,0,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,54,6,white,square,sounds/G.wav,Studerende,0,1,1,1555057238237,1,1,0,0,no,1,1,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,55,3,red,square,sounds/G.wav,Studerende,0,1,1,1555057241781,1,1,0,0,no,1,1,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,56,3,darkorange,circle,sounds/E.wav,Studerende,1,1,1,1555057245401,0,1,0,1,no,1,0,0,1,1,1,0,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,57,4,green,star,sounds/E.wav,Studerende,0,1,1,1555057249009,0,1,0,0,no,1,0,1,1,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,58,8,green,triangle,sounds/V.wav,Studerende,0,1,1,1555057252622,0,1,1,0,no,1,0,0,1,1,1,0,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,59,4,green,triangle,sounds/V.wav,Studerende,0,1,1,1555057256155,1,1,1,0,no,1,1,1,1,1,1,1,1,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,60,6,white,square,sounds/V.wav,Studerende,0,1,1,1555057259777,0,1,0,0,no,1,1,1,0,1,1,1,0,1
Elefant,female,23,training_transfer,pretest,pcfs12,4,1,61,7,white,circle,sounds/T.wav,Studerende,0,1,1,1555057263359,0,1,1,0,no,1,0,0,1,1,1,0,0,0
Elefant,female,23,training_transfer,training,ps2,2,2,1,7,white,circle,sounds/G.wav,Studerende,0,1,1,1555057309253,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,2,8,white,circle,sounds/P.wav,Studerende,0,1,1,1555057311827,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,3,0,white,circle,sounds/V.wav,Studerende,0,1,1,1555057314402,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,4,8,white,circle,sounds/D.wav,Studerende,1,1,1,1555057316977,,0,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,5,7,white,circle,sounds/C.wav,Studerende,0,1,1,1555057319548,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,6,2,white,circle,sounds/D.wav,Studerende,0,1,1,1555057322123,,1,,0,no,0,,0,,0,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,7,7,white,circle,sounds/T.wav,Studerende,1,1,1,1555057324712,,0,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,8,2,white,circle,sounds/D.wav,Studerende,1,1,1,1555057327284,,0,,0,no,0,,0,,0,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,9,3,white,circle,sounds/E.wav,Studerende,0,1,1,1555057329861,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,10,2,white,circle,sounds/G.wav,Studerende,1,1,1,1555057332433,,0,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,11,2,white,circle,sounds/T.wav,Studerende,0,1,1,1555057335008,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,12,4,white,circle,sounds/B.wav,Studerende,0,1,1,1555057337599,,0,,1,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,13,7,white,circle,sounds/V.wav,Studerende,0,1,1,1555057340171,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,14,0,white,circle,sounds/P.wav,Studerende,0,1,1,1555057342737,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,15,4,white,circle,sounds/C.wav,Studerende,0,1,1,1555057345321,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,16,7,white,circle,sounds/G.wav,Studerende,0,1,1,1555057347892,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,17,8,white,circle,sounds/P.wav,Studerende,0,1,1,1555057350484,,1,,0,no,0,,1,,0,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,18,7,white,circle,sounds/V.wav,Studerende,1,1,1,1555057353055,,0,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,19,1,white,circle,sounds/V.wav,Studerende,0,1,1,1555057355648,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,20,6,white,circle,sounds/V.wav,Studerende,0,1,1,1555057358231,,1,,0,no,0,,1,,1,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,21,2,white,circle,sounds/T.wav,Studerende,0,1,1,1555057360809,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,22,0,white,circle,sounds/E.wav,Studerende,0,1,1,1555057363383,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,23,1,white,circle,sounds/E.wav,Studerende,0,1,1,1555057365955,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,24,3,white,circle,sounds/E.wav,Studerende,0,1,1,1555057368539,,1,,0,no,0,,1,,1,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,25,3,white,circle,sounds/G.wav,Studerende,0,1,1,1555057371119,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,26,3,white,circle,sounds/P.wav,Studerende,1,1,1,1555057373728,,1,,1,no,0,,1,,0,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,27,3,white,circle,sounds/P.wav,Studerende,1,1,1,1555057376296,,0,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,28,4,white,circle,sounds/B.wav,Studerende,0,1,1,1555057378874,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,29,3,white,circle,sounds/P.wav,Studerende,1,1,1,1555057381480,,1,,1,no,0,,1,,1,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,30,1,white,circle,sounds/V.wav,Studerende,0,1,1,1555057384052,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,31,4,white,circle,sounds/G.wav,Studerende,0,1,1,1555057386630,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,32,1,white,circle,sounds/D.wav,Studerende,1,1,1,1555057389221,,1,,1,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,33,1,white,circle,sounds/D.wav,Studerende,0,1,1,1555057391794,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,34,1,white,circle,sounds/P.wav,Studerende,1,1,1,1555057394400,,1,,1,no,0,,1,,0,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,35,8,white,circle,sounds/B.wav,Studerende,0,1,1,1555057396972,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,36,2,white,circle,sounds/P.wav,Studerende,0,1,1,1555057399549,,1,,0,no,0,,0,,0,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,37,1,white,circle,sounds/B.wav,Studerende,0,1,1,1555057402141,,1,,0,no,0,,1,,1,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,38,3,white,circle,sounds/E.wav,Studerende,0,1,1,1555057404713,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,39,6,white,circle,sounds/B.wav,Studerende,0,1,1,1555057407284,,1,,0,no,0,,0,,0,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,40,3,white,circle,sounds/V.wav,Studerende,1,1,1,1555057409880,,1,,1,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,41,8,white,circle,sounds/B.wav,Studerende,0,1,1,1555057412451,,1,,0,no,0,,0,,0,0,1,,
Elefant,female,23,training_transfer,training,ps2,2,2,42,2,white,circle,sounds/E.wav,Studerende,0,1,1,1555057415023,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,43,1,white,circle,sounds/C.wav,Studerende,0,1,1,1555057417598,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,44,8,white,circle,sounds/B.wav,Studerende,0,1,1,1555057420187,,1,,0,no,0,,1,,0,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,45,2,white,circle,sounds/P.wav,Studerende,0,1,1,1555057422755,,1,,0,no,0,,0,,1,0,0,,
Elefant,female,23,training_transfer,training,ps2,2,2,46,0,white,circle,sounds/G.wav,Studerende,0,1,1,1555057425333,,1,,0,no,0,,0,,1,0,0,,
