id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,timestamp,sound_target,color_target,position_tested,color_score,sound_score,sound_tested,figure_tested,occupation,position_target,color_tested,figure_score,figure_target,sound_response,position_score,simulate,position_response,color_response,figure_response
Emu,female,19,training_train,pretest,pc2,2,2,51,5,white,circle,,1554812060604,,1,1,0,,0,0,Studerende,1,1,,,,0,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,52,8,dimgray,circle,,1554812063178,,0,1,1,,0,0,Studerende,0,1,,,,1,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,53,2,white,circle,,1554812065776,,1,1,1,,0,0,Studerende,0,1,,,,1,no,0,1,
Emu,female,19,training_train,pretest,pc2,2,2,54,4,yellow,circle,,1554812068359,,0,1,1,,0,0,Studerende,0,1,,,,1,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,55,2,darkorange,circle,,1554812070931,,0,1,1,,0,0,Studerende,1,1,,,,0,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,56,7,yellow,circle,,1554812073528,,1,1,1,,0,0,Studerende,0,1,,,,1,no,0,1,
Emu,female,19,training_train,pretest,pc2,2,2,57,2,blue,circle,,1554812076098,,0,1,1,,0,0,Studerende,1,1,,,,0,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,58,0,blue,circle,,1554812078667,,0,1,1,,0,0,Studerende,0,1,,,,1,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,59,2,darkorange,circle,,1554812081250,,0,1,1,,0,0,Studerende,1,1,,,,1,no,1,0,
Emu,female,19,training_train,pretest,pc2,2,2,60,7,green,circle,,1554812083833,,0,1,1,,0,0,Studerende,0,1,,,,1,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,61,7,darkorange,circle,,1554812086408,,1,1,0,,0,0,Studerende,0,1,,,,1,no,0,0,
Emu,female,19,training_train,pretest,pc2,2,2,62,7,yellow,circle,,1554812088991,,0,1,1,,0,0,Studerende,1,1,,,,1,no,1,0,
Emu,female,19,training_train,pretest,fc2,2,2,1,4,darkorange,square,,1554812098990,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,2,4,yellow,circle,,1554812101565,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,3,4,red,star,,1554812104139,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,4,4,yellow,triangle,,1554812106711,,1,0,0,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,5,4,blue,star,,1554812109285,,0,0,1,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,6,4,green,circle,,1554812111857,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,7,4,blue,circle,,1554812114432,,1,0,0,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,8,4,white,triangle,,1554812117006,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,9,4,blue,triangle,,1554812119590,,1,0,1,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,10,4,darkorange,star,,1554812122171,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,11,4,white,star,,1554812124746,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,12,4,dimgray,triangle,,1554812127322,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,13,4,blue,circle,,1554812129894,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,14,4,dimgray,square,,1554812132492,,1,0,1,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,15,4,dimgray,circle,,1554812135076,,0,0,1,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,16,4,white,triangle,,1554812137645,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,17,4,darkorange,triangle,,1554812140222,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,18,4,dimgray,star,,1554812142806,,0,0,0,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,19,4,darkorange,star,,1554812145387,,1,0,0,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,20,4,dimgray,circle,,1554812147961,,1,0,0,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,21,4,white,star,,1554812150548,,0,0,1,,0,1,Studerende,,1,1,1,,,no,,0,1
Emu,female,19,training_train,pretest,fc2,2,2,22,4,dimgray,circle,,1554812153125,,1,0,0,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,23,4,green,square,,1554812155694,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,24,4,green,square,,1554812158298,,0,0,0,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,25,4,dimgray,triangle,,1554812160880,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,26,4,yellow,square,,1554812163453,,0,0,1,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,27,4,red,square,,1554812166045,,0,0,1,,0,1,Studerende,,1,0,0,,,no,,0,1
Emu,female,19,training_train,pretest,fc2,2,2,28,4,dimgray,star,,1554812168622,,0,0,0,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,29,4,green,square,,1554812171191,,0,0,1,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,30,4,blue,star,,1554812173766,,0,0,1,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,31,4,yellow,circle,,1554812176338,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,32,4,green,square,,1554812178921,,0,0,0,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,33,4,darkorange,square,,1554812181504,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,34,4,red,star,,1554812184076,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,35,4,yellow,star,,1554812186656,,0,0,1,,0,1,Studerende,,1,0,0,,,no,,0,1
Emu,female,19,training_train,pretest,fc2,2,2,36,4,green,square,,1554812189225,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,37,4,yellow,triangle,,1554812191797,,1,0,0,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,38,4,darkorange,triangle,,1554812194371,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,39,4,yellow,triangle,,1554812196972,,1,0,1,,0,1,Studerende,,1,0,1,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,40,4,green,circle,,1554812199573,,0,0,0,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,41,4,green,star,,1554812202142,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,42,4,yellow,circle,,1554812204716,,0,0,1,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,43,4,green,star,,1554812207302,,1,0,0,,0,1,Studerende,,1,1,1,,,no,,0,1
Emu,female,19,training_train,pretest,fc2,2,2,44,4,green,star,,1554812209879,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,45,4,dimgray,triangle,,1554812212449,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,46,4,darkorange,square,,1554812215026,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,47,4,yellow,circle,,1554812217601,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,48,4,green,star,,1554812220184,,0,0,1,,0,1,Studerende,,1,0,0,,,no,,0,1
Emu,female,19,training_train,pretest,fc2,2,2,49,4,yellow,circle,,1554812222764,,1,0,0,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,50,4,dimgray,triangle,,1554812225339,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,51,4,yellow,star,,1554812227911,,1,0,0,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,52,4,white,star,,1554812230481,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,53,4,red,circle,,1554812233060,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,54,4,dimgray,circle,,1554812235632,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,55,4,darkorange,circle,,1554812238212,,0,0,1,,0,1,Studerende,,1,1,1,,,no,,0,1
Emu,female,19,training_train,pretest,fc2,2,2,56,4,dimgray,triangle,,1554812240781,,1,0,0,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,57,4,darkorange,circle,,1554812243353,,1,0,0,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,58,4,green,star,,1554812245927,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,59,4,dimgray,star,,1554812248528,,0,0,0,,0,1,Studerende,,1,1,0,,,no,,1,0
Emu,female,19,training_train,pretest,fc2,2,2,60,4,dimgray,circle,,1554812251108,,0,0,1,,0,1,Studerende,,1,1,0,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,61,4,red,star,,1554812253679,,0,0,1,,0,1,Studerende,,1,0,1,,,no,,0,0
Emu,female,19,training_train,pretest,fc2,2,2,62,4,dimgray,circle,,1554812256281,,1,0,1,,0,1,Studerende,,1,1,1,,,no,,1,1
Emu,female,19,training_train,pretest,pcs1,3,1,1,6,red,circle,sounds/E.wav,1554812275754,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,2,6,darkorange,circle,sounds/T.wav,1554812279367,0,0,1,1,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,3,6,darkorange,circle,sounds/T.wav,1554812282969,1,1,1,0,0,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,4,5,green,circle,sounds/E.wav,1554812286566,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,5,5,yellow,circle,sounds/G.wav,1554812290182,0,0,1,1,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,6,8,darkorange,circle,sounds/D.wav,1554812293779,0,0,1,0,1,1,0,Studerende,0,1,,,0,1,no,0,1,
Emu,female,19,training_train,pretest,pcs1,3,1,7,1,white,circle,sounds/E.wav,1554812297360,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,8,3,red,circle,sounds/G.wav,1554812300957,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,9,3,red,circle,sounds/B.wav,1554812304565,0,1,1,1,1,1,0,Studerende,1,1,,,0,1,no,1,1,
Emu,female,19,training_train,pretest,pcs1,3,1,10,1,blue,circle,sounds/V.wav,1554812308158,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,11,2,red,circle,sounds/V.wav,1554812311772,1,0,1,1,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,12,3,white,circle,sounds/G.wav,1554812315358,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,13,2,white,circle,sounds/D.wav,1554812318961,0,1,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,1,
Emu,female,19,training_train,pretest,pcs1,3,1,14,4,white,circle,sounds/V.wav,1554812322554,0,1,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,1,
Emu,female,19,training_train,pretest,pcs1,3,1,15,5,blue,circle,sounds/V.wav,1554812326154,1,0,1,1,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,16,5,red,circle,sounds/V.wav,1554812329759,1,0,1,1,1,1,0,Studerende,1,1,,,1,0,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,17,3,green,circle,sounds/B.wav,1554812333341,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,18,7,red,circle,sounds/V.wav,1554812336950,0,0,1,1,0,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,19,0,dimgray,circle,sounds/D.wav,1554812340545,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,20,1,white,circle,sounds/D.wav,1554812344164,1,0,1,1,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,21,7,white,circle,sounds/D.wav,1554812347764,1,1,1,0,0,1,0,Studerende,0,1,,,0,0,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,22,2,green,circle,sounds/P.wav,1554812351357,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,23,6,blue,circle,sounds/V.wav,1554812354950,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,24,2,darkorange,circle,sounds/P.wav,1554812358544,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,25,2,white,circle,sounds/P.wav,1554812362158,1,0,1,1,0,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,26,4,red,circle,sounds/G.wav,1554812365748,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,27,4,darkorange,circle,sounds/E.wav,1554812369362,0,0,1,1,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,28,0,yellow,circle,sounds/T.wav,1554812372950,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,29,8,dimgray,circle,sounds/V.wav,1554812376543,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,30,5,dimgray,circle,sounds/V.wav,1554812380142,1,1,1,0,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,31,4,blue,circle,sounds/V.wav,1554812383738,1,0,1,1,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,32,5,blue,circle,sounds/G.wav,1554812387323,0,1,1,0,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,33,7,blue,circle,sounds/T.wav,1554812390931,0,1,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,1,
Emu,female,19,training_train,pretest,pcs1,3,1,34,4,yellow,circle,sounds/P.wav,1554812394524,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,35,4,yellow,circle,sounds/G.wav,1554812398138,0,1,1,0,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,36,4,yellow,circle,sounds/V.wav,1554812401737,0,1,1,0,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,37,1,green,circle,sounds/V.wav,1554812405325,1,0,1,1,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,38,1,darkorange,circle,sounds/P.wav,1554812408936,0,0,1,1,0,1,0,Studerende,1,1,,,1,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,39,5,white,circle,sounds/G.wav,1554812412523,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,40,4,green,circle,sounds/P.wav,1554812416116,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,41,4,red,circle,sounds/E.wav,1554812419719,0,0,1,1,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,42,6,white,circle,sounds/B.wav,1554812423303,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,43,4,green,circle,sounds/B.wav,1554812426897,1,0,1,1,0,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,44,0,darkorange,circle,sounds/V.wav,1554812430487,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,45,2,yellow,circle,sounds/G.wav,1554812434081,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,46,1,darkorange,circle,sounds/V.wav,1554812437674,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,47,1,darkorange,circle,sounds/E.wav,1554812441276,0,1,1,0,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,48,2,dimgray,circle,sounds/E.wav,1554812444861,1,0,1,1,0,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,49,7,dimgray,circle,sounds/T.wav,1554812448474,0,1,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,1,
Emu,female,19,training_train,pretest,pcs1,3,1,50,7,white,circle,sounds/T.wav,1554812452088,1,0,1,1,0,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,51,0,red,circle,sounds/E.wav,1554812455673,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,52,7,white,circle,sounds/G.wav,1554812459266,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,53,8,darkorange,circle,sounds/G.wav,1554812462866,1,0,1,1,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,54,4,darkorange,circle,sounds/P.wav,1554812466450,0,1,1,0,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,55,3,green,circle,sounds/E.wav,1554812470044,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,56,1,green,circle,sounds/G.wav,1554812473660,0,1,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,1,
Emu,female,19,training_train,pretest,pcs1,3,1,57,1,dimgray,circle,sounds/E.wav,1554812477257,0,0,1,1,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,58,1,dimgray,circle,sounds/T.wav,1554812480859,0,1,1,0,1,1,0,Studerende,1,1,,,0,1,no,1,0,
Emu,female,19,training_train,pretest,pcs1,3,1,59,0,red,circle,sounds/T.wav,1554812484473,1,0,1,1,1,1,0,Studerende,0,1,,,1,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,60,8,blue,circle,sounds/E.wav,1554812488060,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,pcs1,3,1,61,3,green,circle,sounds/D.wav,1554812491653,0,0,1,1,1,1,0,Studerende,0,1,,,0,1,no,0,0,
Emu,female,19,training_train,pretest,fcs1,3,1,1,4,darkorange,square,sounds/B.wav,1554812510938,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,2,4,white,square,sounds/C.wav,1554812514549,0,0,0,1,1,1,1,Studerende,,1,1,1,0,,no,,0,1
Emu,female,19,training_train,pretest,fcs1,3,1,3,4,yellow,circle,sounds/P.wav,1554812518142,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,4,4,yellow,circle,sounds/V.wav,1554812521766,0,1,0,1,1,1,1,Studerende,,1,1,1,0,,no,,1,1
Emu,female,19,training_train,pretest,fcs1,3,1,5,4,red,circle,sounds/C.wav,1554812525358,0,0,0,1,1,1,1,Studerende,,1,0,1,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,6,4,yellow,square,sounds/C.wav,1554812528971,1,0,0,1,1,1,1,Studerende,,1,1,0,1,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,7,4,blue,square,sounds/E.wav,1554812532565,0,0,0,1,1,1,1,Studerende,,1,0,1,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,8,4,blue,triangle,sounds/V.wav,1554812536181,0,1,0,1,1,1,1,Studerende,,1,1,0,0,,no,,1,0
Emu,female,19,training_train,pretest,fcs1,3,1,9,4,blue,square,sounds/V.wav,1554812539775,1,1,0,1,0,1,1,Studerende,,1,1,0,0,,no,,1,0
Emu,female,19,training_train,pretest,fcs1,3,1,10,4,green,circle,sounds/V.wav,1554812543383,1,0,0,1,1,1,1,Studerende,,1,1,0,1,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,11,4,green,star,sounds/D.wav,1554812546970,0,1,0,0,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,12,4,green,circle,sounds/E.wav,1554812550584,0,1,0,1,1,1,1,Studerende,,1,1,0,0,,no,,1,0
Emu,female,19,training_train,pretest,fcs1,3,1,13,4,white,star,sounds/E.wav,1554812554186,1,0,0,1,0,1,1,Studerende,,1,0,0,0,,no,,0,1
Emu,female,19,training_train,pretest,fcs1,3,1,14,4,dimgray,square,sounds/E.wav,1554812557800,1,0,0,1,1,1,1,Studerende,,1,1,0,1,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,15,4,yellow,circle,sounds/D.wav,1554812561393,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,16,4,darkorange,triangle,sounds/C.wav,1554812564984,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,17,4,red,triangle,sounds/G.wav,1554812568595,0,0,0,1,1,1,1,Studerende,,1,1,1,0,,no,,0,1
Emu,female,19,training_train,pretest,fcs1,3,1,18,4,darkorange,star,sounds/C.wav,1554812572187,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,19,4,darkorange,square,sounds/C.wav,1554812575790,1,1,0,1,0,1,1,Studerende,,1,1,0,0,,no,,1,0
Emu,female,19,training_train,pretest,fcs1,3,1,20,4,red,star,sounds/E.wav,1554812579374,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,21,4,yellow,square,sounds/V.wav,1554812582965,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,22,4,green,triangle,sounds/B.wav,1554812586557,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,23,4,darkorange,circle,sounds/P.wav,1554812590152,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,24,4,green,triangle,sounds/P.wav,1554812593745,1,0,0,1,0,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,25,4,white,triangle,sounds/P.wav,1554812597345,1,0,0,1,0,1,1,Studerende,,1,1,1,0,,no,,0,1
Emu,female,19,training_train,pretest,fcs1,3,1,26,4,white,circle,sounds/V.wav,1554812600944,0,1,0,1,1,1,1,Studerende,,1,1,0,0,,no,,1,0
Emu,female,19,training_train,pretest,fcs1,3,1,27,4,white,triangle,sounds/V.wav,1554812604557,1,1,0,0,0,1,1,Studerende,,1,0,0,0,,no,,0,1
Emu,female,19,training_train,pretest,fcs1,3,1,28,4,green,square,sounds/C.wav,1554812608151,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,29,4,darkorange,triangle,sounds/D.wav,1554812611741,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,30,4,dimgray,square,sounds/V.wav,1554812615337,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,31,4,green,square,sounds/C.wav,1554812618954,0,0,0,1,1,1,1,Studerende,,1,1,1,0,,no,,0,1
Emu,female,19,training_train,pretest,fcs1,3,1,32,4,green,circle,sounds/G.wav,1554812622539,0,1,0,0,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,33,4,green,triangle,sounds/E.wav,1554812626150,0,1,0,1,1,1,1,Studerende,,1,1,0,0,,no,,1,0
Emu,female,19,training_train,pretest,fcs1,3,1,34,4,blue,triangle,sounds/C.wav,1554812629743,0,0,0,1,1,1,1,Studerende,,1,0,1,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,35,4,dimgray,circle,sounds/T.wav,1554812633337,0,0,0,1,1,1,1,Studerende,,1,1,0,0,,no,,0,0
Emu,female,19,training_train,pretest,fcs1,3,1,36,4,dimgray,circle,sounds/C.wav,1554812636965,0,1,0,1,1,1,1,Studerende,,1,1,1,0,,no,,1,1
