id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_target,color_score,color_target,sound_target,position_response,figure_tested,occupation,sound_tested,position_tested,sound_score,color_response,color_tested,figure_target,figure_score,figure_response,timestamp,position_score,simulate,sound_response
Lama,male,22,training_transfer,practice,p1,1,1,16,1,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981019028,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,17,2,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981021617,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,18,2,white,circle,,1,,,,1,0,Studerende,0,1,,,0,,,,1554981024223,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,19,2,white,circle,,1,,,,0,0,Studerende,0,1,,,0,,,,1554981026803,0,no,
Lama,male,22,training_transfer,practice,p1,1,1,20,8,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981029395,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,21,1,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981031970,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,22,8,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981034562,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,23,8,white,circle,,1,,,,1,0,Studerende,0,1,,,0,,,,1554981037168,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,24,3,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981039745,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,25,1,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981042336,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,26,7,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981044926,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,27,7,white,circle,,1,,,,1,0,Studerende,0,1,,,0,,,,1554981047532,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,28,5,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981050127,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,29,0,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981052717,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,30,3,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981055311,1,no,
Lama,male,22,training_transfer,practice,p1,1,1,31,0,white,circle,,0,,,,0,0,Studerende,0,1,,,0,,,,1554981057900,1,no,
Lama,male,22,training_transfer,practice,f2,1,2,1,4,white,circle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981097195,,no,
Lama,male,22,training_transfer,practice,f2,1,2,2,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981099767,,no,
Lama,male,22,training_transfer,practice,f2,1,2,3,4,white,square,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981102344,,no,
Lama,male,22,training_transfer,practice,f2,1,2,4,4,white,star,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981104921,,no,
Lama,male,22,training_transfer,practice,f2,1,2,5,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,0,0,1,1554981107528,,no,
Lama,male,22,training_transfer,practice,f2,1,2,6,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981110102,,no,
Lama,male,22,training_transfer,practice,f2,1,2,7,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,1,0,0,1554981112680,,no,
Lama,male,22,training_transfer,practice,f2,1,2,8,4,white,star,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981115271,,no,
Lama,male,22,training_transfer,practice,f2,1,2,9,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,1,1,1,1554981117880,,no,
Lama,male,22,training_transfer,practice,f2,1,2,10,4,white,star,,,,,,,1,Studerende,0,0,,,0,1,1,1,1554981120487,,no,
Lama,male,22,training_transfer,practice,f2,1,2,11,4,white,star,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981123079,,no,
Lama,male,22,training_transfer,practice,f2,1,2,12,4,white,star,,,,,,,1,Studerende,0,0,,,0,1,1,1,1554981125684,,no,
Lama,male,22,training_transfer,practice,f2,1,2,13,4,white,circle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981128279,,no,
Lama,male,22,training_transfer,practice,f2,1,2,14,4,white,square,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981130854,,no,
Lama,male,22,training_transfer,practice,f2,1,2,15,4,white,circle,,,,,,,1,Studerende,0,0,,,0,1,1,1,1554981133464,,no,
Lama,male,22,training_transfer,practice,f2,1,2,16,4,white,star,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981136038,,no,
Lama,male,22,training_transfer,practice,f2,1,2,17,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981138630,,no,
Lama,male,22,training_transfer,practice,f2,1,2,18,4,white,star,,,,,,,1,Studerende,0,0,,,0,1,1,1,1554981141214,,no,
Lama,male,22,training_transfer,practice,f2,1,2,19,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,1,0,0,1554981143796,,no,
Lama,male,22,training_transfer,practice,f2,1,2,20,4,white,circle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981146387,,no,
Lama,male,22,training_transfer,practice,f2,1,2,21,4,white,square,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981148980,,no,
Lama,male,22,training_transfer,practice,f2,1,2,22,4,white,triangle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981151571,,no,
Lama,male,22,training_transfer,practice,f2,1,2,23,4,white,circle,,,,,,,1,Studerende,0,0,,,0,0,1,0,1554981154161,,no,
