id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_response,sound_response,color_tested,position_tested,color_score,figure_tested,timestamp,position_score,occupation,figure_response,color_response,figure_target,figure_score,sound_target,color_target,position_target,sound_tested,sound_score,simulate
Leopard,male,23,training_train,practice,f2,1,2,16,4,white,star,,,,0,0,,1,1555398536910,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,17,4,white,circle,,,,0,0,,1,1555398539476,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,18,4,white,square,,,,0,0,,1,1555398542026,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,19,4,white,triangle,,,,0,0,,1,1555398544576,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,20,4,white,circle,,,,0,0,,1,1555398547126,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,21,4,white,circle,,,,0,0,,1,1555398549693,,Studerende,1,,0,0,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,22,4,white,circle,,,,0,0,,1,1555398552260,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,23,4,white,circle,,,,0,0,,1,1555398554827,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,24,4,white,star,,,,0,0,,1,1555398557377,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,25,4,white,circle,,,,0,0,,1,1555398559943,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,26,4,white,triangle,,,,0,0,,1,1555398562493,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,27,4,white,circle,,,,0,0,,1,1555398565060,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,28,4,white,star,,,,0,0,,1,1555398567626,,Studerende,1,,0,0,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,29,4,white,square,,,,0,0,,1,1555398570177,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,30,4,white,square,,,,0,0,,1,1555398572727,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,31,4,white,square,,,,0,0,,1,1555398575294,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,32,4,white,circle,,,,0,0,,1,1555398577844,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,sc2,2,2,1,4,green,circle,sounds\V.wav,,0,1,0,1,0,1555398597944,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,2,4,red,circle,sounds\E.wav,,0,1,0,1,0,1555398600494,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,3,4,darkorange,circle,sounds\D.wav,,0,1,0,1,0,1555398603044,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,4,4,dimgray,circle,sounds\B.wav,,0,1,0,1,0,1555398605595,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,5,4,green,circle,sounds\C.wav,,0,1,0,1,0,1555398608145,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,6,4,yellow,circle,sounds\V.wav,,0,1,0,1,0,1555398610695,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,7,4,yellow,circle,sounds\V.wav,,0,1,0,1,0,1555398613244,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,8,4,white,circle,sounds\T.wav,,0,1,0,1,0,1555398615794,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,9,4,yellow,circle,sounds\C.wav,,0,1,0,1,0,1555398618361,,Studerende,,1,,,0,1,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,10,4,red,circle,sounds\B.wav,,0,1,0,1,0,1555398620911,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,11,4,yellow,circle,sounds\G.wav,,0,1,0,0,0,1555398623462,,Studerende,,0,,,0,1,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,12,4,red,circle,sounds\C.wav,,1,1,0,0,0,1555398626028,,Studerende,,0,,,0,1,,1,0,no
Leopard,male,23,training_train,practice,sc2,2,2,13,4,white,circle,sounds\G.wav,,0,1,0,1,0,1555398628578,,Studerende,,0,,,1,0,,1,0,no
Leopard,male,23,training_train,practice,sc2,2,2,14,4,red,circle,sounds\C.wav,,1,1,0,1,0,1555398631161,,Studerende,,1,,,1,1,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,15,4,red,circle,sounds\C.wav,,0,1,0,1,0,1555398633711,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,16,4,green,circle,sounds\D.wav,,0,1,0,1,0,1555398636261,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,17,4,blue,circle,sounds\T.wav,,0,1,0,1,0,1555398638812,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,18,4,darkorange,circle,sounds\B.wav,,0,1,0,1,0,1555398641362,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,19,4,white,circle,sounds\T.wav,,0,1,0,1,0,1555398643912,,Studerende,,0,,,1,0,,1,0,no
Leopard,male,23,training_train,practice,sc2,2,2,20,4,darkorange,circle,sounds\D.wav,,0,1,0,0,0,1555398646462,,Studerende,,0,,,0,1,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,21,4,blue,circle,sounds\B.wav,,0,1,0,1,0,1555398649012,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,22,4,dimgray,circle,sounds\P.wav,,0,1,0,1,0,1555398651562,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,23,4,yellow,circle,sounds\B.wav,,1,1,0,0,0,1555398654145,,Studerende,,1,,,1,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,24,4,red,circle,sounds\B.wav,,0,1,0,1,0,1555398656696,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,25,4,yellow,circle,sounds\B.wav,,1,1,0,0,0,1555398659262,,Studerende,,0,,,1,1,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,26,4,yellow,circle,sounds\B.wav,,1,1,0,1,0,1555398661829,,Studerende,,0,,,1,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,27,4,red,circle,sounds\P.wav,,0,1,0,1,0,1555398664379,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,28,4,white,circle,sounds\B.wav,,0,1,0,1,0,1555398666929,,Studerende,,0,,,1,0,,1,0,no
Leopard,male,23,training_train,practice,sc2,2,2,29,4,red,circle,sounds\B.wav,,0,1,0,0,0,1555398669479,,Studerende,,0,,,0,1,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,30,4,white,circle,sounds\B.wav,,1,1,0,1,0,1555398672062,,Studerende,,1,,,1,1,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,31,4,blue,circle,sounds\G.wav,,0,1,0,1,0,1555398674613,,Studerende,,0,,,0,0,,1,1,no
Leopard,male,23,training_train,practice,sc2,2,2,32,4,red,circle,sounds\P.wav,,1,1,0,1,0,1555398677179,,Studerende,,0,,,0,0,,1,0,no
Leopard,male,23,training_train,practice,pcfs1,4,1,1,8,red,triangle,sounds\B.wav,0,0,1,1,1,1,1555398696563,1,Studerende,0,0,0,1,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,2,5,darkorange,star,sounds\P.wav,0,0,1,1,1,1,1555398700113,1,Studerende,0,0,0,1,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,3,7,yellow,triangle,sounds\C.wav,0,0,1,1,1,1,1555398703680,1,Studerende,1,0,0,0,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,4,7,yellow,circle,sounds\G.wav,0,0,1,1,1,1,1555398707246,0,Studerende,0,1,0,1,0,1,1,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,5,0,green,star,sounds\G.wav,0,1,1,1,1,1,1555398710814,1,Studerende,0,0,0,1,1,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,6,1,blue,star,sounds\B.wav,0,0,1,1,1,1,1555398714364,1,Studerende,0,0,1,0,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,7,6,yellow,triangle,sounds\B.wav,0,1,1,1,1,1,1555398717930,1,Studerende,0,0,0,1,1,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,8,8,green,triangle,sounds\C.wav,0,1,1,1,1,1,1555398721497,1,Studerende,0,0,1,0,0,0,0,1,0,no
Leopard,male,23,training_train,practice,pcfs1,4,1,9,1,dimgray,triangle,sounds\V.wav,0,0,1,1,1,1,1555398725063,1,Studerende,1,0,1,1,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,10,0,yellow,square,sounds\C.wav,0,1,1,1,1,1,1555398728631,1,Studerende,0,0,0,1,0,0,0,1,0,no
Leopard,male,23,training_train,practice,pcfs1,4,1,11,0,white,circle,sounds\V.wav,0,0,1,1,1,1,1555398732181,0,Studerende,0,0,0,1,0,0,1,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,12,0,white,square,sounds\C.wav,1,0,1,1,0,1,1555398735747,1,Studerende,0,0,0,1,0,1,1,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,13,6,yellow,square,sounds\B.wav,0,0,1,1,1,1,1555398739297,1,Studerende,0,0,1,0,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,14,2,yellow,star,sounds\E.wav,0,0,1,1,0,1,1555398742847,1,Studerende,0,0,0,1,0,1,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,15,1,yellow,square,sounds\E.wav,0,1,1,1,1,1,1555398746431,1,Studerende,0,1,0,1,1,1,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,16,1,blue,square,sounds\P.wav,0,0,1,1,1,1,1555398749981,0,Studerende,0,0,1,0,0,0,1,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,17,6,yellow,triangle,sounds\D.wav,0,0,1,1,1,1,1555398753547,1,Studerende,1,0,0,0,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,18,6,blue,circle,sounds\G.wav,0,0,1,1,1,1,1555398757098,0,Studerende,0,0,0,1,0,0,1,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,19,1,darkorange,square,sounds\P.wav,0,0,1,1,1,1,1555398760647,1,Studerende,0,0,0,1,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,20,3,white,star,sounds\B.wav,0,1,1,1,1,1,1555398764215,1,Studerende,0,0,0,1,0,0,0,1,0,no
Leopard,male,23,training_train,practice,pcfs1,4,1,21,1,white,square,sounds\D.wav,0,0,1,1,1,1,1555398767781,1,Studerende,0,1,0,1,0,1,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,22,4,blue,triangle,sounds\D.wav,0,0,1,1,1,1,1555398771331,1,Studerende,0,0,0,1,1,0,0,1,0,no
Leopard,male,23,training_train,practice,pcfs1,4,1,23,5,green,triangle,sounds\D.wav,0,1,1,1,1,1,1555398774914,1,Studerende,1,0,1,1,1,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,24,6,darkorange,square,sounds\G.wav,0,0,1,1,1,1,1555398778465,1,Studerende,0,0,0,1,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,25,6,darkorange,square,sounds\V.wav,0,0,1,1,1,1,1555398782048,0,Studerende,1,1,1,1,0,1,1,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,26,4,blue,triangle,sounds\P.wav,0,0,1,1,1,1,1555398785599,1,Studerende,0,0,0,1,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,27,2,blue,triangle,sounds\G.wav,0,0,1,1,1,1,1555398789182,1,Studerende,1,1,1,1,0,1,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,28,2,darkorange,star,sounds\G.wav,0,1,1,1,1,1,1555398792748,0,Studerende,0,0,0,1,1,0,1,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,29,6,darkorange,square,sounds\G.wav,0,1,1,1,0,1,1555398796316,1,Studerende,0,0,0,1,1,1,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,30,8,red,circle,sounds\D.wav,0,0,1,1,1,1,1555398799866,1,Studerende,0,0,0,1,0,0,0,1,1,no
Leopard,male,23,training_train,practice,pcfs1,4,1,31,8,blue,star,sounds\D.wav,0,1,1,1,1,1,1555398803432,0,Studerende,0,0,0,1,1,0,1,1,1,no
Leopard,male,23,training_train,pretest,pc2,2,2,1,3,dimgray,circle,,0,,1,1,1,0,1555398829382,1,Studerende,,0,,,,0,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,2,3,yellow,circle,,1,,1,1,1,0,1555398831951,0,Studerende,,0,,,,0,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,3,3,dimgray,circle,,1,,1,1,1,0,1555398834533,1,Studerende,,1,,,,1,1,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,4,7,white,circle,,0,,1,1,1,0,1555398837083,1,Studerende,,0,,,,0,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,5,1,white,circle,,0,,1,1,0,0,1555398839649,1,Studerende,,1,,,,0,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,6,7,red,circle,,0,,1,1,1,0,1555398842200,0,Studerende,,0,,,,0,1,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,7,1,white,circle,,0,,1,1,1,0,1555398844766,0,Studerende,,1,,,,1,1,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,8,1,blue,circle,,0,,1,1,1,0,1555398847316,1,Studerende,,0,,,,0,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,9,5,dimgray,circle,,1,,1,1,1,0,1555398849884,0,Studerende,,0,,,,0,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,10,2,white,circle,,0,,1,1,1,0,1555398852433,1,Studerende,,0,,,,0,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,11,3,dimgray,circle,,0,,1,1,1,0,1555398855000,1,Studerende,,1,,,,1,0,0,,no
Leopard,male,23,training_train,pretest,pc2,2,2,12,0,red,circle,,0,,1,1,1,0,1555398857550,1,Studerende,,0,,,,0,0,0,,no
