id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_response,sound_response,color_tested,position_tested,color_score,figure_tested,timestamp,position_score,occupation,figure_response,color_response,figure_target,figure_score,sound_target,color_target,position_target,sound_tested,sound_score,simulate
Leopard,male,23,training_train,practice,p1,1,1,30,8,white,circle,,0,,0,1,,0,1555398465208,1,Studerende,,,,,,,0,0,,no
Leopard,male,23,training_train,practice,p1,1,1,31,3,white,circle,,0,,0,1,,0,1555398467758,1,Studerende,,,,,,,0,0,,no
Leopard,male,23,training_train,practice,f2,1,2,1,4,white,square,,,,0,0,,1,1555398498625,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,2,4,white,circle,,,,0,0,,1,1555398501176,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,3,4,white,triangle,,,,0,0,,1,1555398503726,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,4,4,white,star,,,,0,0,,1,1555398506276,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,5,4,white,star,,,,0,0,,1,1555398508826,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,6,4,white,star,,,,0,0,,1,1555398511392,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,7,4,white,circle,,,,0,0,,1,1555398513942,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,8,4,white,star,,,,0,0,,1,1555398516509,,Studerende,1,,1,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,9,4,white,star,,,,0,0,,1,1555398519059,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,10,4,white,circle,,,,0,0,,1,1555398521609,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,11,4,white,circle,,,,0,0,,1,1555398524159,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,12,4,white,square,,,,0,0,,1,1555398526709,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,13,4,white,triangle,,,,0,0,,1,1555398529259,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,14,4,white,triangle,,,,0,0,,1,1555398531809,,Studerende,0,,0,1,,,,0,,no
Leopard,male,23,training_train,practice,f2,1,2,15,4,white,circle,,,,0,0,,1,1555398534360,,Studerende,0,,0,1,,,,0,,no
