id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,timestamp,sound_target,figure_target,position_response,position_target,occupation,figure_score,figure_response,sound_tested,sound_score,sound_response,color_score,simulate,color_target,position_score,position_tested,color_tested,color_response,figure_tested
alligator,female,27,training_transfer,pretest,pcfs12,4,1,46,8,blue,triangle,sounds/D.wav,1554890547674,1,0,0,0,I arbejde,1,0,1,1,1,1,no,1,1,1,1,1,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,47,2,red,star,sounds/C.wav,1554890551276,0,0,0,0,I arbejde,1,0,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,48,2,dimgray,square,sounds/G.wav,1554890554887,0,0,1,1,I arbejde,1,0,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,49,3,dimgray,star,sounds/T.wav,1554890558489,0,0,0,0,I arbejde,1,0,1,1,0,1,no,1,1,1,1,1,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,50,0,yellow,triangle,sounds/D.wav,1554890562077,0,0,0,0,I arbejde,1,0,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,51,4,red,triangle,sounds/G.wav,1554890565679,0,1,0,0,I arbejde,1,1,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,52,8,white,triangle,sounds/E.wav,1554890569299,0,1,0,0,I arbejde,1,1,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,53,3,blue,square,sounds/C.wav,1554890572912,0,0,0,0,I arbejde,1,0,1,0,1,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,54,8,yellow,triangle,sounds/P.wav,1554890576512,0,0,0,0,I arbejde,1,0,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,55,8,yellow,circle,sounds/P.wav,1554890580146,1,0,0,1,I arbejde,1,0,1,1,1,1,no,1,0,1,1,1,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,56,8,blue,triangle,sounds/P.wav,1554890583699,1,0,1,1,I arbejde,0,1,1,1,1,0,no,0,1,1,1,1,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,57,6,dimgray,triangle,sounds/E.wav,1554890587315,0,1,0,0,I arbejde,1,1,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,58,3,blue,star,sounds/P.wav,1554890590915,0,0,0,0,I arbejde,1,0,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,59,0,blue,square,sounds/T.wav,1554890594537,0,0,0,0,I arbejde,1,0,1,1,0,1,no,1,1,1,1,1,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,60,5,yellow,star,sounds/D.wav,1554890598130,0,0,0,0,I arbejde,1,0,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,pretest,pcfs12,4,1,61,7,darkorange,circle,sounds/B.wav,1554890601714,0,0,0,0,I arbejde,1,0,1,1,0,1,no,0,1,1,1,0,1
alligator,female,27,training_transfer,training,ps2,2,2,1,6,white,circle,sounds/V.wav,1554890650720,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,2,5,white,circle,sounds/T.wav,1554890653303,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,3,2,white,circle,sounds/G.wav,1554890655889,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,4,2,white,circle,sounds/P.wav,1554890658472,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,5,6,white,circle,sounds/T.wav,1554890661068,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,6,4,white,circle,sounds/P.wav,1554890663674,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,7,1,white,circle,sounds/D.wav,1554890666257,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,8,8,white,circle,sounds/P.wav,1554890668855,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,9,7,white,circle,sounds/D.wav,1554890671450,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,10,1,white,circle,sounds/C.wav,1554890674022,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,11,5,white,circle,sounds/D.wav,1554890676632,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,12,5,white,circle,sounds/C.wav,1554890679209,1,,0,0,I arbejde,,,1,0,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,13,2,white,circle,sounds/P.wav,1554890681792,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,14,3,white,circle,sounds/T.wav,1554890684373,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,15,2,white,circle,sounds/C.wav,1554890687002,0,,1,1,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,16,0,white,circle,sounds/D.wav,1554890689592,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,17,7,white,circle,sounds/B.wav,1554890692184,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,18,2,white,circle,sounds/P.wav,1554890694758,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,19,3,white,circle,sounds/T.wav,1554890697342,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,20,2,white,circle,sounds/T.wav,1554890699925,0,,0,1,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,21,3,white,circle,sounds/T.wav,1554890702542,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,22,4,white,circle,sounds/V.wav,1554890705126,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,23,5,white,circle,sounds/D.wav,1554890707710,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,24,7,white,circle,sounds/P.wav,1554890710293,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,25,5,white,circle,sounds/D.wav,1554890712879,1,,0,1,I arbejde,,,1,0,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,26,7,white,circle,sounds/G.wav,1554890715460,0,,0,1,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,27,2,white,circle,sounds/D.wav,1554890718060,1,,1,0,I arbejde,,,1,0,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,28,7,white,circle,sounds/T.wav,1554890720661,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,29,0,white,circle,sounds/V.wav,1554890723253,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,30,3,white,circle,sounds/E.wav,1554890725828,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,31,1,white,circle,sounds/T.wav,1554890728437,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,32,8,white,circle,sounds/C.wav,1554890731012,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,33,1,white,circle,sounds/B.wav,1554890733604,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,34,6,white,circle,sounds/P.wav,1554890736190,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,35,2,white,circle,sounds/B.wav,1554890738788,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,36,8,white,circle,sounds/E.wav,1554890741366,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,37,7,white,circle,sounds/G.wav,1554890743946,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,38,8,white,circle,sounds/T.wav,1554890746535,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,39,8,white,circle,sounds/G.wav,1554890749116,1,,0,0,I arbejde,,,1,0,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,40,5,white,circle,sounds/G.wav,1554890751699,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,41,8,white,circle,sounds/G.wav,1554890754317,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,42,5,white,circle,sounds/T.wav,1554890756927,0,,1,1,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,43,1,white,circle,sounds/C.wav,1554890759521,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,44,0,white,circle,sounds/V.wav,1554890762099,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,45,4,white,circle,sounds/C.wav,1554890764680,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,46,0,white,circle,sounds/D.wav,1554890767277,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,47,1,white,circle,sounds/C.wav,1554890769861,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,48,5,white,circle,sounds/P.wav,1554890772435,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,49,1,white,circle,sounds/C.wav,1554890775048,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,50,3,white,circle,sounds/B.wav,1554890777619,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,51,7,white,circle,sounds/D.wav,1554890780224,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,52,3,white,circle,sounds/B.wav,1554890782821,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,53,8,white,circle,sounds/P.wav,1554890785384,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,54,2,white,circle,sounds/C.wav,1554890787970,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,55,8,white,circle,sounds/C.wav,1554890790585,0,,1,1,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,56,3,white,circle,sounds/T.wav,1554890793180,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,57,0,white,circle,sounds/E.wav,1554890795755,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,58,2,white,circle,sounds/D.wav,1554890798338,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,59,3,white,circle,sounds/G.wav,1554890800938,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,60,2,white,circle,sounds/T.wav,1554890803531,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,61,6,white,circle,sounds/V.wav,1554890806106,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,62,4,white,circle,sounds/G.wav,1554890808704,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,1,1,white,circle,sounds/T.wav,1554890847961,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,2,1,white,circle,sounds/G.wav,1554890850554,0,,1,0,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,3,8,white,circle,sounds/D.wav,1554890853127,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,4,1,white,circle,sounds/G.wav,1554890855745,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,5,2,white,circle,sounds/C.wav,1554890858337,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,6,8,white,circle,sounds/D.wav,1554890860935,0,,1,0,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,7,1,white,circle,sounds/T.wav,1554890863510,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,8,1,white,circle,sounds/G.wav,1554890866096,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,9,1,white,circle,sounds/T.wav,1554890868708,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,10,1,white,circle,sounds/G.wav,1554890871303,1,,1,1,I arbejde,,,1,0,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,11,6,white,circle,sounds/B.wav,1554890873878,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,12,6,white,circle,sounds/G.wav,1554890876487,1,,1,0,I arbejde,,,1,0,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,13,5,white,circle,sounds/G.wav,1554890879062,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,14,6,white,circle,sounds/D.wav,1554890881672,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,15,5,white,circle,sounds/V.wav,1554890884255,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,16,1,white,circle,sounds/G.wav,1554890886856,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,17,8,white,circle,sounds/C.wav,1554890889430,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,18,1,white,circle,sounds/E.wav,1554890892030,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,19,8,white,circle,sounds/B.wav,1554890894646,0,,1,1,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,20,2,white,circle,sounds/C.wav,1554890897254,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,21,6,white,circle,sounds/D.wav,1554890899833,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,22,1,white,circle,sounds/E.wav,1554890902417,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,23,7,white,circle,sounds/G.wav,1554890905000,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,24,2,white,circle,sounds/D.wav,1554890907583,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,25,3,white,circle,sounds/T.wav,1554890910167,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,26,6,white,circle,sounds/G.wav,1554890912750,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,27,2,white,circle,sounds/V.wav,1554890915333,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,28,0,white,circle,sounds/D.wav,1554890917940,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,29,2,white,circle,sounds/T.wav,1554890920541,0,,1,1,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,30,6,white,circle,sounds/D.wav,1554890923141,1,,1,0,I arbejde,,,1,0,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,31,2,white,circle,sounds/D.wav,1554890925736,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,32,7,white,circle,sounds/D.wav,1554890928334,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,33,2,white,circle,sounds/D.wav,1554890930929,1,,0,1,I arbejde,,,1,1,1,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,34,0,white,circle,sounds/T.wav,1554890933501,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,35,8,white,circle,sounds/B.wav,1554890936087,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,36,7,white,circle,sounds/C.wav,1554890938670,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,37,4,white,circle,sounds/G.wav,1554890941268,0,,1,0,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,38,4,white,circle,sounds/D.wav,1554890943872,0,,1,0,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,39,7,white,circle,sounds/C.wav,1554890946464,0,,1,0,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,40,0,white,circle,sounds/E.wav,1554890949039,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,41,0,white,circle,sounds/C.wav,1554890951622,1,,0,0,I arbejde,,,1,0,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,42,2,white,circle,sounds/T.wav,1554890954205,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,43,5,white,circle,sounds/C.wav,1554890956803,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,44,2,white,circle,sounds/E.wav,1554890959407,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,45,3,white,circle,sounds/E.wav,1554890961990,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,46,8,white,circle,sounds/D.wav,1554890964573,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,47,1,white,circle,sounds/E.wav,1554890967168,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,48,4,white,circle,sounds/P.wav,1554890969740,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,49,8,white,circle,sounds/E.wav,1554890972334,1,,1,0,I arbejde,,,1,1,1,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,50,4,white,circle,sounds/P.wav,1554890974930,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,51,2,white,circle,sounds/P.wav,1554890977528,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,52,4,white,circle,sounds/P.wav,1554890980131,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,53,3,white,circle,sounds/B.wav,1554890982708,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,54,2,white,circle,sounds/C.wav,1554890985298,0,,1,0,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,55,3,white,circle,sounds/G.wav,1554890987887,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,56,6,white,circle,sounds/P.wav,1554890990482,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,57,1,white,circle,sounds/T.wav,1554890993060,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,58,2,white,circle,sounds/P.wav,1554890995649,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,59,2,white,circle,sounds/V.wav,1554890998246,0,,1,0,I arbejde,,,1,1,0,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,60,8,white,circle,sounds/B.wav,1554891000827,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,61,2,white,circle,sounds/G.wav,1554891003419,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,62,1,white,circle,sounds/B.wav,1554891006008,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,1,2,white,circle,sounds/T.wav,1554891051681,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,2,3,white,circle,sounds/T.wav,1554891054268,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,3,6,white,circle,sounds/P.wav,1554891056851,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,4,3,white,circle,sounds/P.wav,1554891059478,0,,1,1,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,5,4,white,circle,sounds/P.wav,1554891062058,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,6,3,white,circle,sounds/P.wav,1554891064653,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,7,8,white,circle,sounds/C.wav,1554891067234,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,8,0,white,circle,sounds/P.wav,1554891069840,1,,0,0,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,9,8,white,circle,sounds/C.wav,1554891072452,1,,1,1,I arbejde,,,1,1,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,10,4,white,circle,sounds/G.wav,1554891075036,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,11,0,white,circle,sounds/C.wav,1554891077619,1,,0,0,I arbejde,,,1,0,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,12,8,white,circle,sounds/P.wav,1554891080217,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,13,5,white,circle,sounds/V.wav,1554891082800,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,14,1,white,circle,sounds/P.wav,1554891085387,1,,0,0,I arbejde,,,1,0,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,15,5,white,circle,sounds/V.wav,1554891087979,1,,0,1,I arbejde,,,1,1,1,,no,,0,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,16,4,white,circle,sounds/B.wav,1554891090553,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,17,7,white,circle,sounds/P.wav,1554891093137,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,18,6,white,circle,sounds/D.wav,1554891095719,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,19,1,white,circle,sounds/T.wav,1554891098304,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,20,6,white,circle,sounds/E.wav,1554891100913,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,21,5,white,circle,sounds/P.wav,1554891103488,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,22,6,white,circle,sounds/C.wav,1554891106079,0,,1,1,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,23,3,white,circle,sounds/T.wav,1554891108654,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,24,4,white,circle,sounds/G.wav,1554891111240,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,25,6,white,circle,sounds/B.wav,1554891113806,0,,0,0,I arbejde,,,1,1,0,,no,,1,1,0,,0
alligator,female,27,training_transfer,training,ps2,2,2,26,2,white,circle,sounds/E.wav,1554891116410,0,,0,0,I arbejde,,,1,0,1,,no,,1,1,0,,0
