id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_tested,occupation,figure_score,position_target,sound_target,simulate,figure_response,timestamp,figure_target,position_response,color_tested,color_score,position_score,figure_tested,sound_response,color_target,sound_score,sound_tested,color_response
Pindsvin,male,23,training_train,posttest,pc2,2,2,37,3,darkorange,circle,,1,Studerende,,0,,no,,1555586291572,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,38,4,blue,circle,,1,Studerende,,1,,no,,1555586294140,,1,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,39,5,blue,circle,,1,Studerende,,0,,no,,1555586296704,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,40,4,dimgray,circle,,1,Studerende,,1,,no,,1555586299273,,1,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,41,6,blue,circle,,1,Studerende,,0,,no,,1555586301839,,0,1,1,1,0,,1,,0,1
Pindsvin,male,23,training_train,posttest,pc2,2,2,42,4,darkorange,circle,,1,Studerende,,1,,no,,1555586304406,,1,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,43,6,yellow,circle,,1,Studerende,,1,,no,,1555586306956,,0,1,1,0,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,44,0,darkorange,circle,,1,Studerende,,0,,no,,1555586309522,,0,1,1,1,0,,1,,0,1
Pindsvin,male,23,training_train,posttest,pc2,2,2,45,2,yellow,circle,,1,Studerende,,0,,no,,1555586312073,,0,1,0,1,0,,1,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,46,3,dimgray,circle,,1,Studerende,,0,,no,,1555586314623,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,47,8,dimgray,circle,,1,Studerende,,0,,no,,1555586317173,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,48,3,blue,circle,,1,Studerende,,1,,no,,1555586319740,,1,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,49,0,dimgray,circle,,1,Studerende,,0,,no,,1555586322306,,0,1,1,1,0,,1,,0,1
Pindsvin,male,23,training_train,posttest,pc2,2,2,50,0,blue,circle,,1,Studerende,,0,,no,,1555586324873,,0,1,1,1,0,,1,,0,1
Pindsvin,male,23,training_train,posttest,pc2,2,2,51,4,red,circle,,1,Studerende,,0,,no,,1555586327423,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,52,7,green,circle,,1,Studerende,,0,,no,,1555586329974,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,53,0,red,circle,,1,Studerende,,0,,no,,1555586332540,,1,1,1,0,0,,1,,0,1
Pindsvin,male,23,training_train,posttest,pc2,2,2,54,5,white,circle,,1,Studerende,,0,,no,,1555586335090,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,55,0,white,circle,,1,Studerende,,1,,no,,1555586337640,,0,1,1,0,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,56,1,yellow,circle,,1,Studerende,,0,,no,,1555586340190,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,57,3,red,circle,,1,Studerende,,0,,no,,1555586342740,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,58,4,dimgray,circle,,1,Studerende,,0,,no,,1555586345290,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,59,6,darkorange,circle,,1,Studerende,,0,,no,,1555586347841,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,60,4,yellow,circle,,1,Studerende,,1,,no,,1555586350391,,0,1,1,0,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,pc2,2,2,61,6,darkorange,circle,,1,Studerende,,1,,no,,1555586352957,,1,1,1,1,0,,1,,0,1
Pindsvin,male,23,training_train,posttest,pc2,2,2,62,3,darkorange,circle,,1,Studerende,,0,,no,,1555586355507,,0,1,1,1,0,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,1,4,darkorange,square,,0,Studerende,1,,,no,0,1555586364091,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,2,4,blue,triangle,,0,Studerende,1,,,no,0,1555586366641,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,3,4,green,triangle,,0,Studerende,0,,,no,1,1555586369208,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,4,4,red,star,,0,Studerende,1,,,no,0,1555586371757,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,5,4,green,circle,,0,Studerende,1,,,no,0,1555586374307,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,6,4,white,triangle,,0,Studerende,1,,,no,0,1555586376857,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,7,4,white,triangle,,0,Studerende,1,,,no,0,1555586379407,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,8,4,dimgray,triangle,,0,Studerende,1,,,no,1,1555586381975,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,9,4,white,circle,,0,Studerende,1,,,no,0,1555586384525,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,10,4,dimgray,circle,,0,Studerende,1,,,no,0,1555586387075,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,11,4,yellow,square,,0,Studerende,1,,,no,0,1555586389625,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,12,4,green,star,,0,Studerende,1,,,no,0,1555586392175,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,13,4,yellow,triangle,,0,Studerende,1,,,no,0,1555586394724,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,14,4,white,star,,0,Studerende,1,,,no,1,1555586397341,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,15,4,green,square,,0,Studerende,1,,,no,0,1555586399892,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,16,4,red,square,,0,Studerende,1,,,no,0,1555586402442,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,17,4,green,circle,,0,Studerende,1,,,no,0,1555586404992,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,18,4,blue,circle,,0,Studerende,1,,,no,0,1555586407575,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,19,4,yellow,square,,0,Studerende,1,,,no,0,1555586410125,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,20,4,red,star,,0,Studerende,1,,,no,0,1555586412675,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,21,4,yellow,square,,0,Studerende,0,,,no,0,1555586415225,1,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,22,4,darkorange,square,,0,Studerende,1,,,no,0,1555586417776,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,23,4,yellow,triangle,,0,Studerende,1,,,no,0,1555586420325,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,24,4,blue,circle,,0,Studerende,1,,,no,0,1555586422882,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,25,4,darkorange,triangle,,0,Studerende,0,,,no,0,1555586425425,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,26,4,white,star,,0,Studerende,1,,,no,0,1555586427975,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,27,4,green,square,,0,Studerende,1,,,no,0,1555586430525,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,28,4,red,circle,,0,Studerende,1,,,no,0,1555586433076,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,29,4,white,star,,0,Studerende,1,,,no,0,1555586435626,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,30,4,blue,star,,0,Studerende,1,,,no,0,1555586438176,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,31,4,green,star,,0,Studerende,1,,,no,1,1555586440742,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,32,4,green,square,,0,Studerende,1,,,no,0,1555586443293,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,33,4,green,circle,,0,Studerende,1,,,no,0,1555586445859,0,,1,1,,1,,1,,0,1
Pindsvin,male,23,training_train,posttest,fc2,2,2,34,4,darkorange,triangle,,0,Studerende,1,,,no,0,1555586448409,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,35,4,white,circle,,0,Studerende,0,,,no,0,1555586450960,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,36,4,darkorange,star,,0,Studerende,1,,,no,0,1555586453526,0,,1,1,,1,,1,,0,1
Pindsvin,male,23,training_train,posttest,fc2,2,2,37,4,blue,circle,,0,Studerende,1,,,no,1,1555586456093,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,38,4,red,circle,,0,Studerende,1,,,no,0,1555586458643,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,39,4,red,circle,,0,Studerende,0,,,no,0,1555586461193,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,40,4,blue,triangle,,0,Studerende,1,,,no,0,1555586463743,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,41,4,red,star,,0,Studerende,1,,,no,0,1555586466309,0,,1,1,,1,,1,,0,1
Pindsvin,male,23,training_train,posttest,fc2,2,2,42,4,blue,square,,0,Studerende,1,,,no,0,1555586468860,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,43,4,dimgray,triangle,,0,Studerende,1,,,no,0,1555586471410,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,44,4,red,triangle,,0,Studerende,0,,,no,1,1555586473977,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,45,4,white,triangle,,0,Studerende,1,,,no,1,1555586476543,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,46,4,darkorange,circle,,0,Studerende,1,,,no,0,1555586479093,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,47,4,white,triangle,,0,Studerende,0,,,no,0,1555586481643,1,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,48,4,red,star,,0,Studerende,1,,,no,0,1555586484210,0,,1,0,,1,,0,,0,1
Pindsvin,male,23,training_train,posttest,fc2,2,2,49,4,green,star,,0,Studerende,1,,,no,0,1555586486761,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,50,4,white,star,,0,Studerende,0,,,no,0,1555586489311,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,51,4,darkorange,star,,0,Studerende,1,,,no,1,1555586491877,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,52,4,white,triangle,,0,Studerende,1,,,no,0,1555586494427,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,53,4,white,circle,,0,Studerende,1,,,no,0,1555586496977,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,54,4,dimgray,square,,0,Studerende,1,,,no,0,1555586499560,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,55,4,dimgray,circle,,0,Studerende,0,,,no,0,1555586502127,1,,1,0,,1,,0,,0,1
Pindsvin,male,23,training_train,posttest,fc2,2,2,56,4,blue,circle,,0,Studerende,0,,,no,1,1555586504694,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,57,4,dimgray,circle,,0,Studerende,0,,,no,0,1555586507244,1,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,58,4,blue,star,,0,Studerende,1,,,no,0,1555586509794,0,,1,0,,1,,1,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,59,4,yellow,triangle,,0,Studerende,1,,,no,0,1555586512344,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,60,4,yellow,circle,,0,Studerende,1,,,no,0,1555586514894,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,61,4,blue,circle,,0,Studerende,0,,,no,1,1555586517460,0,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,fc2,2,2,62,4,dimgray,circle,,0,Studerende,0,,,no,0,1555586520010,1,,1,1,,1,,0,,0,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,1,2,white,circle,sounds\B.wav,1,Studerende,,0,0,no,,1555586530161,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,2,6,white,circle,sounds\B.wav,1,Studerende,,0,1,no,,1555586533728,,0,1,0,1,0,1,1,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,3,6,yellow,circle,sounds\V.wav,1,Studerende,,1,0,no,,1555586537294,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,4,4,green,circle,sounds\V.wav,1,Studerende,,0,1,no,,1555586540862,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,5,7,red,circle,sounds\P.wav,1,Studerende,,0,0,no,,1555586544412,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,6,3,dimgray,circle,sounds\G.wav,1,Studerende,,0,0,no,,1555586547962,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,7,2,dimgray,circle,sounds\P.wav,1,Studerende,,0,0,no,,1555586551545,,0,1,0,1,0,1,1,0,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,8,0,yellow,circle,sounds\D.wav,1,Studerende,,0,0,no,,1555586555095,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,9,4,yellow,circle,sounds\T.wav,1,Studerende,,0,0,no,,1555586558662,,0,1,1,1,0,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,pcs1,3,1,10,4,darkorange,circle,sounds\V.wav,1,Studerende,,1,0,no,,1555586562229,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,11,1,darkorange,circle,sounds\V.wav,1,Studerende,,0,1,no,,1555586565795,,0,1,0,1,0,1,1,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,12,7,green,circle,sounds\B.wav,1,Studerende,,0,0,no,,1555586569345,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,13,7,yellow,circle,sounds\B.wav,1,Studerende,,1,1,no,,1555586572929,,1,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,14,7,yellow,circle,sounds\B.wav,1,Studerende,,1,1,no,,1555586576513,,1,1,0,1,0,1,1,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,15,6,blue,circle,sounds\D.wav,1,Studerende,,0,0,no,,1555586580062,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,16,4,darkorange,circle,sounds\D.wav,1,Studerende,,0,1,no,,1555586583629,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,17,2,dimgray,circle,sounds\P.wav,1,Studerende,,0,0,no,,1555586587179,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,18,4,red,circle,sounds\P.wav,1,Studerende,,0,1,no,,1555586590746,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,19,2,green,circle,sounds\C.wav,1,Studerende,,0,0,no,,1555586594296,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,20,7,white,circle,sounds\P.wav,1,Studerende,,0,0,no,,1555586597846,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,21,0,red,circle,sounds\V.wav,1,Studerende,,0,0,no,,1555586601396,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,22,8,red,circle,sounds\D.wav,1,Studerende,,0,0,no,,1555586604962,,0,1,1,1,0,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,pcs1,3,1,23,7,yellow,circle,sounds\D.wav,1,Studerende,,0,1,no,,1555586608530,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,24,7,yellow,circle,sounds\P.wav,1,Studerende,,1,0,no,,1555586612097,,1,1,0,1,0,0,1,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,25,7,dimgray,circle,sounds\D.wav,1,Studerende,,1,0,no,,1555586615663,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,26,8,red,circle,sounds\E.wav,1,Studerende,,0,0,no,,1555586619213,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,27,8,blue,circle,sounds\P.wav,1,Studerende,,1,0,no,,1555586622780,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,28,1,green,circle,sounds\P.wav,1,Studerende,,0,1,no,,1555586626347,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,29,1,green,circle,sounds\D.wav,1,Studerende,,1,0,no,,1555586629914,,1,1,0,1,0,0,1,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,30,0,dimgray,circle,sounds\D.wav,1,Studerende,,0,1,no,,1555586633464,,0,1,1,1,0,0,0,0,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,31,1,green,circle,sounds\G.wav,1,Studerende,,0,0,no,,1555586637013,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,32,5,white,circle,sounds\T.wav,1,Studerende,,0,0,no,,1555586640563,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,33,0,yellow,circle,sounds\D.wav,1,Studerende,,0,0,no,,1555586644114,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,34,8,yellow,circle,sounds\B.wav,1,Studerende,,0,0,no,,1555586647681,,0,1,1,1,0,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,pcs1,3,1,35,8,white,circle,sounds\V.wav,1,Studerende,,1,0,no,,1555586651247,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,36,0,red,circle,sounds\V.wav,1,Studerende,,0,1,no,,1555586654814,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,37,4,red,circle,sounds\C.wav,1,Studerende,,0,0,no,,1555586658380,,0,1,1,1,0,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,pcs1,3,1,38,4,blue,circle,sounds\C.wav,1,Studerende,,1,1,no,,1555586661948,,0,1,1,0,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,39,4,red,circle,sounds\D.wav,1,Studerende,,1,0,no,,1555586665514,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,40,8,dimgray,circle,sounds\P.wav,1,Studerende,,0,0,no,,1555586669066,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,41,2,green,circle,sounds\D.wav,1,Studerende,,0,0,no,,1555586672614,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,42,7,green,circle,sounds\B.wav,1,Studerende,,0,0,no,,1555586676181,,0,1,1,1,0,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,pcs1,3,1,43,0,dimgray,circle,sounds\E.wav,1,Studerende,,0,0,no,,1555586679732,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,44,1,white,circle,sounds\G.wav,1,Studerende,,0,0,no,,1555586683281,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,45,6,white,circle,sounds\E.wav,1,Studerende,,0,0,no,,1555586686831,,0,1,0,1,0,0,1,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,46,8,dimgray,circle,sounds\T.wav,1,Studerende,,0,0,no,,1555586690381,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,47,8,blue,circle,sounds\P.wav,1,Studerende,,1,0,no,,1555586693948,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,48,6,darkorange,circle,sounds\D.wav,1,Studerende,,0,0,no,,1555586697499,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,49,3,white,circle,sounds\D.wav,1,Studerende,,0,1,no,,1555586701065,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,50,7,blue,circle,sounds\B.wav,1,Studerende,,0,0,no,,1555586704615,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,51,1,darkorange,circle,sounds\D.wav,1,Studerende,,0,0,no,,1555586708165,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,52,0,dimgray,circle,sounds\E.wav,1,Studerende,,0,0,no,,1555586711715,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,53,7,dimgray,circle,sounds\E.wav,1,Studerende,,0,1,no,,1555586715282,,0,1,0,1,0,1,1,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,54,3,red,circle,sounds\T.wav,1,Studerende,,0,0,no,,1555586718832,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,55,3,red,circle,sounds\D.wav,1,Studerende,,1,0,no,,1555586722415,,1,1,1,1,0,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,pcs1,3,1,56,8,white,circle,sounds\E.wav,1,Studerende,,0,0,no,,1555586725965,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,57,8,white,circle,sounds\G.wav,1,Studerende,,1,0,no,,1555586729565,,1,1,1,1,0,1,1,0,1,1
Pindsvin,male,23,training_train,posttest,pcs1,3,1,58,2,green,circle,sounds\G.wav,1,Studerende,,0,1,no,,1555586733133,,0,1,1,1,0,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,59,2,red,circle,sounds\V.wav,1,Studerende,,1,0,no,,1555586736699,,1,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,60,8,blue,circle,sounds\C.wav,1,Studerende,,0,0,no,,1555586740249,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,pcs1,3,1,61,5,red,circle,sounds\T.wav,1,Studerende,,0,0,no,,1555586743799,,0,1,1,1,0,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,1,4,green,triangle,sounds\C.wav,0,Studerende,1,,0,no,0,1555586753517,0,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,2,4,red,star,sounds\P.wav,0,Studerende,1,,0,no,0,1555586757066,0,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,3,4,green,circle,sounds\C.wav,0,Studerende,1,,0,no,0,1555586760616,0,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,4,4,green,circle,sounds\E.wav,0,Studerende,1,,0,no,1,1555586764199,1,,1,1,,1,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,fcs1,3,1,5,4,blue,circle,sounds\E.wav,0,Studerende,1,,1,no,1,1555586767783,1,,1,1,,1,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,6,4,blue,star,sounds\E.wav,0,Studerende,1,,1,no,0,1555586771367,0,,1,1,,1,1,1,1,1,1
Pindsvin,male,23,training_train,posttest,fcs1,3,1,7,4,darkorange,circle,sounds\C.wav,0,Studerende,1,,0,no,0,1555586774917,0,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,8,4,blue,star,sounds\D.wav,0,Studerende,1,,0,no,0,1555586778467,0,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,9,4,green,square,sounds\D.wav,0,Studerende,1,,1,no,0,1555586782017,0,,1,1,,1,0,0,0,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,10,4,darkorange,square,sounds\D.wav,0,Studerende,1,,1,no,1,1555586785584,1,,1,1,,1,0,0,0,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,11,4,yellow,square,sounds\B.wav,0,Studerende,1,,0,no,1,1555586789151,1,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,12,4,white,star,sounds\D.wav,0,Studerende,1,,0,no,0,1555586792701,0,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,13,4,darkorange,circle,sounds\D.wav,0,Studerende,1,,1,no,0,1555586796267,0,,1,1,,1,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,14,4,yellow,circle,sounds\D.wav,0,Studerende,1,,1,no,1,1555586799850,1,,1,1,,1,1,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,15,4,blue,star,sounds\T.wav,0,Studerende,1,,0,no,0,1555586803401,0,,1,1,,1,0,0,1,1,0
Pindsvin,male,23,training_train,posttest,fcs1,3,1,16,4,blue,circle,sounds\C.wav,0,Studerende,1,,0,no,0,1555586806968,0,,1,1,,1,0,1,1,1,1
Pindsvin,male,23,training_train,posttest,fcs1,3,1,17,4,blue,star,sounds\C.wav,0,Studerende,1,,1,no,0,1555586810551,0,,1,1,,1,1,1,1,1,1
Pindsvin,male,23,training_train,posttest,fcs1,3,1,18,4,yellow,triangle,sounds\C.wav,0,Studerende,1,,1,no,0,1555586814118,0,,1,1,,1,1,0,1,1,0
