id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_response,position_target,figure_tested,timestamp,sound_target,color_tested,sound_response,color_score,figure_target,sound_score,sound_tested,figure_score,simulate,position_response,occupation,color_target,position_score,color_response,position_tested
Orangutan,male,55,training_transfer,practice,p1,1,1,26,1,white,circle,,,1,0,1555673442705,,0,,,,,0,,no,0,Andet,,0,,1
Orangutan,male,55,training_transfer,practice,p1,1,1,27,0,white,circle,,,0,0,1555673445255,,0,,,,,0,,no,0,Andet,,1,,1
Orangutan,male,55,training_transfer,practice,p1,1,1,28,0,white,circle,,,1,0,1555673447805,,0,,,,,0,,no,0,Andet,,0,,1
Orangutan,male,55,training_transfer,practice,p1,1,1,29,2,white,circle,,,0,0,1555673450357,,0,,,,,0,,no,0,Andet,,1,,1
Orangutan,male,55,training_transfer,practice,p1,1,1,30,1,white,circle,,,0,0,1555673452906,,0,,,,,0,,no,0,Andet,,1,,1
Orangutan,male,55,training_transfer,practice,p1,1,1,31,2,white,circle,,,0,0,1555673455473,,0,,,,,0,,no,1,Andet,,0,,1
Orangutan,male,55,training_transfer,practice,f2,1,2,1,4,white,star,,0,,1,1555673510074,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,2,4,white,circle,,0,,1,1555673512624,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,3,4,white,circle,,0,,1,1555673515175,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,4,4,white,star,,0,,1,1555673517725,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,5,4,white,square,,0,,1,1555673520275,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,6,4,white,square,,0,,1,1555673522825,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,7,4,white,square,,1,,1,1555673525391,,0,,,1,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,8,4,white,star,,0,,1,1555673527941,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,9,4,white,triangle,,0,,1,1555673530492,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,10,4,white,circle,,0,,1,1555673533042,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,11,4,white,triangle,,1,,1,1555673535608,,0,,,1,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,12,4,white,square,,0,,1,1555673538159,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,13,4,white,star,,0,,1,1555673540708,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,14,4,white,triangle,,0,,1,1555673543258,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,15,4,white,star,,1,,1,1555673545829,,0,,,1,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,16,4,white,star,,0,,1,1555673548380,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,17,4,white,triangle,,0,,1,1555673550930,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,18,4,white,star,,1,,1,1555673553497,,0,,,1,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,19,4,white,square,,0,,1,1555673556047,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,20,4,white,triangle,,0,,1,1555673558597,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,21,4,white,circle,,0,,1,1555673561146,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,22,4,white,star,,0,,1,1555673563704,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,23,4,white,circle,,1,,1,1555673566271,,0,,,1,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,24,4,white,triangle,,0,,1,1555673568821,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,25,4,white,square,,0,,1,1555673571371,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,26,4,white,triangle,,1,,1,1555673573938,,0,,,1,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,27,4,white,circle,,0,,1,1555673576488,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,28,4,white,square,,0,,1,1555673579038,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,29,4,white,triangle,,0,,1,1555673581602,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,30,4,white,square,,1,,1,1555673584158,,0,,,1,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,31,4,white,triangle,,0,,1,1555673586708,,0,,,1,,0,0,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,f2,1,2,32,4,white,circle,,0,,1,1555673589258,,0,,,0,,0,1,no,,Andet,,,,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,1,4,dimgray,circle,sounds\C.wav,,,0,1555673619526,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,2,4,blue,circle,sounds\T.wav,,,0,1555673622076,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,3,4,dimgray,circle,sounds\V.wav,,,0,1555673624626,0,1,0,0,,1,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,4,4,green,circle,sounds\T.wav,,,0,1555673627176,1,1,0,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,5,4,green,circle,sounds\V.wav,,,0,1555673629726,1,1,0,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,6,4,yellow,circle,sounds\E.wav,,,0,1555673632275,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,7,4,green,circle,sounds\E.wav,,,0,1555673634825,0,1,0,0,,1,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,8,4,red,circle,sounds\E.wav,,,0,1555673637376,1,1,0,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,9,4,dimgray,circle,sounds\P.wav,,,0,1555673639926,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,10,4,red,circle,sounds\P.wav,,,0,1555673642493,0,1,1,0,,0,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,11,4,dimgray,circle,sounds\V.wav,,,0,1555673645043,0,1,0,0,,1,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,12,4,darkorange,circle,sounds\D.wav,,,0,1555673647593,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,13,4,white,circle,sounds\V.wav,,,0,1555673650143,1,1,0,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,14,4,white,circle,sounds\D.wav,,,0,1555673652703,1,1,0,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,15,4,blue,circle,sounds\B.wav,,,0,1555673655263,0,1,0,0,,1,1,,no,,Andet,0,,1,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,16,4,white,circle,sounds\D.wav,,,0,1555673657813,1,1,0,0,,0,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,17,4,yellow,circle,sounds\T.wav,,,0,1555673660363,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,18,4,blue,circle,sounds\C.wav,,,0,1555673662913,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,19,4,darkorange,circle,sounds\C.wav,,,0,1555673665479,0,1,1,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,20,4,white,circle,sounds\C.wav,,,0,1555673668029,1,1,0,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,21,4,darkorange,circle,sounds\E.wav,,,0,1555673670580,0,1,0,0,,1,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,22,4,white,circle,sounds\B.wav,,,0,1555673673130,0,1,0,0,,1,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,23,4,red,circle,sounds\V.wav,,,0,1555673675680,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,24,4,dimgray,circle,sounds\G.wav,,,0,1555673678247,0,1,0,0,,1,1,,no,,Andet,0,,1,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,25,4,darkorange,circle,sounds\P.wav,,,0,1555673680797,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,26,4,dimgray,circle,sounds\T.wav,,,0,1555673683346,0,1,0,0,,1,1,,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,27,4,green,circle,sounds\V.wav,,,0,1555673685908,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,28,4,blue,circle,sounds\B.wav,,,0,1555673688450,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,29,4,blue,circle,sounds\E.wav,,,0,1555673691000,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,30,4,yellow,circle,sounds\E.wav,,,0,1555673693566,0,1,1,1,,0,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,31,4,yellow,circle,sounds\G.wav,,,0,1555673696116,0,1,0,1,,1,1,,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,practice,sc2,2,2,32,4,green,circle,sounds\E.wav,,,0,1555673698682,1,1,0,0,,0,1,,no,,Andet,0,,1,0
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,1,7,dimgray,star,sounds\T.wav,0,0,1,1555673732534,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,2,3,red,triangle,sounds\T.wav,1,0,1,1555673736100,1,1,0,1,0,0,1,0,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,3,1,red,square,sounds\G.wav,0,0,1,1555673739650,0,1,0,0,0,1,1,1,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,4,4,blue,circle,sounds\G.wav,0,0,1,1555673743217,1,1,0,0,0,0,1,1,no,0,Andet,0,1,1,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,5,1,blue,circle,sounds\G.wav,0,0,1,1555673746784,1,1,1,0,1,1,1,0,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,6,5,blue,star,sounds\P.wav,0,0,1,1555673750334,0,1,0,0,0,1,1,1,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,7,5,yellow,triangle,sounds\G.wav,0,1,1,1555673753884,0,1,0,1,0,1,1,1,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,8,5,white,triangle,sounds\D.wav,0,1,1,1555673757450,0,1,0,1,1,1,1,0,no,1,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,9,4,green,square,sounds\D.wav,0,0,1,1555673761001,1,1,0,1,0,0,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,10,4,darkorange,square,sounds\V.wav,0,1,1,1555673764568,0,1,0,1,1,1,1,0,no,1,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,11,0,green,triangle,sounds\G.wav,0,0,1,1555673768121,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,12,3,green,star,sounds\E.wav,0,0,1,1555673771684,0,1,0,1,0,1,1,1,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,13,4,darkorange,triangle,sounds\P.wav,0,0,1,1555673775235,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,14,3,green,circle,sounds\T.wav,0,0,1,1555673778785,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,15,5,blue,circle,sounds\T.wav,0,0,1,1555673782351,1,1,1,1,1,1,1,0,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,16,5,dimgray,circle,sounds\T.wav,0,1,1,1555673785901,1,1,0,1,1,0,1,0,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,17,6,yellow,square,sounds\E.wav,0,0,1,1555673789451,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,18,7,blue,star,sounds\E.wav,0,0,1,1555673793019,1,1,1,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,19,7,white,circle,sounds\D.wav,0,1,1,1555673796569,0,1,0,1,0,1,1,1,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,20,6,white,circle,sounds\P.wav,1,0,1,1555673800135,0,1,0,0,1,1,1,1,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,21,8,dimgray,triangle,sounds\B.wav,0,0,1,1555673803685,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,22,8,white,circle,sounds\B.wav,0,1,1,1555673807252,1,1,0,1,0,0,1,1,no,1,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,23,8,dimgray,square,sounds\C.wav,0,1,1,1555673810803,0,1,0,1,0,1,1,1,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,24,7,dimgray,square,sounds\P.wav,0,0,1,1555673814369,0,1,0,1,1,1,1,0,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,25,5,darkorange,circle,sounds\E.wav,0,0,1,1555673817919,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,26,5,yellow,triangle,sounds\B.wav,0,1,1,1555673821485,0,1,0,1,0,1,1,1,no,1,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,27,2,white,triangle,sounds\G.wav,0,0,1,1555673825035,0,1,0,1,1,1,1,0,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,28,4,white,square,sounds\D.wav,0,0,1,1555673828603,0,1,0,1,0,1,1,1,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,29,3,darkorange,triangle,sounds\P.wav,0,0,1,1555673832153,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,30,4,blue,square,sounds\B.wav,0,0,1,1555673835703,0,1,0,1,0,1,1,1,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,practice,pcfs1,4,1,31,7,blue,circle,sounds\T.wav,0,0,1,1555673839269,0,1,0,1,0,1,1,1,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,1,7,red,circle,,,0,0,1555673874887,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,2,8,yellow,circle,,,0,0,1555673877436,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,3,7,blue,circle,,,1,0,1555673880003,,1,,1,,,0,,no,1,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,4,8,yellow,circle,,,1,0,1555673882554,,1,,0,,,0,,no,0,Andet,1,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,5,2,dimgray,circle,,,0,0,1555673885104,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,6,1,green,circle,,,0,0,1555673887654,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,7,1,red,circle,,,0,0,1555673890220,,1,,1,,,0,,no,1,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,8,1,dimgray,circle,,,1,0,1555673892770,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,9,0,red,circle,,,0,0,1555673895320,,1,,0,,,0,,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,10,1,yellow,circle,,,1,0,1555673897871,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,11,0,red,circle,,,1,0,1555673900421,,1,,0,,,0,,no,0,Andet,1,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,12,6,darkorange,circle,,,0,0,1555673902971,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,13,3,red,circle,,,0,0,1555673905537,,1,,1,,,0,,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,14,6,green,circle,,,1,0,1555673908087,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,15,6,dimgray,circle,,,0,0,1555673910638,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,16,6,green,circle,,,1,0,1555673913204,,1,,1,,,0,,no,0,Andet,1,0,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,17,4,blue,circle,,,0,0,1555673915755,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,18,8,red,circle,,,0,0,1555673918305,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,19,6,white,circle,,,0,0,1555673920855,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,20,7,red,circle,,,0,0,1555673923421,,1,,1,,,0,,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,21,5,red,circle,,,0,0,1555673925971,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,22,8,blue,circle,,,0,0,1555673928521,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,23,6,blue,circle,,,0,0,1555673931071,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,24,4,dimgray,circle,,,0,0,1555673933622,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,25,6,darkorange,circle,,,1,0,1555673936172,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,26,8,darkorange,circle,,,0,0,1555673938722,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,27,2,white,circle,,,0,0,1555673941288,,1,,0,,,0,,no,0,Andet,0,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,28,0,blue,circle,,,0,0,1555673943838,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,29,8,white,circle,,,0,0,1555673946388,,1,,0,,,0,,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,30,0,white,circle,,,1,0,1555673948938,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,31,1,white,circle,,,0,0,1555673951506,,1,,1,,,0,,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,32,7,darkorange,circle,,,0,0,1555673954055,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,33,1,blue,circle,,,1,0,1555673956605,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,34,3,blue,circle,,,0,0,1555673959155,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,35,3,yellow,circle,,,0,0,1555673961705,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,36,8,red,circle,,,0,0,1555673964255,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,37,7,red,circle,,,0,0,1555673966805,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,38,8,blue,circle,,,1,0,1555673969356,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,39,1,green,circle,,,0,0,1555673971906,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,40,1,green,circle,,,0,0,1555673974456,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,41,8,green,circle,,,0,0,1555673977006,,1,,0,,,0,,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,42,3,dimgray,circle,,,0,0,1555673979556,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,43,3,blue,circle,,,0,0,1555673982105,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,44,1,dimgray,circle,,,0,0,1555673984672,,1,,1,,,0,,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,45,4,blue,circle,,,0,0,1555673987223,,1,,0,,,0,,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,46,8,blue,circle,,,0,0,1555673989773,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,47,6,blue,circle,,,0,0,1555673992339,,1,,1,,,0,,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,48,2,red,circle,,,0,0,1555673994889,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,49,7,green,circle,,,0,0,1555673997439,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,50,5,green,circle,,,0,0,1555673999989,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,51,0,red,circle,,,0,0,1555674002540,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,52,5,blue,circle,,,1,0,1555674005090,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,53,8,white,circle,,,0,0,1555674007640,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,54,3,white,circle,,,0,0,1555674010190,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,55,0,blue,circle,,,0,0,1555674012740,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,56,3,green,circle,,,1,0,1555674015290,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,57,3,blue,circle,,,0,0,1555674017840,,1,,0,,,0,,no,0,Andet,1,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,58,8,blue,circle,,,0,0,1555674020407,,1,,1,,,0,,no,1,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,59,3,blue,circle,,,1,0,1555674022957,,1,,0,,,0,,no,0,Andet,1,0,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,60,6,red,circle,,,0,0,1555674025507,,1,,1,,,0,,no,0,Andet,0,1,0,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,61,8,blue,circle,,,0,0,1555674028074,,1,,1,,,0,,no,0,Andet,1,1,1,1
Orangutan,male,55,training_transfer,pretest,pc2,2,2,62,6,yellow,circle,,,1,0,1555674030623,,1,,1,,,0,,no,0,Andet,0,0,0,1
Orangutan,male,55,training_transfer,pretest,fc2,2,2,1,4,blue,star,,0,,1,1555674041541,,1,,1,0,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,2,4,white,square,,0,,1,1555674044091,,1,,1,0,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,3,4,white,square,,0,,1,1555674046641,,1,,1,0,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,4,4,red,circle,,0,,1,1555674049191,,1,,1,0,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,5,4,darkorange,circle,,0,,1,1555674051740,,1,,1,0,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,6,4,darkorange,circle,,0,,1,1555674054290,,1,,1,1,,0,0,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,7,4,blue,circle,,1,,1,1555674056858,,1,,1,1,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,8,4,green,square,,0,,1,1555674059408,,1,,1,0,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,9,4,blue,star,,0,,1,1555674061958,,1,,0,0,,0,1,no,,Andet,1,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,10,4,dimgray,square,,1,,1,1555674064524,,1,,1,1,,0,1,no,,Andet,0,,0,0
Orangutan,male,55,training_transfer,pretest,fc2,2,2,11,4,dimgray,star,,0,,1,1555674067074,,1,,1,1,,0,0,no,,Andet,0,,0,0
