id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_tested,position_score,simulate,figure_response,figure_score,sound_tested,color_tested,sound_target,position_target,figure_target,position_response,color_target,sound_response,color_response,sound_score,occupation,figure_tested,color_score,timestamp
Egern,male,23,training_train,pretest,pc2,2,2,46,6,green,circle,,1,1,no,,,0,1,,0,,0,0,,0,,I arbejde,0,1,1555352246549
Egern,male,23,training_train,pretest,pc2,2,2,47,6,darkorange,circle,,1,0,no,,,0,1,,0,,1,0,,1,,I arbejde,0,0,1555352249159
Egern,male,23,training_train,pretest,pc2,2,2,48,6,darkorange,circle,,1,0,no,,,0,1,,1,,0,0,,1,,I arbejde,0,0,1555352251739
Egern,male,23,training_train,pretest,pc2,2,2,49,3,dimgray,circle,,1,1,no,,,0,1,,0,,0,0,,0,,I arbejde,0,1,1555352254317
Egern,male,23,training_train,pretest,pc2,2,2,50,7,white,circle,,1,1,no,,,0,1,,0,,0,0,,0,,I arbejde,0,1,1555352256892
Egern,male,23,training_train,pretest,pc2,2,2,51,1,blue,circle,,1,1,no,,,0,1,,0,,0,0,,0,,I arbejde,0,1,1555352259466
Egern,male,23,training_train,pretest,pc2,2,2,52,1,white,circle,,1,1,no,,,0,1,,0,,0,1,,1,,I arbejde,0,1,1555352262052
Egern,male,23,training_train,pretest,pc2,2,2,53,1,green,circle,,1,1,no,,,0,1,,1,,1,0,,0,,I arbejde,0,1,1555352264641
Egern,male,23,training_train,pretest,pc2,2,2,54,5,blue,circle,,1,1,no,,,0,1,,0,,0,0,,1,,I arbejde,0,0,1555352267233
Egern,male,23,training_train,pretest,pc2,2,2,55,6,green,circle,,1,1,no,,,0,1,,0,,0,1,,1,,I arbejde,0,1,1555352269828
Egern,male,23,training_train,pretest,pc2,2,2,56,1,white,circle,,1,0,no,,,0,1,,0,,1,0,,0,,I arbejde,0,1,1555352272420
Egern,male,23,training_train,pretest,pc2,2,2,57,0,dimgray,circle,,1,1,no,,,0,1,,0,,0,0,,0,,I arbejde,0,1,1555352274992
Egern,male,23,training_train,pretest,pc2,2,2,58,1,white,circle,,1,1,no,,,0,1,,1,,1,1,,0,,I arbejde,0,0,1555352277587
Egern,male,23,training_train,pretest,pc2,2,2,59,5,dimgray,circle,,1,1,no,,,0,1,,0,,0,1,,1,,I arbejde,0,1,1555352280164
Egern,male,23,training_train,pretest,pc2,2,2,60,4,dimgray,circle,,1,1,no,,,0,1,,0,,0,0,,1,,I arbejde,0,0,1555352282768
Egern,male,23,training_train,pretest,pc2,2,2,61,5,red,circle,,1,1,no,,,0,1,,1,,1,0,,0,,I arbejde,0,1,1555352285348
Egern,male,23,training_train,pretest,pc2,2,2,62,3,dimgray,circle,,1,1,no,,,0,1,,0,,0,1,,0,,I arbejde,0,0,1555352287926
Egern,male,23,training_train,pretest,fc2,2,2,1,4,white,circle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352312894
Egern,male,23,training_train,pretest,fc2,2,2,2,4,darkorange,star,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352315468
Egern,male,23,training_train,pretest,fc2,2,2,3,4,green,star,,0,,no,1,0,0,1,,,0,,0,,0,,I arbejde,1,1,1555352318063
Egern,male,23,training_train,pretest,fc2,2,2,4,4,darkorange,circle,,0,,no,0,1,0,1,,,0,,1,,1,,I arbejde,1,1,1555352320641
Egern,male,23,training_train,pretest,fc2,2,2,5,4,green,square,,0,,no,0,1,0,1,,,0,,1,,0,,I arbejde,1,0,1555352323221
Egern,male,23,training_train,pretest,fc2,2,2,6,4,yellow,triangle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352325796
Egern,male,23,training_train,pretest,fc2,2,2,7,4,green,square,,0,,no,0,0,0,1,,,1,,1,,1,,I arbejde,1,1,1555352328391
Egern,male,23,training_train,pretest,fc2,2,2,8,4,red,triangle,,0,,no,1,1,0,1,,,1,,0,,0,,I arbejde,1,1,1555352330980
Egern,male,23,training_train,pretest,fc2,2,2,9,4,dimgray,circle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352333551
Egern,male,23,training_train,pretest,fc2,2,2,10,4,red,triangle,,0,,no,1,1,0,1,,,1,,1,,0,,I arbejde,1,0,1555352336137
Egern,male,23,training_train,pretest,fc2,2,2,11,4,green,triangle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352338715
Egern,male,23,training_train,pretest,fc2,2,2,12,4,white,triangle,,0,,no,1,1,0,1,,,1,,0,,0,,I arbejde,1,1,1555352341298
Egern,male,23,training_train,pretest,fc2,2,2,13,4,dimgray,star,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352343879
Egern,male,23,training_train,pretest,fc2,2,2,14,4,red,triangle,,0,,no,0,0,0,1,,,1,,0,,0,,I arbejde,1,1,1555352346451
Egern,male,23,training_train,pretest,fc2,2,2,15,4,blue,triangle,,0,,no,1,0,0,1,,,0,,0,,0,,I arbejde,1,1,1555352349034
Egern,male,23,training_train,pretest,fc2,2,2,16,4,darkorange,triangle,,0,,no,0,0,0,1,,,1,,0,,0,,I arbejde,1,1,1555352351617
Egern,male,23,training_train,pretest,fc2,2,2,17,4,red,star,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352354189
Egern,male,23,training_train,pretest,fc2,2,2,18,4,red,triangle,,0,,no,0,0,0,1,,,1,,0,,1,,I arbejde,1,0,1555352356781
Egern,male,23,training_train,pretest,fc2,2,2,19,4,blue,star,,0,,no,1,1,0,1,,,1,,0,,0,,I arbejde,1,1,1555352359370
Egern,male,23,training_train,pretest,fc2,2,2,20,4,dimgray,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352361944
Egern,male,23,training_train,pretest,fc2,2,2,21,4,darkorange,triangle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352364534
Egern,male,23,training_train,pretest,fc2,2,2,22,4,dimgray,star,,0,,no,0,1,0,1,,,0,,1,,0,,I arbejde,1,0,1555352367105
Egern,male,23,training_train,pretest,fc2,2,2,23,4,darkorange,triangle,,0,,no,1,1,0,1,,,1,,1,,0,,I arbejde,1,0,1555352369694
Egern,male,23,training_train,pretest,fc2,2,2,24,4,green,triangle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352372272
Egern,male,23,training_train,pretest,fc2,2,2,25,4,red,triangle,,0,,no,1,1,0,1,,,1,,0,,0,,I arbejde,1,1,1555352374855
Egern,male,23,training_train,pretest,fc2,2,2,26,4,white,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352377435
Egern,male,23,training_train,pretest,fc2,2,2,27,4,red,square,,0,,no,0,1,0,1,,,0,,1,,0,,I arbejde,1,0,1555352380010
Egern,male,23,training_train,pretest,fc2,2,2,28,4,green,circle,,0,,no,0,1,0,1,,,0,,0,,1,,I arbejde,1,0,1555352382605
Egern,male,23,training_train,pretest,fc2,2,2,29,4,red,square,,0,,no,0,0,0,1,,,1,,1,,0,,I arbejde,1,0,1555352385174
Egern,male,23,training_train,pretest,fc2,2,2,30,4,red,triangle,,0,,no,0,1,0,1,,,0,,0,,1,,I arbejde,1,0,1555352387769
Egern,male,23,training_train,pretest,fc2,2,2,31,4,red,circle,,0,,no,0,1,0,1,,,0,,1,,1,,I arbejde,1,1,1555352390361
Egern,male,23,training_train,pretest,fc2,2,2,32,4,darkorange,circle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352392944
Egern,male,23,training_train,pretest,fc2,2,2,33,4,red,circle,,0,,no,0,0,0,1,,,1,,1,,1,,I arbejde,1,1,1555352395556
Egern,male,23,training_train,pretest,fc2,2,2,34,4,green,star,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352398125
Egern,male,23,training_train,pretest,fc2,2,2,35,4,red,triangle,,0,,no,0,1,0,1,,,0,,1,,0,,I arbejde,1,0,1555352400700
Egern,male,23,training_train,pretest,fc2,2,2,36,4,red,star,,0,,no,0,0,0,1,,,1,,0,,1,,I arbejde,1,0,1555352403286
Egern,male,23,training_train,pretest,fc2,2,2,37,4,dimgray,triangle,,0,,no,1,1,0,1,,,1,,0,,0,,I arbejde,1,1,1555352405869
Egern,male,23,training_train,pretest,fc2,2,2,38,4,blue,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352408435
Egern,male,23,training_train,pretest,fc2,2,2,39,4,yellow,circle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352411010
Egern,male,23,training_train,pretest,fc2,2,2,40,4,red,circle,,0,,no,0,1,0,1,,,0,,0,,1,,I arbejde,1,0,1555352413605
Egern,male,23,training_train,pretest,fc2,2,2,41,4,white,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352416173
Egern,male,23,training_train,pretest,fc2,2,2,42,4,red,star,,0,,no,0,1,0,1,,,0,,1,,1,,I arbejde,1,1,1555352418754
Egern,male,23,training_train,pretest,fc2,2,2,43,4,red,triangle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352421320
Egern,male,23,training_train,pretest,fc2,2,2,44,4,white,triangle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352423893
Egern,male,23,training_train,pretest,fc2,2,2,45,4,dimgray,triangle,,0,,no,1,1,0,1,,,1,,0,,0,,I arbejde,1,1,1555352426483
Egern,male,23,training_train,pretest,fc2,2,2,46,4,white,circle,,0,,no,0,1,0,1,,,0,,1,,0,,I arbejde,1,0,1555352429058
Egern,male,23,training_train,pretest,fc2,2,2,47,4,green,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352431632
Egern,male,23,training_train,pretest,fc2,2,2,48,4,green,star,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352434204
Egern,male,23,training_train,pretest,fc2,2,2,49,4,red,star,,0,,no,0,1,0,1,,,0,,0,,1,,I arbejde,1,0,1555352436793
Egern,male,23,training_train,pretest,fc2,2,2,50,4,white,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352439371
Egern,male,23,training_train,pretest,fc2,2,2,51,4,yellow,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352441943
Egern,male,23,training_train,pretest,fc2,2,2,52,4,green,star,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352444517
Egern,male,23,training_train,pretest,fc2,2,2,53,4,red,circle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352447089
Egern,male,23,training_train,pretest,fc2,2,2,54,4,yellow,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352449663
Egern,male,23,training_train,pretest,fc2,2,2,55,4,dimgray,star,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352452238
Egern,male,23,training_train,pretest,fc2,2,2,56,4,blue,triangle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352454827
Egern,male,23,training_train,pretest,fc2,2,2,57,4,yellow,square,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352457402
Egern,male,23,training_train,pretest,fc2,2,2,58,4,green,circle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352459976
Egern,male,23,training_train,pretest,fc2,2,2,59,4,blue,triangle,,0,,no,1,0,0,1,,,0,,0,,0,,I arbejde,1,1,1555352462568
Egern,male,23,training_train,pretest,fc2,2,2,60,4,green,square,,0,,no,0,1,0,1,,,0,,1,,0,,I arbejde,1,0,1555352465140
Egern,male,23,training_train,pretest,fc2,2,2,61,4,blue,circle,,0,,no,0,1,0,1,,,0,,1,,0,,I arbejde,1,0,1555352467712
Egern,male,23,training_train,pretest,fc2,2,2,62,4,dimgray,circle,,0,,no,0,1,0,1,,,0,,0,,0,,I arbejde,1,1,1555352470286
Egern,male,23,training_train,pretest,pcs1,3,1,1,1,yellow,circle,sounds/C.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352487297
Egern,male,23,training_train,pretest,pcs1,3,1,2,1,yellow,circle,sounds/B.wav,1,0,no,,,1,1,0,1,,0,1,0,1,1,I arbejde,0,1,1555352490910
Egern,male,23,training_train,pretest,pcs1,3,1,3,4,red,circle,sounds/P.wav,1,0,no,,,1,1,0,0,,1,0,0,0,1,I arbejde,0,1,1555352494515
Egern,male,23,training_train,pretest,pcs1,3,1,4,1,dimgray,circle,sounds/E.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352498108
Egern,male,23,training_train,pretest,pcs1,3,1,5,1,white,circle,sounds/B.wav,1,1,no,,,1,1,0,1,,1,0,0,0,1,I arbejde,0,1,1555352501711
Egern,male,23,training_train,pretest,pcs1,3,1,6,8,green,circle,sounds/P.wav,1,1,no,,,1,1,0,0,,0,0,1,0,0,I arbejde,0,1,1555352505304
Egern,male,23,training_train,pretest,pcs1,3,1,7,8,green,circle,sounds/C.wav,1,1,no,,,1,1,0,1,,1,1,0,0,1,I arbejde,0,0,1555352508915
Egern,male,23,training_train,pretest,pcs1,3,1,8,8,white,circle,sounds/P.wav,1,0,no,,,1,1,0,1,,0,0,0,0,1,I arbejde,0,1,1555352512514
Egern,male,23,training_train,pretest,pcs1,3,1,9,4,yellow,circle,sounds/T.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352516107
Egern,male,23,training_train,pretest,pcs1,3,1,10,5,red,circle,sounds/G.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352519698
Egern,male,23,training_train,pretest,pcs1,3,1,11,1,green,circle,sounds/V.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352523291
Egern,male,23,training_train,pretest,pcs1,3,1,12,3,green,circle,sounds/T.wav,1,1,no,,,1,1,0,0,,0,1,0,1,1,I arbejde,0,1,1555352526894
Egern,male,23,training_train,pretest,pcs1,3,1,13,2,green,circle,sounds/P.wav,1,1,no,,,1,1,0,0,,0,1,0,1,1,I arbejde,0,1,1555352530484
Egern,male,23,training_train,pretest,pcs1,3,1,14,7,dimgray,circle,sounds/P.wav,1,1,no,,,1,1,1,0,,0,0,1,0,1,I arbejde,0,1,1555352534095
Egern,male,23,training_train,pretest,pcs1,3,1,15,0,dimgray,circle,sounds/V.wav,1,1,no,,,1,1,0,0,,0,1,0,0,1,I arbejde,0,0,1555352537679
Egern,male,23,training_train,pretest,pcs1,3,1,16,0,dimgray,circle,sounds/P.wav,1,0,no,,,1,1,0,1,,0,1,0,1,1,I arbejde,0,1,1555352541287
Egern,male,23,training_train,pretest,pcs1,3,1,17,0,green,circle,sounds/P.wav,1,0,no,,,1,1,1,1,,0,0,1,0,1,I arbejde,0,1,1555352544892
Egern,male,23,training_train,pretest,pcs1,3,1,18,3,blue,circle,sounds/E.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352548477
Egern,male,23,training_train,pretest,pcs1,3,1,19,3,white,circle,sounds/T.wav,1,1,no,,,1,1,0,1,,1,0,0,0,1,I arbejde,0,1,1555352552079
Egern,male,23,training_train,pretest,pcs1,3,1,20,3,green,circle,sounds/D.wav,1,1,no,,,1,1,0,1,,1,0,0,0,1,I arbejde,0,1,1555352555687
Egern,male,23,training_train,pretest,pcs1,3,1,21,2,green,circle,sounds/D.wav,1,1,no,,,1,1,1,0,,0,1,0,1,0,I arbejde,0,1,1555352559292
Egern,male,23,training_train,pretest,pcs1,3,1,22,7,blue,circle,sounds/G.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352562883
Egern,male,23,training_train,pretest,pcs1,3,1,23,7,white,circle,sounds/E.wav,1,1,no,,,1,1,0,1,,1,0,0,0,1,I arbejde,0,1,1555352566499
Egern,male,23,training_train,pretest,pcs1,3,1,24,5,white,circle,sounds/G.wav,1,1,no,,,1,1,0,0,,0,1,0,1,1,I arbejde,0,1,1555352570092
Egern,male,23,training_train,pretest,pcs1,3,1,25,1,blue,circle,sounds/V.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352573677
Egern,male,23,training_train,pretest,pcs1,3,1,26,1,red,circle,sounds/P.wav,1,1,no,,,1,1,0,1,,1,0,0,0,1,I arbejde,0,1,1555352577285
Egern,male,23,training_train,pretest,pcs1,3,1,27,4,red,circle,sounds/C.wav,1,1,no,,,1,1,0,0,,0,1,0,1,1,I arbejde,0,1,1555352580901
Egern,male,23,training_train,pretest,pcs1,3,1,28,8,dimgray,circle,sounds/V.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352584492
Egern,male,23,training_train,pretest,pcs1,3,1,29,1,green,circle,sounds/T.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352588083
Egern,male,23,training_train,pretest,pcs1,3,1,30,5,green,circle,sounds/G.wav,1,1,no,,,1,1,0,0,,0,1,0,1,1,I arbejde,0,1,1555352591688
Egern,male,23,training_train,pretest,pcs1,3,1,31,1,dimgray,circle,sounds/V.wav,1,1,no,,,1,1,0,0,,0,0,0,1,1,I arbejde,0,0,1555352595298
Egern,male,23,training_train,pretest,pcs1,3,1,32,1,white,circle,sounds/C.wav,1,1,no,,,1,1,0,1,,1,0,0,0,1,I arbejde,0,1,1555352598909
Egern,male,23,training_train,pretest,pcs1,3,1,33,0,dimgray,circle,sounds/E.wav,1,1,no,,,1,1,0,0,,0,0,0,1,1,I arbejde,0,0,1555352602523
Egern,male,23,training_train,pretest,pcs1,3,1,34,4,white,circle,sounds/E.wav,1,1,no,,,1,1,1,0,,0,0,1,0,1,I arbejde,0,1,1555352606128
Egern,male,23,training_train,pretest,pcs1,3,1,35,4,yellow,circle,sounds/E.wav,1,0,no,,,1,1,1,1,,0,0,1,0,1,I arbejde,0,1,1555352609748
Egern,male,23,training_train,pretest,pcs1,3,1,36,6,red,circle,sounds/C.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352613335
Egern,male,23,training_train,pretest,pcs1,3,1,37,4,white,circle,sounds/V.wav,1,1,no,,,1,1,0,0,,0,0,0,1,1,I arbejde,0,0,1555352616952
Egern,male,23,training_train,pretest,pcs1,3,1,38,6,darkorange,circle,sounds/V.wav,1,0,no,,,1,1,1,0,,1,0,0,0,0,I arbejde,0,1,1555352620551
Egern,male,23,training_train,pretest,pcs1,3,1,39,6,yellow,circle,sounds/D.wav,1,1,no,,,1,1,0,1,,1,0,0,0,1,I arbejde,0,1,1555352624156
Egern,male,23,training_train,pretest,pcs1,3,1,40,8,dimgray,circle,sounds/E.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352627741
Egern,male,23,training_train,pretest,pcs1,3,1,41,7,green,circle,sounds/D.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352631328
Egern,male,23,training_train,pretest,pcs1,3,1,42,8,green,circle,sounds/D.wav,1,1,no,,,1,1,1,0,,0,1,1,1,1,I arbejde,0,1,1555352634950
Egern,male,23,training_train,pretest,pcs1,3,1,43,5,red,circle,sounds/G.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352638535
Egern,male,23,training_train,pretest,pcs1,3,1,44,1,white,circle,sounds/E.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352642129
Egern,male,23,training_train,pretest,pcs1,3,1,45,1,red,circle,sounds/C.wav,1,0,no,,,1,1,0,1,,0,0,0,0,1,I arbejde,0,1,1555352645722
Egern,male,23,training_train,pretest,pcs1,3,1,46,5,blue,circle,sounds/G.wav,1,0,no,,,1,1,0,0,,1,0,0,0,1,I arbejde,0,1,1555352649330
Egern,male,23,training_train,pretest,pcs1,3,1,47,5,green,circle,sounds/G.wav,1,1,no,,,1,1,1,1,,1,0,0,0,0,I arbejde,0,1,1555352652941
Egern,male,23,training_train,pretest,pcs1,3,1,48,4,green,circle,sounds/G.wav,1,1,no,,,1,1,1,0,,0,1,1,1,1,I arbejde,0,1,1555352656577
Egern,male,23,training_train,pretest,pcs1,3,1,49,8,green,circle,sounds/D.wav,1,1,no,,,1,1,0,0,,0,1,0,1,1,I arbejde,0,1,1555352660183
Egern,male,23,training_train,pretest,pcs1,3,1,50,6,blue,circle,sounds/B.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352663770
Egern,male,23,training_train,pretest,pcs1,3,1,51,4,white,circle,sounds/B.wav,1,1,no,,,1,1,1,0,,0,0,1,0,1,I arbejde,0,1,1555352667381
Egern,male,23,training_train,pretest,pcs1,3,1,52,3,green,circle,sounds/B.wav,1,1,no,,,1,1,1,0,,0,0,1,0,1,I arbejde,0,1,1555352670986
Egern,male,23,training_train,pretest,pcs1,3,1,53,1,yellow,circle,sounds/V.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352674585
Egern,male,23,training_train,pretest,pcs1,3,1,54,5,green,circle,sounds/E.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352678176
Egern,male,23,training_train,pretest,pcs1,3,1,55,7,white,circle,sounds/E.wav,1,1,no,,,1,1,1,0,,0,0,1,0,1,I arbejde,0,1,1555352681778
Egern,male,23,training_train,pretest,pcs1,3,1,56,1,white,circle,sounds/E.wav,1,1,no,,,1,1,1,0,,0,1,1,1,1,I arbejde,0,1,1555352685394
Egern,male,23,training_train,pretest,pcs1,3,1,57,5,white,circle,sounds/G.wav,1,1,no,,,1,1,0,0,,0,1,0,1,1,I arbejde,0,1,1555352689011
Egern,male,23,training_train,pretest,pcs1,3,1,58,4,yellow,circle,sounds/C.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352692599
Egern,male,23,training_train,pretest,pcs1,3,1,59,6,darkorange,circle,sounds/C.wav,1,1,no,,,1,1,1,0,,0,0,1,0,1,I arbejde,0,1,1555352696212
Egern,male,23,training_train,pretest,pcs1,3,1,60,2,dimgray,circle,sounds/G.wav,1,1,no,,,1,1,0,0,,0,0,0,0,1,I arbejde,0,1,1555352699803
Egern,male,23,training_train,pretest,pcs1,3,1,61,4,red,circle,sounds/G.wav,1,1,no,,,1,1,1,0,,0,0,1,0,1,I arbejde,0,1,1555352703419
Egern,male,23,training_train,pretest,fcs1,3,1,1,4,yellow,triangle,sounds/G.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352714943
Egern,male,23,training_train,pretest,fcs1,3,1,2,4,dimgray,square,sounds/C.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352718536
Egern,male,23,training_train,pretest,fcs1,3,1,3,4,white,circle,sounds/E.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352722129
Egern,male,23,training_train,pretest,fcs1,3,1,4,4,green,circle,sounds/E.wav,0,,no,1,1,1,1,1,,1,,0,0,0,0,I arbejde,1,1,1555352725734
Egern,male,23,training_train,pretest,fcs1,3,1,5,4,white,star,sounds/E.wav,0,,no,0,1,1,1,1,,0,,0,1,0,1,I arbejde,1,1,1555352729342
Egern,male,23,training_train,pretest,fcs1,3,1,6,4,dimgray,star,sounds/B.wav,0,,no,0,0,1,1,0,,1,,0,0,0,1,I arbejde,1,1,1555352732941
Egern,male,23,training_train,pretest,fcs1,3,1,7,4,yellow,star,sounds/B.wav,0,,no,0,0,1,1,1,,1,,0,1,0,1,I arbejde,1,1,1555352736552
Egern,male,23,training_train,pretest,fcs1,3,1,8,4,yellow,square,sounds/D.wav,0,,no,1,0,1,1,0,,0,,1,0,0,1,I arbejde,1,0,1555352740165
Egern,male,23,training_train,pretest,fcs1,3,1,9,4,blue,square,sounds/E.wav,0,,no,0,0,1,1,0,,1,,0,0,0,1,I arbejde,1,1,1555352743754
Egern,male,23,training_train,pretest,fcs1,3,1,10,4,red,triangle,sounds/T.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352747347
Egern,male,23,training_train,pretest,fcs1,3,1,11,4,green,triangle,sounds/B.wav,0,,no,0,0,1,1,0,,1,,0,0,0,1,I arbejde,1,1,1555352750940
Egern,male,23,training_train,pretest,fcs1,3,1,12,4,green,square,sounds/E.wav,0,,no,0,1,1,1,0,,0,,1,1,1,0,I arbejde,1,1,1555352754560
Egern,male,23,training_train,pretest,fcs1,3,1,13,4,white,square,sounds/P.wav,0,,no,0,0,1,1,0,,1,,0,0,1,1,I arbejde,1,0,1555352758173
Egern,male,23,training_train,pretest,fcs1,3,1,14,4,white,star,sounds/P.wav,0,,no,0,1,1,1,1,,0,,1,1,1,1,I arbejde,1,1,1555352761712
Egern,male,23,training_train,pretest,fcs1,3,1,15,4,darkorange,triangle,sounds/G.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352765296
Egern,male,23,training_train,pretest,fcs1,3,1,16,4,blue,circle,sounds/E.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352768887
Egern,male,23,training_train,pretest,fcs1,3,1,17,4,white,triangle,sounds/P.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352772481
Egern,male,23,training_train,pretest,fcs1,3,1,18,4,green,circle,sounds/B.wav,0,,no,0,1,1,1,0,,0,,0,1,0,0,I arbejde,1,1,1555352776082
Egern,male,23,training_train,pretest,fcs1,3,1,19,4,darkorange,circle,sounds/G.wav,0,,no,0,0,1,1,0,,1,,0,0,0,1,I arbejde,1,1,1555352779667
Egern,male,23,training_train,pretest,fcs1,3,1,20,4,red,triangle,sounds/G.wav,0,,no,0,1,1,1,1,,0,,0,1,0,1,I arbejde,1,1,1555352783278
Egern,male,23,training_train,pretest,fcs1,3,1,21,4,yellow,square,sounds/C.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352786868
Egern,male,23,training_train,pretest,fcs1,3,1,22,4,darkorange,triangle,sounds/V.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352790462
Egern,male,23,training_train,pretest,fcs1,3,1,23,4,green,star,sounds/E.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352794058
Egern,male,23,training_train,pretest,fcs1,3,1,24,4,white,triangle,sounds/B.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352797649
Egern,male,23,training_train,pretest,fcs1,3,1,25,4,dimgray,circle,sounds/V.wav,0,,no,0,1,1,1,0,,0,,0,1,0,0,I arbejde,1,1,1555352801265
Egern,male,23,training_train,pretest,fcs1,3,1,26,4,darkorange,star,sounds/G.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352804853
Egern,male,23,training_train,pretest,fcs1,3,1,27,4,darkorange,circle,sounds/C.wav,0,,no,0,1,1,1,0,,0,,1,0,0,1,I arbejde,1,0,1555352808445
Egern,male,23,training_train,pretest,fcs1,3,1,28,4,darkorange,square,sounds/D.wav,0,,no,0,1,1,1,0,,0,,1,0,1,1,I arbejde,1,1,1555352812045
Egern,male,23,training_train,pretest,fcs1,3,1,29,4,blue,circle,sounds/T.wav,0,,no,0,1,1,1,0,,0,,0,0,0,1,I arbejde,1,1,1555352815648
Egern,male,23,training_train,pretest,fcs1,3,1,30,4,blue,square,sounds/C.wav,0,,no,0,1,1,1,0,,0,,1,1,1,0,I arbejde,1,1,1555352819278
