id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_target,color_score,position_response,occupation,color_target,figure_score,simulate,color_response,figure_response,sound_score,position_tested,figure_target,color_tested,timestamp,sound_tested,sound_target,figure_tested,position_score,sound_response
jaerv,female,22,training_train,training,ps2,2,2,28,5,white,circle,sounds/T.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817315784,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,29,1,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817318381,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,30,6,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817320953,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,31,1,white,circle,sounds/G.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817323528,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,32,6,white,circle,sounds/C.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817326102,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,33,5,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817328677,1,1,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,34,6,white,circle,sounds/C.wav,1,,0,Studerende,,,no,,,0,1,,0,1554817331249,1,1,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,35,8,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817333823,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,36,1,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817336398,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,37,6,white,circle,sounds/E.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817338981,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,38,1,white,circle,sounds/G.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817341562,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,39,1,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817344133,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,40,8,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817346708,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,41,2,white,circle,sounds/C.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817349306,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,42,8,white,circle,sounds/T.wav,1,,1,Studerende,,,no,,,0,1,,0,1554817351912,1,1,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,43,0,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817354496,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,44,1,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817357067,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,45,6,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817359642,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,46,5,white,circle,sounds/B.wav,0,,1,Studerende,,,no,,,0,1,,0,1554817362233,1,0,0,0,1
jaerv,female,22,training_train,training,ps2,2,2,47,8,white,circle,sounds/C.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817364820,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,48,2,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817367395,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,49,7,white,circle,sounds/E.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817369984,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,50,2,white,circle,sounds/P.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817372576,1,1,0,0,1
jaerv,female,22,training_train,training,ps2,2,2,51,6,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817375152,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,52,0,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817377725,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,53,4,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817380296,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,54,4,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817382873,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,55,3,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817385478,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,56,8,white,circle,sounds/P.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817388061,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,57,5,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817390644,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,58,3,white,circle,sounds/C.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817393233,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,59,7,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817395817,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,60,8,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817398417,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,61,4,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817401004,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,62,8,white,circle,sounds/T.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817403587,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,1,2,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817445040,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,2,7,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817447611,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,3,2,white,circle,sounds/V.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817450198,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,4,7,white,circle,sounds/E.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817452798,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,5,0,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817455367,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,6,1,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817457939,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,7,2,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817460525,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,8,2,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817463105,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,9,2,white,circle,sounds/B.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817465680,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,10,7,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817468272,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,11,2,white,circle,sounds/T.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817470844,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,12,4,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817473415,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,13,6,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817476013,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,14,1,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817478582,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,15,6,white,circle,sounds/G.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817481168,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,16,4,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817483754,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,17,5,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817486335,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,18,7,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817488909,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,19,2,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817491493,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,20,0,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817494073,1,1,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,21,1,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817496645,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,22,0,white,circle,sounds/C.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817499242,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,23,1,white,circle,sounds/B.wav,1,,0,Studerende,,,no,,,0,1,,0,1554817501823,1,0,0,0,1
jaerv,female,22,training_train,training,ps2,2,2,24,2,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817504397,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,25,5,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817506975,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,26,8,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817509547,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,27,3,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817512130,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,28,0,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817514734,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,29,6,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817517302,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,30,6,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817519874,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,31,7,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817522472,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,32,6,white,circle,sounds/E.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817525081,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,33,7,white,circle,sounds/D.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817527665,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,34,7,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817530236,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,35,6,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817532828,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,36,5,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817535417,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,37,4,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817537989,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,38,5,white,circle,sounds/B.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817540584,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,39,5,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817543155,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,40,5,white,circle,sounds/D.wav,1,,0,Studerende,,,no,,,0,1,,0,1554817545751,1,0,0,0,1
jaerv,female,22,training_train,training,ps2,2,2,41,6,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817548319,1,1,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,42,1,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817550891,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,43,6,white,circle,sounds/T.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817553477,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,44,2,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817556058,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,45,1,white,circle,sounds/G.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817558638,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,46,0,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817561221,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,47,2,white,circle,sounds/T.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817563816,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,48,3,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817566399,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,49,2,white,circle,sounds/T.wav,1,,0,Studerende,,,no,,,0,1,,0,1554817568971,1,1,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,50,1,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817571549,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,51,5,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817574123,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,52,8,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817576695,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,53,3,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817579270,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,54,8,white,circle,sounds/E.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817581879,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,55,5,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817584451,1,1,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,56,0,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817587022,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,57,5,white,circle,sounds/C.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817589623,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,58,5,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817592225,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,59,2,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817594807,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,60,7,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817597385,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,61,7,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817599959,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,62,5,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817602534,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,1,6,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817622704,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,2,5,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817625293,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,3,0,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817627882,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,4,8,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817630456,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,5,3,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817633049,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,6,8,white,circle,sounds/B.wav,1,,0,Studerende,,,no,,,0,1,,0,1554817635644,1,0,0,0,1
jaerv,female,22,training_train,training,ps2,2,2,7,8,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817638212,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,8,6,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817640784,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,9,1,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817643359,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,10,1,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817645933,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,11,5,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817648505,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,12,6,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817651079,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,13,2,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817653654,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,14,5,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817656226,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,15,6,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817658800,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,16,8,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817661375,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,17,3,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817663970,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,18,6,white,circle,sounds/P.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817666559,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,19,3,white,circle,sounds/C.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817669161,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,20,4,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817671734,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,21,4,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817674309,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,22,5,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817676884,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,23,6,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817679467,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,24,5,white,circle,sounds/P.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817682062,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,25,8,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817684636,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,26,5,white,circle,sounds/C.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817687233,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,27,4,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817689801,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,28,5,white,circle,sounds/D.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817692387,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,29,3,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817694988,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,30,3,white,circle,sounds/D.wav,0,,1,Studerende,,,no,,,0,1,,0,1554817697567,1,1,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,31,5,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817700171,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,32,3,white,circle,sounds/V.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817702740,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,33,5,white,circle,sounds/D.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817705329,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,34,6,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817707921,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,35,1,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817710493,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,36,0,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817713068,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,37,1,white,circle,sounds/B.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817715663,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,38,3,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817718232,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,39,0,white,circle,sounds/G.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817720807,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,40,2,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817723378,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,41,0,white,circle,sounds/T.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817725965,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,42,4,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817728542,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,43,3,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817731117,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,44,4,white,circle,sounds/T.wav,1,,1,Studerende,,,no,,,0,1,,0,1554817733700,1,1,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,45,6,white,circle,sounds/T.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817736301,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,46,1,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817738873,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,47,6,white,circle,sounds/B.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817741456,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,48,1,white,circle,sounds/D.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817744063,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,49,7,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817746652,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,50,1,white,circle,sounds/B.wav,1,,0,Studerende,,,no,,,0,1,,0,1554817749255,1,0,0,0,1
jaerv,female,22,training_train,training,ps2,2,2,51,5,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817751842,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,52,7,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817754436,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,53,2,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817757002,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,54,7,white,circle,sounds/B.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817759609,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,55,7,white,circle,sounds/P.wav,0,,1,Studerende,,,no,,,1,1,,0,1554817762201,1,0,0,0,0
jaerv,female,22,training_train,training,ps2,2,2,56,8,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817764790,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,57,3,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817767365,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,58,0,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817769957,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,59,5,white,circle,sounds/P.wav,0,,0,Studerende,,,no,,,0,1,,0,1554817772554,1,0,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,60,6,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817775158,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,61,6,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817777727,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,62,6,white,circle,sounds/C.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817780336,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,1,7,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817795356,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,2,6,white,circle,sounds/T.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817797931,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,3,5,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817800528,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,4,8,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817803097,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,5,4,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817805669,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,6,8,white,circle,sounds/E.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817808267,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,7,0,white,circle,sounds/V.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817810867,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,8,0,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817813439,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,9,5,white,circle,sounds/C.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817816014,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,10,0,white,circle,sounds/C.wav,1,,1,Studerende,,,no,,,1,1,,0,1554817818623,1,1,0,1,1
jaerv,female,22,training_train,training,ps2,2,2,11,5,white,circle,sounds/C.wav,1,,0,Studerende,,,no,,,1,1,,0,1554817821208,1,1,0,0,1
jaerv,female,22,training_train,training,ps2,2,2,12,4,white,circle,sounds/B.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817823784,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,13,7,white,circle,sounds/D.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817826358,1,0,0,1,0
jaerv,female,22,training_train,training,ps2,2,2,14,0,white,circle,sounds/E.wav,0,,0,Studerende,,,no,,,1,1,,0,1554817828930,1,0,0,1,0
