id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,simulate,position_score,sound_score,figure_target,occupation,position_target,position_tested,figure_response,figure_tested,color_response,sound_response,sound_target,sound_tested,position_response,color_target,figure_score,color_tested,timestamp,color_score
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,11,6,darkorange,triangle,sounds\D.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808825605,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,12,5,darkorange,star,sounds\V.wav,no,1,1,0,Studerende,0,1,0,1,1,0,0,1,0,1,1,1,1554808829185,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,13,1,yellow,circle,sounds\V.wav,no,1,1,0,Studerende,0,1,0,1,0,1,1,1,0,0,1,1,1554808832765,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,14,1,blue,circle,sounds\V.wav,no,1,0,1,Studerende,1,1,0,1,0,0,1,1,1,0,0,1,1554808836325,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,15,1,white,triangle,sounds\D.wav,no,0,1,0,Studerende,1,1,0,1,0,0,0,1,0,0,1,1,1554808839865,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,16,5,blue,square,sounds\D.wav,no,1,0,0,Studerende,0,1,0,1,0,0,1,1,0,0,1,1,1554808843425,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,17,6,yellow,triangle,sounds\D.wav,no,1,1,0,Studerende,0,1,0,1,0,1,1,1,0,0,1,1,1554808847005,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,18,3,green,triangle,sounds\E.wav,no,1,1,1,Studerende,0,1,0,1,0,0,0,1,0,0,0,1,1554808850565,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,19,0,yellow,square,sounds\D.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808854125,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,20,2,green,circle,sounds\C.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808857685,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,21,0,blue,triangle,sounds\D.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808861245,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,22,7,blue,triangle,sounds\C.wav,no,1,1,1,Studerende,0,1,1,1,1,0,0,1,0,1,1,1,1554808864845,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,23,4,darkorange,circle,sounds\C.wav,no,1,1,0,Studerende,0,1,0,1,0,1,1,1,0,0,1,1,1554808868425,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,24,1,darkorange,star,sounds\G.wav,no,1,1,0,Studerende,0,1,0,1,1,0,0,1,0,1,1,1,1554808872005,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,25,5,darkorange,triangle,sounds\B.wav,no,1,1,0,Studerende,0,1,0,1,1,0,0,1,0,1,1,1,1554808875585,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,26,0,red,triangle,sounds\T.wav,no,1,1,1,Studerende,0,1,1,1,0,0,0,1,0,0,1,1,1554808879165,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,27,8,darkorange,star,sounds\E.wav,no,1,1,0,Studerende,0,1,0,1,1,0,0,1,0,0,1,1,1554808882745,0
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,28,3,red,star,sounds\E.wav,no,1,1,1,Studerende,0,1,0,1,0,1,1,1,0,0,0,1,1554808886325,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,29,0,darkorange,triangle,sounds\C.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808889885,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,30,8,yellow,triangle,sounds\D.wav,no,1,1,1,Studerende,0,1,1,1,0,0,0,1,0,0,1,1,1554808893465,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,31,4,blue,circle,sounds\B.wav,no,1,0,0,Studerende,0,1,0,1,0,1,0,1,0,0,1,1,1554808897045,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,32,2,blue,circle,sounds\B.wav,no,1,1,1,Studerende,0,1,0,1,1,1,1,1,0,1,0,1,1554808900645,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,33,2,blue,triangle,sounds\D.wav,no,1,1,0,Studerende,1,1,0,1,1,0,0,1,1,1,1,1,1554808904245,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,34,0,yellow,square,sounds\G.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808907805,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,35,6,green,star,sounds\V.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808911365,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,36,6,green,square,sounds\D.wav,no,1,1,0,Studerende,1,1,0,1,1,0,0,1,1,1,1,1,1554808914965,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,37,2,red,square,sounds\P.wav,no,1,1,1,Studerende,0,1,1,1,0,0,0,1,0,0,1,1,1554808918545,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,38,2,darkorange,star,sounds\G.wav,no,1,1,0,Studerende,1,1,0,1,0,0,0,1,1,0,1,1,1554808922125,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,39,4,red,triangle,sounds\E.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808925685,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,40,1,blue,circle,sounds\D.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808929245,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,41,4,dimgray,circle,sounds\D.wav,no,1,1,1,Studerende,0,1,0,1,0,1,1,1,0,0,0,1,1554808932825,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,42,1,white,circle,sounds\D.wav,no,0,1,1,Studerende,0,1,0,1,0,1,1,1,1,0,0,1,1554808936425,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,43,3,blue,square,sounds\B.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808939985,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,44,4,blue,triangle,sounds\B.wav,no,1,1,0,Studerende,0,1,0,1,1,1,1,1,0,1,1,1,1554808943585,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,45,4,green,triangle,sounds\V.wav,no,1,1,1,Studerende,1,1,1,1,0,0,0,1,1,0,1,1,1554808947185,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,46,4,darkorange,circle,sounds\D.wav,no,1,1,0,Studerende,1,1,0,1,0,0,0,1,1,0,1,1,1554808950765,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,47,5,blue,square,sounds\P.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808954325,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,48,5,red,circle,sounds\D.wav,no,1,1,0,Studerende,1,1,0,1,0,0,0,1,1,0,1,1,1554808957905,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,49,5,white,star,sounds\D.wav,no,1,1,0,Studerende,1,1,0,1,0,1,1,1,1,0,1,1,1554808961505,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,50,1,red,circle,sounds\P.wav,no,1,1,0,Studerende,0,1,0,1,1,0,0,1,0,0,1,1,1554808965085,0
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,51,6,blue,circle,sounds\P.wav,no,1,1,1,Studerende,0,1,1,1,0,1,1,1,0,0,1,1,1554808968685,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,52,6,blue,triangle,sounds\E.wav,no,1,1,0,Studerende,1,1,0,1,0,0,0,1,1,1,1,1,1554808972265,0
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,53,3,dimgray,square,sounds\E.wav,no,1,1,0,Studerende,0,1,0,1,0,1,1,1,0,0,1,1,1554808975845,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,54,4,white,circle,sounds\D.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808979405,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,55,2,darkorange,triangle,sounds\B.wav,no,1,0,0,Studerende,0,1,0,1,0,1,0,1,0,0,1,1,1554808982985,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,56,3,darkorange,square,sounds\E.wav,no,1,1,0,Studerende,0,1,0,1,1,0,0,1,0,1,1,1,1554808986565,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,57,6,green,square,sounds\D.wav,no,1,1,1,Studerende,0,1,0,1,0,0,0,1,0,0,0,1,1554808990125,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,58,6,darkorange,square,sounds\C.wav,no,1,1,1,Studerende,1,1,0,1,0,0,0,1,1,0,0,1,1554808993705,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,59,8,red,circle,sounds\V.wav,no,1,1,0,Studerende,0,1,0,1,0,0,0,1,0,0,1,1,1554808997265,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,60,8,white,star,sounds\C.wav,no,1,1,0,Studerende,1,1,0,1,0,0,0,1,1,0,1,1,1554809000845,1
jordbærdtærte-sommerfugl,female,21,training_transfer,pretest,pcfs12,4,1,61,6,white,circle,sounds\V.wav,no,1,1,0,Studerende,0,1,0,1,1,0,0,1,0,1,1,1,1554809004425,1
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,1,4,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809063125,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,2,2,white,circle,sounds\V.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809065645,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,3,0,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809068195,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,4,0,white,circle,sounds\G.wav,no,0,1,,Studerende,0,1,,0,,0,0,1,1,,,0,1554809070735,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,5,6,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809073255,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,6,0,white,circle,sounds\D.wav,no,0,1,,Studerende,1,1,,0,,0,0,1,0,,,0,1554809075795,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,7,4,white,circle,sounds\C.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809078325,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,8,6,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809080845,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,9,5,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809083385,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,10,7,white,circle,sounds\T.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809085915,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,11,8,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809088465,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,12,6,white,circle,sounds\G.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809090995,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,13,8,white,circle,sounds\D.wav,no,0,1,,Studerende,1,1,,0,,0,0,1,0,,,0,1554809093525,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,14,3,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809096065,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,15,8,white,circle,sounds\V.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809098615,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,16,7,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809101135,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,17,1,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809103655,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,18,7,white,circle,sounds\B.wav,no,0,1,,Studerende,1,1,,0,,1,1,1,0,,,0,1554809106195,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,19,5,white,circle,sounds\C.wav,no,0,1,,Studerende,0,1,,0,,0,0,1,1,,,0,1554809108715,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,20,7,white,circle,sounds\T.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809111235,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,21,2,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809113755,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,22,0,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809116295,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,23,2,white,circle,sounds\G.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809118825,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,24,0,white,circle,sounds\B.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809121365,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,25,5,white,circle,sounds\T.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809123905,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,26,7,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809126435,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,27,5,white,circle,sounds\T.wav,no,1,1,,Studerende,1,1,,0,,1,1,1,1,,,0,1554809128965,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,28,1,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809131485,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,29,6,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809134005,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,30,1,white,circle,sounds\D.wav,no,1,0,,Studerende,1,1,,0,,0,1,1,1,,,0,1554809136545,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,31,8,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809139065,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,32,5,white,circle,sounds\T.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809141585,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,33,8,white,circle,sounds\E.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809144125,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,34,2,white,circle,sounds\C.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809146645,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,35,1,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809149165,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,36,7,white,circle,sounds\D.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809151685,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,37,7,white,circle,sounds\E.wav,no,0,1,,Studerende,0,1,,0,,0,0,1,1,,,0,1554809154225,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,38,4,white,circle,sounds\C.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809156745,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,39,4,white,circle,sounds\C.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809159265,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,40,3,white,circle,sounds\E.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809161785,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,41,1,white,circle,sounds\C.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809164335,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,42,3,white,circle,sounds\E.wav,no,0,1,,Studerende,1,1,,0,,1,1,1,0,,,0,1554809166855,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,43,1,white,circle,sounds\G.wav,no,0,1,,Studerende,1,1,,0,,0,0,1,0,,,0,1554809169385,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,44,0,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809171915,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,45,8,white,circle,sounds\D.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809174435,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,46,7,white,circle,sounds\T.wav,no,0,1,,Studerende,0,1,,0,,0,0,1,1,,,0,1554809176985,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,47,0,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809179505,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,48,8,white,circle,sounds\C.wav,no,0,1,,Studerende,0,1,,0,,0,0,1,1,,,0,1554809182055,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,49,3,white,circle,sounds\E.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809184595,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,50,0,white,circle,sounds\C.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809187125,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,51,3,white,circle,sounds\B.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809189645,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,52,5,white,circle,sounds\G.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809192165,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,53,7,white,circle,sounds\B.wav,no,1,0,,Studerende,0,1,,0,,0,1,1,0,,,0,1554809194705,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,54,6,white,circle,sounds\G.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809197255,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,55,8,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809199775,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,56,6,white,circle,sounds\E.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809202325,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,57,6,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809204865,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,58,4,white,circle,sounds\D.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809207385,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,59,6,white,circle,sounds\D.wav,no,0,1,,Studerende,1,1,,0,,1,1,1,0,,,0,1554809209935,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,60,0,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809212465,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,61,1,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809214995,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,62,8,white,circle,sounds\V.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809217515,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,1,4,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809243255,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,2,7,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809245775,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,3,6,white,circle,sounds\G.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809248295,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,4,8,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809250815,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,5,5,white,circle,sounds\T.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809253355,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,6,2,white,circle,sounds\V.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809255885,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,7,2,white,circle,sounds\C.wav,no,0,1,,Studerende,0,1,,0,,0,0,1,1,,,0,1554809258405,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,8,6,white,circle,sounds\B.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809260945,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,9,8,white,circle,sounds\V.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809263475,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,10,3,white,circle,sounds\E.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809266005,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,11,8,white,circle,sounds\C.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809268535,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,12,3,white,circle,sounds\B.wav,no,1,0,,Studerende,1,1,,0,,1,0,1,1,,,0,1554809271055,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,13,2,white,circle,sounds\C.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809273575,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,14,2,white,circle,sounds\B.wav,no,0,1,,Studerende,0,1,,0,,1,1,1,1,,,0,1554809276115,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,15,3,white,circle,sounds\E.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809278645,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,16,0,white,circle,sounds\V.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809281175,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,17,7,white,circle,sounds\T.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809283715,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,18,0,white,circle,sounds\B.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809286265,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,19,3,white,circle,sounds\T.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809288785,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,20,5,white,circle,sounds\D.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809291305,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,21,3,white,circle,sounds\T.wav,no,0,0,,Studerende,1,1,,0,,0,1,1,0,,,0,1554809293835,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,22,6,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809296375,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,23,3,white,circle,sounds\E.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809298925,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,24,5,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,1,1,1,0,,,0,1554809301445,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,25,3,white,circle,sounds\B.wav,no,1,1,,Studerende,1,1,,0,,0,0,1,1,,,0,1554809303965,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,26,4,white,circle,sounds\C.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809306495,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,27,0,white,circle,sounds\C.wav,no,1,0,,Studerende,0,1,,0,,1,0,1,0,,,0,1554809309045,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,28,6,white,circle,sounds\E.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809311565,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,29,3,white,circle,sounds\P.wav,no,1,1,,Studerende,0,1,,0,,0,0,1,0,,,0,1554809314085,
jordbærdtærte-sommerfugl,female,21,training_transfer,training,ps2,2,2,30,6,white,circle,sounds\E.wav,no,0,1,,Studerende,1,1,,0,,1,1,1,0,,,0,1554809316635,
