id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_tested,color_response,color_target,position_target,figure_response,sound_score,occupation,timestamp,sound_tested,figure_score,position_score,sound_response,simulate,figure_target,figure_tested,position_tested,position_response,color_score,sound_target
Isbjørn,male,23,training_train,pretest,pcs1,3,1,16,5,darkorange,circle,sounds\P.wav,1,0,0,0,,1,Studerende,1554985920231,1,,1,1,no,,0,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,17,2,white,circle,sounds\D.wav,1,0,0,0,,1,Studerende,1554985923791,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,18,8,white,circle,sounds\D.wav,1,1,1,0,,1,Studerende,1554985927391,1,,1,1,no,,0,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,19,5,white,circle,sounds\G.wav,1,1,1,0,,1,Studerende,1554985930971,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,20,5,yellow,circle,sounds\P.wav,1,0,0,1,,1,Studerende,1554985934551,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,21,6,red,circle,sounds\P.wav,1,0,0,0,,1,Studerende,1554985938131,1,,1,1,no,,0,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,22,6,white,circle,sounds\P.wav,1,0,0,1,,1,Studerende,1554985941731,1,,1,1,no,,0,1,1,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,23,0,white,circle,sounds\T.wav,1,1,1,0,,1,Studerende,1554985945311,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,24,0,blue,circle,sounds\T.wav,1,0,0,1,,1,Studerende,1554985948911,1,,1,1,no,,0,1,1,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,25,4,red,circle,sounds\D.wav,1,0,0,0,,1,Studerende,1554985952471,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,26,4,red,circle,sounds\G.wav,1,1,1,1,,1,Studerende,1554985956071,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,27,5,red,circle,sounds\D.wav,1,1,1,0,,1,Studerende,1554985959651,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,28,5,blue,circle,sounds\D.wav,1,0,0,1,,1,Studerende,1554985963251,1,,1,1,no,,0,1,1,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,29,1,green,circle,sounds\T.wav,1,0,0,0,,1,Studerende,1554985966811,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,30,4,white,circle,sounds\C.wav,1,0,0,0,,1,Studerende,1554985970371,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,31,7,dimgray,circle,sounds\G.wav,1,0,0,0,,1,Studerende,1554985973931,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,32,7,white,circle,sounds\B.wav,1,0,0,1,,1,Studerende,1554985977511,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,33,7,dimgray,circle,sounds\E.wav,1,0,0,1,,1,Studerende,1554985981091,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,34,5,dimgray,circle,sounds\C.wav,1,1,1,0,,1,Studerende,1554985984671,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,35,2,white,circle,sounds\T.wav,1,0,0,0,,1,Studerende,1554985988231,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,36,2,white,circle,sounds\C.wav,1,1,1,1,,1,Studerende,1554985991831,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,37,4,dimgray,circle,sounds\P.wav,1,0,0,0,,1,Studerende,1554985995391,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,38,0,yellow,circle,sounds\T.wav,1,0,0,0,,1,Studerende,1554985998951,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,39,2,white,circle,sounds\E.wav,1,0,0,0,,1,Studerende,1554986002511,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,40,2,white,circle,sounds\V.wav,1,1,1,1,,1,Studerende,1554986006111,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,41,2,dimgray,circle,sounds\P.wav,1,0,0,1,,1,Studerende,1554986009691,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,42,5,dimgray,circle,sounds\D.wav,1,0,1,0,,1,Studerende,1554986013251,1,,1,0,no,,0,1,0,0,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,43,0,white,circle,sounds\V.wav,1,0,0,0,,1,Studerende,1554986016811,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,44,4,dimgray,circle,sounds\C.wav,1,0,0,0,,1,Studerende,1554986020371,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,45,2,white,circle,sounds\E.wav,1,0,0,0,,1,Studerende,1554986023931,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,46,1,dimgray,circle,sounds\C.wav,1,1,0,0,,1,Studerende,1554986027511,1,,1,0,no,,0,1,0,0,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,47,8,dimgray,circle,sounds\C.wav,1,1,1,0,,1,Studerende,1554986031111,1,,1,1,no,,0,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,48,8,white,circle,sounds\D.wav,1,0,0,1,,1,Studerende,1554986034691,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,49,1,white,circle,sounds\G.wav,1,1,1,0,,1,Studerende,1554986038271,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,50,1,dimgray,circle,sounds\B.wav,1,0,0,1,,1,Studerende,1554986041851,1,,1,0,no,,0,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,51,4,dimgray,circle,sounds\G.wav,1,1,1,0,,1,Studerende,1554986045431,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,52,0,red,circle,sounds\G.wav,1,0,0,0,,1,Studerende,1554986049011,1,,1,1,no,,0,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,53,2,darkorange,circle,sounds\B.wav,1,0,0,0,,1,Studerende,1554986052571,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,54,7,dimgray,circle,sounds\B.wav,1,0,0,0,,1,Studerende,1554986056151,1,,1,1,no,,0,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,55,0,red,circle,sounds\P.wav,1,0,0,0,,1,Studerende,1554986059711,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,56,5,white,circle,sounds\P.wav,1,0,0,0,,1,Studerende,1554986063291,1,,1,1,no,,0,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,57,8,yellow,circle,sounds\C.wav,1,0,0,0,,1,Studerende,1554986066851,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,58,4,darkorange,circle,sounds\C.wav,1,1,0,0,,1,Studerende,1554986070451,1,,1,1,no,,0,1,0,0,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,59,3,white,circle,sounds\E.wav,1,0,0,0,,1,Studerende,1554986074011,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcs1,3,1,60,3,dimgray,circle,sounds\E.wav,1,0,0,1,,1,Studerende,1554986077611,1,,1,1,no,,0,1,1,1,1
Isbjørn,male,23,training_train,pretest,pcs1,3,1,61,6,darkorange,circle,sounds\B.wav,1,0,0,0,,1,Studerende,1554986081171,1,,1,0,no,,0,1,0,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,1,4,green,square,sounds\E.wav,1,0,0,,0,1,Studerende,1554986096381,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,2,4,dimgray,square,sounds\E.wav,1,0,0,,1,1,Studerende,1554986099981,1,1,,1,no,1,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,3,4,white,triangle,sounds\C.wav,1,0,0,,0,1,Studerende,1554986103542,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,4,4,white,circle,sounds\T.wav,1,1,1,,0,1,Studerende,1554986107122,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,5,4,white,triangle,sounds\B.wav,1,1,1,,0,1,Studerende,1554986110702,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,6,4,darkorange,star,sounds\T.wav,1,0,0,,0,1,Studerende,1554986114262,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,7,4,blue,square,sounds\D.wav,1,0,0,,0,1,Studerende,1554986117822,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,8,4,blue,circle,sounds\D.wav,1,1,1,,0,1,Studerende,1554986121422,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,9,4,red,circle,sounds\G.wav,1,0,0,,0,1,Studerende,1554986124982,1,0,,0,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,10,4,darkorange,star,sounds\G.wav,1,0,0,,0,1,Studerende,1554986128542,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,11,4,red,star,sounds\G.wav,1,0,0,,1,1,Studerende,1554986132142,1,1,,1,no,1,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,12,4,white,triangle,sounds\T.wav,1,0,0,,0,1,Studerende,1554986135702,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,13,4,darkorange,triangle,sounds\V.wav,1,0,0,,1,1,Studerende,1554986139282,1,1,,0,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,14,4,red,triangle,sounds\V.wav,1,0,0,,1,1,Studerende,1554986142882,1,1,,1,no,1,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,15,4,yellow,star,sounds\E.wav,1,0,0,,0,1,Studerende,1554986146442,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,16,4,yellow,square,sounds\B.wav,1,0,1,,0,1,Studerende,1554986150002,1,1,,0,no,0,1,0,,0,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,17,4,dimgray,circle,sounds\V.wav,1,0,0,,0,0,Studerende,1554986153582,1,1,,1,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,18,4,red,star,sounds\B.wav,1,0,0,,0,1,Studerende,1554986157142,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,19,4,red,triangle,sounds\P.wav,1,1,1,,0,1,Studerende,1554986160722,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,20,4,blue,triangle,sounds\V.wav,1,0,0,,1,1,Studerende,1554986164302,1,1,,0,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,21,4,blue,star,sounds\T.wav,1,1,1,,0,1,Studerende,1554986167882,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,22,4,green,triangle,sounds\G.wav,1,0,0,,0,1,Studerende,1554986171442,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,23,4,dimgray,triangle,sounds\G.wav,1,0,0,,1,1,Studerende,1554986175042,1,1,,1,no,1,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,24,4,green,triangle,sounds\E.wav,1,0,0,,1,1,Studerende,1554986178622,1,1,,0,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,25,4,green,circle,sounds\E.wav,1,1,1,,0,1,Studerende,1554986182222,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,26,4,dimgray,square,sounds\T.wav,1,0,0,,0,1,Studerende,1554986185782,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,27,4,dimgray,square,sounds\C.wav,1,1,1,,0,0,Studerende,1554986189382,1,0,,1,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,28,4,white,square,sounds\V.wav,1,0,0,,0,1,Studerende,1554986192942,1,0,,0,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,29,4,white,triangle,sounds\T.wav,1,1,1,,0,1,Studerende,1554986196522,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,30,4,dimgray,star,sounds\D.wav,1,0,0,,0,1,Studerende,1554986200082,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,31,4,darkorange,square,sounds\E.wav,1,0,0,,0,1,Studerende,1554986203642,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,32,4,green,triangle,sounds\P.wav,1,0,0,,0,1,Studerende,1554986207202,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,33,4,white,star,sounds\G.wav,1,0,0,,0,1,Studerende,1554986210762,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,34,4,green,star,sounds\B.wav,1,0,0,,1,1,Studerende,1554986214342,1,1,,0,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,35,4,blue,circle,sounds\T.wav,1,0,0,,0,1,Studerende,1554986217902,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,36,4,yellow,star,sounds\D.wav,1,0,0,,0,1,Studerende,1554986221462,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,37,4,red,circle,sounds\T.wav,1,0,0,,0,1,Studerende,1554986225022,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,38,4,white,square,sounds\V.wav,1,0,0,,0,1,Studerende,1554986228582,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,39,4,dimgray,triangle,sounds\V.wav,1,0,0,,0,1,Studerende,1554986232162,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,40,4,dimgray,triangle,sounds\E.wav,1,0,1,,1,1,Studerende,1554986235742,1,1,,0,no,1,1,0,,0,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,41,4,green,circle,sounds\E.wav,1,0,0,,0,1,Studerende,1554986239322,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,42,4,white,triangle,sounds\T.wav,1,0,0,,0,1,Studerende,1554986242882,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,43,4,darkorange,circle,sounds\D.wav,1,0,0,,0,1,Studerende,1554986246442,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,44,4,green,circle,sounds\D.wav,1,0,0,,1,0,Studerende,1554986250022,1,1,,0,no,1,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,45,4,dimgray,triangle,sounds\D.wav,1,0,0,,0,1,Studerende,1554986253602,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,46,4,red,square,sounds\C.wav,1,0,0,,0,1,Studerende,1554986257162,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,47,4,blue,circle,sounds\G.wav,1,0,0,,0,1,Studerende,1554986260722,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,48,4,white,circle,sounds\G.wav,1,0,0,,1,1,Studerende,1554986264322,1,1,,1,no,1,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,49,4,green,square,sounds\D.wav,1,0,0,,0,1,Studerende,1554986267882,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,50,4,green,circle,sounds\C.wav,1,1,1,,0,1,Studerende,1554986271462,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,51,4,red,star,sounds\P.wav,1,0,0,,0,1,Studerende,1554986275022,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,52,4,dimgray,triangle,sounds\B.wav,1,0,0,,0,1,Studerende,1554986278582,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,53,4,darkorange,triangle,sounds\E.wav,1,0,0,,1,1,Studerende,1554986282162,1,1,,0,no,1,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,54,4,darkorange,square,sounds\E.wav,1,1,1,,0,1,Studerende,1554986285762,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,55,4,blue,triangle,sounds\B.wav,1,0,0,,0,1,Studerende,1554986289322,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,56,4,blue,square,sounds\G.wav,1,1,1,,0,1,Studerende,1554986292902,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,57,4,red,circle,sounds\B.wav,1,0,0,,0,1,Studerende,1554986296462,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,58,4,white,star,sounds\B.wav,1,0,0,,0,0,Studerende,1554986300022,1,1,,0,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,59,4,white,square,sounds\B.wav,1,1,1,,0,1,Studerende,1554986303622,1,1,,1,no,0,1,0,,1,1
Isbjørn,male,23,training_train,pretest,fcs1,3,1,60,4,blue,triangle,sounds\E.wav,1,0,0,,0,1,Studerende,1554986307182,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,fcs1,3,1,61,4,blue,square,sounds\B.wav,1,1,1,,0,1,Studerende,1554986310762,1,1,,0,no,0,1,0,,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,1,5,red,circle,sounds\D.wav,1,0,0,0,0,1,Studerende,1554986360172,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,2,4,darkorange,triangle,sounds\G.wav,1,0,0,0,0,1,Studerende,1554986363732,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,3,5,darkorange,square,sounds\D.wav,1,0,1,0,0,1,Studerende,1554986367292,1,1,1,0,no,0,1,1,0,0,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,4,8,yellow,square,sounds\D.wav,1,0,0,0,1,1,Studerende,1554986370872,1,1,1,1,no,1,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,5,2,yellow,triangle,sounds\D.wav,1,1,1,0,0,1,Studerende,1554986374472,1,1,1,1,no,0,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,6,2,yellow,circle,sounds\E.wav,1,1,1,1,0,1,Studerende,1554986378072,1,1,1,0,no,0,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,7,6,green,square,sounds\B.wav,1,0,0,0,0,1,Studerende,1554986381632,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,8,3,green,square,sounds\E.wav,1,1,1,0,0,1,Studerende,1554986385212,1,0,1,0,no,1,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,9,6,green,triangle,sounds\T.wav,1,1,1,0,0,1,Studerende,1554986388792,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,10,1,blue,star,sounds\T.wav,1,0,0,0,0,1,Studerende,1554986392372,1,1,1,1,no,0,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,11,1,green,square,sounds\P.wav,1,0,0,1,0,1,Studerende,1554986395952,1,1,1,0,no,0,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,12,0,white,triangle,sounds\P.wav,1,0,0,0,0,1,Studerende,1554986399532,1,1,1,1,no,0,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,13,2,blue,triangle,sounds\V.wav,1,0,0,0,1,1,Studerende,1554986403112,1,1,1,0,no,1,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,14,0,blue,star,sounds\P.wav,1,1,1,0,0,1,Studerende,1554986406692,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,15,0,blue,star,sounds\D.wav,1,1,1,1,1,1,Studerende,1554986410312,1,1,1,0,no,1,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,16,8,darkorange,square,sounds\E.wav,1,0,0,0,0,1,Studerende,1554986413872,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,17,2,dimgray,square,sounds\V.wav,1,0,0,0,1,1,Studerende,1554986417452,1,1,1,0,no,1,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,18,1,dimgray,triangle,sounds\P.wav,1,0,1,0,0,1,Studerende,1554986421012,1,1,1,0,no,0,1,1,0,0,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,19,1,darkorange,triangle,sounds\P.wav,1,0,0,1,1,1,Studerende,1554986424632,1,1,1,1,no,1,1,1,1,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,20,1,yellow,star,sounds\V.wav,1,0,0,1,0,1,Studerende,1554986428212,1,1,1,0,no,0,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,21,7,blue,square,sounds\B.wav,1,0,0,0,0,1,Studerende,1554986431772,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,22,7,blue,star,sounds\B.wav,1,1,1,1,0,1,Studerende,1554986435392,1,1,1,1,no,0,1,1,1,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,23,8,blue,triangle,sounds\B.wav,1,1,1,0,0,1,Studerende,1554986438992,1,1,1,1,no,0,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,24,8,green,square,sounds\G.wav,1,0,0,1,0,1,Studerende,1554986442572,1,1,1,0,no,0,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,25,1,dimgray,star,sounds\G.wav,1,0,0,0,0,0,Studerende,1554986446132,1,1,1,0,no,0,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,26,5,white,square,sounds\C.wav,1,0,0,0,0,1,Studerende,1554986449692,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,27,0,white,triangle,sounds\B.wav,1,1,1,0,0,1,Studerende,1554986453272,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,28,0,darkorange,triangle,sounds\C.wav,1,0,0,1,1,1,Studerende,1554986456872,1,1,1,0,no,1,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,29,2,yellow,triangle,sounds\C.wav,1,0,0,0,1,1,Studerende,1554986460452,1,1,1,1,no,1,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,30,1,red,star,sounds\P.wav,1,0,0,0,0,1,Studerende,1554986464012,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,31,5,yellow,circle,sounds\V.wav,1,0,0,0,0,1,Studerende,1554986467572,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,32,1,yellow,star,sounds\V.wav,1,1,1,0,0,1,Studerende,1554986471172,1,1,1,1,no,0,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,33,8,green,square,sounds\E.wav,1,0,0,0,0,1,Studerende,1554986474732,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,34,8,darkorange,triangle,sounds\E.wav,1,0,0,1,0,0,Studerende,1554986478312,1,1,1,0,no,0,1,1,1,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,35,6,darkorange,star,sounds\B.wav,1,1,1,0,0,1,Studerende,1554986481892,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,36,3,blue,square,sounds\T.wav,1,0,0,0,0,1,Studerende,1554986485452,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,37,3,dimgray,star,sounds\P.wav,1,0,0,1,0,1,Studerende,1554986489032,1,1,1,0,no,0,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,38,7,blue,star,sounds\T.wav,1,0,0,0,0,1,Studerende,1554986492592,1,0,1,0,no,1,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,39,4,yellow,circle,sounds\V.wav,1,0,0,0,0,1,Studerende,1554986496152,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,40,4,red,circle,sounds\P.wav,1,0,0,1,0,1,Studerende,1554986499732,1,0,1,0,no,1,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,41,5,red,triangle,sounds\C.wav,1,1,1,0,0,1,Studerende,1554986503312,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,42,5,darkorange,triangle,sounds\D.wav,1,0,0,1,0,1,Studerende,1554986506892,1,0,1,0,no,1,1,1,1,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,43,3,blue,square,sounds\D.wav,1,0,0,0,0,0,Studerende,1554986510452,1,1,1,0,no,0,1,1,0,1,1
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,44,8,yellow,triangle,sounds\G.wav,1,0,0,0,0,1,Studerende,1554986514012,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,45,4,blue,star,sounds\C.wav,1,0,0,0,0,1,Studerende,1554986517572,1,1,1,0,no,0,1,1,0,1,0
Isbjørn,male,23,training_train,pretest,pcfs12,4,1,46,3,white,square,sounds\D.wav,1,0,0,0,0,1,Studerende,1554986521132,1,1,1,0,no,0,1,1,0,1,0
