id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_target,sound_score,simulate,color_target,figure_tested,sound_tested,position_response,sound_target,color_tested,color_score,sound_response,figure_target,color_response,position_tested,timestamp,figure_response,figure_score,occupation,position_score
mus,male,25,training_transfer,practice,f2,1,2,22,4,white,square,,,,no,,1,0,,,0,,,0,,0,1555330640168,1,0,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,23,4,white,star,,,,no,,1,0,,,0,,,0,,0,1555330642748,0,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,24,4,white,star,,,,no,,1,0,,,0,,,0,,0,1555330645316,0,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,25,4,white,square,,,,no,,1,0,,,0,,,0,,0,1555330647883,0,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,26,4,white,square,,,,no,,1,0,,,0,,,0,,0,1555330650451,0,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,27,4,white,star,,,,no,,1,0,,,0,,,0,,0,1555330653032,1,0,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,28,4,white,triangle,,,,no,,1,0,,,0,,,0,,0,1555330655603,0,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,29,4,white,star,,,,no,,1,0,,,0,,,1,,0,1555330658198,1,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,30,4,white,triangle,,,,no,,1,0,,,0,,,1,,0,1555330660782,1,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,31,4,white,square,,,,no,,1,0,,,0,,,0,,0,1555330663356,0,1,Studerende,
mus,male,25,training_transfer,practice,f2,1,2,32,4,white,circle,,,,no,,1,0,,,0,,,0,,0,1555330665925,0,1,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,1,4,darkorange,circle,sounds/T.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330713714,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,2,4,yellow,circle,sounds/E.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330716279,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,3,4,darkorange,circle,sounds/B.wav,,1,no,1,0,1,,0,1,1,0,,1,0,1555330718868,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,4,4,blue,circle,sounds/G.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330721434,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,5,4,red,circle,sounds/V.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330724006,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,6,4,yellow,circle,sounds/C.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330726568,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,7,4,red,circle,sounds/V.wav,,1,no,1,0,1,,1,1,0,1,,0,0,1555330729150,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,8,4,dimgray,circle,sounds/B.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330731723,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,9,4,yellow,circle,sounds/P.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330734289,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,10,4,red,circle,sounds/T.wav,,0,no,0,0,1,,0,1,1,1,,0,0,1555330736876,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,11,4,yellow,circle,sounds/G.wav,,1,no,1,0,1,,0,1,0,0,,0,0,1555330739444,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,12,4,dimgray,circle,sounds/B.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330742013,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,13,4,red,circle,sounds/E.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330744582,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,14,4,green,circle,sounds/B.wav,,0,no,0,0,1,,1,1,1,0,,0,0,1555330747146,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,15,4,red,circle,sounds/E.wav,,0,no,1,0,1,,1,1,0,0,,0,0,1555330749718,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,16,4,dimgray,circle,sounds/D.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330752285,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,17,4,dimgray,circle,sounds/V.wav,,0,no,0,0,1,,0,1,1,1,,0,0,1555330754863,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,18,4,dimgray,circle,sounds/D.wav,,0,no,1,0,1,,1,1,1,0,,1,0,1555330757464,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,19,4,yellow,circle,sounds/D.wav,,0,no,0,0,1,,0,1,1,1,,0,0,1555330760050,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,20,4,darkorange,circle,sounds/D.wav,,1,no,0,0,1,,1,1,1,1,,0,0,1555330762636,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,21,4,white,circle,sounds/D.wav,,1,no,0,0,1,,1,1,1,1,,0,0,1555330765216,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,22,4,yellow,circle,sounds/V.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330767794,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,23,4,green,circle,sounds/V.wav,,1,no,0,0,1,,0,1,0,0,,1,0,1555330770378,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,24,4,dimgray,circle,sounds/B.wav,,0,no,0,0,1,,0,1,0,1,,1,0,1555330772993,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,25,4,darkorange,circle,sounds/G.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330775564,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,26,4,red,circle,sounds/G.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330778130,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,27,4,darkorange,circle,sounds/G.wav,,1,no,1,0,1,,1,1,1,1,,1,0,1555330780722,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,28,4,dimgray,circle,sounds/C.wav,,1,no,0,0,1,,0,1,0,0,,1,0,1555330783320,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,29,4,darkorange,circle,sounds/P.wav,,1,no,1,0,1,,0,1,0,0,,0,0,1555330785886,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,30,4,white,circle,sounds/G.wav,,1,no,0,0,1,,0,1,1,0,,0,0,1555330788454,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,31,4,green,circle,sounds/P.wav,,0,no,0,0,1,,1,1,0,0,,1,0,1555330791035,,,Studerende,
mus,male,25,training_transfer,practice,sc2,2,2,32,4,white,circle,sounds/B.wav,,1,no,1,0,1,,0,1,0,0,,0,0,1555330793601,,,Studerende,
mus,male,25,training_transfer,practice,pcfs1,4,1,1,2,blue,circle,sounds/G.wav,0,1,no,0,1,1,0,0,1,1,0,0,0,1,1555330831758,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,2,3,white,triangle,sounds/P.wav,0,1,no,0,1,1,0,0,1,1,0,0,0,1,1555330835342,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,3,7,white,triangle,sounds/P.wav,0,0,no,1,1,1,0,1,1,1,0,1,1,1,1555330838967,1,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,4,7,yellow,star,sounds/P.wav,1,0,no,0,1,1,0,1,1,1,0,0,0,1,1555330842563,0,1,Studerende,0
mus,male,25,training_transfer,practice,pcfs1,4,1,5,7,blue,circle,sounds/D.wav,1,1,no,0,1,1,1,0,1,1,0,0,0,1,1555330846169,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,6,6,blue,triangle,sounds/V.wav,0,1,no,1,1,1,0,0,1,0,0,0,0,1,1555330849783,1,0,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,7,1,red,star,sounds/V.wav,0,0,no,0,1,1,0,1,1,1,0,0,0,1,1555330853384,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,8,3,green,star,sounds/G.wav,0,1,no,0,1,1,0,0,1,1,0,1,0,1,1555330856970,0,0,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,9,1,dimgray,square,sounds/C.wav,0,1,no,0,1,1,0,0,1,1,0,0,0,1,1555330860557,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,10,0,red,square,sounds/T.wav,0,1,no,0,1,1,0,0,1,1,0,1,0,1,1555330864159,0,0,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,11,0,white,circle,sounds/P.wav,1,1,no,0,1,1,1,0,1,1,0,0,0,1,1555330867764,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,12,7,white,square,sounds/B.wav,0,1,no,1,1,1,0,0,1,0,0,0,0,1,1555330871361,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,13,6,dimgray,triangle,sounds/B.wav,0,0,no,0,1,1,0,1,1,0,0,0,1,1,1555330874983,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,14,3,yellow,circle,sounds/E.wav,0,1,no,0,1,1,0,0,1,1,0,0,0,1,1555330878565,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,15,4,red,square,sounds/E.wav,0,1,no,0,1,1,0,1,1,1,1,0,0,1,1555330882167,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,16,0,darkorange,circle,sounds/D.wav,0,1,no,0,1,1,0,0,1,1,0,0,0,1,1555330885752,0,1,Studerende,1
mus,male,25,training_transfer,practice,pcfs1,4,1,17,3,yellow,triangle,sounds/V.wav,0,1,no,0,1,1,0,0,1,1,0,0,0,1,1555330889337,0,1,Studerende,1
