id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_tested,sound_tested,position_target,position_response,figure_score,color_target,position_score,occupation,figure_response,color_tested,figure_target,timestamp,sound_score,sound_target,sound_response,color_response,position_tested,simulate,color_score
Torsk,female,28,training_transfer,pretest,fcs1,3,1,56,4,yellow,triangle,sounds/V.wav,1,1,,,1,0,,I arbejde,0,1,0,1555405290855,1,0,0,0,0,no,1
Torsk,female,28,training_transfer,pretest,fcs1,3,1,57,4,red,circle,sounds/G.wav,1,1,,,1,0,,I arbejde,0,1,0,1555405294456,1,0,0,0,0,no,1
Torsk,female,28,training_transfer,pretest,fcs1,3,1,58,4,yellow,star,sounds/G.wav,1,1,,,1,0,,I arbejde,0,1,0,1555405298079,1,1,1,0,0,no,1
Torsk,female,28,training_transfer,pretest,fcs1,3,1,59,4,white,triangle,sounds/G.wav,1,1,,,1,0,,I arbejde,0,1,0,1555405301684,1,1,1,0,0,no,1
Torsk,female,28,training_transfer,pretest,fcs1,3,1,60,4,dimgray,triangle,sounds/T.wav,1,1,,,1,0,,I arbejde,1,1,1,1555405305283,1,0,0,0,0,no,1
Torsk,female,28,training_transfer,pretest,fcs1,3,1,61,4,yellow,star,sounds/G.wav,1,1,,,1,0,,I arbejde,0,1,0,1555405308891,0,0,1,0,0,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,1,7,darkorange,triangle,sounds/T.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405317092,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,2,7,darkorange,square,sounds/E.wav,1,1,1,1,1,1,1,I arbejde,0,1,0,1555405320723,1,0,0,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,3,7,blue,circle,sounds/B.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405324346,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,4,2,white,triangle,sounds/T.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405327942,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,5,4,green,star,sounds/G.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405331544,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,6,3,white,triangle,sounds/G.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405335149,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,7,2,blue,triangle,sounds/P.wav,1,1,0,0,0,0,1,I arbejde,0,1,1,1555405338743,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,8,5,white,triangle,sounds/T.wav,1,1,0,0,1,0,1,I arbejde,1,1,1,1555405342365,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,9,5,red,star,sounds/E.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405345985,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,10,8,darkorange,star,sounds/B.wav,1,1,0,0,0,0,1,I arbejde,0,1,1,1555405349578,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,11,5,darkorange,triangle,sounds/C.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405353192,1,0,0,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,12,2,blue,square,sounds/T.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405356779,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,13,3,blue,square,sounds/T.wav,1,1,0,0,0,1,1,I arbejde,0,1,1,1555405360390,1,1,1,0,1,no,0
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,14,8,dimgray,triangle,sounds/B.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405363981,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,15,4,darkorange,star,sounds/B.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405367591,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,16,6,darkorange,triangle,sounds/C.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405371179,1,0,0,0,1,no,0
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,17,7,blue,triangle,sounds/B.wav,1,1,0,0,1,0,1,I arbejde,1,1,1,1555405374804,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,18,6,blue,circle,sounds/P.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405378398,1,0,0,0,1,no,0
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,19,7,red,star,sounds/P.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405382020,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,20,4,red,star,sounds/P.wav,1,1,0,0,1,1,1,I arbejde,1,1,1,1555405385646,0,1,0,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,21,4,red,circle,sounds/C.wav,1,1,1,0,1,1,0,I arbejde,0,1,0,1555405389242,1,0,0,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,22,4,blue,circle,sounds/P.wav,1,1,1,0,0,0,0,I arbejde,0,1,1,1555405392832,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,23,7,white,star,sounds/B.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405396434,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,24,2,white,triangle,sounds/P.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405400060,0,0,1,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,25,4,dimgray,circle,sounds/E.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405403650,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,26,4,green,triangle,sounds/V.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405407261,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,27,1,red,square,sounds/P.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405410868,0,0,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,28,5,white,circle,sounds/P.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405414477,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,29,5,blue,square,sounds/C.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405418084,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,30,5,darkorange,triangle,sounds/V.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405421693,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,31,2,dimgray,circle,sounds/V.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405425307,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,32,6,green,circle,sounds/P.wav,1,1,0,0,0,0,1,I arbejde,0,1,1,1555405428903,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,33,0,yellow,star,sounds/C.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405432505,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,34,6,darkorange,triangle,sounds/V.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405436103,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,35,6,dimgray,square,sounds/G.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405439709,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,36,2,blue,star,sounds/E.wav,1,1,0,0,0,0,1,I arbejde,1,1,0,1555405443323,1,0,0,1,1,no,0
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,37,5,blue,triangle,sounds/V.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405446945,0,0,1,0,1,no,0
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,38,0,dimgray,triangle,sounds/T.wav,1,1,0,0,0,0,1,I arbejde,0,1,1,1555405450539,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,39,1,white,star,sounds/T.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405454150,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,40,1,dimgray,triangle,sounds/T.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405457772,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,41,4,darkorange,circle,sounds/P.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405461374,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,42,4,red,square,sounds/P.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405464918,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,43,6,red,star,sounds/V.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405468523,1,0,0,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,44,7,yellow,circle,sounds/C.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405472108,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,45,3,blue,star,sounds/V.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405475699,0,0,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,46,3,darkorange,star,sounds/T.wav,1,1,1,1,0,0,1,I arbejde,0,1,1,1555405479315,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,47,8,dimgray,triangle,sounds/T.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405482929,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,48,3,dimgray,triangle,sounds/T.wav,1,1,0,0,1,1,1,I arbejde,1,1,1,1555405486560,1,1,1,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,49,4,darkorange,square,sounds/C.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405490159,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,50,5,darkorange,triangle,sounds/B.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405493773,1,0,0,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,51,0,red,triangle,sounds/V.wav,1,1,0,0,1,0,1,I arbejde,1,1,1,1555405497375,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,52,4,yellow,square,sounds/T.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405500977,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,53,8,white,square,sounds/B.wav,1,1,0,0,1,0,1,I arbejde,1,1,1,1555405504582,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,54,0,green,star,sounds/B.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405508187,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,55,2,green,triangle,sounds/E.wav,1,1,0,0,1,1,1,I arbejde,0,1,0,1555405511789,1,0,0,1,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,56,2,darkorange,star,sounds/T.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405515388,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,57,2,darkorange,circle,sounds/P.wav,1,1,1,1,1,1,1,I arbejde,0,1,0,1555405518994,1,0,0,0,1,no,0
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,58,1,yellow,star,sounds/B.wav,1,1,0,0,1,0,1,I arbejde,0,1,0,1555405522613,1,0,0,1,1,no,0
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,59,1,green,triangle,sounds/G.wav,1,1,1,1,1,0,1,I arbejde,0,1,0,1555405526224,1,0,0,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,60,4,white,triangle,sounds/G.wav,1,1,0,0,0,0,1,I arbejde,0,1,1,1555405529835,1,1,1,0,1,no,1
Torsk,female,28,training_transfer,pretest,pcfs12,4,1,61,3,white,triangle,sounds/G.wav,1,1,0,0,1,1,1,I arbejde,1,1,1,1555405533457,0,1,0,1,1,no,1
Torsk,female,28,training_transfer,training,ps2,2,2,1,1,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405570851,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,2,4,white,circle,sounds/C.wav,0,1,0,0,,,1,I arbejde,,0,,1555405573434,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,3,4,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405576003,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,4,2,white,circle,sounds/C.wav,0,1,0,0,,,1,I arbejde,,0,,1555405578604,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,5,4,white,circle,sounds/E.wav,0,1,1,1,,,1,I arbejde,,0,,1555405581196,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,6,7,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405583785,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,7,3,white,circle,sounds/G.wav,0,1,0,0,,,1,I arbejde,,0,,1555405586371,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,8,4,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405588954,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,9,3,white,circle,sounds/T.wav,0,1,1,1,,,1,I arbejde,,0,,1555405591561,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,10,7,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405594161,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,11,0,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405596762,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,12,7,white,circle,sounds/G.wav,0,1,1,1,,,1,I arbejde,,0,,1555405599346,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,13,6,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405601923,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,14,2,white,circle,sounds/G.wav,0,1,0,0,,,1,I arbejde,,0,,1555405604509,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,15,3,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405607090,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,16,8,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405609673,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,17,8,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405612277,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,18,8,white,circle,sounds/D.wav,0,1,1,1,,,1,I arbejde,,0,,1555405614866,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,19,7,white,circle,sounds/B.wav,0,1,0,0,,,1,I arbejde,,0,,1555405617440,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,20,4,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405620032,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,21,1,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405622624,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,22,6,white,circle,sounds/P.wav,0,1,0,1,,,0,I arbejde,,0,,1555405625245,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,23,6,white,circle,sounds/T.wav,0,1,0,1,,,0,I arbejde,,0,,1555405627843,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,24,0,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405630447,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,25,6,white,circle,sounds/T.wav,0,1,1,1,,,1,I arbejde,,0,,1555405633039,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,26,7,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405635648,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,27,5,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405638237,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,28,3,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405640809,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,29,0,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405643392,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,30,3,white,circle,sounds/D.wav,0,1,1,1,,,1,I arbejde,,0,,1555405645987,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,31,6,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405648562,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,32,3,white,circle,sounds/T.wav,0,1,1,1,,,1,I arbejde,,0,,1555405651166,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,33,4,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405653743,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,34,4,white,circle,sounds/B.wav,0,1,0,1,,,0,I arbejde,,0,,1555405656338,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,35,6,white,circle,sounds/C.wav,0,1,0,0,,,1,I arbejde,,0,,1555405658913,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,36,7,white,circle,sounds/T.wav,0,1,0,1,,,0,I arbejde,,0,,1555405661528,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,37,7,white,circle,sounds/B.wav,0,1,0,0,,,1,I arbejde,,0,,1555405664108,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,38,8,white,circle,sounds/C.wav,0,1,0,0,,,1,I arbejde,,0,,1555405666694,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,39,8,white,circle,sounds/B.wav,0,1,0,0,,,1,I arbejde,,0,,1555405669263,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,40,7,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405671846,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,41,5,white,circle,sounds/G.wav,0,1,0,0,,,1,I arbejde,,0,,1555405674430,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,42,8,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405677013,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,43,0,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405679596,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,44,2,white,circle,sounds/B.wav,0,1,0,0,,,1,I arbejde,,0,,1555405682180,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,45,4,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405684786,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,46,2,white,circle,sounds/G.wav,0,1,1,1,,,1,I arbejde,,0,,1555405687375,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,47,4,white,circle,sounds/T.wav,0,1,1,0,,,0,I arbejde,,0,,1555405689947,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,48,8,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405692530,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,49,4,white,circle,sounds/T.wav,0,1,1,0,,,0,I arbejde,,0,,1555405695137,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,50,7,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405697714,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,51,3,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405700298,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,52,7,white,circle,sounds/G.wav,0,1,1,1,,,1,I arbejde,,0,,1555405702887,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,53,6,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405705477,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,54,7,white,circle,sounds/G.wav,0,1,1,1,,,1,I arbejde,,0,,1555405708059,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,55,6,white,circle,sounds/V.wav,0,1,1,1,,,1,I arbejde,,0,,1555405710666,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,56,0,white,circle,sounds/C.wav,0,1,0,0,,,1,I arbejde,,0,,1555405713249,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,57,8,white,circle,sounds/V.wav,0,1,0,0,,,1,I arbejde,,0,,1555405715852,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,58,0,white,circle,sounds/E.wav,0,1,1,1,,,1,I arbejde,,0,,1555405718447,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,59,2,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405721016,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,60,2,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405723608,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,61,2,white,circle,sounds/G.wav,0,1,1,1,,,1,I arbejde,,0,,1555405726206,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,62,4,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405728784,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,1,2,white,circle,sounds/G.wav,0,1,0,0,,,1,I arbejde,,0,,1555405748204,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,2,3,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405750787,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,3,4,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405753368,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,4,4,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405755977,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,5,3,white,circle,sounds/P.wav,0,1,0,1,,,0,I arbejde,,0,,1555405758574,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,6,4,white,circle,sounds/C.wav,0,1,1,1,,,1,I arbejde,,0,,1555405761178,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,7,0,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405763756,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,8,3,white,circle,sounds/C.wav,0,1,0,0,,,1,I arbejde,,0,,1555405766339,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,9,0,white,circle,sounds/D.wav,0,1,1,1,,,1,I arbejde,,0,,1555405768931,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,10,2,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405771529,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,11,0,white,circle,sounds/D.wav,0,1,1,1,,,1,I arbejde,,0,,1555405774118,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,12,2,white,circle,sounds/E.wav,0,1,1,1,,,1,I arbejde,,0,,1555405776710,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,13,7,white,circle,sounds/T.wav,0,1,0,0,,,1,I arbejde,,0,,1555405779290,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,14,0,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405781874,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,15,6,white,circle,sounds/T.wav,0,1,0,1,,,0,I arbejde,,0,,1555405784480,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,16,1,white,circle,sounds/G.wav,0,1,0,0,,,1,I arbejde,,0,,1555405787058,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,17,4,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405789624,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,18,6,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405792207,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,19,5,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405794784,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,20,6,white,circle,sounds/E.wav,0,1,1,0,,,0,I arbejde,,0,,1555405797376,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,21,5,white,circle,sounds/G.wav,0,1,1,0,,,0,I arbejde,,0,,1555405799957,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,22,1,white,circle,sounds/E.wav,0,1,0,0,,,1,I arbejde,,0,,1555405802543,0,1,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,23,4,white,circle,sounds/D.wav,0,1,0,0,,,1,I arbejde,,0,,1555405805126,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,24,6,white,circle,sounds/C.wav,0,1,0,0,,,1,I arbejde,,0,,1555405807710,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,25,6,white,circle,sounds/C.wav,0,1,0,1,,,0,I arbejde,,0,,1555405810307,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,26,6,white,circle,sounds/G.wav,0,1,1,1,,,1,I arbejde,,0,,1555405812894,1,0,0,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,27,8,white,circle,sounds/G.wav,0,1,0,0,,,1,I arbejde,,0,,1555405815486,0,0,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,28,5,white,circle,sounds/G.wav,0,1,0,0,,,1,I arbejde,,0,,1555405818078,1,1,1,,1,no,
Torsk,female,28,training_transfer,training,ps2,2,2,29,6,white,circle,sounds/P.wav,0,1,0,0,,,1,I arbejde,,0,,1555405820643,1,0,0,,1,no,
