id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_tested,sound_score,sound_target,sound_response,occupation,simulate,figure_tested,position_target,position_response,color_target,color_tested,figure_response,color_score,position_score,timestamp,figure_target,figure_score,sound_tested,color_response
Lemur,female,24,training_transfer,pretest,pcs1,3,1,34,7,green,circle,sounds/B.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068100867,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,35,6,green,circle,sounds/G.wav,1,1,0,0,Studerende,no,0,0,0,1,1,,1,1,1555068104408,,,1,1
Lemur,female,24,training_transfer,pretest,pcs1,3,1,36,0,green,circle,sounds/T.wav,1,1,0,0,Studerende,no,0,0,0,1,1,,0,1,1555068108021,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,37,3,white,circle,sounds/T.wav,1,1,1,1,Studerende,no,0,0,0,0,1,,1,1,1555068111663,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,38,3,blue,circle,sounds/D.wav,1,1,0,0,Studerende,no,0,1,0,0,1,,1,0,1555068115280,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,39,2,blue,circle,sounds/P.wav,1,1,0,0,Studerende,no,0,0,0,1,1,,1,1,1555068118916,,,1,1
Lemur,female,24,training_transfer,pretest,pcs1,3,1,40,2,white,circle,sounds/P.wav,1,1,1,1,Studerende,no,0,1,1,0,1,,1,1,1555068122466,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,41,3,green,circle,sounds/B.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068126079,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,42,0,yellow,circle,sounds/B.wav,1,1,1,1,Studerende,no,0,0,0,0,1,,1,1,1555068129622,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,43,4,red,circle,sounds/B.wav,1,1,1,1,Studerende,no,0,0,0,0,1,,1,1,1555068133248,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,44,7,blue,circle,sounds/G.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068136868,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,45,7,red,circle,sounds/C.wav,1,1,0,0,Studerende,no,0,1,1,0,1,,1,1,1555068140409,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,46,6,red,circle,sounds/C.wav,1,1,1,1,Studerende,no,0,0,0,1,1,,1,1,1555068143973,,,1,1
Lemur,female,24,training_transfer,pretest,pcs1,3,1,47,6,dimgray,circle,sounds/V.wav,1,1,0,0,Studerende,no,0,1,0,0,1,,1,0,1555068147586,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,48,1,red,circle,sounds/V.wav,1,1,1,1,Studerende,no,0,0,0,0,1,,1,1,1555068151203,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,49,0,yellow,circle,sounds/P.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068154793,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,50,0,yellow,circle,sounds/V.wav,1,1,0,0,Studerende,no,0,1,1,1,1,,1,1,1555068158351,,,1,1
Lemur,female,24,training_transfer,pretest,pcs1,3,1,51,4,green,circle,sounds/E.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068161963,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,52,5,blue,circle,sounds/C.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068165575,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,53,5,yellow,circle,sounds/P.wav,1,1,0,0,Studerende,no,0,1,1,0,1,,1,1,1555068169206,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,54,1,white,circle,sounds/C.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068172814,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,55,8,dimgray,circle,sounds/V.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068176427,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,56,0,yellow,circle,sounds/C.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068180038,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,57,3,white,circle,sounds/C.wav,1,1,1,1,Studerende,no,0,0,0,0,1,,1,1,1555068183583,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,58,7,white,circle,sounds/G.wav,1,1,0,0,Studerende,no,0,0,0,1,1,,0,1,1555068187177,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,59,3,green,circle,sounds/C.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068190789,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,60,6,white,circle,sounds/C.wav,1,1,1,1,Studerende,no,0,0,0,0,1,,1,1,1555068194430,,,1,0
Lemur,female,24,training_transfer,pretest,pcs1,3,1,61,8,yellow,circle,sounds/E.wav,1,1,0,0,Studerende,no,0,0,0,0,1,,1,1,1555068198050,,,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,1,4,blue,star,sounds/D.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068212129,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,2,4,dimgray,square,sounds/P.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068215739,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,3,4,yellow,circle,sounds/D.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068219349,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,4,4,blue,square,sounds/T.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068222945,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,5,4,darkorange,triangle,sounds/E.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068226562,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,6,4,red,triangle,sounds/P.wav,0,1,0,0,Studerende,no,1,,,0,1,1,1,,1555068230182,1,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,7,4,green,star,sounds/V.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068233781,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,8,4,green,square,sounds/T.wav,0,1,0,0,Studerende,no,1,,,1,1,0,1,,1555068237417,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,9,4,red,star,sounds/B.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068241037,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,10,4,red,triangle,sounds/V.wav,0,1,0,0,Studerende,no,1,,,1,1,0,1,,1555068244676,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,11,4,green,square,sounds/C.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068248294,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,12,4,blue,square,sounds/G.wav,0,1,0,0,Studerende,no,1,,,0,1,1,1,,1555068251929,1,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,13,4,darkorange,circle,sounds/P.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068255552,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,14,4,darkorange,circle,sounds/T.wav,0,1,0,0,Studerende,no,1,,,1,1,1,1,,1555068259113,1,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,15,4,darkorange,triangle,sounds/T.wav,0,0,1,0,Studerende,no,1,,,1,1,0,0,,1555068262738,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,16,4,dimgray,square,sounds/T.wav,0,0,1,0,Studerende,no,1,,,0,1,0,1,,1555068266351,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,17,4,green,square,sounds/C.wav,0,1,0,0,Studerende,no,1,,,0,1,1,1,,1555068269982,1,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,18,4,darkorange,square,sounds/G.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068273593,1,0,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,19,4,darkorange,star,sounds/C.wav,0,1,0,0,Studerende,no,1,,,1,1,0,1,,1555068277206,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,20,4,darkorange,star,sounds/V.wav,0,1,0,0,Studerende,no,1,,,1,1,0,0,,1555068280814,1,0,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,21,4,red,circle,sounds/T.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068284433,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,22,4,red,triangle,sounds/T.wav,0,0,1,0,Studerende,no,1,,,1,1,0,0,,1555068288035,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,23,4,white,square,sounds/P.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068291651,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,24,4,darkorange,star,sounds/C.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068295262,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,25,4,yellow,star,sounds/C.wav,0,0,1,0,Studerende,no,1,,,0,1,1,1,,1555068298895,1,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,26,4,yellow,square,sounds/C.wav,0,1,1,1,Studerende,no,1,,,1,1,0,0,,1555068302527,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,27,4,green,triangle,sounds/B.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068306149,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,28,4,green,square,sounds/B.wav,0,0,1,0,Studerende,no,1,,,1,1,0,1,,1555068309689,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,29,4,darkorange,triangle,sounds/P.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068313303,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,30,4,white,circle,sounds/G.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068316899,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,31,4,blue,star,sounds/D.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068320507,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,32,4,green,circle,sounds/E.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068324118,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,33,4,darkorange,star,sounds/E.wav,0,1,1,1,Studerende,no,1,,,0,1,0,1,,1555068327757,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,34,4,yellow,star,sounds/E.wav,0,1,1,1,Studerende,no,1,,,0,1,0,1,,1555068331390,1,0,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,35,4,dimgray,circle,sounds/D.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068335007,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,36,4,yellow,triangle,sounds/P.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068338618,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,37,4,red,circle,sounds/P.wav,0,1,1,1,Studerende,no,1,,,0,1,0,1,,1555068342237,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,38,4,white,triangle,sounds/E.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068345857,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,39,4,white,square,sounds/E.wav,0,1,1,1,Studerende,no,1,,,1,1,0,1,,1555068349416,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,40,4,darkorange,square,sounds/E.wav,0,1,1,1,Studerende,no,1,,,0,1,0,1,,1555068352958,1,0,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,41,4,darkorange,triangle,sounds/D.wav,0,1,0,0,Studerende,no,1,,,1,1,0,1,,1555068356600,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,42,4,dimgray,circle,sounds/T.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068360220,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,43,4,yellow,square,sounds/G.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068363813,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,44,4,darkorange,circle,sounds/G.wav,0,1,1,1,Studerende,no,1,,,0,1,0,1,,1555068367372,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,45,4,green,star,sounds/C.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068370994,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,46,4,blue,triangle,sounds/G.wav,0,0,0,1,Studerende,no,1,,,0,1,0,1,,1555068374616,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,47,4,blue,square,sounds/D.wav,0,1,0,0,Studerende,no,1,,,1,1,0,0,,1555068378230,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,48,4,red,square,sounds/E.wav,0,1,0,0,Studerende,no,1,,,0,1,1,1,,1555068381866,1,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,49,4,red,square,sounds/C.wav,0,1,0,0,Studerende,no,1,,,1,1,0,0,,1555068385486,1,0,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,50,4,red,star,sounds/C.wav,0,0,1,0,Studerende,no,1,,,1,1,0,1,,1555068389111,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,51,4,yellow,star,sounds/C.wav,0,0,1,0,Studerende,no,1,,,0,1,0,1,,1555068392721,1,0,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,52,4,red,circle,sounds/G.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068396338,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,53,4,red,square,sounds/P.wav,0,0,0,1,Studerende,no,1,,,1,1,0,1,,1555068399884,0,1,1,1
Lemur,female,24,training_transfer,pretest,fcs1,3,1,54,4,yellow,star,sounds/T.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068403478,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,55,4,white,triangle,sounds/V.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068407088,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,56,4,yellow,triangle,sounds/G.wav,0,1,0,0,Studerende,no,1,,,0,1,1,1,,1555068410719,1,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,57,4,white,star,sounds/D.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068414327,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,58,4,blue,triangle,sounds/C.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068417940,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,59,4,red,circle,sounds/E.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068421551,0,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,60,4,green,circle,sounds/E.wav,0,1,1,1,Studerende,no,1,,,0,1,1,1,,1555068425118,1,1,1,0
Lemur,female,24,training_transfer,pretest,fcs1,3,1,61,4,blue,circle,sounds/G.wav,0,1,0,0,Studerende,no,1,,,0,1,0,1,,1555068428725,1,0,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,1,4,dimgray,star,sounds/B.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068449959,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,2,0,dimgray,circle,sounds/B.wav,1,1,1,1,Studerende,no,1,0,0,1,1,0,0,1,1555068453578,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,3,4,blue,circle,sounds/B.wav,1,0,1,0,Studerende,no,1,0,0,0,1,0,1,1,1555068457186,1,0,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,4,4,green,circle,sounds/T.wav,1,1,0,0,Studerende,no,1,1,1,0,1,1,1,1,1555068460755,1,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,5,4,yellow,star,sounds/E.wav,1,1,0,0,Studerende,no,1,1,0,0,1,0,1,0,1555068464372,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,6,1,yellow,star,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,1,1,1,1,1,1555068467948,1,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,7,7,green,star,sounds/D.wav,1,0,1,0,Studerende,no,1,0,0,0,1,0,1,1,1555068471561,1,0,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,8,7,dimgray,triangle,sounds/P.wav,1,1,0,0,Studerende,no,1,1,1,0,1,0,1,1,1555068475184,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,9,2,red,triangle,sounds/P.wav,1,0,1,0,Studerende,no,1,0,0,0,1,0,1,1,1555068478803,1,0,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,10,3,yellow,star,sounds/V.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068482413,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,11,7,dimgray,star,sounds/T.wav,1,1,0,0,Studerende,no,1,0,0,0,1,1,1,1,1555068486047,1,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,12,2,dimgray,square,sounds/T.wav,1,0,1,0,Studerende,no,1,0,0,1,1,0,1,1,1555068489582,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,13,7,green,triangle,sounds/G.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068493199,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,14,7,blue,circle,sounds/B.wav,1,1,0,0,Studerende,no,1,1,1,0,1,0,1,1,1555068496837,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,15,7,blue,square,sounds/G.wav,1,1,0,0,Studerende,no,1,1,1,1,1,0,1,1,1555068500394,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,16,6,red,circle,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068504001,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,17,6,red,triangle,sounds/V.wav,1,1,0,0,Studerende,no,1,1,1,1,1,0,1,1,1555068507566,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,18,1,white,square,sounds/B.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068511176,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,19,4,green,triangle,sounds/E.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068514804,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,20,5,darkorange,triangle,sounds/P.wav,1,1,0,0,Studerende,no,1,0,0,0,1,1,1,1,1555068518432,1,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,21,6,darkorange,triangle,sounds/E.wav,1,1,0,0,Studerende,no,1,0,0,1,1,1,0,1,1555068522041,1,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,22,8,yellow,star,sounds/V.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068525649,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,23,4,blue,circle,sounds/V.wav,1,0,1,0,Studerende,no,1,0,0,0,1,0,1,1,1555068529267,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,24,4,yellow,circle,sounds/P.wav,1,1,0,0,Studerende,no,1,1,1,0,1,1,1,1,1555068532821,1,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,25,0,green,circle,sounds/E.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068536439,1,0,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,26,2,green,square,sounds/B.wav,1,1,0,0,Studerende,no,1,0,0,1,1,0,1,1,1555068539979,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,27,2,white,star,sounds/B.wav,1,1,1,1,Studerende,no,1,1,1,0,1,0,1,1,1555068543543,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,28,2,dimgray,square,sounds/T.wav,1,1,0,0,Studerende,no,1,1,0,0,1,0,1,0,1555068547154,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,29,8,white,star,sounds/C.wav,1,0,0,1,Studerende,no,1,0,0,0,1,0,1,1,1555068550788,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,30,5,green,circle,sounds/P.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068554396,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,31,5,red,triangle,sounds/P.wav,1,1,1,1,Studerende,no,1,1,1,0,1,0,1,1,1555068557960,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,32,2,red,circle,sounds/G.wav,1,1,0,0,Studerende,no,1,0,0,1,1,0,0,1,1555068561553,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,33,2,red,square,sounds/V.wav,1,0,0,1,Studerende,no,1,1,1,1,1,0,1,1,1555068565160,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,34,2,yellow,triangle,sounds/V.wav,1,1,1,1,Studerende,no,1,1,1,0,1,0,1,1,1555068568728,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,35,6,blue,circle,sounds/C.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068572335,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,36,1,red,triangle,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068575949,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,37,0,red,triangle,sounds/B.wav,1,1,0,0,Studerende,no,1,0,0,1,1,1,1,1,1555068579510,1,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,38,0,yellow,star,sounds/E.wav,1,1,0,0,Studerende,no,1,1,0,0,1,0,1,0,1555068583122,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,39,0,red,circle,sounds/B.wav,1,1,0,0,Studerende,no,1,1,1,0,1,0,1,1,1555068586760,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,40,5,red,square,sounds/T.wav,1,1,0,0,Studerende,no,1,0,0,1,1,0,1,1,1555068590386,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,41,6,red,square,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,1,1,0,1,1,1555068594012,1,0,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,42,5,blue,star,sounds/B.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068597618,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,43,7,dimgray,square,sounds/P.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068601214,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,44,3,blue,triangle,sounds/P.wav,1,1,1,1,Studerende,no,1,0,0,0,1,0,1,1,1555068604828,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,45,1,red,star,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068608455,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,46,5,darkorange,triangle,sounds/C.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068612065,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,47,4,green,circle,sounds/V.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068615674,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,48,5,red,triangle,sounds/V.wav,1,1,1,1,Studerende,no,1,0,0,0,1,0,1,1,1555068619316,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,49,8,dimgray,square,sounds/V.wav,1,1,1,1,Studerende,no,1,0,0,0,1,0,1,1,1555068622933,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,50,0,white,circle,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068626558,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,51,0,yellow,triangle,sounds/T.wav,1,1,0,0,Studerende,no,1,1,1,0,1,0,1,1,1555068630197,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,52,4,dimgray,circle,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068633802,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,53,1,darkorange,circle,sounds/G.wav,1,1,0,0,Studerende,no,1,0,0,0,1,1,1,1,1555068637343,1,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,54,8,darkorange,square,sounds/D.wav,1,1,0,0,Studerende,no,1,0,0,1,1,0,1,1,1555068640977,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,55,6,red,square,sounds/G.wav,1,1,0,0,Studerende,no,1,0,0,0,1,1,1,1,1555068644611,1,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,56,4,red,circle,sounds/C.wav,1,1,0,0,Studerende,no,1,0,0,1,1,0,0,1,1555068648233,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,57,7,darkorange,square,sounds/C.wav,1,1,1,1,Studerende,no,1,0,0,0,1,0,1,1,1555068651864,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,58,4,green,circle,sounds/C.wav,1,1,1,1,Studerende,no,1,0,0,0,1,0,1,1,1555068655497,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,59,1,green,triangle,sounds/P.wav,1,1,0,0,Studerende,no,1,0,0,1,1,0,1,1,1555068659143,0,1,1,1
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,60,8,yellow,circle,sounds/E.wav,1,1,0,0,Studerende,no,1,0,0,0,1,0,1,1,1555068662762,0,1,1,0
Lemur,female,24,training_transfer,pretest,pcfs12,4,1,61,5,green,circle,sounds/E.wav,1,1,1,1,Studerende,no,1,0,0,0,1,1,1,1,1555068666305,1,1,1,0
Lemur,female,24,training_transfer,training,ps2,2,2,1,4,white,circle,sounds/C.wav,1,1,0,0,Studerende,no,0,0,0,,0,,,1,1555068718312,,,1,
Lemur,female,24,training_transfer,training,ps2,2,2,2,4,white,circle,sounds/G.wav,1,1,0,0,Studerende,no,0,0,0,,0,,,1,1555068720919,,,1,
Lemur,female,24,training_transfer,training,ps2,2,2,3,4,white,circle,sounds/T.wav,1,1,0,0,Studerende,no,0,1,1,,0,,,1,1555068723537,,,1,
