id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,sound_response,position_tested,color_score,figure_target,position_score,simulate,color_target,position_response,figure_tested,position_target,color_response,figure_score,sound_score,color_tested,sound_target,timestamp,figure_response,sound_tested
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,48,4,darkorange,circle,sounds/T.wav,Studerende,0,0,1,0,,no,0,,1,,0,1,1,1,0,1554985451958,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,49,4,red,circle,sounds/D.wav,Studerende,0,0,1,1,,no,0,,1,,0,1,1,1,0,1554985455563,1,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,50,4,dimgray,square,sounds/D.wav,Studerende,1,0,1,0,,no,0,,1,,0,1,1,1,1,1554985459177,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,51,4,dimgray,square,sounds/C.wav,Studerende,0,0,1,1,,no,1,,1,,1,1,1,1,0,1554985462796,1,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,52,4,blue,circle,sounds/C.wav,Studerende,1,0,1,0,,no,0,,1,,0,1,1,1,1,1554985466396,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,53,4,red,square,sounds/P.wav,Studerende,0,0,1,0,,no,0,,1,,0,1,1,1,0,1554985469992,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,54,4,dimgray,square,sounds/B.wav,Studerende,0,0,1,1,,no,0,,1,,0,1,1,1,0,1554985473600,1,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,55,4,yellow,circle,sounds/B.wav,Studerende,1,0,1,0,,no,0,,1,,0,1,1,1,1,1554985477208,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,56,4,darkorange,circle,sounds/D.wav,Studerende,0,0,1,1,,no,0,,1,,0,1,1,1,0,1554985480816,1,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,57,4,white,star,sounds/V.wav,Studerende,0,0,1,0,,no,0,,1,,0,1,1,1,0,1554985484414,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,58,4,white,star,sounds/T.wav,Studerende,0,0,1,1,,no,1,,1,,1,1,1,1,0,1554985488043,1,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,59,4,green,circle,sounds/P.wav,Studerende,0,0,1,0,,no,0,,1,,0,1,1,1,0,1554985491634,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,60,4,blue,square,sounds/C.wav,Studerende,0,0,1,0,,no,0,,1,,0,1,1,1,0,1554985495227,0,1
Gorilla,female,22,training_transfer,posttest,fcs1,3,1,61,4,blue,square,sounds/P.wav,Studerende,0,0,0,1,,no,1,,1,,0,1,1,1,0,1554985498832,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,1,0,darkorange,triangle,sounds/D.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985506692,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,2,8,red,star,sounds/P.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985510285,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,3,5,yellow,triangle,sounds/V.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985513879,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,4,8,blue,star,sounds/D.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985517469,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,5,7,blue,star,sounds/P.wav,Studerende,0,1,0,1,1,no,1,0,1,0,0,1,1,1,0,1554985521086,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,6,1,dimgray,square,sounds/P.wav,Studerende,1,1,1,0,1,no,0,0,1,0,0,1,1,1,1,1554985524685,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,7,2,white,triangle,sounds/T.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985528284,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,8,3,yellow,circle,sounds/P.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985531877,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,9,3,white,triangle,sounds/V.wav,Studerende,0,1,1,0,1,no,0,1,1,1,0,1,1,1,0,1554985535483,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,10,5,dimgray,triangle,sounds/P.wav,Studerende,0,1,1,1,1,no,0,0,1,0,0,1,1,1,0,1554985539090,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,11,5,white,triangle,sounds/C.wav,Studerende,0,1,1,1,1,no,0,1,1,1,0,1,1,1,0,1554985542706,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,12,6,white,star,sounds/G.wav,Studerende,0,1,1,0,1,no,1,0,1,0,1,1,1,1,0,1554985546324,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,13,5,darkorange,star,sounds/P.wav,Studerende,0,1,1,1,1,no,0,0,1,0,0,0,1,1,0,1554985549906,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,14,0,red,square,sounds/C.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985553502,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,15,0,green,star,sounds/C.wav,Studerende,1,1,1,0,1,no,0,1,1,1,0,1,1,1,1,1554985557118,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,16,0,white,triangle,sounds/C.wav,Studerende,1,1,1,0,0,no,0,0,1,1,0,1,1,1,1,1554985560712,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,17,6,white,star,sounds/V.wav,Studerende,0,1,0,0,1,no,1,0,1,0,0,1,1,1,0,1554985564297,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,18,3,white,circle,sounds/D.wav,Studerende,0,1,1,0,1,no,1,0,1,0,1,1,1,1,0,1554985567902,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,19,3,blue,star,sounds/D.wav,Studerende,0,1,1,0,1,no,0,1,1,1,0,1,0,1,1,1554985571512,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,20,5,green,square,sounds/V.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985575111,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,21,3,yellow,triangle,sounds/D.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985578702,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,22,0,white,star,sounds/C.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985582295,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,23,4,blue,triangle,sounds/G.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985585889,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,24,6,green,square,sounds/G.wav,Studerende,1,1,1,0,1,no,0,0,1,0,0,1,1,1,1,1554985589509,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,25,6,dimgray,square,sounds/B.wav,Studerende,0,1,1,1,1,no,0,1,1,1,0,0,1,1,0,1554985593119,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,26,0,red,circle,sounds/C.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985596718,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,27,8,darkorange,square,sounds/C.wav,Studerende,1,1,1,0,1,no,0,0,1,0,0,1,1,1,1,1554985600335,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,28,0,darkorange,star,sounds/D.wav,Studerende,0,1,0,0,1,no,1,0,1,0,0,1,1,1,0,1554985603923,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,29,5,dimgray,circle,sounds/D.wav,Studerende,1,1,1,0,1,no,0,0,1,0,0,1,1,1,1,1554985607525,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,30,0,green,triangle,sounds/D.wav,Studerende,1,1,1,0,1,no,0,0,1,0,0,1,1,1,1,1554985611136,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,31,5,white,star,sounds/V.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985614732,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,32,7,white,star,sounds/C.wav,Studerende,0,1,1,1,1,no,1,0,1,0,1,1,1,1,0,1554985618363,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,33,6,red,circle,sounds/E.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985621953,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,34,6,white,circle,sounds/P.wav,Studerende,0,1,1,1,1,no,0,1,1,1,0,1,1,1,0,1554985625564,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,35,7,blue,circle,sounds/P.wav,Studerende,1,1,1,1,1,no,0,0,1,0,0,1,1,1,1,1554985629193,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,36,7,dimgray,star,sounds/P.wav,Studerende,1,1,1,0,1,no,0,1,1,1,0,1,1,1,1,1554985632821,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,37,6,blue,triangle,sounds/V.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985636408,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,38,6,yellow,triangle,sounds/E.wav,Studerende,0,1,1,1,1,no,0,1,1,1,0,1,1,1,0,1554985640022,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,39,0,yellow,circle,sounds/T.wav,Studerende,0,1,1,0,1,no,1,0,1,0,1,1,1,1,0,1554985643624,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,40,2,red,triangle,sounds/T.wav,Studerende,1,1,1,0,1,no,0,0,1,0,0,0,1,1,1,1554985647246,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,41,5,red,square,sounds/G.wav,Studerende,0,1,0,0,0,no,1,1,1,0,0,1,1,1,0,1554985650852,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,42,3,yellow,circle,sounds/V.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985654442,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,43,7,red,square,sounds/E.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985658035,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,44,7,blue,square,sounds/G.wav,Studerende,0,1,1,1,1,no,0,1,1,1,0,1,1,1,0,1554985661658,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,45,5,blue,circle,sounds/B.wav,Studerende,0,1,1,0,1,no,1,0,1,0,1,1,1,1,0,1554985665263,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,46,5,blue,square,sounds/G.wav,Studerende,0,1,1,0,1,no,1,1,1,1,1,1,1,1,0,1554985668894,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,47,6,red,triangle,sounds/G.wav,Studerende,1,1,1,0,1,no,0,0,1,0,0,1,1,1,1,1554985672502,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,48,6,darkorange,circle,sounds/B.wav,Studerende,0,1,1,0,1,no,0,1,1,1,0,1,1,1,0,1554985676124,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,49,4,darkorange,circle,sounds/B.wav,Studerende,1,1,1,1,1,no,1,0,1,0,1,1,1,1,1,1554985679654,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,50,0,yellow,triangle,sounds/V.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985683253,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,51,6,yellow,triangle,sounds/E.wav,Studerende,0,1,1,1,1,no,1,0,1,0,1,1,1,1,0,1554985686791,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,52,1,green,star,sounds/G.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985690388,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,53,1,darkorange,triangle,sounds/C.wav,Studerende,0,1,1,0,1,no,0,1,1,1,0,1,1,1,0,1554985693993,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,54,0,darkorange,square,sounds/C.wav,Studerende,1,1,1,0,1,no,1,0,1,0,1,1,1,1,1,1554985697612,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,55,5,green,square,sounds/E.wav,Studerende,0,1,1,1,1,no,0,0,1,0,0,1,1,1,0,1554985701214,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,56,0,yellow,circle,sounds/C.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985704810,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,57,7,blue,star,sounds/G.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985708404,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,58,7,blue,star,sounds/D.wav,Studerende,0,1,1,1,1,no,1,1,1,1,1,1,1,1,0,1554985711945,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,59,4,darkorange,star,sounds/D.wav,Studerende,0,1,1,1,1,no,0,0,1,0,0,1,0,1,1,1554985715562,1,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,60,6,dimgray,circle,sounds/C.wav,Studerende,0,1,1,0,1,no,0,0,1,0,0,1,1,1,0,1554985719146,0,1
Gorilla,female,22,training_transfer,posttest,pcfs12,4,1,61,6,dimgray,star,sounds/B.wav,Studerende,0,1,1,0,1,no,1,1,1,1,1,1,1,1,0,1554985722762,0,1
