id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_score,figure_response,position_response,figure_score,color_tested,color_response,sound_target,position_tested,sound_score,simulate,position_target,sound_tested,sound_response,figure_target,color_score,occupation,timestamp,color_target,figure_tested
rensdyr,female,22,training_train,pretest,pc2,2,2,8,4,darkorange,circle,,1,,0,,1,1,,1,,no,0,0,,,0,Studerende,1555317092517,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,9,3,green,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317095097,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,10,5,green,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317097660,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,11,2,red,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317100232,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,12,1,darkorange,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317102800,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,13,5,green,circle,,1,,0,,1,1,,1,,no,0,0,,,0,Studerende,1555317105390,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,14,0,green,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317107970,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,15,4,white,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317110538,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,16,0,green,circle,,1,,1,,1,1,,1,,no,1,0,,,1,Studerende,1555317113137,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,17,7,white,circle,,1,,0,,1,0,,1,,no,0,0,,,0,Studerende,1555317115708,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,18,0,red,circle,,0,,0,,1,0,,1,,no,1,0,,,1,Studerende,1555317118271,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,19,7,green,circle,,1,,1,,1,0,,1,,no,1,0,,,1,Studerende,1555317120863,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,20,5,darkorange,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317123444,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,21,0,green,circle,,1,,0,,1,0,,1,,no,0,0,,,0,Studerende,1555317126012,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,22,2,blue,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317128580,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,23,7,green,circle,,1,,0,,1,1,,1,,no,0,0,,,1,Studerende,1555317131170,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,24,1,red,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317133751,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,25,1,darkorange,circle,,1,,0,,1,1,,1,,no,0,0,,,0,Studerende,1555317136334,0,0
