id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,sound_response,figure_response,timestamp,position_response,simulate,figure_tested,color_response,sound_target,color_tested,color_target,sound_tested,position_score,position_target,sound_score,position_tested,color_score,figure_target,figure_score
Rokke,male,32,training_transfer,posttest,fc2,2,2,2,4,dimgray,square,,Studerende,,0,1555492750869,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,3,4,yellow,star,,Studerende,,0,1555492753435,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,4,4,yellow,star,,Studerende,,0,1555492756004,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,5,4,blue,star,,Studerende,,1,1555492758590,,no,1,0,,1,0,0,,,,0,1,1,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,6,4,darkorange,star,,Studerende,,1,1555492761179,,no,1,0,,1,0,0,,,,0,1,1,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,7,4,white,triangle,,Studerende,,0,1555492763754,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,8,4,darkorange,star,,Studerende,,0,1555492766326,,no,1,0,,1,1,0,,,,0,0,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,9,4,yellow,star,,Studerende,,1,1555492768912,,no,1,0,,1,0,0,,,,0,1,0,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,10,4,red,triangle,,Studerende,,0,1555492771478,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,11,4,yellow,star,,Studerende,,1,1555492774067,,no,1,0,,1,1,0,,,,0,0,1,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,12,4,darkorange,square,,Studerende,,0,1555492776647,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,13,4,darkorange,circle,,Studerende,,0,1555492779216,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,14,4,yellow,star,,Studerende,,1,1555492781802,,no,1,0,,1,0,0,,,,0,1,0,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,15,4,red,triangle,,Studerende,,0,1555492784368,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,16,4,yellow,circle,,Studerende,,0,1555492786936,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,17,4,darkorange,star,,Studerende,,1,1555492789529,,no,1,0,,1,0,0,,,,0,1,0,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,18,4,darkorange,circle,,Studerende,,0,1555492792106,,no,1,0,,1,0,0,,,,0,1,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,19,4,darkorange,star,,Studerende,,1,1555492794704,,no,1,1,,1,1,0,,,,0,1,1,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,20,4,blue,triangle,,Studerende,,0,1555492797276,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,21,4,green,triangle,,Studerende,,0,1555492799842,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,22,4,blue,square,,Studerende,,0,1555492802411,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,23,4,yellow,circle,,Studerende,,0,1555492804979,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,24,4,blue,star,,Studerende,,0,1555492807563,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,25,4,dimgray,triangle,,Studerende,,0,1555492810128,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,26,4,dimgray,star,,Studerende,,1,1555492812735,,no,1,1,,1,0,0,,,,0,0,1,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,27,4,darkorange,circle,,Studerende,,0,1555492815301,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,28,4,dimgray,square,,Studerende,,0,1555492817870,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,29,4,yellow,triangle,,Studerende,,0,1555492820436,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,30,4,red,triangle,,Studerende,,0,1555492823004,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,31,4,darkorange,circle,,Studerende,,0,1555492825573,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,32,4,darkorange,circle,,Studerende,,0,1555492828156,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,33,4,white,circle,,Studerende,,0,1555492830745,,no,1,1,,1,0,0,,,,0,0,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,34,4,green,triangle,,Studerende,,0,1555492833326,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,35,4,yellow,star,,Studerende,,0,1555492835895,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,36,4,green,circle,,Studerende,,0,1555492838463,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,37,4,dimgray,star,,Studerende,,0,1555492841029,,no,1,0,,1,0,0,,,,0,1,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,38,4,darkorange,square,,Studerende,,0,1555492843598,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,39,4,yellow,circle,,Studerende,,0,1555492846167,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,40,4,white,square,,Studerende,,0,1555492848750,,no,1,0,,1,0,0,,,,0,1,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,41,4,yellow,square,,Studerende,,0,1555492851319,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,42,4,white,star,,Studerende,,0,1555492853885,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,43,4,blue,star,,Studerende,,1,1555492856471,,no,1,0,,1,0,0,,,,0,1,0,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,44,4,darkorange,circle,,Studerende,,0,1555492859040,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,45,4,blue,star,,Studerende,,1,1555492861626,,no,1,0,,1,1,0,,,,0,0,1,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,46,4,darkorange,triangle,,Studerende,,0,1555492864192,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,47,4,green,triangle,,Studerende,,0,1555492866761,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,48,4,dimgray,square,,Studerende,,1,1555492869358,,no,1,0,,1,0,0,,,,0,1,0,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,49,4,blue,star,,Studerende,,0,1555492871930,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,50,4,white,square,,Studerende,,1,1555492874516,,no,1,0,,1,0,0,,,,0,1,1,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,51,4,green,triangle,,Studerende,,0,1555492877100,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,52,4,yellow,circle,,Studerende,,0,1555492879665,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,53,4,darkorange,star,,Studerende,,0,1555492882234,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,54,4,red,circle,,Studerende,,0,1555492884803,,no,1,0,,1,0,0,,,,0,1,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,55,4,darkorange,star,,Studerende,,0,1555492887369,,no,1,0,,1,1,0,,,,0,0,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,56,4,darkorange,square,,Studerende,,0,1555492889934,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,57,4,yellow,star,,Studerende,,0,1555492892507,,no,1,0,,1,0,0,,,,0,1,1,0
Rokke,male,32,training_transfer,posttest,fc2,2,2,58,4,dimgray,circle,,Studerende,,0,1555492895090,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,59,4,yellow,triangle,,Studerende,,0,1555492897659,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,60,4,blue,star,,Studerende,,0,1555492900227,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,61,4,dimgray,circle,,Studerende,,0,1555492902793,,no,1,0,,1,0,0,,,,0,1,0,1
Rokke,male,32,training_transfer,posttest,fc2,2,2,62,4,blue,triangle,,Studerende,,0,1555492905362,,no,1,0,,1,1,0,,,,0,0,0,1
Rokke,male,32,training_transfer,posttest,pcs1,3,1,1,3,red,circle,sounds/C.wav,Studerende,0,,1555492919716,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,2,3,green,circle,sounds/T.wav,Studerende,0,,1555492923304,0,no,0,0,0,1,0,1,0,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,3,4,darkorange,circle,sounds/D.wav,Studerende,0,,1555492926888,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,4,7,green,circle,sounds/V.wav,Studerende,0,,1555492930473,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,5,6,green,circle,sounds/E.wav,Studerende,0,,1555492934058,0,no,0,0,0,1,1,1,1,0,1,1,0,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,6,2,red,circle,sounds/C.wav,Studerende,0,,1555492937645,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,7,4,blue,circle,sounds/P.wav,Studerende,0,,1555492941227,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,8,1,green,circle,sounds/B.wav,Studerende,0,,1555492944815,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,9,7,white,circle,sounds/B.wav,Studerende,0,,1555492948396,0,no,0,0,1,1,0,1,1,0,0,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,10,8,white,circle,sounds/E.wav,Studerende,0,,1555492951984,0,no,0,0,0,1,1,1,1,0,1,1,0,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,11,6,white,circle,sounds/P.wav,Studerende,0,,1555492955592,0,no,0,1,0,1,1,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,12,0,red,circle,sounds/T.wav,Studerende,0,,1555492959185,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,13,4,red,circle,sounds/T.wav,Studerende,0,,1555492962767,0,no,0,0,1,1,1,1,1,0,0,1,0,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,14,4,blue,circle,sounds/E.wav,Studerende,0,,1555492966358,0,no,0,0,0,1,0,1,0,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,15,5,darkorange,circle,sounds/B.wav,Studerende,0,,1555492969936,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,16,5,dimgray,circle,sounds/B.wav,Studerende,0,,1555492973553,1,no,0,0,1,1,0,1,1,1,0,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,17,4,red,circle,sounds/G.wav,Studerende,0,,1555492977164,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,18,8,white,circle,sounds/C.wav,Studerende,0,,1555492980749,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,19,4,red,circle,sounds/D.wav,Studerende,0,,1555492984348,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,20,4,green,circle,sounds/D.wav,Studerende,0,,1555492987947,1,no,0,0,1,1,0,1,1,1,0,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,21,4,darkorange,circle,sounds/E.wav,Studerende,0,,1555492991537,0,no,0,0,0,1,0,1,0,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,22,0,darkorange,circle,sounds/G.wav,Studerende,0,,1555492995139,1,no,0,0,0,1,1,1,0,0,1,1,0,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,23,0,red,circle,sounds/T.wav,Studerende,0,,1555492998733,1,no,0,0,0,1,0,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,24,0,red,circle,sounds/C.wav,Studerende,0,,1555493002358,1,no,0,1,0,1,1,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,25,2,blue,circle,sounds/C.wav,Studerende,0,,1555493005946,0,no,0,0,1,1,0,1,1,0,0,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,26,2,white,circle,sounds/D.wav,Studerende,0,,1555493009551,1,no,0,0,0,1,0,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,27,2,yellow,circle,sounds/G.wav,Studerende,0,,1555493013168,1,no,0,0,0,1,0,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,28,7,red,circle,sounds/V.wav,Studerende,0,,1555493016749,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,29,7,red,circle,sounds/C.wav,Studerende,0,,1555493020360,1,no,0,1,0,1,1,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,30,7,yellow,circle,sounds/T.wav,Studerende,0,,1555493023965,1,no,0,0,0,1,0,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,31,0,darkorange,circle,sounds/T.wav,Studerende,1,,1555493027570,0,no,0,0,1,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,32,4,darkorange,circle,sounds/B.wav,Studerende,0,,1555493031158,0,no,0,0,0,1,1,1,1,0,1,1,0,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,33,4,white,circle,sounds/C.wav,Studerende,0,,1555493034751,1,no,0,0,0,1,0,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,34,3,yellow,circle,sounds/V.wav,Studerende,0,,1555493038342,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,35,3,white,circle,sounds/V.wav,Studerende,1,,1555493041967,1,no,0,0,1,1,0,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,36,8,dimgray,circle,sounds/B.wav,Studerende,0,,1555493045546,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,37,3,dimgray,circle,sounds/C.wav,Studerende,0,,1555493049133,0,no,0,0,0,1,1,1,1,0,1,1,0,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,38,0,dimgray,circle,sounds/V.wav,Studerende,0,,1555493052718,0,no,0,0,0,1,1,1,1,0,1,1,0,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,39,1,white,circle,sounds/V.wav,Studerende,1,,1555493056323,0,no,0,0,1,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,40,6,yellow,circle,sounds/V.wav,Studerende,1,,1555493059928,0,no,0,0,1,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,41,0,dimgray,circle,sounds/B.wav,Studerende,0,,1555493063524,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,42,3,white,circle,sounds/G.wav,Studerende,0,,1555493067109,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,43,5,darkorange,circle,sounds/G.wav,Studerende,1,,1555493070717,0,no,0,0,1,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,44,2,darkorange,circle,sounds/C.wav,Studerende,0,,1555493074334,0,no,0,1,0,1,1,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,45,3,darkorange,circle,sounds/B.wav,Studerende,0,,1555493077950,0,no,0,1,0,1,1,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,46,5,blue,circle,sounds/E.wav,Studerende,0,,1555493081529,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,47,5,blue,circle,sounds/E.wav,Studerende,1,,1555493085154,0,no,0,1,1,1,1,1,0,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,48,6,dimgray,circle,sounds/E.wav,Studerende,1,,1555493088754,0,no,0,0,1,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,49,0,red,circle,sounds/V.wav,Studerende,0,,1555493092335,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,50,7,yellow,circle,sounds/B.wav,Studerende,0,,1555493095920,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,51,4,white,circle,sounds/E.wav,Studerende,0,,1555493099505,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,52,0,blue,circle,sounds/T.wav,Studerende,0,,1555493103092,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,53,0,white,circle,sounds/D.wav,Studerende,0,,1555493106691,1,no,0,0,0,1,0,1,1,1,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,54,2,white,circle,sounds/T.wav,Studerende,1,,1555493110317,0,no,0,1,0,1,1,1,1,0,0,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,55,8,yellow,circle,sounds/D.wav,Studerende,0,,1555493113899,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,56,3,white,circle,sounds/D.wav,Studerende,1,,1555493117504,0,no,0,0,1,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,57,6,darkorange,circle,sounds/C.wav,Studerende,0,,1555493121083,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,58,0,white,circle,sounds/G.wav,Studerende,0,,1555493124670,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,59,6,green,circle,sounds/P.wav,Studerende,0,,1555493128252,0,no,0,0,0,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,60,8,red,circle,sounds/P.wav,Studerende,1,,1555493131866,0,no,0,0,1,1,0,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,pcs1,3,1,61,7,red,circle,sounds/P.wav,Studerende,1,,1555493135410,0,no,0,1,1,1,1,1,1,0,1,1,1,,
Rokke,male,32,training_transfer,posttest,fcs1,3,1,1,4,darkorange,triangle,sounds/E.wav,Studerende,0,0,1555493141630,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,2,4,blue,square,sounds/B.wav,Studerende,0,0,1555493145232,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,3,4,blue,star,sounds/B.wav,Studerende,1,0,1555493148843,,no,1,0,1,1,1,1,,,1,0,0,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,4,4,red,star,sounds/B.wav,Studerende,0,0,1555493152436,,no,1,0,1,1,0,1,,,0,0,1,1,0
Rokke,male,32,training_transfer,posttest,fcs1,3,1,5,4,yellow,triangle,sounds/C.wav,Studerende,0,0,1555493156020,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,6,4,red,triangle,sounds/C.wav,Studerende,1,0,1555493159631,,no,1,0,1,1,0,1,,,1,0,1,1,0
Rokke,male,32,training_transfer,posttest,fcs1,3,1,7,4,dimgray,triangle,sounds/B.wav,Studerende,1,1,1555493163260,,no,1,0,0,1,0,1,,,0,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,8,4,yellow,square,sounds/B.wav,Studerende,0,0,1555493166842,,no,1,0,1,1,0,1,,,0,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,9,4,red,star,sounds/V.wav,Studerende,0,0,1555493170429,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,10,4,green,circle,sounds/B.wav,Studerende,1,0,1555493174030,,no,1,0,0,1,0,1,,,0,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,11,4,green,circle,sounds/D.wav,Studerende,0,1,1555493177631,,no,1,0,0,1,1,1,,,1,0,0,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,12,4,red,star,sounds/V.wav,Studerende,0,0,1555493181217,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,13,4,red,star,sounds/G.wav,Studerende,0,1,1555493184829,,no,1,1,0,1,1,1,,,1,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,14,4,red,triangle,sounds/P.wav,Studerende,0,0,1555493188437,,no,1,0,0,1,1,1,,,1,0,0,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,15,4,dimgray,triangle,sounds/P.wav,Studerende,1,1,1555493192054,,no,1,0,1,1,0,1,,,1,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,16,4,blue,triangle,sounds/C.wav,Studerende,0,1,1555493195656,,no,1,0,0,1,0,1,,,1,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,17,4,green,circle,sounds/P.wav,Studerende,0,0,1555493199243,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,18,4,blue,triangle,sounds/D.wav,Studerende,0,1,1555493202854,,no,1,0,0,1,0,1,,,1,0,1,0,0
Rokke,male,32,training_transfer,posttest,fcs1,3,1,19,4,blue,square,sounds/P.wav,Studerende,0,0,1555493206448,,no,1,0,0,1,1,1,,,1,0,0,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,20,4,green,triangle,sounds/C.wav,Studerende,0,0,1555493210029,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,21,4,green,square,sounds/T.wav,Studerende,0,0,1555493213617,,no,1,0,0,1,1,1,,,1,0,0,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,22,4,green,triangle,sounds/G.wav,Studerende,0,0,1555493217228,,no,1,1,0,1,1,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,23,4,red,star,sounds/E.wav,Studerende,0,0,1555493220821,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,24,4,white,triangle,sounds/G.wav,Studerende,0,0,1555493224406,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,25,4,red,triangle,sounds/G.wav,Studerende,1,0,1555493228014,,no,1,0,1,1,0,1,,,1,0,1,1,0
Rokke,male,32,training_transfer,posttest,fcs1,3,1,26,4,dimgray,star,sounds/T.wav,Studerende,0,1,1555493231622,,no,1,0,0,1,0,1,,,1,0,1,0,0
Rokke,male,32,training_transfer,posttest,fcs1,3,1,27,4,green,circle,sounds/T.wav,Studerende,1,0,1555493235238,,no,1,0,1,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,28,4,blue,circle,sounds/D.wav,Studerende,0,1,1555493238854,,no,1,0,0,1,0,1,,,1,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,29,4,blue,triangle,sounds/C.wav,Studerende,0,0,1555493242448,,no,1,0,0,1,1,1,,,1,0,0,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,30,4,red,triangle,sounds/G.wav,Studerende,0,1,1555493246047,,no,1,0,0,1,0,1,,,1,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,31,4,white,square,sounds/C.wav,Studerende,0,0,1555493249635,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,32,4,dimgray,star,sounds/D.wav,Studerende,0,0,1555493253219,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,33,4,dimgray,square,sounds/T.wav,Studerende,0,0,1555493256831,,no,1,1,0,1,1,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,34,4,blue,star,sounds/E.wav,Studerende,0,0,1555493260423,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,35,4,darkorange,square,sounds/T.wav,Studerende,0,0,1555493264009,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,36,4,red,triangle,sounds/B.wav,Studerende,0,0,1555493267611,,no,1,0,0,1,0,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,37,4,red,square,sounds/C.wav,Studerende,0,0,1555493271221,,no,1,1,0,1,1,1,,,1,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,38,4,yellow,square,sounds/D.wav,Studerende,0,1,1555493274838,,no,1,0,0,1,0,1,,,1,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,39,4,green,triangle,sounds/D.wav,Studerende,0,0,1555493278449,,no,1,0,1,1,0,1,,,0,0,1,0,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,40,4,blue,triangle,sounds/P.wav,Studerende,0,1,1555493282077,,no,1,0,0,1,0,1,,,1,0,1,1,1
Rokke,male,32,training_transfer,posttest,fcs1,3,1,41,4,blue,square,sounds/D.wav,Studerende,0,0,1555493285667,,no,1,0,0,1,1,1,,,1,0,0,0,1
