id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_score,simulate,position_target,sound_target,figure_target,timestamp,figure_score,figure_tested,figure_response,color_tested,color_target,sound_tested,position_tested,sound_response,sound_score,position_response,occupation,color_score,color_response
Gnu,male,22,training_train,practice,sc2,2,2,22,4,red,circle,sounds/D.wav,,no,,0,,1554986348425,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,23,4,red,circle,sounds/B.wav,,no,,0,,1554986351011,,0,,1,0,1,0,0,1,,Studerende,0,1
Gnu,male,22,training_train,practice,sc2,2,2,24,4,white,circle,sounds/P.wav,,no,,0,,1554986353598,,0,,1,0,1,0,1,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,25,4,green,circle,sounds/B.wav,,no,,1,,1554986356178,,0,,1,0,1,0,0,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,26,4,white,circle,sounds/T.wav,,no,,0,,1554986358753,,0,,1,1,1,0,0,1,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,27,4,darkorange,circle,sounds/T.wav,,no,,0,,1554986361342,,0,,1,0,1,0,1,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,28,4,blue,circle,sounds/T.wav,,no,,1,,1554986363931,,0,,1,0,1,0,1,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,29,4,darkorange,circle,sounds/B.wav,,no,,0,,1554986366505,,0,,1,1,1,0,0,1,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,30,4,white,circle,sounds/G.wav,,no,,0,,1554986369100,,0,,1,0,1,0,1,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,31,4,green,circle,sounds/T.wav,,no,,0,,1554986371668,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,32,4,blue,circle,sounds/G.wav,,no,,1,,1554986374252,,0,,1,0,1,0,1,1,,Studerende,1,0
Gnu,male,22,training_train,practice,pcfs1,4,1,1,5,blue,square,sounds/P.wav,1,no,0,0,0,1554986435773,1,1,0,1,0,1,1,0,1,0,Studerende,1,0
Gnu,male,22,training_train,practice,pcfs1,4,1,2,6,darkorange,circle,sounds/V.wav,1,no,0,0,0,1554986439367,1,1,0,1,0,1,1,0,1,0,Studerende,1,0
Gnu,male,22,training_train,practice,pcfs1,4,1,3,6,darkorange,square,sounds/E.wav,0,no,1,0,0,1554986442978,1,1,0,1,1,1,1,0,1,0,Studerende,1,1
