id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_score,simulate,position_target,sound_target,figure_target,timestamp,figure_score,figure_tested,figure_response,color_tested,color_target,sound_tested,position_tested,sound_response,sound_score,position_response,occupation,color_score,color_response
Gnu,male,22,training_train,practice,f2,1,2,17,4,white,triangle,,,no,,,0,1554986219174,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,18,4,white,star,,,no,,,1,1554986221746,0,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,19,4,white,circle,,,no,,,0,1554986224321,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,20,4,white,circle,,,no,,,0,1554986226906,0,1,1,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,21,4,white,star,,,no,,,0,1554986229485,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,22,4,white,triangle,,,no,,,0,1554986232062,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,23,4,white,star,,,no,,,1,1554986234634,0,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,24,4,white,square,,,no,,,0,1554986237205,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,25,4,white,square,,,no,,,0,1554986239794,0,1,1,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,26,4,white,star,,,no,,,0,1554986242372,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,27,4,white,triangle,,,no,,,0,1554986244944,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,28,4,white,triangle,,,no,,,0,1554986247533,0,1,1,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,29,4,white,star,,,no,,,0,1554986250107,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,30,4,white,triangle,,,no,,,1,1554986252682,0,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,31,4,white,circle,,,no,,,0,1554986255254,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,f2,1,2,32,4,white,star,,,no,,,0,1554986257828,1,1,0,0,,0,0,,,,Studerende,,
Gnu,male,22,training_train,practice,sc2,2,2,1,4,white,circle,sounds/G.wav,,no,,0,,1554986294278,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,2,4,dimgray,circle,sounds/V.wav,,no,,0,,1554986296849,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,3,4,red,circle,sounds/G.wav,,no,,1,,1554986299424,,0,,1,0,1,0,0,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,4,4,darkorange,circle,sounds/C.wav,,no,,0,,1554986301998,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,5,4,blue,circle,sounds/P.wav,,no,,0,,1554986304573,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,6,4,red,circle,sounds/E.wav,,no,,0,,1554986307156,,0,,1,0,1,0,1,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,7,4,blue,circle,sounds/G.wav,,no,,0,,1554986309737,,0,,1,1,1,0,0,1,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,8,4,yellow,circle,sounds/E.wav,,no,,1,,1554986312311,,0,,1,0,1,0,0,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,9,4,yellow,circle,sounds/G.wav,,no,,1,,1554986314892,,0,,1,0,1,0,0,0,,Studerende,0,1
Gnu,male,22,training_train,practice,sc2,2,2,10,4,green,circle,sounds/B.wav,,no,,0,,1554986317472,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,11,4,yellow,circle,sounds/C.wav,,no,,0,,1554986320047,,0,,1,1,1,0,0,1,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,12,4,blue,circle,sounds/G.wav,,no,,0,,1554986322621,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,13,4,green,circle,sounds/V.wav,,no,,0,,1554986325203,,0,,1,0,1,0,1,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,14,4,blue,circle,sounds/E.wav,,no,,0,,1554986327785,,0,,1,1,1,0,0,1,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,15,4,green,circle,sounds/V.wav,,no,,1,,1554986330357,,0,,1,1,1,0,0,0,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,16,4,dimgray,circle,sounds/E.wav,,no,,1,,1554986332931,,0,,1,0,1,0,0,0,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,17,4,green,circle,sounds/P.wav,,no,,0,,1554986335529,,0,,1,1,1,0,1,0,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,18,4,green,circle,sounds/D.wav,,no,,0,,1554986338112,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,19,4,blue,circle,sounds/B.wav,,no,,0,,1554986340684,,0,,1,0,1,0,0,1,,Studerende,1,0
Gnu,male,22,training_train,practice,sc2,2,2,20,4,green,circle,sounds/P.wav,,no,,0,,1554986343259,,0,,1,1,1,0,0,1,,Studerende,0,0
Gnu,male,22,training_train,practice,sc2,2,2,21,4,green,circle,sounds/P.wav,,no,,0,,1554986345853,,0,,1,0,1,0,1,0,,Studerende,1,0
